road_id,noise_actual,pred_lr,resid_lr,pred_xgb,resid_xgb,pred_rf,resid_rf,outlier_lr,outlier_xgb,outlier_rf,consensus
30617585_2087205004_0,45,54.37,-9.37,52.59,-7.59,47.35,-2.35,0,0,0,0
30617585_2625927687_0,55,55.29,-0.29,53.98,1.02,54.0,1.0,0,0,0,0
6326164170_2473393788_0,60,58.14,1.86,59.16,0.84,58.5,1.5,0,0,0,0
30617598_30294783_0,55,52.04,2.96,54.13,0.87,53.1,1.9,0,0,0,0
30617599_30294853_0,55,52.26,2.74,54.01,0.99,54.05,0.95,0,0,0,0
6333903842_583323362_0,35,41.25,-6.25,37.99,-2.99,35.43,-0.43,0,0,0,0
30617602_30617606_0,45,53.43,-8.43,49.04,-4.04,49.05,-4.05,0,0,0,0
30617602_11239790234_0,60,57.38,2.62,59.11,0.89,59.85,0.15,0,0,0,0
6364664850_31286185_0,55,51.06,3.94,54.19,0.81,53.85,1.15,0,0,0,0
30617606_8286877334_0,55,53.18,1.82,58.17,-3.17,53.8,1.2,0,0,0,0
30617607_30617608_0,55,51.6,3.4,51.91,3.09,51.83,3.17,0,0,0,0
30617607_30617617_0,55,51.08,3.92,53.75,1.25,53.2,1.8,0,0,0,0
30617608_30617611_0,55,52.55,2.45,56.51,-1.51,55.2,-0.2,0,0,0,0
30617611_412450367_0,55,52.24,2.76,56.53,-1.53,53.8,1.2,0,0,0,0
30617611_30617612_0,50,50.88,-0.88,48.55,1.45,50.45,-0.45,0,0,0,0
30617612_1357271791_0,50,51.56,-1.56,50.2,-0.2,50.6,-0.6,0,0,0,0
30617617_412450367_0,50,52.89,-2.89,51.19,-1.19,51.8,-1.8,0,0,0,0
30617622_30617617_0,55,50.48,4.52,46.55,8.45,50.31,4.69,0,1,0,1
30617622_30617626_0,60,50.53,9.47,49.97,10.03,55.2,4.8,0,1,0,1
30617626_1365367852_0,55,51.18,3.82,53.54,1.46,54.25,0.75,0,0,0,0
30617626_8151705401_0,40,50.03,-10.03,43.72,-3.72,42.25,-2.25,0,0,0,0
30617631_8293362944_0,50,50.53,-0.53,51.0,-1.0,50.35,-0.35,0,0,0,0
30617631_30254593_0,50,50.33,-0.33,52.52,-2.52,50.55,-0.55,0,0,0,0
30617632_30617633_0,45,51.14,-6.14,47.52,-2.52,46.95,-1.95,0,0,0,0
30617632_412451123_0,60,53.0,7.0,58.42,1.58,58.5,1.5,0,0,0,0
30617633_30617636_0,55,50.2,4.8,54.58,0.42,53.2,1.8,0,0,0,0
30617636_387127521_0,50,50.67,-0.67,54.8,-4.8,52.6,-2.6,0,0,0,0
30617636_2628897485_0,55,51.04,3.96,55.47,-0.47,54.75,0.25,0,0,0,0
30617697_1306211534_0,55,51.63,3.37,54.7,0.3,54.6,0.4,0,0,0,0
30617700_30254638_0,50,49.84,0.16,48.49,1.51,49.95,0.05,0,0,0,0
30617701_30617717_0,55,48.63,6.37,50.37,4.63,53.05,1.95,0,0,0,0
30617701_30617703_0,45,49.45,-4.45,47.57,-2.57,46.6,-1.6,0,0,0,0
30617701_30617700_0,55,49.78,5.22,51.33,3.67,52.55,2.45,0,0,0,0
30617703_30617701_0,45,49.5,-4.5,47.5,-2.5,46.5,-1.5,0,0,0,0
30617703_256607726_0,45,49.31,-4.31,47.45,-2.45,47.35,-2.35,0,0,0,0
30617712_2706190190_0,55,49.8,5.2,52.24,2.76,52.75,2.25,0,0,0,0
30617717_1046607401_0,50,50.15,-0.15,51.29,-1.29,50.3,-0.3,0,0,0,0
30617717_2706190120_0,40,50.11,-10.11,46.89,-6.89,42.7,-2.7,0,0,0,0
30617733_30617734_0,50,49.96,0.04,49.22,0.78,50.0,0.0,0,0,0,0
30617734_30617733_0,50,49.96,0.04,49.22,0.78,50.0,0.0,0,0,0,0
30617734_9350842938_0,45,49.51,-4.51,44.4,0.6,45.8,-0.8,0,0,0,0
6376850717_6376850715_0,55,50.95,4.05,52.2,2.8,54.5,0.5,0,0,0,0
30617737_2706990669_0,45,49.52,-4.52,43.45,1.55,44.7,0.3,0,0,0,0
30617738_30617760_0,50,49.45,0.55,47.92,2.08,49.2,0.8,0,0,0,0
30617760_30617813_0,55,49.64,5.36,50.95,4.05,52.75,2.25,0,0,0,0
30617761_30617811_0,50,50.15,-0.15,49.25,0.75,49.7,0.3,0,0,0,0
6423993160_12703479479_0,45,48.89,-3.89,47.03,-2.03,46.65,-1.65,0,0,0,0
30617762_30617734_0,45,49.8,-4.8,45.35,-0.35,45.65,-0.65,0,0,0,0
30617762_30617761_0,45,49.83,-4.83,47.17,-2.17,45.0,0.0,0,0,0,0
30617765_770847801_0,40,48.65,-8.65,41.59,-1.59,41.85,-1.85,0,0,0,0
30617766_9350529921_0,40,48.03,-8.03,40.39,-0.39,41.18,-1.18,0,0,0,0
30617766_2815387255_0,40,47.88,-7.88,40.61,-0.61,40.35,-0.35,0,0,0,0
30617785_30617786_0,55,50.92,4.08,52.18,2.82,53.05,1.95,0,0,0,0
30617785_392351069_0,60,51.37,8.63,56.87,3.13,59.45,0.55,0,0,0,0
30617785_387127524_0,55,52.24,2.76,55.53,-0.53,55.1,-0.1,0,0,0,0
30617786_30617787_0,45,51.1,-6.1,50.86,-5.86,48.65,-3.65,0,0,0,0
30617786_863733312_0,50,51.5,-1.5,53.25,-3.25,52.35,-2.35,0,0,0,0
30617787_30617789_0,45,51.15,-6.15,51.23,-6.23,50.9,-5.9,0,0,0,0
30617787_863733275_0,55,52.09,2.91,54.58,0.42,55.5,-0.5,0,0,0,0
30617789_387127534_0,55,52.12,2.88,54.86,0.14,55.5,-0.5,0,0,0,0
30617794_387127519_0,60,51.99,8.01,57.82,2.18,58.75,1.25,0,0,0,0
6449314872_1425252279_0,50,47.52,2.48,48.35,1.65,48.9,1.1,0,0,0,0
30617795_863733378_0,60,51.25,8.75,57.78,2.22,56.8,3.2,0,0,0,0
30617795_30617796_0,60,50.13,9.87,58.97,1.03,58.35,1.65,0,0,0,0
30617796_387127590_0,60,50.22,9.78,60.76,-0.76,59.25,0.75,0,0,0,0
30617800_2707390543_0,60,59.63,0.37,58.82,1.18,59.75,0.25,0,0,0,0
30617801_30617800_0,55,52.17,2.83,51.42,3.58,53.65,1.35,0,0,0,0
30617801_30618051_0,45,50.85,-5.85,53.01,-8.01,51.4,-6.4,0,0,0,0
30617804_1255304807_0,65,53.27,11.73,63.94,1.06,63.85,1.15,0,0,0,0
30617805_950161652_0,55,51.62,3.38,54.2,0.8,53.95,1.05,0,0,0,0
30617805_955341713_0,55,51.67,3.33,53.91,1.09,54.85,0.15,0,0,0,0
30617805_30617804_0,55,51.66,3.34,56.44,-1.44,56.3,-1.3,0,0,0,0
30617807_2505284838_0,45,50.17,-5.17,47.29,-2.29,46.9,-1.9,0,0,0,0
30617807_790024603_0,50,50.51,-0.51,49.25,0.75,49.8,0.2,0,0,0,0
30617807_2606686560_0,50,49.85,0.15,50.8,-0.8,49.6,0.4,0,0,0,0
30617811_30617812_0,55,50.21,4.79,53.59,1.41,53.45,1.55,0,0,0,0
30617811_30617761_0,50,50.15,-0.15,49.25,0.75,49.7,0.3,0,0,0,0
30617812_30617811_0,55,50.21,4.79,53.59,1.41,53.45,1.55,0,0,0,0
30617812_30617813_0,50,50.03,-0.03,50.29,-0.29,50.05,-0.05,0,0,0,0
30617813_30617814_0,55,50.3,4.7,51.14,3.86,52.55,2.45,0,0,0,0
30617813_30617812_0,50,50.03,-0.03,50.29,-0.29,50.05,-0.05,0,0,0,0
30617814_790034791_0,45,49.38,-4.38,46.6,-1.6,45.2,-0.2,0,0,0,0
30617814_30617813_0,55,50.3,4.7,51.14,3.86,52.55,2.45,0,0,0,0
30617814_960619341_0,55,50.33,4.67,52.26,2.74,52.05,2.95,0,0,0,0
30617833_30618056_0,60,51.97,8.03,57.39,2.61,56.25,3.75,0,0,0,0
6547829115_247637117_0,55,55.89,-0.89,56.97,-1.97,55.0,0.0,0,0,0,0
30617833_1635327538_0,60,59.05,0.95,58.68,1.32,58.3,1.7,0,0,0,0
6565856196_178542532_0,60,60.19,-0.19,58.66,1.34,59.65,0.35,0,0,0,0
30617835_481146996_0,50,52.59,-2.59,51.78,-1.78,51.7,-1.7,0,0,0,0
30617835_1635327538_0,60,58.89,1.11,58.98,1.02,59.9,0.1,0,0,0,0
6565856196_11516978571_0,50,55.9,-5.9,50.29,-0.29,50.5,-0.5,0,0,0,0
30617900_903833766_0,50,51.72,-1.72,52.04,-2.04,51.65,-1.65,0,0,0,0
30617904_903833789_0,50,51.94,-1.94,50.56,-0.56,51.1,-1.1,0,0,0,0
30617907_416012188_0,60,52.59,7.41,57.8,2.2,56.85,3.15,0,0,0,0
30617909_4189406778_0,60,60.55,-0.55,58.68,1.32,58.95,1.05,0,0,0,0
30617909_960625589_0,60,58.64,1.36,58.21,1.79,59.25,0.75,0,0,0,0
30617918_1017920205_0,50,52.2,-2.2,55.98,-5.98,55.35,-5.35,0,0,0,0
30617918_8710875305_0,55,49.62,5.38,53.27,1.73,53.15,1.85,0,0,0,0
30617932_2059751742_0,55,49.96,5.04,53.19,1.81,53.9,1.1,0,0,0,0
6620325587_6423993160_0,45,47.77,-2.77,46.38,-1.38,46.35,-1.35,0,0,0,0
30617933_30617932_0,55,50.52,4.48,55.14,-0.14,52.8,2.2,0,0,0,0
30617934_416012211_0,45,51.33,-6.33,46.87,-1.87,45.2,-0.2,0,0,0,0
30617934_30617933_0,45,49.3,-4.3,51.27,-6.27,49.25,-4.25,0,0,0,0
30618051_481122563_0,55,51.64,3.36,55.1,-0.1,54.55,0.45,0,0,0,0
30618051_3623788198_0,55,50.07,4.93,53.93,1.07,53.75,1.25,0,0,0,0
6620325587_6620325588_0,45,47.68,-2.68,45.29,-0.29,45.2,-0.2,0,0,0,0
30618052_1312339726_0,45,50.28,-5.28,49.12,-4.12,46.9,-1.9,0,0,0,0
30618053_30618054_0,50,53.17,-3.17,52.76,-2.76,50.8,-0.8,0,0,0,0
30618053_2020393229_0,50,52.49,-2.49,50.47,-0.47,50.55,-0.55,0,0,0,0
30618054_30618055_0,55,52.21,2.79,52.65,2.35,54.3,0.7,0,0,0,0
30618054_3822804392_0,55,54.88,0.12,51.99,3.01,54.9,0.1,0,0,0,0
30618055_30618056_0,45,52.0,-7.0,48.54,-3.54,47.5,-2.5,0,0,0,0
6620325588_6620325587_0,45,47.68,-2.68,45.29,-0.29,45.2,-0.2,0,0,0,0
30618056_481122345_0,45,51.07,-6.07,47.89,-2.89,47.4,-2.4,0,0,0,0
30618057_481146996_0,50,51.19,-1.19,49.47,0.53,50.8,-0.8,0,0,0,0
30618057_1635327538_0,50,52.26,-2.26,49.44,0.56,50.75,-0.75,0,0,0,0
30618058_481147019_0,55,51.58,3.42,50.22,4.78,51.5,3.5,0,0,0,0
30618062_1714171423_0,45,51.67,-6.67,46.98,-1.98,45.8,-0.8,0,0,0,0
30618063_30618062_0,45,52.38,-7.38,48.99,-3.99,46.85,-1.85,0,0,0,0
30618063_30618075_0,55,51.47,3.53,50.63,4.37,52.2,2.8,0,0,0,0
30618070_598224642_0,45,50.32,-5.32,47.08,-2.08,46.95,-1.95,0,0,0,0
30618070_30618071_0,55,49.17,5.83,48.68,6.32,51.3,3.7,0,0,0,0
6695182350_430765521_0,50,49.74,0.26,48.44,1.56,49.5,0.5,0,0,0,0
30618071_598224514_0,55,50.82,4.18,47.29,7.71,48.4,6.6,0,0,1,1
30618073_598224641_0,45,49.98,-4.98,48.33,-3.33,47.95,-2.95,0,0,0,0
30618073_30295509_0,55,50.45,4.55,52.53,2.47,52.95,2.05,0,0,0,0
30618075_30618092_0,60,52.52,7.48,56.17,3.83,57.3,2.7,0,0,0,0
30618075_30618076_0,60,51.21,8.79,51.82,8.18,53.25,6.75,0,1,1,2
30618076_319429258_0,60,57.46,2.54,59.18,0.82,58.15,1.85,0,0,0,0
30618077_1312339740_0,45,56.12,-11.12,51.14,-6.14,49.3,-4.3,0,0,0,0
30618078_30618089_0,45,50.76,-5.76,46.85,-1.85,47.8,-2.8,0,0,0,0
30618089_30618075_0,45,51.29,-6.29,47.49,-2.49,47.2,-2.2,0,0,0,0
30618092_1624143902_0,50,51.89,-1.89,55.53,-5.53,53.55,-3.55,0,0,0,0
30618092_319429258_0,55,56.48,-1.48,56.37,-1.37,55.05,-0.05,0,0,0,0
30618094_30618095_0,55,53.21,1.79,55.85,-0.85,55.2,-0.2,0,0,0,0
30618094_319429060_0,45,57.56,-12.56,47.47,-2.47,49.35,-4.35,0,0,0,0
30618095_395286289_0,50,54.46,-4.46,53.39,-3.39,51.8,-1.8,0,0,0,0
30618095_30618096_0,50,52.06,-2.06,51.81,-1.81,51.3,-1.3,0,0,0,0
6695182355_6695182355_0,45,50.76,-5.76,53.16,-8.16,51.1,-6.1,0,1,0,1
6695182355_430764775_0,55,52.61,2.39,54.42,0.58,54.6,0.4,0,0,0,0
30618100_30618097_0,55,48.77,6.23,51.04,3.96,52.05,2.95,0,0,0,0
30618100_1313997602_0,55,51.33,3.67,53.2,1.8,53.65,1.35,0,0,0,0
6718358695_430769491_0,45,46.27,-1.27,43.68,1.32,44.4,0.6,0,0,0,0
6742307805_9507066653_0,45,48.84,-3.84,46.34,-1.34,45.85,-0.85,0,0,0,0
6762254076_30243118_0,60,56.58,3.42,61.94,-1.94,60.95,-0.95,0,0,0,0
30625851_7037105577_0,45,51.42,-6.42,51.34,-6.34,53.7,-8.7,0,0,1,1
30625895_30914440_0,55,57.18,-2.18,55.84,-0.84,55.8,-0.8,0,0,0,0
30625895_30294316_0,55,55.61,-0.61,56.46,-1.46,55.5,-0.5,0,0,0,0
30625896_178520716_0,50,52.08,-2.08,52.21,-2.21,50.95,-0.95,0,0,0,0
6762254081_430535703_0,65,59.07,5.93,64.01,0.99,63.45,1.55,0,0,0,0
30625897_178519633_0,50,50.92,-0.92,50.47,-0.47,50.2,-0.2,0,0,0,0
30625899_30625897_0,50,51.28,-1.28,52.42,-2.42,50.4,-0.4,0,0,0,0
30625899_1982155709_0,50,51.48,-1.48,51.89,-1.89,50.4,-0.4,0,0,0,0
30625911_806808405_0,50,50.5,-0.5,50.15,-0.15,49.05,0.95,0,0,0,0
30625911_30264304_0,50,49.04,0.96,49.34,0.66,48.0,2.0,0,0,0,0
30646179_30243952_0,65,49.48,15.52,60.78,4.22,60.5,4.5,0,0,0,0
30646179_30254288_0,50,50.11,-0.11,52.91,-2.91,50.35,-0.35,0,0,0,0
30646198_4690881901_0,50,50.2,-0.2,49.42,0.58,48.68,1.33,0,0,0,0
30646806_30254286_0,40,49.24,-9.24,42.81,-2.81,41.0,-1.0,0,0,0,0
30646806_10308985977_0,50,48.81,1.19,47.4,2.6,49.15,0.85,0,0,0,0
30647222_208974064_0,55,48.92,6.08,54.84,0.16,55.0,0.0,0,0,0,0
30647463_230161188_0,55,57.35,-2.35,56.55,-1.55,54.75,0.25,0,0,0,0
30647906_30647878_0,50,48.87,1.13,39.63,10.37,42.88,7.12,0,1,1,2
30647907_30647906_0,55,49.87,5.13,54.97,0.03,52.6,2.4,0,0,0,0
30647907_30238383_0,55,49.13,5.87,53.44,1.56,53.6,1.4,0,0,0,0
6766631070_5726734752_0,50,49.35,0.65,52.84,-2.84,50.4,-0.4,0,0,0,0
30685337_30685340_0,65,61.49,3.51,63.25,1.75,63.3,1.7,0,0,0,0
30685338_30243047_0,65,58.92,6.08,62.62,2.38,63.35,1.65,0,0,0,0
30685338_8173071606_0,60,63.05,-3.05,61.06,-1.06,60.35,-0.35,0,0,0,0
30685340_1589583429_0,60,61.41,-1.41,60.32,-0.32,60.25,-0.25,0,0,0,0
6766631070_3044253138_0,45,48.87,-3.87,47.94,-2.94,45.95,-0.95,0,0,0,0
30685341_4470657986_0,60,60.76,-0.76,60.54,-0.54,60.25,-0.25,0,0,0,0
30686171_30686201_0,50,50.44,-0.44,51.78,-1.78,51.85,-1.85,0,0,0,0
30686179_5943146523_0,50,51.27,-1.27,47.7,2.3,50.95,-0.95,0,0,0,0
30686192_30686179_0,50,51.6,-1.6,52.06,-2.06,50.55,-0.55,0,0,0,0
30686192_30294498_0,60,53.66,6.34,58.3,1.7,57.7,2.3,0,0,0,0
30686200_30307946_0,45,50.18,-5.18,46.9,-1.9,46.55,-1.55,0,0,0,0
30686201_30686200_0,55,49.94,5.06,55.46,-0.46,54.5,0.5,0,0,0,0
30686201_30264315_0,55,47.92,7.08,53.46,1.54,53.25,1.75,0,0,0,0
30686201_571411365_0,60,50.47,9.53,55.77,4.23,56.85,3.15,0,0,0,0
30686209_30686210_0,55,50.94,4.06,52.64,2.36,53.4,1.6,0,0,0,0
30686209_178523527_0,55,49.7,5.3,51.69,3.31,54.15,0.85,0,0,0,0
30686209_5389145152_0,45,49.8,-4.8,48.97,-3.97,47.9,-2.9,0,0,0,0
30686210_178519633_0,50,50.8,-0.8,50.91,-0.91,51.65,-1.65,0,0,0,0
30686210_30625896_0,50,51.23,-1.23,51.37,-1.37,50.7,-0.7,0,0,0,0
30686211_30264420_0,50,49.96,0.04,49.17,0.83,49.4,0.6,0,0,0,0
30686211_7037105630_0,50,50.64,-0.64,50.44,-0.44,50.5,-0.5,0,0,0,0
6780590097_5726734751_0,55,49.22,5.78,50.2,4.8,53.15,1.85,0,0,0,0
30686337_30686171_0,55,51.5,3.5,54.16,0.84,54.55,0.45,0,0,0,0
30686337_30307974_0,50,54.32,-4.32,53.01,-3.01,53.1,-3.1,0,0,0,0
30686338_30264320_0,55,52.09,2.91,51.73,3.27,53.55,1.45,0,0,0,0
30686342_30264420_0,50,48.71,1.29,49.84,0.16,49.7,0.3,0,0,0,0
30686353_178520714_0,65,54.54,10.46,60.69,4.31,63.85,1.15,0,0,0,0
30686353_178547786_0,55,57.78,-2.78,56.3,-1.3,55.3,-0.3,0,0,0,0
30686353_30914370_0,55,56.61,-1.61,58.01,-3.01,55.55,-0.55,0,0,0,0
30686354_178520714_0,45,53.03,-8.03,49.28,-4.28,45.3,-0.3,0,0,0,0
6788605451_1613639964_0,55,52.2,2.8,52.83,2.17,53.7,1.3,0,0,0,0
30686355_30686356_0,50,53.61,-3.61,52.06,-2.06,51.3,-1.3,0,0,0,0
6788605473_523781576_0,55,59.52,-4.52,55.17,-0.17,55.2,-0.2,0,0,0,0
30686355_9939580063_0,55,51.97,3.03,50.37,4.63,53.4,1.6,0,0,0,0
30686356_30686355_0,50,53.61,-3.61,52.06,-2.06,51.3,-1.3,0,0,0,0
30686356_30625851_0,55,52.03,2.97,53.0,2.0,52.7,2.3,0,0,0,0
6815925056_2954961669_0,65,48.28,16.72,64.73,0.27,62.85,2.15,1,0,0,1
30686357_3049188200_0,60,55.71,4.29,59.4,0.6,59.35,0.65,0,0,0,0
30688819_1506156403_0,45,52.01,-7.01,44.19,0.81,46.25,-1.25,0,0,0,0
30688824_30688819_0,45,51.24,-6.24,46.54,-1.54,45.2,-0.2,0,0,0,0
30688824_8412738278_0,50,51.55,-1.55,48.82,1.18,46.85,3.15,0,0,0,0
30688824_30688837_0,55,51.25,3.75,47.69,7.31,46.65,8.35,0,0,1,1
30688829_8412738277_0,35,51.07,-16.07,43.56,-8.56,39.5,-4.5,1,1,0,2
30688829_30688837_0,50,51.18,-1.18,46.86,3.14,46.4,3.6,0,0,0,0
30688836_1863725886_0,45,51.98,-6.98,45.5,-0.5,45.2,-0.2,0,0,0,0
30688837_1506154303_0,55,51.17,3.83,51.17,3.83,50.75,4.25,0,0,0,0
30688839_1863716081_0,55,52.6,2.4,51.34,3.66,52.25,2.75,0,0,0,0
30688839_30688904_0,50,53.22,-3.22,51.29,-1.29,50.25,-0.25,0,0,0,0
30688879_4475342368_0,60,62.25,-2.25,59.41,0.59,59.35,0.65,0,0,0,0
30688879_412446078_0,60,57.13,2.87,59.1,0.9,59.55,0.45,0,0,0,0
30688879_30688880_0,60,58.24,1.76,59.74,0.26,59.85,0.15,0,0,0,0
30688880_30689037_0,60,57.38,2.62,59.82,0.18,59.8,0.2,0,0,0,0
30688880_30688879_0,60,58.29,1.71,59.74,0.26,59.85,0.15,0,0,0,0
30688883_30689040_0,50,53.43,-3.43,57.97,-7.97,56.42,-6.42,0,0,0,0
30688888_30688906_0,55,54.26,0.74,55.43,-0.43,54.8,0.2,0,0,0,0
30688888_30688883_0,60,55.78,4.22,58.79,1.21,58.4,1.6,0,0,0,0
30688904_30688888_0,60,53.82,6.18,57.33,2.67,58.35,1.65,0,0,0,0
30688904_273101947_0,50,52.34,-2.34,50.53,-0.53,50.7,-0.7,0,0,0,0
30688906_849592995_0,55,57.55,-2.55,53.87,1.13,54.45,0.55,0,0,0,0
30689037_30689040_0,50,53.12,-3.12,54.42,-4.42,55.12,-5.12,0,0,0,0
30689037_273101950_0,55,59.6,-4.6,55.58,-0.58,56.55,-1.55,0,0,0,0
30689037_30688880_0,60,57.38,2.62,59.89,0.11,59.8,0.2,0,0,0,0
30689040_30688904_0,40,52.63,-12.63,46.92,-6.92,44.5,-4.5,0,0,0,0
30689042_273101947_0,50,54.77,-4.77,50.69,-0.69,50.55,-0.55,0,0,0,0
30689042_847715523_0,50,52.69,-2.69,48.51,1.49,50.0,0.0,0,0,0,0
6825291523_359100661_0,55,52.89,2.11,54.89,0.11,55.9,-0.9,0,0,0,0
30689056_31286185_0,40,52.13,-12.13,42.08,-2.08,40.85,-0.85,0,0,0,0
6825291523_359100087_0,60,51.77,8.23,56.16,3.84,58.95,1.05,0,0,0,0
30689056_1563507928_0,55,51.12,3.88,54.1,0.9,53.6,1.4,0,0,0,0
30689058_387127774_0,50,50.52,-0.52,43.81,6.19,45.35,4.65,0,0,0,0
30689094_1695282636_0,45,50.52,-5.52,47.64,-2.64,46.9,-1.9,0,0,0,0
30689094_3823645381_0,50,53.42,-3.42,53.02,-3.02,51.65,-1.65,0,0,0,0
30689095_30689094_0,50,50.69,-0.69,52.37,-2.37,51.55,-1.55,0,0,0,0
30689096_1695282562_0,55,54.77,0.23,55.79,-0.79,55.7,-0.7,0,0,0,0
30689096_30689095_0,55,51.46,3.54,55.23,-0.23,54.85,0.15,0,0,0,0
30689098_2689685268_0,60,56.48,3.52,57.31,2.69,58.4,1.6,0,0,0,0
6825291523_6825291522_0,60,51.19,8.81,52.91,7.09,54.35,5.65,0,0,0,0
30689100_8378820672_0,45,52.52,-7.52,50.81,-5.81,47.5,-2.5,0,0,0,0
30689100_30689098_0,65,54.65,10.35,55.14,9.86,55.15,9.85,0,1,1,2
30689101_30689242_0,45,51.7,-6.7,49.5,-4.5,45.5,-0.5,0,0,0,0
6831747698_420060599_0,50,40.78,9.22,49.99,0.01,49.6,0.4,0,0,0,0
30689104_30295331_0,50,52.53,-2.53,51.06,-1.06,49.6,0.4,0,0,0,0
30689117_30689118_0,50,52.94,-2.94,51.08,-1.08,50.85,-0.85,0,0,0,0
30689117_30295380_0,55,53.26,1.74,50.33,4.67,52.2,2.8,0,0,0,0
6831747707_2111273203_0,55,50.56,4.44,55.08,-0.08,55.45,-0.45,0,0,0,0
30689118_30295394_0,60,54.5,5.5,60.2,-0.2,58.25,1.75,0,0,0,0
30689119_387130494_0,55,62.71,-7.71,56.83,-1.83,55.85,-0.85,0,0,0,0
30689119_387130495_0,60,60.7,-0.7,59.24,0.76,59.5,0.5,0,0,0,0
30689120_30295339_0,50,55.27,-5.27,51.99,-1.99,53.55,-3.55,0,0,0,0
30689120_1312053341_0,50,54.08,-4.08,50.93,-0.93,52.0,-2.0,0,0,0,0
30689122_423434629_0,55,52.4,2.6,54.48,0.52,53.6,1.4,0,0,0,0
6831747707_2111498724_0,55,45.76,9.24,54.4,0.6,53.4,1.6,0,0,0,0
30689122_319600517_0,55,52.45,2.55,53.42,1.58,54.55,0.45,0,0,0,0
30689130_30618062_0,45,52.07,-7.07,48.58,-3.58,47.2,-2.2,0,0,0,0
30689140_125935921_0,60,60.22,-0.22,61.46,-1.46,60.4,-0.4,0,0,0,0
30689140_30295338_0,55,60.55,-5.55,56.04,-1.04,55.55,-0.55,0,0,0,0
30689170_429743604_0,50,46.9,3.1,49.29,0.71,48.65,1.35,0,0,0,0
6831747715_2123195985_0,45,41.72,3.28,45.4,-0.4,44.95,0.05,0,0,0,0
30689173_30689175_0,45,47.11,-2.11,47.51,-2.51,45.95,-0.95,0,0,0,0
30689175_30689276_0,50,46.93,3.07,49.97,0.03,50.0,0.0,0,0,0,0
30689179_3860517847_0,60,58.43,1.57,59.43,0.57,59.85,0.15,0,0,0,0
30689242_30295348_0,45,52.2,-7.2,48.65,-3.65,46.7,-1.7,0,0,0,0
30689242_387130529_0,45,50.05,-5.05,51.94,-6.94,47.0,-2.0,0,0,0,0
30689243_30689244_0,50,54.56,-4.56,53.81,-3.81,52.0,-2.0,0,0,0,0
30689243_30295335_0,55,57.62,-2.62,56.5,-1.5,56.2,-1.2,0,0,0,0
30689244_31286310_0,60,54.28,5.72,52.77,7.23,58.35,1.65,0,0,0,0
30689253_8227535510_0,45,46.81,-1.81,45.34,-0.34,44.65,0.35,0,0,0,0
30689276_995424000_0,50,47.83,2.17,49.03,0.97,49.7,0.3,0,0,0,0
6831747715_2123196012_0,45,40.54,4.46,48.89,-3.89,45.1,-0.1,0,0,0,0
30689276_429742264_0,50,47.21,2.79,48.7,1.3,50.25,-0.25,0,0,0,0
30689520_506223330_0,55,54.39,0.61,55.02,-0.02,55.15,-0.15,0,0,0,0
30689522_30332979_0,60,51.52,8.48,53.42,6.58,56.1,3.9,0,0,0,0
30689522_30253380_0,65,52.23,12.77,59.97,5.03,63.35,1.65,0,0,0,0
6833338776_1092685773_0,55,53.95,1.05,52.94,2.06,55.85,-0.85,0,0,0,0
30689524_365565046_0,55,53.21,1.79,53.4,1.6,55.45,-0.45,0,0,0,0
30689525_30312831_0,60,53.43,6.57,57.26,2.74,58.15,1.85,0,0,0,0
30689525_381897075_0,55,52.75,2.25,55.42,-0.42,55.5,-0.5,0,0,0,0
30689530_30253212_0,55,55.19,-0.19,55.25,-0.25,54.75,0.25,0,0,0,0
30689531_385664091_0,60,54.11,5.89,57.83,2.17,59.1,0.9,0,0,0,0
30689532_1297445118_0,60,60.87,-0.87,59.8,0.2,59.0,1.0,0,0,0,0
30689532_312680292_0,60,58.12,1.88,59.73,0.27,58.7,1.3,0,0,0,0
6833338776_3386536280_0,60,50.98,9.02,56.04,3.96,57.9,2.1,0,0,0,0
30689533_4435194975_0,50,53.93,-3.93,53.03,-3.03,53.2,-3.2,0,0,0,0
30689536_506223345_0,35,54.84,-19.84,48.9,-13.9,42.05,-7.05,1,1,1,3
30689536_30312978_0,55,52.64,2.36,53.26,1.74,55.3,-0.3,0,0,0,0
30689544_2291722043_0,50,52.72,-2.72,52.68,-2.68,51.65,-1.65,0,0,0,0
30689544_30689536_0,55,54.63,0.37,55.0,-0.0,54.55,0.45,0,0,0,0
6833338778_89148866_0,60,59.42,0.58,58.27,1.73,56.4,3.6,0,0,0,0
30689549_30313062_0,55,54.61,0.39,55.87,-0.87,54.9,0.1,0,0,0,0
30689550_30689549_0,55,58.64,-3.64,56.63,-1.63,55.5,-0.5,0,0,0,0
30689550_279148247_0,55,56.31,-1.31,56.94,-1.94,55.85,-0.85,0,0,0,0
30689551_347353583_0,55,59.48,-4.48,55.15,-0.15,55.3,-0.3,0,0,0,0
6833338778_4538123419_0,60,56.82,3.18,58.29,1.71,57.5,2.5,0,0,0,0
30689552_347353583_0,50,55.52,-5.52,53.28,-3.28,53.25,-3.25,0,0,0,0
30689552_30313064_0,60,55.34,4.66,58.29,1.71,59.1,0.9,0,0,0,0
30884265_112382699_0,55,51.6,3.4,54.58,0.42,54.6,0.4,0,0,0,0
30884329_4397169306_0,60,54.04,5.96,58.11,1.89,58.75,1.25,0,0,0,0
