street_id,noise_day,noise_evening,noise_night,road_length,road_category,distance_to_road
8775,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),134.95124018007692,tertiary,0.0
8776,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),117.59555200668255,residential,0.0
8777,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),134.5551118320557,residential,0.06044123585772857
8778,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),32.49339153790177,residential,0.9386236376911041
8779,< 40 dB(A),< 40 dB(A),< 40 dB(A),205.41993224766952,residential,0.0
8780,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),97.49521561585247,secondary,0.0
8781,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),64.30939456026057,residential,0.0
8782,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),88.4433692024498,living_street,0.0
8783,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),139.08992237097567,residential,10.243427328629513
8784,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),100.30753709854442,living_street,0.0
8785,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),32.163822524445266,residential,0.0
8786,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),63.873230512869256,residential,0.0
8787,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),67.15115698693714,residential,0.0
8788,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),109.45668303135821,residential,0.0
8789,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),103.69994773742339,tertiary,1.3606361002515717
8790,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),405.7821671040479,tertiary,0.0
8791,40 - 45 dB(A),45 - 50 dB(A),50 - 55 dB(A),19.29072678847033,living_street,28.373490946220677
8792,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),130.93700434936622,secondary,0.0
8793,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),158.2568690413786,living_street,0.0
8794,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),132.1483201436913,trunk,0.41870876260982376
8795,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),99.07169793715843,residential,0.23973088979896479
8796,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),88.83052254269509,residential,0.0
8797,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),74.55771967893071,residential,0.0
8798,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),139.62836046948632,living_street,0.0
8799,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),60.29179812585827,residential,0.0
8800,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),134.43547463265836,living_street,0.0
8801,55 - 60 dB(A),55 - 60 dB(A),65 - 70 dB(A),43.633454051047366,residential,0.27229506402710985
8802,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),85.71925372214193,residential,0.0
8803,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),292.74349254846896,tertiary,32.814184537545195
8804,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),133.76646248067067,tertiary,0.2339966934516775
8805,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),40.74408507000244,residential,0.9379154176369614
8806,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),102.33762583184308,residential,0.3158959050690037
8807,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),86.77507983390244,tertiary,0.0
8808,50 - 55 dB(A),55 - 60 dB(A),60 - 65 dB(A),43.994317489141665,living_street,30.59877900796988
8809,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),62.003725143802384,residential,0.0
8810,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),142.0372236764804,residential,0.0
8811,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),149.77777050849213,trunk,0.0
8812,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),78.24392974733135,tertiary,0.0
8813,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),88.56535266890255,tertiary,0.0
8814,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),69.95368739521945,secondary,24.83052855869809
8815,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),73.13530119316393,residential,0.23203990260217094
8816,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),64.98428509724425,residential,0.13748054466262877
8817,< 40 dB(A),< 40 dB(A),< 40 dB(A),535.4487947381662,residential,0.0
8818,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),106.95548497527831,residential,0.0
8819,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),126.55542489980114,secondary,0.0
8820,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),119.58194547467035,residential,0.0
8821,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),117.25449828874198,residential,0.0
8822,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),166.19969360414404,tertiary,0.0
8823,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),101.60359903771422,secondary,0.0
8824,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),125.49818958495362,residential,0.0
8825,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),137.04044662822002,residential,0.0
8826,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),72.13462358522212,residential,0.0
8827,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),102.45368287114137,residential,0.6104755760291317
8828,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),73.01850735416016,living_street,0.0
8829,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),66.76097939680119,residential,0.3191430974198476
8830,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),30.243692734073644,residential,0.5979987048944683
8831,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),23.360879187886322,residential,0.48938621609401717
8832,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.198009581770087,residential,0.4679062852594871
8833,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),46.6109820636864,tertiary,0.0
8834,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),78.19316930024543,residential,0.0
8835,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),117.00366862857628,trunk,0.0
8836,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),82.3982554328604,residential,0.9057409992266294
8837,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),75.81704163629487,living_street,0.0
8838,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),130.2908123041962,tertiary,2.5715573297308816
8839,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),63.28499963606761,residential,0.0
8840,55 - 60 dB(A),45 - 50 dB(A),40 - 45 dB(A),133.05137724347117,residential,0.0
8841,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),69.01503751274002,residential,0.34936387342036446
8842,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),51.04094840319053,residential,37.65400236209874
8843,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),70.2341029177458,residential,0.0
8844,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),113.76656868645158,living_street,14.850893527041476
8845,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),58.74492760121374,living_street,0.0
8846,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),333.1589212950206,tertiary,0.0
8847,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),24.71070637078177,living_street,0.0
8848,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),22.45094317243301,residential,0.0
8849,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),132.65507159308822,residential,0.093428255372451
8850,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),48.05879281557547,residential,0.0
8851,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),23.47036687928775,residential,0.0
8852,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),111.86033742477653,residential,0.0
8853,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),125.90498604761736,secondary,0.0
8854,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),63.50018662756088,living_street,0.0
8855,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),62.178862981563114,residential,0.0
8856,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),14.477281995292204,residential,0.0
8857,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),21.215540342423733,living_street,0.0
8858,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),466.4922478198394,secondary,0.0
8859,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),66.12399514190525,living_street,0.0
8860,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),55.78460877597981,residential,49.69377880588445
8861,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),24.940494486660373,secondary,1.2074199355242632
8862,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),65.34412080976264,residential,0.0
8863,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),173.1094488544101,living_street,0.0
8864,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),137.36065412667955,secondary,0.0
8865,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),65.65858794807893,secondary,0.0
8866,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),124.10543638526022,residential,0.0
8867,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),42.691963623664215,secondary,5.613741247152026
8868,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),36.11507929847135,tertiary,0.0
8869,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),60.832852276096425,tertiary,0.0
8870,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),53.03177009738836,secondary,1.4748446714473835
8871,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),98.25401490526558,living_street,0.033729531346058154
8872,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),36.329747485092355,residential,0.39001720590928474
8873,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),157.09797115307268,residential,0.0
8874,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),80.75359770427909,residential,0.9969701463391369
8875,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),26.742987598571972,secondary,64.01139373257273
8876,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),63.365150400000914,tertiary,0.0
8877,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),30.649628006429133,residential,0.0
8878,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),110.23229581581252,trunk,0.0
8879,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),56.25592197132899,tertiary,0.0
8880,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),117.99431737388826,living_street,0.0
8881,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),113.36282713015677,residential,0.0
8882,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),59.68118881964903,trunk,0.0
8883,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),53.1703595410209,secondary,0.0
8884,< 40 dB(A),< 40 dB(A),< 40 dB(A),87.38187816201057,residential,34.499422689631345
8885,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),119.54697731427122,residential,0.0
8886,55 - 60 dB(A),50 - 55 dB(A),55 - 60 dB(A),123.82346408369874,residential,11.813924442906169
8887,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),90.14802731041813,residential,0.0
8888,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),15.528443989971711,residential,0.0
8889,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),73.39608852679042,living_street,0.0
8890,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),143.26641919947923,tertiary,0.0
8891,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),94.81904831777132,residential,0.0
8892,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),133.6159148353094,tertiary,1.6599111289330075
8893,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),76.68866765287032,residential,0.0
8894,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),30.40251937337609,tertiary,4.036635299637141
8895,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),97.92790923584448,tertiary,0.0
8896,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.49420667150684,residential,0.3137464564153781
8897,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),53.673055744299724,residential,0.0
8898,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),50.900199747746775,living_street,0.07111861278870947
8899,50 - 55 dB(A),50 - 55 dB(A),< 40 dB(A),102.66865152686263,residential,22.519959511386382
8900,45 - 50 dB(A),50 - 55 dB(A),60 - 65 dB(A),8.469380352966343,living_street,64.12802552856779
8901,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),108.27519844668481,residential,0.0
8902,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),28.66806796510701,secondary,0.0
8903,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),41.72640664958605,secondary,76.42215028935807
8904,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),34.96026387549858,living_street,0.5571229947357252
8905,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),134.8424011265679,residential,0.0
8906,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),21.36816593936265,secondary,0.3249078895903818
8907,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),98.87683963141413,secondary,2.262139227325606
8908,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),13.71391853801171,living_street,0.0
8909,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),33.67765736097594,residential,0.0
8910,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),34.833761997469125,living_street,2.9073773892547625
8911,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),80.87943248160454,residential,0.0
8912,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),95.70013533902541,tertiary,0.17598033764186446
8913,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),42.705832857421775,living_street,0.0
8914,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),83.56471560823496,living_street,0.7331163513089219
8915,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),155.15895088341614,residential,0.0
8916,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),72.98813670249562,residential,0.0
8917,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),64.77567550680459,residential,0.0
8918,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),17.061915655393385,living_street,0.0
8919,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),59.425880478287,residential,0.0
8920,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),75.10205267250046,residential,0.0
8921,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),111.48010777648877,residential,0.0
8922,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),131.49038884740565,secondary,0.0
8923,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),112.50429780945068,tertiary,0.0
8924,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),32.10539924971823,residential,39.327827957838466
8925,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),76.62344855962893,trunk,0.0
8926,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),46.6310766833284,residential,0.0
8927,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),73.91985889232224,living_street,0.0
8928,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),133.28804060346386,residential,0.0
8929,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),66.70676968103066,residential,0.0
8930,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),34.55994492015109,living_street,0.013021432300723949
8931,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),19.722611887422065,living_street,0.0
8932,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),74.74690314847567,living_street,0.0
8933,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),66.38766924878146,living_street,0.0
8934,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),48.804346128880084,living_street,0.0
8935,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.3516475417961775,residential,0.12014609668246173
8936,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),38.77831829600593,residential,0.0
8937,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),94.12316911850364,residential,0.0027027014334124167
8938,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),62.76383881728642,residential,0.21937554312767807
8939,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),59.53097322739473,residential,0.0
8940,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),132.40430341449127,residential,0.0
8941,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),78.51143765650417,living_street,0.03980795428284116
8942,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),89.683654612114,tertiary,0.0
8943,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),50.936538659170004,tertiary,3.404009954769155
8944,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),101.9771793807849,residential,0.0
8945,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),104.86406173026315,residential,0.0
8946,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),43.04784582246375,residential,1.0313979926827803
8947,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),147.6607325511876,trunk,0.44780637169374654
8948,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),45.965318148862835,residential,0.05248206676515147
8949,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),77.54049729962655,residential,0.0
8950,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),74.302709022027,residential,0.0
8951,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),32.043089395519814,residential,0.0
8952,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),83.36699012499889,tertiary,0.0
8953,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),113.03122766323725,residential,0.1857615916361868
8954,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),133.877197401921,secondary,2.436670850061688
8955,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),57.54568034111208,residential,0.0
8956,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),53.18387330900303,tertiary,6.28768026553036
8957,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),46.10110648919444,living_street,2.1146313339304217
8958,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),325.5371499215579,residential,16.27338073369881
8959,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),30.216821018622703,living_street,0.005194530399022432
8960,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),36.77325082680014,trunk,1.0560966105443106
8961,< 40 dB(A),< 40 dB(A),< 40 dB(A),80.80995745390182,residential,0.0
8962,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),65.81614530937325,living_street,0.0
8963,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),15.244643233574257,living_street,0.3056069692285196
8964,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),127.40339495855389,residential,0.0
8965,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),133.14112290681476,secondary,0.0
8966,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),55.55677579330916,residential,0.0214106964679073
8967,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),77.94365108933988,tertiary,0.0
8968,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),153.24990293581675,residential,0.0
8969,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),41.34681296381198,living_street,0.906931037263619
8970,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),223.0622106977381,primary,0.0
8971,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),51.102703741268414,residential,0.0
8972,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),105.167074038242,residential,0.0
8973,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),174.7702388321059,tertiary,0.0
8974,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),149.27213069244095,residential,0.0
8975,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),101.59447503666574,residential,0.6399994306203814
8976,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),123.59095970386176,tertiary,0.0
8977,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),22.169326401039545,residential,0.4694510992001322
8978,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),67.97902964767876,residential,0.0
8979,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),62.985287132027025,trunk,1.925814257081066
8980,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),99.38236906203997,residential,0.0
8981,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),162.27335582174229,residential,0.0
8982,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),135.32376333565466,secondary,0.0
8983,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),50.06674034380251,living_street,0.0
8984,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),136.43204607995446,tertiary,0.0
8985,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),162.65900784308937,primary,0.0
8986,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),83.000996458027,residential,0.0
8987,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),58.69012742841794,tertiary,0.0
8988,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),72.92278464321723,residential,0.0
8989,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),121.35891043512586,residential,0.0
8990,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),48.670037405316066,residential,0.0
8991,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),198.20550204296737,tertiary,0.0
8992,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),43.14826328159866,residential,0.0
8993,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),51.57814820055662,living_street,0.0
8994,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),200.34380508678564,residential,0.0
8995,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),60.57806261708106,residential,0.24206360636119326
8996,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),24.645994142049787,living_street,10.06272818173682
8997,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),42.437056139622385,living_street,0.0
8998,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),148.55023429403008,residential,0.0
8999,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),166.990272805487,secondary,0.0
9000,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),76.36663467155067,trunk,6.071697623960652
9001,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),157.66535853473408,residential,0.0
9002,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),110.96101310540656,secondary,0.0
9003,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),41.67341042962834,tertiary,0.0
9004,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),87.53729941489242,residential,0.0
9005,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),76.57647380725001,secondary,0.0
9006,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),300.0622317097595,secondary,0.0
9007,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),96.32047392393571,residential,0.0
9008,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),400.2449740993903,residential,0.0
9009,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),42.088254313293724,tertiary,0.0
9010,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),106.58273817771148,residential,0.0
9011,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),32.407593347592766,residential,0.0
9012,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),73.45772093976784,tertiary,0.0
9013,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),127.27608460521888,residential,0.0
9014,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),87.8399387012978,secondary,1.1749800126756231
9015,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),26.17478761126777,living_street,0.314971049256913
9016,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),61.03643975524215,residential,0.28216344204297267
9017,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),135.21764620788096,residential,0.0
9018,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),34.33107319856897,residential,0.04521116234950278
9019,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),164.0677460735873,living_street,0.0
9020,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),403.44286436218675,tertiary,0.0
9021,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),76.18413353572227,living_street,0.6251738437916093
9022,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),95.19308389041089,tertiary,0.7619516736458078
9023,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),73.93906271725737,residential,0.6921714645089747
9024,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),180.88435045008026,residential,0.0
9025,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),66.75468781805321,tertiary,0.0
9026,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),92.3149278558983,primary,0.20176201480950978
9027,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),111.13589585766205,residential,0.0
9028,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),79.55321041061582,residential,0.0
9029,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),68.90916985738806,residential,1.7669861730425844
9030,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),118.27903801930893,residential,0.0
9031,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),83.85572142407034,living_street,0.0
9032,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),70.3120337523929,secondary,0.0
9033,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),118.52311708089672,residential,0.0
9034,< 40 dB(A),< 40 dB(A),< 40 dB(A),101.2150389237072,residential,0.9049568316782282
9035,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),91.66964036591311,secondary,81.5604291464271
9036,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),66.07891189073976,living_street,0.0
9037,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),71.69157274285982,residential,0.0
