street_id,noise_day,noise_evening,noise_night,road_length,road_category,distance_to_road
0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),48.66109456426394,residential,0.0
1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),87.20269276016559,living_street,0.006296358477579369
2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),79.93456184616348,residential,0.0
3,60 - 65 dB(A),55 - 60 dB(A),60 - 65 dB(A),77.36771064543494,living_street,0.0
4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),107.67964858873744,residential,0.0
5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),91.75975789993737,residential,0.0
6,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),86.86928428808099,residential,0.0
7,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),57.15852858788088,residential,0.0
8,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),147.70034302562112,residential,0.0
9,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),61.57641865231825,residential,0.0
10,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),153.2506325827349,residential,0.0
11,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),72.52021889927474,living_street,0.0
12,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),94.09029667255506,residential,0.0
13,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),95.54827816215008,living_street,0.0
14,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),54.73233300059147,residential,0.0
15,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),110.48779886945276,living_street,0.0
16,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),27.861082253156816,residential,3.0202871924444503
17,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),168.10846750333565,residential,0.0
18,50 - 55 dB(A),50 - 55 dB(A),55 - 60 dB(A),21.12946011252169,residential,27.030267629091433
19,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),132.73473866162203,residential,0.0
20,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),133.3349627459439,living_street,0.0
21,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),731.3666751129622,tertiary,0.0
22,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),97.51347021838576,living_street,0.0
23,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),105.87193849799876,living_street,0.0
24,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),64.83445900017642,living_street,0.0
25,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),45.05832734558625,residential,0.0
26,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),132.6205419187682,residential,0.0
27,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),132.77281851873363,residential,0.0
28,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),90.931229465113,living_street,0.0
29,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),38.265572734507636,tertiary,0.0
30,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),137.70733257615464,residential,0.0
31,< 40 dB(A),< 40 dB(A),< 40 dB(A),82.79028973296636,residential,2.391211268374952
32,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),24.38618006771878,residential,0.0
33,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),134.39316529282362,secondary,0.0
34,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),158.85640297716628,residential,0.0
35,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),78.4444917254179,living_street,0.0
36,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),109.20888468553873,residential,0.0
37,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),58.07772616576858,tertiary,6.737663894302152
38,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),74.03133882122259,residential,0.0
39,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),49.57953649106672,residential,0.024262650994903972
40,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),63.79617811626474,residential,0.0
41,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),55.51124723194806,residential,0.0
42,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),54.794251517751306,residential,0.0
43,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),136.57164329004763,secondary,0.0
44,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),53.86413449564403,living_street,0.0
45,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),66.88154815531155,residential,0.012849124360062998
46,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),105.78026403859153,residential,0.0
47,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),135.99365083370114,tertiary,0.0
48,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),118.15504065880192,residential,0.0
49,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),80.5271156068355,residential,0.0
50,55 - 60 dB(A),55 - 60 dB(A),40 - 45 dB(A),63.18266373541027,living_street,71.26522394923992
51,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),45.52549348986474,residential,0.08872104117538653
52,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),105.50461868232557,secondary,1.0632415678722844
53,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),75.7123563389527,residential,2.210475922819523
54,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),80.46261802501019,residential,0.5092189750177193
55,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),155.2030480580991,residential,0.0
56,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),135.01115165554555,residential,0.0
57,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),30.721415620457474,residential,0.0
58,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),110.73370944976304,secondary,0.0
59,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),78.21371277489895,residential,0.0
60,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),22.72441736216955,residential,1.4129290381755304
61,45 - 50 dB(A),45 - 50 dB(A),55 - 60 dB(A),31.88272999276899,living_street,35.31704360193919
62,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),127.85719423000207,secondary,1.3508616967093623
63,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),17.421033840900964,tertiary,0.10568657193794267
64,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),62.71737687832555,secondary,0.0
65,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),131.40094296276115,residential,0.0
66,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),104.8754659790891,residential,0.12221110693294392
67,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),699.2704549088498,residential,2.9608814818279967
68,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),145.1199369687897,unclassified,0.0
69,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),64.44979767193065,living_street,0.0
70,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),29.346826062529434,residential,0.0
71,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),91.73383077604426,residential,0.0
72,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),79.72845631479154,residential,0.7585794086094623
73,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),104.8258351278037,residential,0.0
74,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),182.6776368526309,residential,0.0
75,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),127.78679298961686,tertiary,0.0
76,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),163.12841993454438,residential,0.0
77,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),112.50392078928571,secondary,0.0
78,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),62.51032908577112,living_street,73.35005186552226
79,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),151.40663520535125,residential,0.0
80,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),42.36042577603358,residential,0.14415773628887904
81,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),80.30914338895187,residential,0.32385104460812586
82,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),49.27669286637616,tertiary,0.2540985172569095
83,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),192.71164638876402,living_street,0.0
84,45 - 50 dB(A),45 - 50 dB(A),45 - 50 dB(A),10.098413452341196,tertiary,33.468941847917115
85,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),74.14475362051198,residential,0.0
86,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),133.94794183193437,secondary,0.0
87,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),49.02990398864569,residential,0.4987174840214323
88,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),45.73017080577001,residential,0.0752945480311594
89,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),136.8342561863301,residential,0.6246949174414289
90,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1176.0813837684154,secondary,0.0
91,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),85.81637428383921,residential,0.0
92,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),71.27551027684392,residential,0.0
93,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),138.37669164003586,residential,0.0
94,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),57.30212880245202,living_street,0.0
95,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),146.89667050602822,residential,0.0
96,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),45.22758198502799,residential,0.0
97,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),146.10975564706058,trunk,0.4927429777013695
98,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),74.35113348172537,residential,0.0
99,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),134.27005531299932,tertiary,0.0
100,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),28.39101220092394,residential,0.0
101,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),59.75648295271695,residential,0.4602713456831306
102,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),47.45040905826494,residential,0.0
103,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),74.91351345760134,primary,0.0
104,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),67.92824286013041,residential,0.0
105,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),27.26285283574184,living_street,0.6405135215982424
106,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),111.33614032289572,tertiary,0.0
107,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),17.57773663633033,living_street,0.0
108,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),28.522230663289072,residential,1.4377164682550638
109,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),56.39056963559919,residential,0.0
110,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),44.85887900581709,living_street,0.0
111,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),100.62914871927819,living_street,0.0
112,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),30.10174176995141,residential,0.0
113,55 - 60 dB(A),50 - 55 dB(A),40 - 45 dB(A),56.634898178653074,living_street,3.744753117944985
114,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),77.38830479993935,residential,0.0
115,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),134.5336229110225,tertiary,1.2840531447361798
116,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),99.36817309419925,residential,0.0
117,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),73.13287893415712,residential,0.15188125870724356
118,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),149.23704133632245,residential,0.0
119,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),16.603502610979703,residential,0.0
120,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),52.581343502579976,residential,1.5473291895550583
121,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),41.927074075605205,residential,0.0
122,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A),136.01456259459243,tertiary,0.0
123,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),126.6465569497582,living_street,0.217643778805618
124,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),52.913647674962334,living_street,0.6478036207051788
125,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),19.000998089386925,tertiary,0.0
126,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),221.18431499739154,residential,0.0
127,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),94.39899689432195,residential,0.2902282960815047
128,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),77.41334565922485,residential,0.9095388408054683
129,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),183.58122048731974,primary,1.3978963975322634
130,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),128.41810938090137,tertiary,0.0
131,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),52.28573720790922,residential,0.0
132,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),125.76186875777816,residential,0.2660866453288074
133,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),65.20031625199276,residential,0.0
134,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),42.25790826860783,secondary,0.0
135,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),69.42916457176305,secondary,0.0
136,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),98.96320509850946,residential,0.34623433745309823
137,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),81.61474493526596,tertiary,0.0
138,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),93.3470175235858,tertiary,0.0
139,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),64.94499966283124,tertiary,1.4776516792206498
140,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),91.8419785387458,living_street,0.0
141,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),64.9347344956756,residential,0.03479893794045081
142,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),107.70905365975854,residential,0.0
143,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),127.57748834023447,tertiary,0.0753192097029095
144,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),257.31767986961296,tertiary,0.0
145,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),46.120358546966145,living_street,0.0
146,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),69.45517008172598,primary,0.0
147,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),78.04963922923338,residential,0.3556869726687466
148,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),44.91990138601473,residential,0.0
149,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),47.22425262483282,residential,0.0
150,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),47.34100808852999,residential,0.0
151,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),75.22697873114633,residential,0.0
152,50 - 55 dB(A),55 - 60 dB(A),60 - 65 dB(A),23.860355436542037,living_street,10.852334671074694
153,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),76.94015762009958,secondary,0.0
154,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),102.2304059976547,residential,0.0
155,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),72.37979183140783,residential,0.9423454006190659
156,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),17.20956571779606,secondary,0.0
157,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),109.86149228080502,residential,0.7926944193894458
158,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),29.44407551418105,residential,1.9603151704002417
159,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),52.0952419469269,residential,2.6434721281939133
160,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),161.6553751016881,residential,0.0
161,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),43.081515093654005,living_street,0.0
162,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),60.38132892834895,secondary,0.0
163,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),475.5728214898735,secondary,7.013670553924527
164,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),154.18857368885244,residential,0.0609116487514179
165,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),37.44946674987937,residential,0.4040466461031679
166,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),77.33932567890282,residential,0.0
167,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),84.04175253026457,residential,0.11438784637145187
168,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),148.3360192762244,tertiary,0.0
169,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),53.19729505676373,residential,0.0
170,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),97.1432008262456,residential,0.0
171,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),86.91863751299088,residential,0.0
172,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),133.7912208317657,residential,0.0
173,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),175.67776697905344,secondary,0.0
174,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),85.42371581451906,residential,0.0
175,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),71.77579220833425,residential,0.0
176,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),180.12618579533333,residential,0.0
177,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),119.64177900598614,residential,0.0
178,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),25.145409382291263,unclassified,0.0
179,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A),44.69138513612913,residential,162.7191275244981
180,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),193.49666177536082,residential,0.0
181,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),37.555112174404364,living_street,0.0
182,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),220.1218784651579,trunk,0.0
183,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),133.1966172041178,residential,0.0
184,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),117.51061228472517,tertiary,0.0
185,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),42.17152172879084,living_street,0.0
186,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),51.589214164063705,living_street,1.5318600936023141
187,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),127.79038238174968,tertiary,0.0
188,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),298.3153161056617,trunk,0.6690720491497548
189,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),62.85016359424805,residential,0.0
190,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),136.73097010755163,residential,0.0
191,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),76.3632218938261,residential,0.0
192,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),64.25516582937428,residential,0.0
193,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),100.15554760509366,residential,0.0
194,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),86.12304107724034,residential,0.0
195,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),134.1047818710473,residential,0.0
196,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),55.03953270433039,residential,0.0
197,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),346.65237622254176,residential,0.0
198,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),122.7472483126016,secondary,0.0
199,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),14.436588461076047,residential,0.0
200,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),136.21562135037058,tertiary,0.0
201,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A),67.0885345090229,tertiary,0.4062611824592562
202,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),61.374491441504645,tertiary,0.11547259828012649
203,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A),78.7181575201502,residential,0.05369432052476736
204,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),84.99656894535417,residential,0.0
205,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),26.910519692832732,residential,0.08105032624087624
206,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),254.84130291660932,residential,0.0
207,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),163.29309985543125,residential,0.0
208,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),108.15238078867225,living_street,0.0
209,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),150.96767646546138,residential,0.0
210,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),25.694809319881895,residential,0.15957054653279512
211,45 - 50 dB(A),45 - 50 dB(A),55 - 60 dB(A),24.136573963709758,living_street,38.71342690328395
212,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),44.747062316595425,residential,0.0
213,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),76.53849111131994,residential,0.0
214,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),31.321993735533653,residential,1.3728220365591717
215,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),111.69669079099437,residential,0.0
216,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),60.81898623259589,residential,0.0
217,< 40 dB(A),< 40 dB(A),< 40 dB(A),99.32599675761281,residential,0.0
218,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),130.44142444978797,residential,0.21674836154094343
219,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),73.04427298007917,residential,0.0
220,55 - 60 dB(A),50 - 55 dB(A),40 - 45 dB(A),80.65592988985142,residential,143.88319277812448
221,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),105.2181245932088,residential,0.0
222,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),235.45544734605525,residential,11.325864429012146
223,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),119.21733083915979,tertiary,0.0
224,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),119.57864689565311,primary,0.0
225,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),97.02700576964007,residential,0.0
226,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),112.16793841570089,residential,0.0
227,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),15.894042049881497,living_street,12.735357704502725
228,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),18.845446868535618,living_street,0.0
229,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),92.93657298982012,residential,0.0
230,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),168.30773686220812,tertiary,0.0
231,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),78.13306022951922,tertiary,0.0
232,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),151.22267998166922,tertiary,0.0
233,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),149.09354112802419,residential,0.0
234,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),54.45820634467766,residential,0.0
235,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),37.05517344939516,living_street,0.0
236,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),135.0852961226928,secondary,0.0
237,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),25.508794384650944,residential,0.0
238,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),40.75258950585922,residential,0.0
239,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),27.8357724723074,residential,0.5621075253697121
240,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),71.78504576012308,residential,0.0
241,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),141.99782418784304,residential,0.0
242,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),26.992647556060618,residential,0.0
243,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),11.099118606457948,living_street,0.5911122458658161
244,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),24.050424805027802,residential,1.0313367980708543
245,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),159.01676213211266,living_street,0.0
246,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),135.01179516378778,residential,0.0
247,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),152.5377272106439,living_street,0.0
248,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),98.62940809398988,tertiary,0.0
249,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),79.29009567833023,residential,0.0
250,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),92.93528173858708,residential,0.11103702320398144
251,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),44.62060901900529,residential,0.0
252,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),30.6850581313722,residential,1.0328324662664061
253,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),17.071502088395338,residential,0.35835610304380744
254,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),42.913853268014705,living_street,75.40740233202547
255,45 - 50 dB(A),45 - 50 dB(A),50 - 55 dB(A),28.884243482294824,living_street,48.10569631781347
256,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),77.79149388512823,residential,0.0
257,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),305.82690112760054,residential,0.0
258,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),140.59718849861255,tertiary,0.0
259,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),67.61471894361796,residential,0.0
260,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),19.32762032664735,residential,0.0
261,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),47.54263156569963,residential,0.0
262,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),66.42064124330909,secondary,0.0
263,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),66.38634847037542,residential,0.0
264,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),69.43797087369349,residential,1.4582301008314194
265,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),38.15874502430828,residential,0.0
266,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),63.88782136565955,living_street,0.13559705333384092
267,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),100.4351082622216,residential,0.0
268,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),116.1464897898535,residential,0.5256843376916494
