road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,signals,transport,pois,width,betweenness,closeness_global,closeness_400,straightness,green,industrial,commercial
1374800910_1374801002_0,40,40,35,5,231.9672010676975,696.5610798425625,1802.4307928501903,238.37905826541396,0.0,14.385597778654276,0.0,0.0175504115760112,0.0,16.758924886422097,0.0002241147467503,0.0001484032356846,1.1355127672200198e-05,0.8456097338277937,0.0,0.0,0.0
1375061083_1378987648_0,60,55,50,5,1505.3865939599375,105.58169278039476,75.03608015413285,146.51561261109896,0.0,221.1384064999548,0.0,0.0,0.0,50.0,0.0003294785663869,0.0002009348626622,1.8960734363031995e-05,0.8517926002992964,0.0,0.0,0.0
573420821_687897107_0,60,60,55,5,938.2388657579612,380.25398201483785,654.0041907802578,0.0,0.0,475.2685912802468,0.0740449926428202,0.018511248160705,0.018511248160705,43.99251383106509,0.0004481792604519,0.0001550540868605,4.987283171339098e-06,0.8209069852833673,0.1118907307590107,0.0,0.0
559026426_3314271774_0,70,70,65,3,1622.9815807644218,0.0,0.0,60.81249820663013,0.0,163.84047128855923,0.1673073764890381,0.0535129983168081,0.1940971789630671,50.0,0.0141045609950523,0.0002137323762957,1.5425900208128773e-05,0.842960580471359,5.018198019687984,0.0,0.0
30243116_1303457386_0,70,70,65,3,2605.525934760227,534.4009923633529,0.0,117.45805030689525,0.0,0.0,0.0444995425820781,0.0,0.0296663617213854,22.917284971873453,0.0153687510150215,0.0002378934182294,1.3679308277950345e-05,0.8354701735897013,0.0,0.0,0.0
9029647948_358505166_0,70,70,60,4,13.441710156700127,871.7934458668428,405.56067752388367,0.0,0.0,16.99802943962738,0.1673073764890381,0.0535129983168081,0.0,45.94703462378507,0.005339044697015,0.0001733021355195,2.2260781662545892e-05,0.8567228294669356,0.0,0.0,0.0
2129591070_7305839412_0,45,45,40,5,204.79481268380087,1113.860940575979,1647.3388219176204,0.0,0.0,38.80319929843797,0.1018167415920031,0.0,0.0,30.883484422727804,0.0004455671419198,0.0001185642995717,1.8886644538358017e-05,0.7656186025095792,11.443298499304955,0.0,0.0
420058233_4697774017_0,50,50,45,5,763.9490979862652,1857.6231093930048,2186.595579138028,805.6300688919499,0.0,53.22658454434741,0.0,0.0086381917680008,0.0,27.49593515990652,0.0002241147467503,0.0001040751145507,5.583637392664191e-06,0.677644794387048,1.619653351538564,0.0,0.0
974384688_364670546_0,70,70,65,5,599.4251823795365,504.8774399469758,126.05279530841604,0.0,0.0,182.6697892873544,0.0306556358163793,0.0,0.0051092726360632,16.987521705783337,0.0008877937861015,0.0002118049511045,1.4057871198285782e-05,0.8303740675605915,0.0,0.0,0.0
2473421343_416886809_0,55,55,50,5,1390.5855469721878,278.44938275981355,186.2031139396447,46.22071501495377,0.0,0.0,0.0149523244255745,0.0,0.029904648851149,20.008508395040703,0.0005979239786101,0.0001974901019118,1.3209922520107876e-05,0.8476668369699651,0.0218176656576142,0.0,0.0
