road_id,green,industrial,commercial
30389382_249502424_0,4.203107585557072,0.0,0.0
30389382_30389461_0,23.587983730814333,0.0,0.0
30389389_4398109455_0,3.180722719684053,0.0,0.0
30389391_30575132_0,26.085707270332666,0.0,0.0
30389400_3847861549_0,19.616960974562183,0.0,0.0
30389400_30389426_0,19.814659955854566,0.0,0.0
30389401_3725362792_0,5.9119336788860135,0.0,0.0
30389406_263710328_0,50.437857895714146,0.0,0.0
30389406_158680076_0,31.323491523103353,0.0,0.0
30389407_30575306_0,1.2842918895778135,0.0,0.0
30389407_30575311_0,0.3482362356079305,0.0,0.0
30389409_263821495_0,0.0,0.0,0.0
30389409_264075698_0,0.0,0.0,0.0
30389424_213757129_0,30.379362123836305,0.0,0.0
30389424_30389468_0,10.00160572335202,0.0,0.0
30389426_3745747448_0,26.21720113663603,0.0,0.0
30389431_4171954126_0,27.261980379626028,0.0,0.0
30389431_249316285_0,21.4559386883958,0.0,0.0
30389433_249091504_0,9.709331963297645,0.0,0.0
30389443_1801605565_0,27.477768844739987,0.0,0.0
30389454_1273378356_0,10.342205982696075,0.0,0.0
30389459_30389494_0,3.4514758596008956,0.0,0.0
30389459_30389469_0,1.5349898808901892,0.0,0.0
30389460_30438384_0,12.442254208008425,0.0,0.0
30389460_263345734_0,4.091568380434759,0.0,0.0
30389461_4496520979_0,43.463330726903884,0.0,0.0
30389464_265024868_0,0.0,0.0,0.0
30389464_942046362_0,0.7205308382199679,0.0,0.0
30389468_256937053_0,0.0,0.0,0.0
30389469_249091504_0,3.994188074674427,0.0,0.0
30389470_30389433_0,5.24186106317771,0.0,0.0
30389470_30575309_0,2.2762389378792833,0.0,0.0
30389471_158680093_0,4.554501815415125,0.0,0.0
30389471_30389382_0,6.228444640561973,0.0,0.0
30389472_158680082_0,4.241838126561582,0.0,0.0
30389472_30389459_0,0.0,0.0,0.0
30389477_30389424_0,27.150536644046223,0.0,0.0
30389489_30389454_0,9.525905345923032,0.0,0.0
30389489_5916635347_0,7.320943875063425,0.0,0.0
30389494_2594371700_0,9.067034022315022,0.0,0.0
30389495_30389472_0,0.0,0.0,0.0
30389498_942046362_0,6.605500585378572,0.0,0.0
30389498_1273378027_0,11.934360458419693,0.0,0.0
30389501_1273377668_0,4.07260478003222,0.0,0.0
30389505_249426555_0,0.0,0.0,0.0
30389505_249785000_0,0.0,0.0,0.0
30389508_30389489_0,12.615476544666086,0.0,0.0
30389514_7472041811_0,19.76819999613837,0.0,0.0
30389514_158680079_0,4.13236778281282,0.0,0.0
30438348_259476135_0,15.698600158210152,0.0,0.0
30438348_30575353_0,18.10415208164116,0.0,0.0
30438359_30438405_0,11.400114960367883,0.0,0.0
30438361_263699248_0,3.901939274700602,0.0,0.0
30438361_30438537_0,3.44093803160621,0.0,0.0
30438367_1619563204_0,36.48301865251508,0.0,0.0
30438367_1381399732_0,23.750792508800274,0.0,0.0
30438369_922790550_0,32.27844035657728,0.0,0.0
30438369_1619563092_0,16.486369108840513,0.0,0.0
30438370_30438388_0,32.72281408472786,0.0,0.0
30438377_942629434_0,7.090339394094225,0.0,0.0
30438377_2383568494_0,17.300881760931215,0.0,0.0
30438383_30438600_0,6.54158595972372,0.0,0.0
30438384_158680078_0,13.103763679034703,0.0,0.0
30438384_266326618_0,13.243506815740986,0.0,0.0
30438388_30438713_0,33.82373261265326,0.0,0.0
30438388_513423684_0,22.278014416300586,0.0,0.0
30438389_263701656_0,0.7423658041343161,0.0,0.0
30438389_256925867_0,0.5558516261725795,0.0,0.0
30438389_249785398_0,0.6129147957124146,0.0,0.0
30438391_263703319_0,1.6772195144267235,0.0,0.0
30438391_30438383_0,5.401447022632255,0.0,0.0
30438397_249785395_0,0.0,0.0,0.0
30438397_4020495675_0,0.33689743127096594,0.0,0.0
30438399_519112773_0,4.919634393494002,0.0,0.0
30438399_249707302_0,0.0,0.0,0.0
30438405_1395083821_0,20.58301969840384,0.0,0.0
30438405_4541004956_0,18.810641875956414,0.0,0.0
30438408_263703330_0,17.13530746030862,0.0,0.0
30438408_303340029_0,2.9427760652368633,0.0,0.0
30438410_263781788_0,1.4470027149400084,0.0,0.0
30438410_156334363_0,1.7215469324006965,0.0,0.0
30438415_30459591_0,0.0,0.0,0.0
30438415_263703315_0,0.0,0.0,0.0
30438417_1246618704_0,17.08002960314979,0.0,0.0
30438417_30438650_0,34.26996470120968,0.0,0.0
30438446_248951008_0,9.874517827855598,0.0,0.0
30438446_30438461_0,10.166767649659596,0.0,0.0
30438447_30389406_0,26.831733153049946,0.0,0.0
30438447_158680077_0,12.132347923710725,0.0,0.0
30438453_259476134_0,3.609005375910692,0.0,0.0
30438461_41430291_0,12.645359791971647,0.0,0.0
30438464_56431800_0,7.0024502525911165,0.0,0.0
30438464_41430295_0,9.398517333674059,0.0,0.0
30438466_156334151_0,2.496760941597994,0.0,0.0
30438466_1381399721_0,5.668260350333145,0.0,0.0
30438473_296483941_0,0.0,0.0,0.0
30438487_1395083804_0,22.803973075102608,0.0,0.0
30438489_941483343_0,14.348600664363435,0.0,0.0
30438489_30438670_0,22.203649213746214,0.0,0.0
30438508_5219776931_0,0.0,0.0,0.0
30438537_1033276584_0,1.3606994487388149,0.0,0.0
30438542_919654867_0,22.90800933440896,0.0,0.0
30438542_960119515_0,19.75909331228212,0.0,0.0
30438543_30438757_0,21.087713025328156,0.0,0.0
30438543_937816843_0,8.160360598530266,0.0,0.0
30438549_34746453_0,3.068003511036918,0.0,0.0
30438549_30438569_0,6.622327355860732,0.0,0.0
30438550_30438487_0,26.846069320798595,0.0,0.0
30438550_30438687_0,26.919086246812167,0.0,0.0
30438551_354585458_0,16.784823411450155,0.0,0.0
30438551_310415027_0,25.571517239192133,0.0,0.0
30438555_30438348_0,4.948795400493798,0.0,0.0
30438555_1354684754_0,2.36253589111368,0.0,0.0
30438561_291716832_0,23.417564443498204,0.0,0.0
30438561_30438369_0,30.049761062727608,0.0,0.0
30438567_30438763_0,13.969676243350793,14.36928696667522,0.0
30438569_30438415_0,4.134883169197745,0.0,0.0
30438569_30438605_0,4.782628512688281,0.0,0.0
30438572_263689620_0,1.2519377885440643,0.0,0.0
30438572_356902985_0,0.4819861659074941,0.0,0.0
30438575_263691793_0,6.529522996976944,0.0,0.0
30438575_30438732_0,11.485518189178562,0.0,0.0
30438576_297521595_0,3.6510496155638257,14.903846409448679,0.0
30438576_30438567_0,10.312250617792861,12.104390262077857,0.0
30438581_30438542_0,17.01965995538142,0.577685665125045,0.0
30438581_30438575_0,13.536692328102026,0.7069852517673526,0.0
30438588_1130113541_0,7.7985152533274995,0.0,0.0
30438588_12445684247_0,6.066797473019315,0.0,0.0
30438600_472310350_0,2.3471494154764634,0.0,0.0
30438600_3377950886_0,4.880665682171197,0.0,0.0
30438605_30438391_0,5.516218155118248,0.0,0.0
30438605_30438383_0,5.951054827253042,0.0,0.0
30438607_30438466_0,4.940334665541032,0.0,0.0
30438631_248808640_0,0.3986119341295464,0.0,0.0
30438631_248808656_0,0.0,0.0,0.0
30438634_249785397_0,0.571821033645846,0.0,0.0
30438634_296483964_0,0.0,0.0,0.0
30438650_30438719_0,34.51118649304005,0.0,0.0
30438650_287561219_0,31.9479554633538,0.0,0.0
30438660_260806298_0,0.0,0.0,0.0
30438660_30438408_0,4.605969381423048,0.0,0.0
30438670_30438367_0,34.66736850982174,0.0,0.0
30438680_1033276570_0,11.344743038001269,0.0,0.0
30438687_441755986_0,4.683248571849594,0.0,0.0
30438687_30438487_0,23.49633026962922,0.0,0.0
