road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,signals,transport,pois,width,betweenness,closeness_global,closeness_400,straightness,green,industrial,commercial
420594919_421382629_0,3,3,2,5,276.32017017776883,334.9531086128351,878.0709875211356,107.46033671651546,0.0,132.6279096165297,0.0,0.0,0.0,50.0,0.0017179536781142,0.0001605823245268,5.50768023970546e-05,0.8116615826504516,0.0,0.0,0.0
1950857621_3143469869_0,3,3,2,5,565.9538827400571,130.7139520296364,1614.131592446457,198.89390022467333,0.0,703.4235286354808,0.0,0.0,0.0101978289031853,33.46793896965536,8.988771579157507e-06,0.0001210059757664,1.511460447559658e-05,0.8142505428420771,31.10759653332473,0.0,0.0
529120108_529120132_0,3,3,2,5,1097.0854359787218,119.72846214989433,509.93838696616126,2692.861101446668,0.0,181.9450071867887,0.0,0.0,0.0226092350740553,40.028479905583936,0.0003839737312833,9.66356400439459e-05,3.163039703046223e-05,0.8013262104925691,1.3280544012795898,0.0,0.0
956426909_956426778_0,3,3,2,5,4742.806433083368,4039.8336110131854,5436.893878183841,582.1248856787003,0.0,2139.540901268942,0.0,0.0,0.0,50.0,0.0001557572027012,3.042780737643418e-05,2.488575571298445e-05,0.8706601117420927,0.0,99.99999999999991,0.0
266186646_623979721_0,2,2,1,5,1147.0543967138883,342.00222743449217,291.13176785805547,0.0,0.0,326.4451796270993,0.0,0.0,0.0,12.897492188328515,0.000182174364191,0.000182296912492,1.3541224532116852e-05,0.80339167407089,14.089744863877003,0.0,0.0
1773430170_1773430186_0,2,2,1,4,128.97172257781205,3290.443312678869,4405.426810788884,0.0,40.72016562728887,1657.9295135798543,0.0,0.0,0.0,50.0,1.8468890800905615e-05,1.1408075262452634e-05,1.4960886122311425e-05,0.6542430429768538,0.0,61.50279420969361,0.0
6202899754_534014007_0,2,2,1,5,895.5893102939212,2718.018613758295,3957.0839879948658,256.0529389098371,0.0,654.6770914370841,0.0,0.0,0.0,50.0,1.3584317177504913e-06,1.1308952774837126e-05,7.935728384959762e-06,0.5585485892916299,0.0,0.0,0.0
429561020_323096985_0,3,3,2,5,1338.256754438313,1550.00045041134,302.07157045802074,95.58251594229422,0.0,0.0,0.0,0.0,0.0,38.26816891146216,0.0011574416291284,0.0001096551698977,1.9667591427097725e-05,0.7688752655134522,0.0,0.0,0.0
1830723189_297511674_0,3,3,2,5,551.7373807686922,273.9231504774048,909.0334692130006,149.60710681134665,0.0,393.56332064074905,0.0,0.0,0.0,50.0,0.0003642909227771,0.0001394045977392,3.481856761556991e-06,0.758430142912149,0.0,51.021972569439136,0.0
2051214278_2051214280_0,3,3,2,5,5578.296500963694,5148.411523942078,6375.409179908796,16.80881977306486,0.0,2325.800513089611,0.0,0.0,0.0,50.0,5.1649308077024e-05,2.799162770733322e-05,1.918612724344248e-05,0.8309941290597634,0.0,99.99999999999996,0.0
9196967105_10120616881_0,3,3,2,4,800.8601216438688,816.1842108390779,436.20458041918806,0.0,25.594662698181622,58.086781217498654,0.0,0.0,0.0,50.0,0.0011561699058181,0.0001429393463421,2.463677164516679e-05,0.7975506451615952,0.0,0.0,0.0
1774943267_534013988_0,2,2,1,5,1394.3392267779177,2339.6527205643893,3657.835029613396,251.08489889895228,0.0,84.00379578147832,0.0,0.0,0.0,38.29496445819876,2.4162742894455547e-05,1.1819386385592966e-05,1.1478093442699868e-05,0.6308106205648623,0.0,0.0,0.0
296961318_296961317_0,3,3,2,5,472.96600397366376,612.4023197115514,746.7048693597937,49.615780723889415,0.0,199.9276082069765,0.0,0.0,0.0,50.0,0.0021360616191563,0.0001521510266935,4.444436989473762e-05,0.799629755405292,0.0,0.0,0.0
1773430245_1773430292_0,2,2,2,5,30.56277484027183,3238.2787454067225,4553.650753057056,40.35248568974416,0.0,1722.610987168904,0.0,0.0,0.0,50.0,4.768962413379385e-06,9.981782518143228e-06,8.48202225084977e-06,0.6214542368157357,0.0,65.05655674761302,0.0
621469471_621469418_0,3,3,2,4,1573.0083271089302,5829.928736240333,877.0027730645074,0.0,0.0,5041.038507911545,0.0,0.0,0.0172758311245126,50.0,2.043428137126803e-05,5.053409942601265e-06,4.578679935967905e-06,0.6204270672733605,12.221092339820892,0.0,0.0
965814462_965815308_0,4,4,3,3,762.209843973317,685.7320109799314,0.0,9.58685955563428,0.0,346.0142650677955,0.0,0.0106103874952673,0.0,50.0,0.0075244977986324,0.0001462371320098,2.4059132965196445e-05,0.7991175753005059,21.130292844671423,39.934645374098544,0.0
597921117_597921124_0,3,3,2,5,1510.532755050618,977.6673793808866,2324.127738838132,2015.8789427260488,0.0,2266.285603312608,0.0,0.0,0.0,46.6217785878188,2.098343461886929e-05,1.840343482505664e-05,5.42632577769568e-06,0.8335699638179216,0.0,100.0,0.0
263710885_623428276_0,4,4,3,3,2149.919537910873,90.60658998356264,0.0,90.61951861807572,0.0,310.6127135185816,0.0,0.0261874323131035,0.0,25.4526537857902,0.036231628331001,0.0002016710873861,2.3708281815985208e-05,0.8335733587801992,0.0,0.0,0.0
2559352042_440058880_0,3,2,2,5,3294.180012690992,4140.105656924923,4215.128618798081,0.0,0.0,8047.798621823075,0.0,0.0,0.0,50.0,0.0001422017883262,1.1911180712523476e-05,1.0933896214467254e-05,0.7905369172217873,16.798407857776386,0.0,0.0
6567906184_1490641532_0,3,3,2,5,202.27377447363097,457.6914963319375,605.1265442113887,73.49245318824596,0.0,522.1793008406735,0.0,0.0,0.0,50.0,0.0007986711416297,0.0001659212245311,1.3902501970601745e-05,0.7845421155204952,0.0,0.0,0.0
923085395_923085421_0,3,3,2,5,329.2349621403807,366.4183700055394,193.86429487801115,811.9483069000436,0.0,82.44791658840235,0.0,0.0,0.0,50.0,0.0047681531349092,0.0001254622149349,2.732894166429709e-05,0.8230814072228997,0.0,0.0,0.0
265025358_265025342_0,3,3,2,5,1779.4645315320258,295.5958391112002,434.6872097737842,61.88675515252296,0.0,669.1177677277487,0.0,0.0,0.0122415651801459,14.61498773260957,4.624448400852737e-07,0.0001777801302202,2.5037900783425167e-05,0.7856292574292978,0.0,0.0,0.0
306427408_264273583_0,3,3,2,3,1531.022634745011,0.0,0.0,3106.617165597533,263.1735002200123,681.415292188097,0.0,0.0,0.0,50.0,3.852743573960437e-05,8.883595386056311e-05,1.0571405688248516e-05,0.8068487780090088,0.0,0.0,0.0
8622059599_8622059600_0,2,2,1,5,414.8089579834957,1087.6697693303468,129.98955729403386,216.9698889708,0.0,500.6895684781707,0.0,0.0,0.0,50.0,0.0002602408337579,0.0001256972502212,1.8829076873508585e-05,0.799239051982003,0.0,0.0,0.0
2990545439_2990545438_0,4,4,3,2,1174.6038030914028,0.0,172.72117315545782,334.540743567712,58.95789647741896,0.0,0.062374643004312,0.0261874323131035,0.2413250778180252,50.0,0.0100934944965162,0.0001925725841866,2.2027635464723168e-05,0.8296141534929684,42.77417575274115,0.0,0.0
443058804_1326394120_0,2,2,1,4,23.776773107262187,1634.606573722595,355.9884641622916,0.0,12.607424247289746,802.6219158991963,0.0,0.0,0.0,50.0,1.5723124562899304e-05,0.0001154347488418,1.609568394035347e-05,0.817060579750873,0.0,0.0,0.0
252408912_252408915_0,4,4,3,5,1452.3882907860532,313.3627498566574,132.72670818500032,313.4775187041172,0.0,155.28591979091362,0.0,0.0,0.0,50.0,0.0014298794455436,0.000182424185189,2.689144665864301e-05,0.8151082383294914,65.73914279994474,0.0,0.0
1475331056_495956897_0,2,2,1,1,0.0,1944.2448270489217,730.8949127506291,0.0,134.5092955140205,1180.7223169820822,0.0,0.0,0.0,50.0,0.0005487775111686,0.0001134253220736,1.7771735472257237e-05,0.8200289852610564,0.0,0.0,0.0
264545059_626123268_0,4,3,2,6,603.5306345106782,375.5888655036919,117.15342232374049,71.47797562568957,0.0,0.0,0.0,0.0,0.0,11.253327130662925,0.0005300484951452,0.0001560339670506,2.510122568819854e-05,0.7995162841942811,0.0,0.0,0.0
632634915_1843359896_0,2,2,1,5,2308.2799204449293,1272.248302690596,795.2950220491007,118.21953287592196,0.0,209.4261498213128,0.0,0.0,0.0,31.31870586985321,1.3295289152451615e-06,5.673470487261907e-06,3.647109449837588e-06,0.6396177444523916,26.615993012691263,0.0,0.0
323096989_323096977_0,3,3,2,5,1323.450980851222,1541.760556474229,287.9029679039948,128.60324652335694,0.0,106.7939139865844,0.0,0.0,0.0,44.38527066618237,0.0024989074018082,0.0001104409376784,2.106768908454316e-05,0.7712245285769812,0.0,0.0,0.0
1826657856_1826636962_0,2,2,1,6,5276.494869879622,89.24858880412168,9813.787691484533,5700.840571572178,78.0706791984917,0.0,0.0,0.0,0.0492165532966273,27.378648583635957,0.0001822321697961,4.334447450736227e-05,2.083727095940396e-05,0.838506475639315,0.0,0.0,0.0
360258516_264098495_0,4,4,3,4,1683.7175109251789,396.1920386108733,45.14073492984369,0.0,16.036873105919753,317.56558686374734,0.0124131527172034,0.0124131527172034,0.1489578326064411,30.14155533856652,0.0334923652235584,0.0001886214308489,2.1283093680805358e-05,0.8176378498309504,0.0,0.0,0.0
934030443_243066413_0,4,4,3,3,58.333522334817566,103.71907808835856,0.0,229.29606841794768,0.0,240.3997864093324,0.0,0.0,0.0,50.0,0.0031247975900612,0.0001507928027385,1.653403676881969e-05,0.8246249492229987,0.0,0.0,0.0
1538515050_1979433909_0,3,2,2,3,1056.3472651092711,1367.1542047766022,0.0,77.87036524897265,112.0642022684555,416.0685433021746,0.0,0.0,0.0,50.0,0.0084432600846719,0.0001001403894902,8.31394847288172e-06,0.7848365293872867,0.0,0.0,0.0
265027056_265027045_0,3,3,2,5,247.924851975524,501.75628779576914,296.49204390679967,45.77459930413367,0.0,515.6894133944552,0.0,0.0,0.0,50.0,0.0013165515569202,0.0001527334366686,1.1329173721336993e-05,0.8133707231964917,0.0,0.0,0.0
259476133_30438461_0,4,4,3,3,12.741186188601594,391.4935543380743,0.0,161.1198783979165,0.0,354.67325201983203,0.062374643004312,0.0185130299275796,0.0,39.66449498132707,0.0005191521386007,0.000173789498877,1.655512781483568e-05,0.8224967647166559,12.15951781726502,0.0,0.0
