road_id,lden_db
15925446_25306034_0,62.04800033569336
15925446_975232215_0,68.7040023803711
15925447_1856728232_0,68.79399871826172
15925447_12505754910_0,71.22799682617188
15925451_25499219_0,59.25899887084961
15925451_8784789884_0,64.09600067138672
15925452_5006393114_0,60.03400039672852
15925452_25451866_0,58.99599838256836
16050062_25719223_0,67.72200012207031
16050062_21674798_0,62.79600143432617
16564346_16564347_0,66.7239990234375
16564346_33257059_0,77.62699890136719
16564347_16564349_0,59.209999084472656
16564347_16564350_0,67.10800170898438
16564349_220311331_0,69.62799835205078
16564353_16564346_0,77.40899658203125
16564357_25312123_0,78.99500274658203
16564357_25312129_0,70.79199981689453
16564364_16564365_0,82.95600128173828
16564365_34819704_0,79.9800033569336
16564365_8791385058_0,73.30699920654297
16566895_16566904_0,76.8489990234375
16566895_16566897_0,72.40699768066406
16566897_4528925726_0,71.92500305175781
16566897_23666834_0,63.821998596191406
16566904_3807653478_0,76.88899993896484
16566907_16566908_0,74.97100067138672
16566910_25454179_0,64.91799926757812
16566910_16566895_0,76.552001953125
18232178_21600350_0,58.52199935913086
18232178_8792993463_0,58.02000045776367
18232178_143415_0,63.27899932861328
18232179_143416_0,58.84999847412109
18232179_21696191_0,59.5880012512207
18232180_9214915_0,66.322998046875
18232180_18232179_0,59.11800003051758
18232182_18232184_0,56.97600173950195
18232182_18232180_0,61.310001373291016
18232183_21696191_0,59.93899917602539
18232183_21702433_0,61.617000579833984
18232184_18232182_0,56.97600173950195
18232186_18697395_0,58.27000045776367
18232186_18232187_0,59.23600006103516
18232187_34235998_0,44.6870002746582
18232187_18697389_0,58.68299865722656
18697376_18697402_0,62.2509994506836
18697376_2924143717_0,66.01499938964844
18697378_18697402_0,61.44499969482422
18697383_8883130215_0,71.63700103759766
18697383_21992981_0,51.31600189208984
18697383_18697402_0,62.59799957275391
18697385_18697420_0,62.85100173950195
18697385_25153048_0,66.28800201416016
18697389_21510475_0,59.15900039672852
18697389_18697378_0,56.04100036621094
18697393_18697378_0,58.797000885009766
18697393_2924143717_0,64.87699890136719
18697395_18232186_0,58.27000045776367
18697397_1039285712_0,58.64599990844727
18697397_25305960_0,63.03300094604492
18697400_18697397_0,58.255001068115234
18697400_796917475_0,59.573001861572266
18697402_18697376_0,62.2509994506836
18697402_18697383_0,62.59799957275391
18697408_25152680_0,64.78199768066406
18697408_3824873200_0,69.99500274658203
18697408_25152618_0,74.09200286865234
18697411_1475230728_0,62.5890007019043
18697415_25152584_0,71.88600158691406
18697415_18697408_0,74.90399932861328
18697420_25152846_0,61.71900177001953
18697420_1039285712_0,62.25699996948242
21510475_18697378_0,58.30699920654297
21510475_21595834_0,58.29999923706055
21510476_21510488_0,64.33799743652344
21510476_1177532202_0,59.19499969482422
21510476_21510489_0,58.31800079345703
21510484_492424673_0,58.26800155639648
21510484_21510486_0,59.18899917602539
21510484_1177532202_0,56.79199981689453
21510486_21510487_0,55.5880012512207
21510486_21510484_0,59.18899917602539
21510486_3882989560_0,56.42399978637695
21510487_21510486_0,55.5880012512207
21510487_25984655_0,58.94900131225586
21510488_27179926_0,73.0979995727539
21510488_21510476_0,64.33799743652344
21510488_35960757_0,71.56400299072266
21510489_27179926_0,73.7770004272461
21510489_21510476_0,58.31800079345703
21510489_33122282_0,70.25700378417969
21510491_21510487_0,43.117000579833984
21510491_26009778_0,59.53099822998047
21510495_2149820809_0,57.41999816894531
21595834_21595835_0,72.51399993896484
21595835_21992836_0,58.1870002746582
21595835_143418_0,71.45099639892578
21597584_21597589_0,61.0629997253418
21597584_6291616343_0,58.96599960327149
21597584_2384797254_0,61.10499954223633
21597587_21597584_0,65.42400360107422
21597588_21597804_0,63.31800079345703
21597588_21597587_0,60.665000915527344
21597589_21597588_0,63.01900100708008
21597589_21597590_0,62.06999969482422
21597590_26583688_0,61.242000579833984
21597590_21597802_0,61.21799850463867
21597591_26106298_0,65.63999938964844
21597593_21597589_0,63.9739990234375
21597593_2384797254_0,63.28400039672852
21597802_23758496_0,70.56300354003906
21597804_21597802_0,67.24700164794922
21597808_21597587_0,66.16100311279297
21597808_21597804_0,71.55500030517578
21600350_18232178_0,58.52199935913086
21600350_21600353_0,59.805999755859375
21600350_187824746_0,59.40900039672852
21600353_1969423902_0,66.28800201416016
21600353_21600350_0,59.805999755859375
21600353_18697393_0,60.459999084472656
21600354_1969423902_0,68.99800109863281
21600354_10120780902_0,72.27999877929688
21600355_21600354_0,72.60800170898438
21600355_21600350_0,63.73400115966797
21600355_3727734177_0,61.65599822998047
21604533_25337456_0,64.58899688720703
21604533_26059185_0,67.43900299072266
21604533_25450962_0,60.09199905395508
21604533_25337463_0,71.19100189208984
21604549_25306180_0,70.13500213623047
21604549_25258725_0,61.97600173950195
21604550_25310932_0,61.5260009765625
21604550_25319259_0,62.90800094604492
21604550_25310933_0,72.49400329589844
21604551_25319190_0,71.08799743652344
21604551_21674803_0,62.50600051879883
21604552_25319212_0,62.220001220703125
21604552_25319195_0,70.75399780273438
21604553_26053016_0,68.94100189208984
21604553_25319201_0,61.7599983215332
21604553_25316395_0,61.75699996948242
21604559_8149683531_0,72.63300323486328
21604559_286483713_0,72.19400024414062
21604576_25468214_0,68.55799865722656
21604576_21604585_0,70.7040023803711
21604585_25549077_0,69.3489990234375
21604585_21604576_0,70.7040023803711
21604585_59654811_0,58.9630012512207
21604592_29006600_0,68.56800079345703
21604592_8088285559_0,71.927001953125
21604594_21604601_0,69.5999984741211
21604596_2018719148_0,70.66500091552734
21604600_21604596_0,70.66500091552734
21604601_21715353_0,70.7040023803711
21604601_21604600_0,71.18599700927734
21674798_1606993801_0,61.34299850463867
21674798_21674801_0,60.46500015258789
21674799_25316365_0,59.20000076293945
21674799_21674800_0,62.47299957275391
21674800_25316436_0,58.89300155639648
21674800_25316410_0,64.96399688720703
21674801_26053016_0,61.58300018310547
21674801_25316395_0,60.71799850463867
21674802_21604551_0,62.915000915527344
21674802_25319255_0,60.20800018310547
21674803_25310931_0,62.03300094604492
21674803_25319260_0,63.15299987792969
21674804_8831834972_0,71.93099975585938
21674804_8831710981_0,66.23699951171875
21674805_25495340_0,73.88500213623047
21674805_1362781021_0,74.95500183105469
21674806_25495334_0,65.96800231933594
21674806_25495340_0,70.78500366210938
21674806_25495335_0,73.24099731445312
21674807_25316177_0,71.62899780273438
21674807_25316197_0,63.17300033569336
21674808_25316251_0,62.00600051879883
21674808_25316247_0,60.053001403808594
21674809_25316255_0,60.0620002746582
21674809_25316256_0,61.2400016784668
21674822_130144295_0,58.49700164794922
21674895_25327130_0,70.08999633789062
21674895_21674799_0,64.18399810791016
21674896_26009828_0,66.85600280761719
21674896_26009843_0,72.5510025024414
21674897_728283328_0,62.117000579833984
21674897_21674898_0,58.21900177001953
21674898_21674900_0,60.619998931884766
21674898_26009844_0,63.24800109863281
21674898_26057013_0,60.65599822998047
21674900_26058712_0,61.45700073242188
21674900_21674898_0,60.619998931884766
21674901_21674900_0,60.70399856567383
21674901_2104502856_0,60.04999923706055
21674903_26058165_0,72.43199920654297
21674905_25451998_0,62.30500030517578
21674905_195234_0,73.322998046875
21674906_26058690_0,70.24199676513672
21674906_195282_0,73.88700103759766
21674907_21674910_0,66.0260009765625
21674908_8784931018_0,63.6349983215332
21674910_26131883_0,63.34400177001953
21674913_29083978_0,64.00199890136719
21674913_26084497_0,70.63999938964844
21674913_26084485_0,61.042999267578125
21674913_26108005_0,69.94200134277344
21674914_21674915_0,69.27999877929688
21674914_2429781615_0,67.06300354003906
21674914_26120299_0,66.35199737548828
21674915_8821278639_0,72.9530029296875
21674915_10138203531_0,72.0780029296875
21674920_25468304_0,72.5510025024414
21696145_21696193_0,58.70100021362305
21696145_143421_0,65.2229995727539
21696191_143417_0,41.67300033569336
21696191_21696145_0,64.23100280761719
21696192_18232183_0,61.19900131225586
21696192_21696145_0,57.36899948120117
21696193_34235997_0,61.38100051879883
21702418_8168819584_0,66.49600219726562
21702418_8087900725_0,60.86100006103516
21702423_3770573715_0,63.22600173950195
21702423_21702437_0,67.26100158691406
21702423_8088285562_0,67.38099670410156
21702431_10262507945_0,54.56499862670898
21702431_21702433_0,58.66999816894531
21702433_18232180_0,61.685001373291016
21702435_3770573715_0,65.65599822998047
21702435_29006600_0,66.73999786376953
21702435_8088285559_0,66.10199737548828
21702437_8168819584_0,68.97899627685547
21702438_1029591870_0,71.33100128173828
21702438_21702423_0,68.8280029296875
21702760_1957527534_0,72.71800231933594
21702760_1957527546_0,71.06999969482422
21703544_9516750676_0,47.11000061035156
21703544_21703552_0,69.81099700927734
21703552_8906537924_0,72.66799926757812
21703587_8168819585_0,55.34000015258789
21703587_21703594_0,51.387001037597656
21703587_21703589_0,56.43999862670898
21703589_21703590_0,58.30699920654297
21703589_21703587_0,56.43999862670898
21703590_21703591_0,57.4379997253418
21703590_21703595_0,57.470001220703125
21703591_21703589_0,58.63999938964844
21703591_21703598_0,59.13399887084961
21703594_21703587_0,51.387001037597656
21703594_2920302042_0,55.33000183105469
21703594_21703595_0,57.79199981689453
21703595_21703596_0,59.00899887084961
21703595_21703594_0,57.79199981689453
21703595_21704335_0,57.04499816894531
21703596_21703598_0,57.58100128173828
21703596_21703595_0,59.00899887084961
21703598_21704344_0,59.35100173950195
21703598_21703591_0,59.13399887084961
21704334_21704346_0,62.02099990844727
21704334_21703596_0,57.91999816894531
21704335_21704334_0,61.016998291015625
21704335_21704340_0,58.38899993896485
