road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street
7394820_1866856610_0,2,2,1,4,1151.307451930604,471.2354489124047,0.0,0.0,47.63244249571235,113.37003049932451
7394824_7394820_0,3,3,2,3,1151.307451930604,345.4107742298015,0.0,0.0,0.0,130.77864857863696
7394824_1866826428_0,2,2,1,5,1282.1973000291362,295.8839286495553,0.0,126.60584477909289,0.0,240.7849144706754
7394832_8206700_0,3,3,2,4,1694.3030599701162,0.0,104.72222826858825,0.0,395.2160895875506,571.0364234350665
7394910_33149220_0,3,3,2,3,874.2709917268355,590.4876854610067,0.0,56.96260493068873,207.80148606226874,0.0
7394910_7394925_0,4,4,3,3,897.4249523138445,626.5965014988112,0.0,0.0,178.63809162712528,53.61555704727353
7394925_8207506_0,3,3,2,3,925.8697162656513,664.0927571125767,0.0,0.0,157.50195483453297,104.42612617073365
7394925_9257214_0,3,3,2,3,925.8697162656513,629.5055545475698,0.0,0.0,120.41255318407846,110.56835566670637
7394925_9213756_0,3,3,2,4,833.0576360488424,601.0109174590799,0.0,0.0,0.0,108.72074878070738
7394925_7394910_0,4,4,3,3,897.4249523138445,626.5965014988112,0.0,0.0,178.63809162712528,53.61555704727353
7469500_26480367_0,4,4,3,2,2281.3936451725303,0.0,225.309861134107,487.0440928378288,36.67783340010239,99.71906993716358
