road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,dist_to_main
29419219_27484585_0,3,3,3,2,13200.961339664747,0.0,975.030131458949,0.0,0.0,363.3439937909297,0.0
29419219_29419217_0,2,2,1,5,13243.355662651238,0.0,879.595055064717,89.65698917731666,0.0,388.6306578644524,0.0
29419221_29419192_0,2,2,1,5,14219.404772568709,0.0,671.7865280852113,208.13798739807967,0.0,447.77590444267076,0.0
29419221_1585624011_0,1,1,0,5,14156.990632139994,119.99984759211307,753.7581522555796,154.03357978924444,0.0,447.77590444267076,119.99984759211307
29419221_29419159_0,1,1,0,5,14219.404772568709,107.24806812499122,784.2165534182292,222.4037200754381,0.0,433.6473463017681,107.24806812499122
29419223_1585624011_0,1,1,1,5,14089.797596397466,135.0273553298534,726.3270756593814,80.16756838733977,0.0,468.83821157960995,135.0273553298534
29419223_29419167_0,1,1,0,5,14016.911386510863,150.94772923474795,704.6814215688853,0.0,0.0,502.1119053328885,150.94772923474795
29419223_29419195_0,2,2,1,5,14089.797596397466,0.0,569.3939236883142,56.5709741786864,0.0,440.57602397897773,0.0
29419224_29419198_0,1,1,1,5,13944.814867090892,0.0,495.98466339795635,74.93636506923552,0.0,368.54035045019174,0.0
29419224_29419226_0,1,1,0,5,13906.909208819656,190.1970457461531,699.8141511226253,75.53848533470075,0.0,477.026390806353,190.1970457461531
29419224_29419167_0,2,2,1,5,13944.814867090892,166.42738044882466,699.8141511226253,0.0,0.0,547.5578970635198,166.42738044882466
29419224_29419169_0,1,1,0,5,13876.027959470013,190.1970457461531,699.8141511226253,77.07245862896245,0.0,571.6028774795078,190.1970457461531
29419226_29419224_0,1,1,0,5,13906.909208819656,190.1970457461531,699.8141511226253,75.53848533470075,0.0,477.026390806353,190.1970457461531
29419226_29419170_0,1,1,0,5,13839.52733355637,321.58382142209734,843.139350670711,76.01570072589924,0.0,477.026390806353,321.58382142209734
29419226_29419172_0,1,1,0,5,13906.909208819656,298.3330495412121,843.1371886293834,0.0,0.0,425.3411772464987,298.3330495412121
29420103_256764936_0,2,2,1,4,15050.117810806069,220.61021708384732,190.62298583354317,0.0,0.0,638.752005538337,190.62298583354317
29420103_256764937_0,2,2,1,5,15052.989635673352,220.61021708384732,190.41903874943185,0.0,0.0,649.3261268264438,190.41903874943185
29420104_29422191_0,1,1,0,4,14898.350480700576,346.65608199500616,333.73059631089626,0.0,0.0,407.5253500553007,333.73059631089626
29420104_3481044122_0,1,1,0,5,14880.792605469605,305.7134665162268,317.32946372599,0.0,0.0,506.4699007147618,305.7134665162268
29420104_29422164_0,1,1,0,5,14963.063504011807,346.65608199500616,333.08711160228927,0.0,0.0,506.46132778028806,333.08711160228927
29420104_256764936_0,1,1,0,4,14963.063504011807,232.55965493783978,201.67830343937143,0.0,0.0,506.4699007147618,201.67830343937143
29420106_320232764_0,2,2,2,5,14796.244272831182,377.25833286073066,590.0669047881864,0.0,0.0,228.97675585595672,377.25833286073066
29420106_256764935_0,1,1,1,5,14711.026163617342,160.57833066213072,494.92396035862015,0.0,0.0,93.36580885840202,160.57833066213072
29420106_1380795130_0,3,3,2,4,14796.244272831182,377.25833286073066,590.0669047881864,0.0,0.0,228.97675585595672,377.25833286073066
29420110_6539251780_0,3,3,2,4,14670.830551483536,371.58200057743136,489.1201975395466,0.0,0.0,219.6562316669334,371.58200057743136
29420110_29420111_0,1,1,0,5,14560.279067218602,160.56994649833632,339.9292222127763,0.0,0.0,77.06301722814874,160.56994649833632
29420111_1723332806_0,1,1,0,5,14560.279067218602,159.95562506965535,339.9292222127763,211.02949723539766,0.0,0.0,159.95562506965535
29420111_29420110_0,1,1,0,5,14560.279067218602,160.56994649833632,339.9292222127763,0.0,0.0,77.06301722814874,160.56994649833632
29420112_677225960_0,2,2,2,5,14635.043064279711,0.0,400.05290976986305,136.82086771883573,0.0,34.93906375351892,0.0
29420112_1993003777_0,3,3,2,2,14360.070092157246,0.0,146.02869066677383,136.82086771883573,0.0,23.14637452285714,0.0
29420114_101212646_0,4,4,3,3,14207.388614207532,0.0,0.0,0.0,50.90483498135466,95.32856357771738,0.0
29420114_332063603_0,2,2,1,2,14032.937599618701,0.0,0.0,0.0,13.369206091600132,72.03201347470655,0.0
29420114_6070903844_0,3,3,2,4,14211.9477922028,0.0,0.0,0.0,50.839667006562394,0.0,0.0
29420118_1580790675_0,3,3,2,2,13872.251519680605,0.0,243.64650685302064,38.199481279587175,0.0,177.31969250246956,0.0
29420118_3836936875_0,2,2,1,5,13999.617491319379,0.0,243.64650685302064,38.199226771837246,0.0,156.13391634312268,0.0
29420119_1376136787_0,3,3,2,5,14983.908301917,0.0,87.46085542361178,216.89665427575554,0.0,817.8972090064419,0.0
29420119_292149898_0,2,2,1,2,14983.908301917,0.0,0.0,135.58427633523115,0.0,817.8972090064419,0.0
29420119_677805011_0,1,1,1,5,14913.537996479918,0.0,87.45856907113968,137.63363548874176,0.0,601.9032701672298,0.0
29420120_29420119_0,2,2,1,2,14906.503507114518,0.0,87.46118846819932,216.89665427575554,0.0,801.4649062741997,0.0
29420120_1380718868_0,1,1,1,5,14765.245739157212,0.0,170.46748124275842,255.09403717294146,0.0,535.4430325815882,0.0
29420121_29420120_0,3,3,2,2,14821.096619393686,0.0,170.46748124275842,294.51836029201473,0.0,801.4649062741997,0.0
29420121_1380718941_0,1,1,0,5,14654.906094329295,0.0,274.01685342222174,325.2348969564876,0.0,566.2695997593232,0.0
29420123_1380718860_0,4,4,3,2,14675.568717494885,0.0,395.97838840804775,430.2185117497977,0.0,663.0267481465263,0.0
29420123_29420124_0,1,1,1,5,14488.337697034609,0.0,452.6960607210942,355.74635922649514,0.0,634.969675026065,0.0
29420124_29420123_0,2,2,1,5,14488.337697034609,0.0,452.6960607210942,355.74635922649514,0.0,634.969675026065,0.0
29420124_29420139_0,1,1,0,5,14366.252946943236,83.16273926016257,581.675212848802,202.10810696655324,0.0,510.69302259578524,83.16273926016257
29420124_1380718859_0,1,1,0,5,14488.337697034609,83.16273926016257,504.6340045281192,341.21262846627235,0.0,617.983056701112,83.16273926016257
29420124_29420151_0,1,1,0,5,14425.115016356694,0.0,581.675212848802,355.74635922649514,0.0,555.3311317139099,0.0
29420129_1380718911_0,1,1,0,5,14509.298658042739,337.49868639426643,497.21916253066155,81.82342794962375,0.0,310.6142941721397,337.49868639426643
29420129_29420132_0,1,1,0,5,14616.275184324992,357.87982815394736,432.4628920342378,81.82342794962375,0.0,310.6142941721397,357.87982815394736
29420129_1380718857_0,1,1,0,5,14562.597563323323,390.1265700188317,431.92065035298975,0.0,0.0,230.22060656339323,390.1265700188317
29420132_1380718903_0,1,1,0,5,14595.574034981626,313.08848345265847,432.4628920342378,215.2782341695015,0.0,443.6236488223271,313.08848345265847
29420132_1380718868_0,1,1,0,5,14704.407423401899,266.2286218109254,344.0270852892069,215.2782341695015,0.0,443.6236488223271,266.2286218109254
29420132_29420129_0,1,1,0,5,14616.275184324992,357.87982815394736,432.4628920342378,81.82342794962375,0.0,310.6142941721397,357.87982815394736
29420133_1380718857_0,3,3,2,5,14554.564884996687,376.49944331794006,418.97147933189444,0.0,0.0,216.81082876667693,376.49944331794006
29420133_29420110_0,3,3,2,4,14554.564884996687,371.58200057743136,418.97147933189444,0.0,0.0,214.79256718135144,371.58200057743136
29420135_29420136_0,1,1,1,5,14340.203491845567,223.5029671302975,402.19636752471877,0.0,0.0,301.63319215240466,223.5029671302975
29420135_256764926_0,1,1,0,5,14398.222286415343,205.48591539125482,489.3626358304639,90.46653890674455,0.0,392.81680689698095,205.48591539125482
29420135_992879946_0,1,1,0,5,14295.747469046604,89.34793146744849,489.3626358304639,90.46653890674455,0.0,392.81680689698095,89.34793146744849
29420136_320232761_0,3,3,2,4,14340.203491845567,240.47084630302152,396.38425964522025,0.0,0.0,301.63319215240466,240.47084630302152
29420136_29420137_0,2,2,1,4,14208.822088852647,94.65059202012215,402.19636752471877,0.0,0.0,301.2811090827816,94.65059202012215
29420136_1380718885_0,2,2,1,4,14278.760486314792,240.47084630302152,312.472230900808,0.0,0.0,205.18926676569993,240.47084630302152
29420136_29420135_0,1,1,0,5,14340.203491845567,223.5029671302975,402.19636752471877,0.0,0.0,301.63319215240466,223.5029671302975
29420137_29420140_0,3,3,2,4,14189.599869194835,73.31728669527578,459.04012584035985,0.0,0.0,334.29916367566256,73.31728669527578
29420137_29420136_0,2,2,1,4,14208.822088852647,94.65059202012215,402.19636752471877,0.0,0.0,301.2811090827816,94.65059202012215
29420137_992879946_0,2,2,1,5,14208.822088852647,89.34793146744849,459.04012584035985,0.0,0.0,334.29916367566256,89.34793146744849
29420139_29420124_0,1,1,0,5,14366.252946943236,83.16273926016257,581.675212848802,202.10810696655324,0.0,510.69302259578524,83.16273926016257
29420139_992879946_0,2,2,1,5,14295.747469046604,86.48778070246232,546.1998928606854,113.0645935564223,0.0,429.4756675505175,86.48778070246232
29420139_256764926_0,1,1,0,5,14366.252946943236,86.48778070246232,581.0800063770528,184.16444044673156,0.0,487.2562354826991,86.48778070246232
29420139_29420152_0,1,1,0,5,14299.748133029732,0.0,621.3375646624323,202.10810696655324,0.0,510.69302259578524,0.0
29420140_29420137_0,3,3,2,4,14189.599869194835,73.31728669527578,459.04012584035985,0.0,0.0,334.29916367566256,73.31728669527578
29420140_16541698_0,1,1,0,4,14123.616545716834,0.0,470.9694724148176,0.0,0.0,344.5786961355701,0.0
29420140_3836936873_0,1,1,1,5,14065.014865571673,73.31728669527578,285.7049704318753,0.0,0.0,164.97799586513773,73.31728669527578
29420144_1580790675_0,1,1,1,5,13872.251519680605,0.0,372.9157420201922,99.20808499531535,0.0,256.89103778169664,0.0
29420144_16541700_0,2,2,1,5,13947.380980572256,0.0,374.1077341297035,179.19703337317026,0.0,256.89103778169664,0.0
29420144_5998452301_0,1,1,0,5,13994.862492251905,77.43011357066712,288.76130812127997,139.75786106918872,0.0,171.16133065508728,77.43011357066712
29420145_6070903844_0,2,2,1,4,14225.395162031642,87.87600764785303,95.32856357771738,0.0,0.0,0.0,87.87600764785303
29420145_3836936882_0,1,1,0,5,14067.712629352778,129.84958913377537,205.3734324700804,0.0,0.0,85.82465420954948,129.84958913377537
29420145_1380718885_0,2,2,1,4,14241.707585037566,190.58342263013395,205.37358798745075,0.0,0.0,99.83737178597323,190.58342263013395
29420147_1380718946_0,1,1,0,5,14338.76581731886,226.62993574096902,227.4049395419772,98.23126873180924,0.0,147.30630764095235,226.62993574096902
29420147_256764934_0,2,2,1,5,14333.315208618134,162.51703391721122,172.7600324389915,98.23126873180924,0.0,98.51120627864641,162.51703391721122
29420147_29420145_0,1,1,0,5,14241.707585037566,190.58342263013395,205.37358798745075,0.0,0.0,99.83737178597323,190.58342263013395
29420151_484136446_0,3,3,2,5,14406.457497600928,0.0,652.9774578749482,358.3838344920362,0.0,525.3997937724282,0.0
29420151_29420124_0,1,1,1,5,14425.115016356694,0.0,581.675212848802,355.74635922649514,0.0,555.3311317139099,0.0
29420151_2449742020_0,2,2,1,2,14425.115016356694,0.0,528.4960414224905,354.0255744387689,0.0,553.1388208618546,0.0
29420152_29420139_0,1,1,0,5,14299.748133029732,0.0,621.3375646624323,202.10810696655324,0.0,510.69302259578524,0.0
29420152_29420151_0,2,2,1,2,14299.748133029732,0.0,652.9774578749482,215.4866951350709,0.0,544.642122314952,0.0
29420153_992879946_0,3,3,2,5,14229.345320352688,0.0,546.1998928606854,113.0645935564223,0.0,429.4756675505175,0.0
29420153_29420152_0,3,3,2,2,14229.345320352688,0.0,599.6911670115998,129.61792968052984,0.0,475.80967851819673,0.0
29420472_286421590_0,4,4,3,3,14180.998658169845,235.93091382417305,0.0,6.549124976412598,44.99597981097933,267.5575583101673,0.0
29420472_12615171_0,4,4,3,3,14189.851924695693,0.0,0.0,14.793670129548364,53.834581300130615,103.37809556720116,0.0
29420476_2498925758_0,3,3,3,5,14134.975805816985,254.7866508627395,38.12963893713449,0.0,0.0,292.1601302337714,38.12963893713449
29420476_101213421_0,3,3,3,4,14136.037037944043,247.5246102800942,0.0,0.0,0.0,279.6959740562202,0.0
29420477_29554398_0,3,3,2,5,13937.942736185702,444.7563380225911,242.94173236744862,0.0,0.0,509.82109521487126,242.94173236744862
29420477_29420493_0,1,1,1,5,13937.763579606431,315.19483974534677,234.32664352345313,0.0,0.0,404.1823165223046,234.32664352345313
29420477_29778855_0,1,1,0,4,13808.458710324832,444.7563380225911,242.94173236744862,0.0,0.0,509.82109521487126,242.94173236744862
29420477_2429294748_0,2,2,1,4,13937.942736185702,289.46449833603253,73.24431358592788,0.0,0.0,330.8683699257112,73.24431358592788
29420479_29420480_0,1,1,0,5,13501.520613398217,609.4898495033977,664.8451301037628,0.0,0.0,706.1053162458658,609.4898495033977
29420479_1545906826_0,3,3,2,4,13336.834254627194,720.2603530175177,664.8451301037628,0.0,0.0,438.16048553473456,664.8451301037628
29420479_281472984_0,2,2,1,4,13567.846618159116,665.810835994218,501.04339802826024,0.0,0.0,706.1053162458658,501.04339802826024
29420480_29420479_0,1,1,0,5,13501.520613398217,609.4898495033977,664.8451301037628,0.0,0.0,706.1053162458658,609.4898495033977
29420480_343256693_0,2,2,1,5,13411.926025048393,414.6643285989881,686.8802721411615,0.0,0.0,727.9694265773346,414.6643285989881
29420480_1556398801_0,1,1,0,5,13501.520613398217,589.3238028977165,536.529262830421,88.96128575696535,0.0,718.3735776789537,536.529262830421
29420480_51381952_0,1,1,0,5,13390.330065739074,609.4898495033977,686.8802721411615,132.90176271591957,0.0,606.1636308682296,609.4898495033977
29420488_1888408636_0,2,2,1,4,13559.451561932538,316.8658829825057,452.7755260005378,0.0,0.0,490.19188842995476,316.8658829825057
29420488_343256693_0,1,1,1,4,13411.926025048393,398.84671490493366,618.523455567811,0.0,0.0,686.4126469251732,398.84671490493366
29420488_1556398801_0,1,1,0,5,13559.451561932538,398.84671490493366,536.529262830421,0.0,0.0,686.1815136383755,398.84671490493366
29420488_1556398802_0,1,1,1,5,13512.036585675198,285.11009727834966,618.523455567811,0.0,0.0,686.4126469251732,285.11009727834966
29420490_29420493_0,1,1,0,5,13730.498995850763,315.19483974534677,240.6846956192572,0.0,0.0,404.1823165223046,240.6846956192572
29420490_1556398801_0,1,1,0,5,13640.815388232297,506.2464897527978,442.6067336737156,0.0,0.0,620.8448325533999,442.6067336737156
29420490_1888408636_0,2,2,1,4,13730.498995850763,316.8658829825057,440.61545350589165,0.0,0.0,490.19188842995476,316.8658829825057
29420490_281472983_0,3,3,2,4,13727.999598534252,506.2464897527978,442.6067336737156,0.0,0.0,620.8448325533999,442.6067336737156
29420492_29420493_0,1,1,0,5,13937.772054857365,130.75148729597126,240.6846956192572,0.0,0.0,260.2512275471442,130.75148729597126
29420492_217936912_0,1,1,1,5,13789.367807633354,19.063969498280933,259.3106640245592,0.0,0.0,260.2512275471442,19.063969498280933
29420492_29420509_0,2,2,1,4,13945.110838468563,0.0,198.68268560886605,0.0,0.0,144.35709965253722,0.0
29420492_29420495_0,1,1,1,5,13945.110838468563,130.75148729597126,176.23819839886087,0.0,0.0,255.99090776275585,130.75148729597126
29420493_29420494_0,1,1,0,5,13937.772054857365,202.5083153949752,129.66621920500373,124.15837260594363,0.0,288.34605303160413,129.66621920500373
29420493_29420490_0,1,1,0,5,13730.498995850763,315.19483974534677,240.6846956192572,0.0,0.0,404.1823165223046,240.6846956192572
29420493_29420492_0,1,1,0,5,13937.772054857365,130.75148729597126,240.6846956192572,0.0,0.0,260.2512275471442,130.75148729597126
29420493_29420477_0,1,1,1,5,13937.763579606431,315.19483974534677,234.32664352345313,0.0,0.0,404.1823165223046,234.32664352345313
29420494_29420493_0,1,1,0,5,13937.772054857365,202.5083153949752,129.66621920500373,124.15837260594363,0.0,288.34605303160413,129.66621920500373
29420494_2498925758_0,1,1,0,5,14057.230406481336,202.5083153949752,40.539739243529716,0.0,0.0,283.7527601757966,40.539739243529716
29420494_29420495_0,1,1,0,5,14016.783955376759,176.25279496769383,129.66621920500373,115.9887939025308,0.0,264.62328436394324,129.66621920500373
29420495_29420494_0,1,1,0,5,14016.783955376759,176.25279496769383,129.66621920500373,115.9887939025308,0.0,264.62328436394324,129.66621920500373
29420495_29420492_0,1,1,1,5,13945.110838468563,130.75148729597126,176.23819839886087,0.0,0.0,255.99090776275585,130.75148729597126
29420495_29420503_0,1,1,0,5,14016.783955376759,0.0,50.90483498135466,50.839667006562394,0.0,89.60996614052779,0.0
29420496_29420499_0,2,2,2,4,13741.312089892468,79.95710573294686,465.6552934544382,0.0,0.0,430.64204011082694,79.95710573294686
29420496_29420497_0,1,1,0,5,13467.002914721621,79.95710573294686,489.2128474295046,0.0,0.0,431.9092245841387,79.95710573294686
29420496_288101517_0,2,2,1,4,13747.46084557831,26.74070461238731,489.2128474295046,0.0,0.0,431.9092245841387,26.74070461238731
29420497_29420507_0,1,1,0,5,13108.598367795084,174.737640068537,513.6005845468943,0.0,0.0,715.0453461356063,174.737640068537
29420497_29420502_0,2,2,1,5,13429.775054843612,82.06175019995513,736.5526436163593,224.9113188809162,0.0,715.0453461356063,82.06175019995513
29420497_1556398802_0,1,1,0,5,13467.002914721621,174.737640068537,678.6783743272131,114.15433626392618,0.0,692.1281059352111,174.737640068537
29420497_29420496_0,1,1,0,5,13467.002914721621,79.95710573294686,489.2128474295046,0.0,0.0,431.9092245841387,79.95710573294686
29420499_1556398802_0,1,1,0,5,13512.036585675198,201.06499759997868,465.6552934544382,0.0,0.0,443.3724582974092,201.06499759997868
29420499_1888408636_0,2,2,1,4,13737.069917779445,201.06499759997868,452.7755260005378,0.0,0.0,443.3724582974092,201.06499759997868
29420499_29420496_0,2,2,1,4,13741.312089892468,79.95710573294686,465.6552934544382,0.0,0.0,430.64204011082694,79.95710573294686
29420500_343256693_0,1,1,0,5,13362.93878872805,305.47713943805326,760.4601254694429,0.0,0.0,797.147866556091,305.47713943805326
29420500_1556398802_0,1,1,0,5,13362.93878872805,285.11009727834966,678.6783743272131,109.88634696807111,0.0,692.1281059352111,285.11009727834966
29420500_29420504_0,1,1,0,5,13148.378008279495,305.47713943805326,571.6574375860177,0.0,0.0,665.3379928967938,305.47713943805326
29420501_29420511_0,2,2,1,5,13227.805589357347,0.0,652.0361376151901,220.01695229756834,0.0,908.6094771427194,0.0
29420501_29420508_0,1,1,1,5,13061.514527717985,97.09924795423834,460.16345006871023,0.0,0.0,847.1534176551913,97.09924795423834
29420501_29420502_0,1,1,0,5,13270.836955454859,82.06175019995513,676.1133903796197,227.12051788415124,0.0,746.5411199710996,82.06175019995513
29420501_269785820_0,1,1,0,5,13270.836955454859,97.70447650216745,676.1133903796197,227.12051788415124,0.0,892.1636402331535,97.70447650216745
29420502_29420510_0,3,3,2,5,13397.73749860561,0.0,785.5177481031787,314.83826745830135,0.0,746.5411199710996,0.0
29420502_29420497_0,2,2,1,5,13429.775054843612,82.06175019995513,736.5526436163593,224.9113188809162,0.0,715.0453461356063,82.06175019995513
29420502_29420501_0,1,1,0,5,13270.836955454859,82.06175019995513,676.1133903796197,227.12051788415124,0.0,746.5411199710996,82.06175019995513
29420503_29420495_0,1,1,0,5,14016.783955376759,0.0,50.90483498135466,50.839667006562394,0.0,89.60996614052779,0.0
29420503_101212646_0,3,3,2,2,14162.491110196546,0.0,0.0,12.642979854093651,0.0,89.60996614052779,0.0
29420504_1888408628_0,3,3,2,4,13148.378008279495,319.14733413345704,571.6574375860177,0.0,0.0,591.5849556194099,319.14733413345704
29420504_29420507_0,2,2,2,4,13108.598367795084,217.7668442164535,513.6005845468943,0.0,0.0,665.3379928967938,217.7668442164535
29420504_29421139_0,1,1,0,5,12901.082672337268,282.18334552082405,408.80296029429076,0.0,0.0,516.8996627987393,282.18334552082405
29420504_29420500_0,1,1,0,5,13148.378008279495,305.47713943805326,571.6574375860177,0.0,0.0,665.3379928967938,305.47713943805326
29420507_29420497_0,1,1,0,5,13108.598367795084,174.737640068537,513.6005845468943,0.0,0.0,715.0453461356063,174.737640068537
29420507_29420504_0,2,2,2,4,13108.598367795084,217.7668442164535,513.6005845468943,0.0,0.0,665.3379928967938,217.7668442164535
29420507_29421138_0,1,1,0,5,12858.78513751426,217.23288164218368,318.5189236805299,0.0,0.0,613.016391410297,217.23288164218368
29420507_29420508_0,3,3,2,4,13061.514527717985,97.09924795423834,460.16345006871023,0.0,0.0,745.2493946814504,97.09924795423834
29420508_29420501_0,1,1,0,5,13061.514527717985,97.09924795423834,460.16345006871023,0.0,0.0,847.1534176551913,97.09924795423834
29420508_287650997_0,3,3,2,4,13045.844779806364,56.32717060767001,446.819600737634,0.0,0.0,847.1534176551913,56.32717060767001
29420508_29420507_0,2,2,2,4,13061.514527717985,97.09924795423834,460.16345006871023,0.0,0.0,745.2493946814504,97.09924795423834
29420509_332063603_0,1,1,1,4,14032.937599618701,0.0,198.68268560886605,0.0,38.199226771837246,141.0228921079952,0.0
29420509_29420503_0,2,2,1,2,14033.099841248393,0.0,50.90483498135466,0.0,0.0,85.17790541173922,0.0
29420510_293235492_0,3,3,2,2,13397.73749860561,0.0,800.1483570038638,315.893663149887,0.0,748.4009179077178,0.0
29420510_293235491_0,3,3,2,5,13387.51873450799,0.0,830.4189230011049,350.473067324445,0.0,782.1839889392307,0.0
29420510_29420502_0,2,2,1,5,13397.73749860561,0.0,785.5177481031787,314.83826745830135,0.0,746.5411199710996,0.0
29420511_29420510_0,2,2,1,2,13227.805589357347,0.0,652.0361376151901,220.01695229756834,0.0,782.1839889392307,0.0
29420511_29269524_0,3,3,2,5,13215.057138572887,0.0,648.6734032906586,218.88188965836775,0.0,905.8544805086086,0.0
29420511_29420501_0,2,2,1,5,13227.805589357347,0.0,652.0361376151901,220.01695229756834,0.0,908.6094771427194,0.0
29420744_29420745_0,4,4,3,5,12598.252502836083,0.0,246.9398003556633,236.0087090724885,0.0,620.7768665308938,0.0
29420744_29421137_0,2,2,1,5,12616.731201113513,0.0,255.0244170147082,208.98095916401945,0.0,591.0424471198982,0.0
29420744_645567394_0,2,2,1,2,12616.731201113513,0.0,160.80947696406187,236.0087090724885,0.0,620.7768665308938,0.0
29420745_29420744_0,4,4,3,5,12598.252502836083,0.0,246.9398003556633,236.0087090724885,0.0,620.7768665308938,0.0
29420745_30683468_0,2,2,1,5,12490.296706305378,0.0,243.27405256061783,233.65740209825262,0.0,632.4425889928183,0.0
29420745_639306879_0,3,3,2,2,12597.708557584807,0.0,246.9398003556633,132.31555173921873,0.0,540.9345354837509,0.0
29420748_343275445_0,2,2,1,2,12578.876033048089,0.0,485.75025383572347,0.0,0.0,405.4786220369135,0.0
29420748_29421147_0,2,2,1,5,12578.876033048089,0.0,592.4045796100555,132.31443230708874,0.0,270.0300337382204,0.0
29420755_737215337_0,4,4,3,4,12462.93238325633,0.0,475.0478222649128,0.0,18.8461306627131,137.91278347070144,0.0
29420755_49497943_0,2,2,1,2,12472.570460780695,0.0,477.8843330081247,0.0,0.0,137.91278347070144,0.0
29420764_739574346_0,3,3,3,2,12422.389160252571,0.0,0.0,354.2939453853973,89.52670089803921,387.8716047161475,0.0
29420764_2475047638_0,3,3,3,3,12415.071607923635,0.0,0.0,354.2939453853973,89.52670089803921,401.0671671521208,0.0
29420767_1991669755_0,4,4,3,2,12533.994767824168,0.0,0.0,109.4279753781785,162.30337898133553,459.8999457787255,0.0
29420767_2028770444_0,4,4,3,3,12535.132975774652,0.0,0.0,109.4279753781785,162.30337898133553,457.9200270256408,0.0
29420769_29420767_0,2,2,2,2,12546.558938055097,0.0,0.0,0.0,102.69609510933559,468.89671186976915,0.0
29420769_1549516952_0,2,2,1,4,12633.82515095555,0.0,109.4279753781785,0.0,95.40548142705264,545.0063141136069,0.0
29420796_3413849095_0,2,2,1,2,12411.437123258049,0.0,0.0,287.8780956401425,0.0,409.9443447263544,0.0
29421128_29421130_0,2,2,2,4,13070.971028716865,482.0795296182986,832.5613187716106,0.0,0.0,145.2184339140349,482.0795296182986
29421128_29421146_0,1,1,0,5,13032.543193010262,416.45233873412366,707.8207879266114,0.0,0.0,169.4732655737318,416.45233873412366
29421130_29421131_0,1,1,0,4,13065.181630469113,479.8261337534505,837.712392123403,0.0,0.0,127.01157983165766,479.8261337534505
29421130_51377467_0,1,1,0,5,12923.791761983817,327.49127733488746,719.3388438883533,0.0,0.0,125.74331168141481,327.49127733488746
29421131_16541709_0,2,2,1,4,13069.745175262178,490.0889352924819,860.548653555407,0.0,0.0,127.01157983165766,490.0889352924819
29421131_29421132_0,2,2,1,4,12984.94968556851,422.62059373801316,859.9324957801778,0.0,0.0,26.864705374561265,422.62059373801316
29421132_291831932_0,3,3,2,4,12962.049153024987,405.0881409118142,861.6767490678023,0.0,0.0,0.0,405.0881409118142
29421132_51377467_0,1,1,1,5,12919.509610374726,327.49127733488746,719.3388438883533,0.0,0.0,26.864705374561265,327.49127733488746
29421132_29421131_0,2,2,1,4,12984.94968556851,422.62059373801316,859.9324957801778,0.0,0.0,26.864705374561265,422.62059373801316
29421133_29421134_0,3,3,2,4,12855.34460718382,316.2321752758277,837.4975420461556,0.0,0.0,32.438485803061816,316.2321752758277
29421133_291831932_0,3,3,2,4,12934.567752533916,382.72870108545493,863.5955601969041,0.0,0.0,0.0,382.72870108545493
29421133_51378408_0,1,1,0,5,12851.080640795832,263.5829483741009,702.9360282804378,0.0,0.0,32.438485803061816,263.5829483741009
29421134_51383324_0,1,1,0,5,12855.34460718382,316.2321752758277,762.1963650357696,0.0,0.0,125.96678722214381,316.2321752758277
29421134_29421133_0,3,3,2,4,12855.34460718382,316.2321752758277,837.4975420461556,0.0,0.0,32.438485803061816,316.2321752758277
29421134_29421135_0,3,3,2,4,12810.49312652501,280.66490374200725,789.9213300800272,0.0,0.0,126.02513727914895,280.66490374200725
29421135_29421134_0,2,2,1,4,12810.49312652501,280.66490374200725,789.9213300800272,0.0,0.0,126.02513727914895,280.66490374200725
29421135_29421136_0,2,2,1,4,12714.097366019314,201.49617641360172,689.7601065305613,0.0,0.0,131.6779713024296,201.49617641360172
29421136_29421150_0,1,1,0,5,12627.54918576462,80.76242960602528,689.7601065305613,0.0,0.0,131.6779713024296,80.76242960602528
29421136_29421135_0,2,2,1,4,12714.097366019314,201.49617641360172,689.7601065305613,0.0,0.0,131.6779713024296,201.49617641360172
29421136_16541711_0,2,2,1,4,12714.097366019314,201.49617641360172,526.208911865727,0.0,0.0,9.25367902099351,201.49617641360172
29421136_29779119_0,2,2,1,4,12505.204574837342,29.440931031092944,491.62070859995436,0.0,0.0,115.86486841190185,29.440931031092944
29421137_29421140_0,1,1,0,5,12721.83263743704,101.725951003107,273.1019679972655,102.55376216032089,0.0,484.8148130655442,101.725951003107
29421137_29420744_0,2,2,1,5,12616.731201113513,0.0,255.0244170147082,208.98095916401945,0.0,591.0424471198982,0.0
29421137_29421138_0,1,1,0,5,12721.83263743704,101.725951003107,273.1019679972655,203.83072731914334,0.0,591.0424471198982,101.725951003107
29421138_29421137_0,1,1,0,5,12721.83263743704,101.725951003107,273.1019679972655,203.83072731914334,0.0,591.0424471198982,101.725951003107
29421138_29420507_0,1,1,0,5,12858.78513751426,217.23288164218368,318.5189236805299,0.0,0.0,613.016391410297,217.23288164218368
29421138_29421139_0,1,1,0,5,12858.78513751426,238.64230454816132,318.5189236805299,102.94896458782306,0.0,516.8996627987393,238.64230454816132
29421139_29421140_0,1,1,0,5,12768.763845713582,153.88316459604908,379.5123677079108,102.4430899738574,0.0,484.8148130655442,153.88316459604908
29421139_29420504_0,1,1,0,5,12901.082672337268,282.18334552082405,408.80296029429076,0.0,0.0,516.8996627987393,282.18334552082405
