road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,dist_to_main
172594_13056045657_0,4,4,3,2,18427.6760627467,0.0,0.0,11.784737282816135,131.50617307356336,739.6711127281288,0.0
484078_484121_0,3,3,3,4,20131.24996793911,2289.1730841856283,0.0,0.0,89.20931691170783,2226.9061097160256,0.0
484078_130088130_0,3,3,2,4,20048.424547269973,2200.2354344226483,0.0,0.0,0.0,2143.535105896446,0.0
484121_21487129_0,2,2,2,4,20160.981759293434,2321.632183300888,0.0,0.0,0.0,2256.963522145165,0.0
484121_484078_0,3,3,3,4,20131.24996793911,2289.1730841856283,0.0,0.0,89.20931691170783,2226.9061097160256,0.0
484121_267385833_0,3,3,3,3,20131.559733533926,2321.632183300888,0.0,0.0,58.92785466611531,2071.8575058889455,0.0
530161_280807026_0,4,4,3,3,20020.710753873278,301.2718604711684,0.0,976.6412803542077,31.035306614508624,1136.5448258925417,0.0
530168_530176_0,4,4,3,2,19661.861636890782,0.0,0.0,482.4634816172187,0.0,912.7608317628024,0.0
530176_29689182_0,3,3,3,2,19662.196464302964,0.0,91.46614914755914,478.9254487109899,0.0,902.0705930928451,0.0
530177_186969527_0,3,3,2,2,19695.186336945626,0.0,0.0,476.70044674515225,71.6850438099413,810.8569171164687,0.0
530177_21509247_0,4,4,3,3,19695.186336945626,0.0,0.0,476.70044674515225,15.994266875100578,675.158864637324,0.0
530190_3877089193_0,3,3,2,3,19835.28771799394,12.163832377223894,0.0,773.419037110675,162.06655077225764,1052.2792438606066,0.0
530197_26871244_0,3,3,3,3,20345.246162024865,1050.8285839341063,0.0,886.6730188008262,0.0,1280.823345996842,0.0
530197_60086382_0,3,3,3,5,20353.449068117527,1050.8285839341063,0.0,997.2862814359471,0.0,1268.93461287304,0.0
530199_2645728311_0,3,3,2,5,20342.08122312053,1247.3425710646927,0.0,842.4585865246892,0.0,1453.7525815766123,0.0
530202_172589_0,4,4,3,3,18802.937902466238,0.0,0.0,338.34609451688647,85.89330974783077,394.95115867785864,0.0
530202_530205_0,3,3,2,2,18814.696403512284,0.0,0.0,303.4344808030548,11.59604259168755,149.8988627798922,0.0
530202_21441718_0,3,3,2,3,18814.696403512284,0.0,0.0,352.89855878386794,0.0,344.826905276623,0.0
530205_29492981_0,3,3,2,2,19180.096391520776,0.0,0.0,285.38036864151735,109.35481062918979,157.12994149274115,0.0
530215_530311_0,2,2,1,3,19441.29708204543,0.0,0.0,13.382212894946774,86.86315219604552,319.721396773821,0.0
530215_530283_0,3,3,2,2,19441.29708204543,0.0,0.0,14.020718572262869,0.0,211.01237973039056,0.0
530225_602926406_0,3,3,3,2,18850.61853762606,0.0,621.297150317618,220.36905793683155,0.0,1450.8362950989836,0.0
530225_602926393_0,3,3,2,5,18862.485692466238,0.0,621.297150317618,188.02841103004204,0.0,1466.0790217998897,0.0
530247_29690661_0,3,3,2,5,20204.517068526668,1101.1924521170279,0.0,385.44279404334844,0.0,591.1883041210444,0.0
530247_29691244_0,3,3,2,3,20204.517068526668,1072.7790669732697,0.0,385.44279404334844,0.0,582.7050256155475,0.0
530247_530380_0,1,1,0,5,20032.70702609146,889.4108057442203,0.0,290.2684496356698,0.0,598.1637793175563,0.0
