road_id,green,industrial,commercial
172539_172562_0,46.818402087663,0.0,5.098465695546455
172539_34694336_0,50.59361382677552,0.0,0.0
172539_34694265_0,14.723614031888282,0.0,0.0
172545_271370539_0,19.276735943315053,0.0,0.0
172545_34694336_0,8.04711024305915,0.0,0.0
172545_28345515_0,4.821879088722929,0.0,0.0
172546_28345850_0,7.309701263612406,0.0,0.0
172546_530313_0,1.6604451686598545,0.0,0.0
172547_28346151_0,14.958961593165359,0.0,0.0
172547_172549_0,1.1580019339614838,0.0,0.0
172547_34694265_0,0.4840113412232716,0.0,0.0
172549_29687949_0,14.086136104465291,0.0,0.0
172549_34694257_0,0.22030702160470098,0.0,0.0
172549_172547_0,1.1580019339614842,0.0,0.0
172558_530225_0,8.58951284135119,0.0,0.0
172558_29688040_0,6.737546734483697,11.537081145982487,0.0
172562_530351_0,3.6773834780136823,0.0,4.06910286330049
172562_172539_0,46.81840208766305,0.0,5.0984656955464605
172562_29690632_0,5.131666427795076,0.0,0.03925347501764632
172564_21509247_0,8.808356399875683,0.0,3.7589120032588226
172564_29690346_0,8.270765954293546,0.0,8.431286041635024
172566_530318_0,2.4580452876074346,0.0,0.0
172566_29690840_0,2.228187427052561,0.0,0.0
172586_29691250_0,36.506682282154536,0.0,0.0
172586_10758633910_0,44.123104455132236,0.0,0.0
172587_530205_0,36.650124064080345,0.0,0.0
172587_29493004_0,13.383387139600824,0.0,0.0
172589_530202_0,7.288365251533705,0.0,0.0
172589_13381080693_0,4.535867360797174,0.0,0.0
172594_223826118_0,0.0,0.0,0.0
172594_29492993_0,4.233995435774462,0.0,0.0
172594_13056045657_0,0.0,0.0,0.0
484078_484121_0,10.491319060374149,0.0,1.807458297926359
484078_130088130_0,7.428283519876761,0.0,0.0
484121_21487129_0,22.063419436710536,0.0,10.55205760584288
484121_484078_0,10.491319060374144,0.0,1.8074582979263578
484121_267385833_0,3.853060226643327,0.0,0.7017557654761944
530161_280807026_0,14.48699259773768,0.0,3.1145062872153986
530168_530176_0,18.00913446326204,0.0,0.0
530176_29689182_0,7.444963273144594,0.0,0.0
530177_186969527_0,4.6043252346236825,0.0,0.0
530177_21509247_0,6.673027583313737,0.0,3.1006169442573706
530190_3877089193_0,4.926691195130612,0.0,0.0
530197_26871244_0,0.0,0.0,0.0
530197_60086382_0,0.0,0.0,0.0
530199_2645728311_0,0.0,0.0,0.0
530202_172589_0,7.288365251533705,0.0,0.0
530202_530205_0,14.217219120994182,0.0,0.0
530202_21441718_0,4.17068059640073,0.0,0.0
530205_29492981_0,40.03577486725712,0.0,0.0
530215_530311_0,16.086090447474803,0.0,0.0
530215_530283_0,34.83983341457426,0.0,0.0
530225_602926406_0,6.842640185243232,0.0,0.08535682949247139
530225_602926393_0,6.191889098686883,0.0,0.0
530247_29690661_0,3.4335764201497323,0.0,10.443504830891216
530247_29691244_0,2.6303536513841714,0.0,2.857172638677725
530247_530380_0,3.643826368578351,0.0,1.8617757588398356
530256_29690659_0,2.0271189412182324,0.0,6.339268261737037
530256_6019010074_0,1.5088986805881037,0.0,4.797040724585271
530256_530376_0,32.568209413864146,0.0,1.3689573723156336
530262_172564_0,8.395140041513875,0.0,8.430478655456366
530262_270790605_0,5.147215087708695,0.0,18.84582628424499
530283_530309_0,47.221471310411786,0.0,0.0
530283_35233783_0,28.907327096557545,0.0,0.0
530283_530293_0,61.71575378148242,0.0,0.0
530284_35233764_0,4.940122616582402,0.0,0.0
530284_35233783_0,13.337614101135465,0.0,0.0
530284_35233777_0,26.010660726260674,0.0,0.0
530287_9723845507_0,6.566949060095455,0.0,0.0
530287_9723845504_0,6.5125923777820685,0.0,0.0
530293_330031810_0,66.23380511379831,0.0,0.0
530293_74416800_0,59.60845635380565,0.0,0.0
530309_530283_0,47.221471310411786,0.0,0.0
530309_530311_0,43.7764800414408,0.0,0.0
530311_186962583_0,14.134632140894418,0.0,0.0
530311_172586_0,32.36490137179145,0.0,0.0
530312_28345850_0,11.78968218664372,0.0,0.0
530312_172546_0,7.071260624756088,0.0,0.0
530313_29492953_0,18.586603748443682,0.0,0.0
530313_530323_0,2.4272243802219653,0.0,0.0
530313_172546_0,1.6604451686598545,0.0,0.0
530318_172566_0,2.4580452876074346,0.0,0.0
530318_27177325_0,1.512080371481456,0.0,0.0
530318_27177312_0,2.3201428605656718,0.0,0.0
530319_188382916_0,2.1036762570152754,0.0,8.961839370921707
530319_27177313_0,2.366476762136599,0.0,2.4083576876243056
530319_27177322_0,13.648501672858698,0.0,1.6072329441477247
530323_29492967_0,2.2054766357570283,0.0,0.0
530323_29492995_0,3.6017444117815045,0.0,0.0
530323_530313_0,2.427224380221965,0.0,0.0
530340_530312_0,11.752900434173993,0.0,0.0
530340_34694348_0,12.442754746466683,0.0,0.0
530351_27197164_0,4.13244022189721,0.0,7.373612600016926
530351_6031959070_0,3.3847972912649382,0.0,11.537238754781416
530376_530256_0,32.568209413864146,0.0,1.3689573723156336
530376_29691247_0,44.259434033007665,0.0,0.0
530380_261080027_0,3.7224481902716597,0.0,0.0
12614600_29270276_0,2.6515926283541873,0.0,0.0
12614600_29784567_0,1.0935192180838307,0.0,0.0
12614606_433557530_0,23.11326725756225,0.0,0.0
12614606_922501071_0,22.54680680631994,0.0,0.0
12614629_587656935_0,1.6757455092975746,0.0,0.0
12614635_12614668_0,10.262369775784071,0.0,0.0
12614635_29807181_0,3.8812060238093617,0.0,0.0
12614635_12614629_0,12.32517660893668,0.0,0.0
12614644_29266374_0,0.5363614535099007,0.0,0.0
12614644_29266244_0,5.380674632940641,0.0,0.0
12614644_29266235_0,0.0,0.0,0.0
12614650_243856097_0,25.915755660892646,0.0,0.0
12614650_29784565_0,13.338142277863813,0.0,0.0
12614650_27195457_0,6.76009313912527,0.0,0.0
12614651_29785844_0,8.743988550928776,0.0,0.0
12614667_444894685_0,3.765619031989976,0.0,0.0
12614667_1410036218_0,9.340341334410239,0.0,0.0
12614668_12614635_0,10.26236977578407,0.0,0.0
12614668_486432642_0,20.52592240480299,5.059498111194842,0.0
12614668_104306737_0,20.637303379433153,0.0,12.884979583679499
12614672_12614668_0,23.085544144634408,0.0,0.0
