road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,dist_to_main,signals,transport,pois,width,betweenness,closeness_global,closeness_400,straightness,green,industrial,commercial
6093586651_30099372_0,2,2,1,5,16370.988694910524,2700.191463721502,0.0,0.0,0.0,117.48230584555836,0.0,0.0040035466513054,0.0040035466513054,0.0,29.753062647326352,1.7019789260779207e-05,6.137544734874191e-05,1.91191932276737e-06,0.844904305548916,24.127250024787585,0.0,18.95842864478072
6093586651_230337442_0,2,2,1,5,16275.9959224955,2738.0030222657715,0.0,222.2028790330642,0.0,282.8535403176376,0.0,0.0,0.0039366783476188,0.0,31.35017642507616,0.0,6.154782383522401e-05,2.2255041428595416e-06,0.8408702529945814,0.0,0.0,13.717021417063044
6093588208_245921950_0,3,3,2,5,15233.257385757628,2473.887896390233,219.490969489175,621.8765968351772,0.0,295.2492956858343,219.490969489175,0.0,0.0,0.0,31.594539834224943,0.0035340154596581,6.510722822514195e-05,2.378920291118003e-06,0.8376582494471905,8.26415063590277,0.0,19.772388843936216
6093588208_260035202_0,2,2,1,5,15312.44022423566,2460.8721287786875,284.1445498673033,343.508102739197,0.0,39.97088335601124,284.1445498673033,0.0,0.0,0.0,37.05881215811293,0.0004527063498921,6.452712045408243e-05,2.273415653167938e-06,0.8351864435259155,14.82525375656909,0.0,0.0
6093588208_11822672973_0,2,2,1,5,15117.984560325203,2378.8823683705737,333.277163980852,610.4775252495718,0.0,295.2492956858343,333.277163980852,0.0,0.0,0.0,37.76265342831328,2.7486587035073896e-05,6.517349009709631e-05,2.8345962945838486e-06,0.8315297612425956,1.694731424668309,0.0,0.0
6093588208_1870051357_0,1,1,1,5,15312.44022423566,2325.587627086959,336.0193303924136,636.7442699264064,0.0,269.529416096908,336.0193303924136,0.0,0.0,0.0,29.60060305203833,0.0030568523176182,6.506529460418412e-05,2.941595735484996e-06,0.8343328799993703,2.661739165513237,0.0,0.0
6093588215_11822672973_0,2,2,1,5,15117.984560325203,2357.487923319417,361.8382068225866,610.4775252495718,0.0,523.6973195960919,361.8382068225866,0.0,0.0,0.0,43.59079584882284,8.390655883341415e-05,6.530134841703187e-05,3.290695644081807e-06,0.8265065362951625,0.0,0.0,0.0
6093588215_6093588219_0,1,1,1,5,14985.851292627158,2328.202780745214,369.8164208560722,530.7202410262789,0.0,530.7162256378982,369.8164208560722,0.0,0.0,0.0,41.13040749840511,0.0001505800349576,6.558069826860817e-05,3.235593038457393e-06,0.8260431170486218,1.36450093573848,0.0,0.0
6093588215_31173909_0,1,1,0,5,15119.89031703839,2327.6741950726528,380.9189099684736,617.4491721838386,0.0,440.5161235277784,380.9189099684736,0.0,0.0,0.0,31.043281244100783,6.828988069091751e-05,6.534811958271686e-05,3.5613506310529024e-06,0.8284005141059021,0.0,0.0,0.0
6093588219_260036300_0,3,3,2,5,14974.80140230921,2265.699866340124,362.8201403590725,524.7979694082103,0.0,582.36095655337,362.8201403590725,0.0,0.0,0.0,43.12215300911872,0.0001263673738652,6.596947212061932e-05,3.444975278473635e-06,0.8265631838905405,5.166576792597186,0.0,0.0
6093588219_6093588215_0,2,2,1,5,14985.851292627158,2328.202780745214,369.8164208560722,530.7202410262789,0.0,530.7162256378982,369.8164208560722,0.0,0.0,0.0,40.70123288123005,0.0001505800349576,6.558069826860817e-05,3.235593038457393e-06,0.8260431170486218,1.36450093573848,0.0,0.0
6096424330_59704015_0,1,1,0,5,15905.206656580052,2207.707608321806,476.8094511803686,328.7842846677296,0.0,282.2836950812507,476.8094511803686,0.0,0.0,0.0,39.57490669032613,0.0004459940307695,6.356915350839656e-05,1.950118696483414e-06,0.828266841404612,7.860097115213777,0.0,0.0
6096424330_26729604_0,1,1,0,5,15949.05384618741,2265.0784259330244,388.51267520452586,329.1414468229324,0.0,282.7241243699806,388.51267520452586,0.0,0.0,0.0,43.40152395340544,4.832509996209467e-05,6.325578623058193e-05,1.4224114528370712e-06,0.8289206622154754,25.873016048516305,0.0,0.0
6096424330_59704011_0,1,1,0,5,15972.356326408388,2227.778521232177,388.8122868939329,239.75491142667843,0.0,305.951368706374,388.8122868939329,0.0,0.0,0.0,46.22818747966373,0.0003409611413438,6.316425465789459e-05,1.4505265054326814e-06,0.8272117691646996,26.03005496979314,0.0,0.0
6096758585_30099355_0,3,3,2,3,16983.08168969433,2896.859647292416,0.0,289.7441567301169,0.0,424.1364448416599,0.0,0.0182613295250772,0.0,0.0,50.0,0.0039910108067232,5.999386747038417e-05,2.496395149592198e-06,0.8535180731897463,0.0,0.0,0.0
6096758585_277774537_0,2,2,1,5,16983.08168969433,2685.95180595,0.0,284.8864206948051,0.0,417.7173450394184,0.0,0.0,0.0,0.0,43.39247469981794,7.097018269891883e-05,5.9677061468561074e-05,1.6886801449591289e-06,0.8432982940633198,26.009188061541792,0.0,0.0
6096758585_1611687202_0,3,3,2,3,16873.507233102035,2842.353837377712,0.0,135.22788544488202,0.0,269.59169469773417,0.0,0.0064594493143892,0.0,0.0,43.72498673550157,0.0040890949553727,6.026998768215304e-05,2.151189959149909e-06,0.8526386841711937,0.8196639328840181,0.0,0.0
6131464778_6131464779_0,1,1,0,6,26916.41990722215,7095.728154637988,229.2366090103012,380.3482490472852,140.38701949046327,0.0,229.2366090103012,0.0,0.0,0.0,50.0,7.095733369600416e-05,4.466338772756627e-05,3.9959011815579085e-06,0.754286718682533,0.0,0.0,0.0
6131464778_6131466616_0,1,1,1,6,26945.47341505697,7065.772404940423,110.31685429328064,380.0433359565693,140.46101723147632,0.0,110.31685429328064,0.0,0.0,0.0,38.776108941138574,0.0,4.469635401175972e-05,3.820742569502907e-06,0.7554862779671236,0.3016896400858346,0.0,0.0
6131464778_6131464782_0,0,0,0,6,26793.00345345334,7130.945727205189,251.2721855777025,380.81386810041886,140.1678572842109,0.0,251.2721855777025,0.0,0.0,0.0,50.0,1.2849002914675531e-08,4.452679612866049e-05,4.321074899747445e-06,0.7493819103736603,0.0,0.0,0.0
6131464779_6131464778_0,1,1,0,6,26916.41990722215,7095.728154637988,229.2366090103012,380.3482490472852,140.38701949046327,0.0,229.2366090103012,0.0,0.0,0.0,50.0,7.095733369600416e-05,4.466338772756627e-05,3.9959011815579085e-06,0.754286718682533,0.0,0.0,0.0
6131464779_6131464783_0,1,1,0,6,26857.452355445424,7095.728154637988,229.2366090103012,380.3482490472852,140.26265430317224,0.0,229.2366090103012,0.0,0.0,0.0,32.13785526620581,1.336296303126255e-07,4.466602638257204e-05,5.08671581944083e-06,0.7524627192047119,0.0,0.0,0.0
6131464779_6131466616_0,1,1,0,6,26916.41990722215,7087.786472047547,198.1765124049815,380.2313619917624,140.38701949046327,0.0,198.1765124049815,0.0,0.0,0.0,31.28192991965144,0.0001418658411809,4.4763092495947816e-05,4.456898598385654e-06,0.7559700700997565,0.0,0.0,0.0
6131464782_6131464784_0,0,0,0,6,26768.91635078405,7130.945727205189,361.3020722169093,380.81386810041886,140.1139238892575,0.0,361.3020722169093,0.0,0.0,0.0,31.707451971035347,9.251282098566382e-08,4.443199011609433e-05,5.283118606584052e-06,0.7440828713889835,0.0,0.0,0.0
6131464782_6131464783_0,0,0,0,6,26793.00345345334,7112.279174799214,292.3160694626862,380.5705828940143,140.1678572842109,0.0,292.3160694626862,0.0,0.0,0.0,31.77771226147744,7.097789210066762e-05,4.452943478366626e-05,5.4118895376303664e-06,0.7475579108958391,0.0,0.0,0.0
6131464782_6131464778_0,0,0,0,6,26793.00345345334,7130.945727205189,251.2721855777025,380.81386810041886,140.1678572842109,0.0,251.2721855777025,0.0,0.0,0.0,50.0,1.2849002914675531e-08,4.452679612866049e-05,4.321074899747445e-06,0.7493819103736603,0.0,0.0,0.0
6131464783_6131466611_0,0,0,0,6,26834.075776387195,7062.7158129992085,276.69675715064284,329.3021374109768,89.00207675886845,0.0,276.69675715064284,0.0,0.0,0.0,21.43231701207272,0.0001419891916089,4.465353340176816e-05,5.869087652945999e-06,0.7504867513058822,0.0,0.0,0.0
6131464783_6131464782_0,0,0,0,6,26793.00345345334,7112.279174799214,292.3160694626862,380.5705828940143,140.1678572842109,0.0,292.3160694626862,0.0,0.0,0.0,31.77771226147602,7.097789210066762e-05,4.452943478366626e-05,5.4118895376303664e-06,0.7475579108958391,0.0,0.0,0.0
6131464783_6131464779_0,1,1,0,6,26857.452355445424,7095.728154637988,229.2366090103012,380.3482490472852,140.26265430317227,0.0,229.2366090103012,0.0,0.0,0.0,32.137855266224285,1.336296303126255e-07,4.466602638257204e-05,5.08671581944083e-06,0.7524627192047119,0.0,0.0,0.0
6131464784_6131466595_0,0,0,0,6,26745.160644198608,7087.625508265349,371.0924980892089,328.6643996253479,87.89647120053931,0.0,371.0924980892089,0.0,0.0,0.0,22.022965581231567,0.000141945504999,4.44591588969963e-05,5.64437731891518e-06,0.7435317973805327,0.0,0.0,0.0
6131464784_6131466620_0,0,0,0,6,26731.38441644118,7138.030056191533,387.0886403073548,380.898840736431,140.12584804577253,0.0,387.0886403073548,0.0,0.0,0.0,32.41402066831535,7.097018269891883e-05,4.436506694137158e-05,4.774247115140696e-06,0.7416980156593914,0.0,0.0,0.0
6131464784_6131464782_0,0,0,0,6,26768.91635078405,7130.945727205189,361.3020722169093,380.81386810041886,140.1139238892575,0.0,361.3020722169093,0.0,0.0,0.0,31.70745197098397,9.251282098566382e-08,4.443199011609433e-05,5.283118606584052e-06,0.7440828713889835,0.0,0.0,0.0
6131466588_5180832821_0,0,0,0,6,26718.832615981297,7031.699541971849,353.42776913782143,270.6621290414852,29.92323546729675,0.0,353.42776913782143,0.0,0.0,0.0,27.64866183345196,0.0001420405876205,4.457147066682617e-05,5.893409280326076e-06,0.7441195716211447,0.2122035108190767,0.0,0.0
6131466588_6131466599_0,1,1,0,6,26736.00740242206,7075.47504734937,367.2167908415185,316.0658527307246,75.30040937456585,0.0,367.2167908415185,0.0,0.0,0.0,40.07230616459319,7.101643910941166e-05,4.451611869898396e-05,6.0077668109458e-06,0.7436014924881531,0.0,0.0,0.0
