idTram,day_pct_fluid,day_pct_congested,day_traffic_volatility,day_sensor_uptime_pct,evening_pct_fluid,evening_pct_congested,evening_traffic_volatility,evening_sensor_uptime_pct,night_pct_fluid,night_pct_congested,night_traffic_volatility,night_sensor_uptime_pct
1,0.6657987162407654,0.011384280004844375,0.7490726961983254,0.9832102881638486,0.9819819819819819,0.0,0.5362762454269686,0.958963282937365,0.9741014799154334,0.0,0.4779860272856103,0.4139138044191643
2,0.9367627987401964,0.0,0.43528690580372575,0.9640985949035484,0.9749124854142357,0.0,0.5444730006562365,0.7403887688984881,0.989237668161435,0.0,0.48603799598020136,0.36589367753226865
3,0.9756875,0.00025,0.2191848594797649,0.9526077637532746,0.99407231772377,0.0,0.39280648772853183,0.7287257019438445,0.9988349514563106,0.0,0.5053281635059349,0.2816670312841829
4,0.6753773231882251,0.005862542098041662,0.7469347019809974,0.9546320552512503,0.9015330188679245,0.003537735849056604,0.5392711434624646,0.7326133909287257,0.9950379451255108,0.0002918855808523059,0.5154998858873499,0.3747538831765478
5,0.8938238188976378,0.015563484251968504,0.5425132114344126,0.9678494879733269,0.9715777262180975,0.005220417633410673,0.6109952860425636,0.744708423326134,0.9785229841748304,0.00037678975131876413,0.5669328688418652,0.29030846641872676
6,0.683244305274145,0.0014121692147111193,0.7168283396198352,0.969695165515599,0.9213872832369943,0.0017341040462427746,0.576303354337345,0.7473002159827213,0.9967855055523086,0.0002922267679719462,0.4597680335019078,0.3743163421570772
7,0.9188920630977518,0.003912557446279965,0.5636347278238445,0.9586806382472017,0.9970344009489917,0.0,0.4836568919640488,0.7282937365010799,1.0,0.0,0.4782416919248783,0.20597243491577336
8,0.9246807723150947,0.0,0.51446215644978,0.9651702786377709,0.9912739965095986,0.0,0.5349507278005927,0.742548596112311,1.0,0.0,0.42378177043353327,0.32367096915335813
9,0.7806140537474296,0.001205417287102035,0.772019322658783,0.8396642057632769,0.9688768606224628,0.0013531799729364006,0.5150770384648922,0.6384449244060475,0.9807417974322397,0.008559201141226819,0.5966936562202299,0.15335812732443665
10,0.9458427247683446,6.260956674179814e-05,0.3207606545504871,0.9509407001667064,0.9905548996458088,0.0,0.4728725274612682,0.7317494600431965,0.999000999000999,0.0,0.5019103535876112,0.21898928024502298
11,0.5690814040328603,0.010523457125398874,1.0060553597719633,0.8769349845201239,0.8582995951417004,0.0020242914979757085,0.8202070111627879,0.6401727861771058,0.8227848101265823,0.0,0.9076022929685303,0.15554583242178954
12,0.8602251407129456,0.00040203698740284106,0.7980164596987986,0.8885448916408669,0.9990319457889641,0.0,0.16832809157511894,0.44622030237580995,0.994475138121547,0.003683241252302026,0.29862901664599023,0.059396193393130604
