fid,street_id,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m
11468,T09908T,12,2,53,6,12,6,131,7
11469,T04649Z,1,1,1,1,1,2,1,1
11470,T18775Z,1,10,9,1,1,26,9,1
11471,T16316U,6,1,41,1,7,2,92,3
11472,T15810Z,1,1,3,1,1,1,8,1
11473,T08052S,1,4,1,1,1,29,1,1
11474,T09632K,3,1,1,2,4,2,1,4
11475,T07671J,1,1,1,1,1,1,1,1
11476,T15872N,2,7,1,2,2,9,1,2
11477,T20895F,1,1,1,1,1,4,1,1
11478,T02958B,3,2,22,1,6,12,117,1
11479,T01819N,4,7,10,1,4,21,16,1
11480,T08679V,1,1,7,1,1,1,7,3
11481,T10990Y,1,1,1,1,1,1,14,1
11482,T21400A,2,1,1,1,2,1,1,2
11483,T19768E,6,5,1,2,8,6,1,4
11484,T00537C,1,11,1,1,1,40,6,1
11485,T04922X,1,5,1,3,1,6,1,4
11486,T08840M,2,1,11,1,4,1,79,1
11487,T20485R,7,1,24,4,10,3,54,5
11488,T04827Z,1,1,1,1,1,1,1,1
11489,T10667Q,8,1,1,2,14,1,9,4
11490,T20550J,3,4,10,1,3,12,16,3
11491,T07296G,1,3,1,1,5,12,5,1
11492,T02660M,7,2,86,1,12,11,152,4
11493,LRD0053,8,1,6,2,8,1,18,6
11494,T15634B,1,14,6,1,1,34,6,1
11495,T06314N,1,2,1,1,1,9,37,3
11496,T05908D,1,1,13,1,1,2,19,1
11497,T10071U,1,1,4,1,2,1,33,1
11498,T18289Q,1,3,12,1,6,6,55,2
11499,T14018F,1,1,3,1,1,1,5,1
11500,T02157C,6,12,45,1,9,23,111,2
11501,T01733I,2,8,1,1,2,23,1,3
11502,T06205J,1,1,1,1,1,1,1,1
11503,T11469Q,1,1,1,1,1,1,1,3
11504,T19845A,1,1,63,1,1,3,191,1
11505,T05688K,3,3,1,2,8,11,1,2
11506,T10099G,2,1,67,1,2,5,172,1
11507,T17887C,6,3,12,1,15,7,14,2
11508,T12989N,1,1,1,2,1,2,1,2
11509,T01758R,6,16,1,1,6,33,1,6
11510,T16656L,1,2,1,1,8,11,1,2
11511,RD0113I,1,1,1,1,2,1,1,1
11512,T02285J,3,1,71,1,6,4,160,4
11513,T08930N,4,6,1,1,8,16,1,1
11514,T20579W,3,1,81,2,5,6,194,2
11515,T18163D,4,2,1,1,4,4,1,1
11516,T18542K,1,1,1,1,1,1,1,2
11517,T11017S,2,2,1,1,9,9,1,4
11518,T03821P,1,5,1,2,5,6,1,3
11519,T08307W,1,1,2,1,1,8,8,1
11520,T00902D,4,11,1,1,13,33,2,1
11521,T17826P,1,1,1,1,1,2,1,1
11522,T03634O,1,12,1,1,1,19,2,1
11523,T03165G,1,1,1,1,1,6,1,1
11524,T08771Q,1,7,1,1,1,14,1,3
11525,T19509N,1,1,1,5,1,1,1,7
11526,T12366O,1,1,1,1,6,3,38,2
11527,T05193S,1,1,1,1,1,2,1,1
11528,T04037D,1,1,1,1,1,1,1,1
11529,T16580I,1,20,4,1,2,36,31,2
11530,T08956X,1,1,51,2,4,5,88,4
11531,T12429M,4,1,38,3,11,2,69,5
11532,T17238B,1,1,3,1,2,1,5,1
11533,T06440S,1,1,1,1,1,2,1,1
11534,T09077F,1,10,5,1,3,22,119,1
11535,T08125S,3,17,1,1,3,42,1,2
11536,T09915S,5,3,1,3,7,3,3,6
11537,T17988G,1,1,1,1,4,2,1,2
11538,T19083I,1,1,1,1,1,1,1,1
11539,T10496P,3,2,1,1,3,5,1,1
11540,T07175Y,1,1,1,1,1,1,1,1
11541,T09039Z,6,7,29,1,9,15,57,3
11542,T03486U,3,3,17,2,7,9,70,4
11543,T14558C,1,7,1,1,1,25,1,3
11544,T11670P,1,1,1,1,1,1,2,1
11545,T06505S,3,1,1,2,5,2,1,4
11546,T11401W,1,6,16,1,11,20,32,7
11547,T07952P,1,9,1,1,2,28,1,1
11548,T09522F,6,4,7,2,6,8,18,5
11549,T09267J,2,1,1,2,5,3,1,3
11550,T14322K,1,4,1,1,1,5,1,1
11551,T02040Q,5,7,49,2,5,22,112,3
11552,T06210G,1,1,1,1,1,2,1,1
11553,T11817Q,1,1,1,1,1,1,1,1
11554,T01982X,7,16,49,1,7,29,151,1
11555,T13952E,9,4,6,1,14,8,20,1
11556,T00261T,1,7,1,1,8,27,2,2
11557,T11723L,1,1,1,1,1,1,1,1
11558,T02444G,3,12,29,1,5,22,77,4
11559,T02211R,8,6,111,1,12,13,201,3
11560,T12203W,1,1,1,1,3,1,1,2
11561,T05332L,1,1,1,1,1,1,1,1
11562,T16733H,1,1,1,1,1,1,1,1
11563,T09547O,1,2,12,1,1,3,128,1
11564,T01574L,1,9,1,1,1,33,1,1
11565,T20945Y,1,1,1,1,1,1,1,1
11566,T00819J,1,8,1,1,3,30,1,3
11567,T19739Z,1,1,55,1,1,7,101,1
11568,T18984G,1,13,1,1,2,39,1,1
11569,T08746P,1,1,1,1,1,1,1,1
11570,T00514V,5,9,1,1,5,33,3,1
11571,T19270J,2,1,1,1,6,4,2,1
11572,T11947Z,1,1,1,1,1,1,1,1
11573,T06394D,1,3,1,1,4,6,3,4
11574,T16635G,1,10,1,1,1,32,2,1
11575,T08446G,5,1,1,1,13,3,1,2
11576,T01847R,5,12,1,1,5,24,16,2
11577,T04929E,1,2,7,2,1,3,8,3
11578,T17017Q,1,1,2,1,1,2,2,1
11579,T19747Z,2,6,1,3,5,12,3,5
11580,T11449M,2,7,1,2,7,12,1,10
11581,T10124Q,2,1,126,1,2,1,240,1
11582,T11047Y,5,1,1,1,8,1,1,2
11583,T11512C,1,1,1,1,1,1,1,2
11584,T06687N,1,1,1,1,1,1,1,2
11585,T13465U,1,10,7,1,1,21,11,1
11586,T21102T,1,2,1,2,5,2,12,7
11587,T20593U,7,1,6,2,14,1,15,8
11588,T17595T,3,1,24,1,8,2,41,2
11589,T01663L,6,1,16,1,19,6,31,3
11590,T17273E,6,1,77,1,9,2,138,2
11591,T19164I,1,1,1,1,1,1,1,2
11592,T19690Z,2,3,29,1,8,6,75,4
11593,T08494O,3,4,1,1,3,5,2,2
11594,T18314A,3,1,69,3,4,4,118,3
11595,T08105O,1,9,1,1,4,21,33,1
11596,T11664R,1,1,1,3,1,1,1,4
11597,T04113Y,1,1,1,1,1,2,1,2
11598,T18236D,1,1,1,1,5,4,90,1
11599,T21368R,1,1,2,1,1,1,27,1
11600,T15331P,1,22,15,1,1,48,38,1
11601,T02190D,6,9,1,1,6,23,1,1
11602,T06109K,1,2,1,1,4,3,1,1
11603,T06134L,1,1,1,1,2,3,1,1
11604,T11917T,1,2,44,1,6,3,157,2
11605,T02741M,5,8,1,1,9,33,1,3
11606,T16882T,5,7,1,1,6,13,1,1
11607,T01423X,1,13,12,1,1,37,14,1
11608,T21181I,3,1,37,1,5,1,76,1
11609,T08259F,6,5,12,1,12,15,23,2
11610,T18712K,1,1,5,1,1,3,9,2
11611,T00501Q,1,12,1,1,1,42,1,1
11612,T11553L,1,1,1,1,1,1,1,2
11613,T01452C,1,18,1,1,1,49,9,1
11614,T19955F,4,3,1,1,10,7,11,3
11615,T17793X,1,1,1,3,2,2,1,6
11616,T18487U,10,5,1,16,14,16,7,21
11617,T19148I,1,1,1,1,1,2,40,2
11618,T00477H,1,5,1,1,5,17,1,1
11619,T15836J,1,1,1,4,1,1,1,5
11620,T18330A,4,2,81,1,6,2,170,4
11621,T20425F,1,1,1,1,1,3,21,1
11622,T14864J,3,2,1,1,13,2,1,2
11623,T03068G,1,3,1,1,1,14,1,1
11624,T16678R,2,1,1,1,2,1,1,2
11625,T16326W,1,8,3,1,2,26,3,3
11626,T06127M,1,1,1,1,2,5,1,1
11627,T01158Z,1,1,1,1,1,15,1,1
11628,T19324G,8,1,1,1,10,1,1,3
11629,T20754T,6,1,67,1,7,4,184,3
11630,T05774H,2,2,1,1,2,7,1,1
11631,T04958J,1,1,1,1,2,2,3,1
11632,T16870P,1,1,1,1,1,1,1,1
11633,T02775W,1,2,1,1,1,4,1,1
11634,T19074H,1,1,1,1,1,6,7,2
11635,T13704Q,1,1,1,2,1,1,1,2
11636,T08881V,1,1,1,1,1,2,1,1
11637,T21258M,1,1,1,4,3,2,1,5
11638,T11525H,1,1,1,1,8,2,1,4
11639,T04370N,1,2,1,1,3,3,1,1
11640,T04158L,6,1,1,1,6,1,1,1
11641,T00374B,1,15,1,1,2,38,1,1
11642,T12950Y,1,1,1,1,1,1,1,4
11643,T00068U,1,12,5,1,1,25,14,1
11644,T16235U,1,1,1,1,1,1,51,1
11645,T09575S,5,3,31,1,5,4,115,3
11646,T04134D,1,1,55,2,1,1,69,2
11647,T19608P,1,3,15,1,1,3,58,1
11648,T09931S,5,1,81,1,10,5,143,5
11649,T05743A,1,2,1,1,4,11,3,1
11650,T20772V,1,3,4,1,1,4,30,2
11651,T11796C,1,1,1,1,1,1,1,3
11652,T07044O,4,1,1,1,5,1,6,2
11653,T02085D,8,7,95,1,9,18,157,3
11654,T05075N,3,4,8,3,3,8,18,3
11655,T13509P,1,3,1,1,1,8,1,1
11656,T08048W,1,17,1,1,1,42,1,1
11657,T16570G,8,9,1,1,12,26,2,1
11658,T03388T,3,8,1,2,5,24,1,3
11659,T00520T,5,6,16,1,13,15,96,4
11660,T10037S,1,2,39,1,8,4,77,1
11661,T03540J,1,2,1,1,1,8,2,1
11662,P08293,1,1,1,1,7,5,1,2
11663,T03202U,1,5,1,1,4,31,1,1
11664,T17364G,1,1,1,1,1,3,2,2
11665,T18781X,1,5,1,1,1,18,1,2
11666,T13433M,7,6,39,1,9,9,89,1
11667,T20287N,1,1,1,2,1,3,1,3
11668,T06173S,3,1,1,1,7,1,1,3
11669,T07335W,1,2,1,1,5,6,1,1
11670,T11686X,4,1,1,1,6,3,1,2
11671,T02432C,4,8,29,2,4,18,80,4
11672,T18811M,1,1,1,1,1,1,1,1
11673,RD0090L,1,1,1,1,9,1,9,2
11674,T10801E,1,3,1,1,1,10,1,1
11675,T11963Z,1,2,1,1,1,3,1,1
11676,T12758A,1,1,1,1,1,1,1,4
11677,T15248V,2,2,79,3,6,5,175,5
11678,T18931T,1,7,1,1,1,22,9,1
11679,T01009N,2,1,1,1,2,17,1,1
11680,T12490R,6,1,25,6,13,3,51,8
11681,T01046S,1,13,1,1,1,34,2,3
11682,T03281J,1,1,1,1,1,3,1,1
11683,T04424K,3,1,1,1,6,1,1,1
11684,T08366H,1,1,1,1,6,9,1,1
11685,T14854H,1,5,1,1,1,32,1,1
11686,T11425E,1,1,1,1,1,1,1,1
11687,T16573J,1,3,1,1,1,11,1,1
11688,T13134E,6,1,11,1,9,1,46,5
11689,T12776C,1,1,1,1,1,2,1,6
11690,T03197O,1,6,1,1,1,16,1,2
11691,T17100K,5,4,5,1,5,9,8,5
11692,T21203X,1,1,1,1,1,1,1,1
11693,T03108X,3,4,1,1,7,17,1,3
11694,T19179P,1,1,1,1,1,1,1,1
11695,T11273G,2,3,1,1,13,5,1,3
11696,T18946A,1,3,2,1,4,6,3,2
11697,T02970X,1,1,43,1,3,3,119,1
11698,T08327A,5,3,10,4,5,3,30,5
11699,T05180N,3,1,5,1,8,1,74,1
11700,T03077H,1,3,1,1,1,12,1,1
11701,T19392S,6,1,1,2,6,1,1,3
11702,T21579A,1,1,1,1,1,1,12,2
11703,T18649U,1,2,1,2,2,19,1,4
11704,T09870W,1,1,2,1,1,1,5,1
11705,T12610H,1,1,1,1,1,1,1,1
11706,LRD0052,1,1,26,1,5,1,36,1
11707,T03631L,1,10,1,1,1,17,2,1
11708,T10428D,1,6,1,1,1,12,1,1
11709,T17288L,2,3,46,1,5,5,96,1
11710,T12877G,1,1,1,1,1,1,1,1
11711,T08365G,1,4,1,1,8,10,2,2
11712,T21529Q,1,2,1,1,3,3,1,3
11713,T02067B,2,9,48,1,4,29,87,1
11714,T10818N,1,3,1,1,1,9,1,1
11715,T16283C,1,1,1,1,4,2,1,1
11716,T00377E,2,7,1,1,3,20,1,1
11717,T03461L,1,4,1,1,1,6,1,1
11718,T09691V,5,2,1,1,10,3,1,1
11719,T07374D,1,2,1,1,4,14,1,1
11720,T20179K,4,1,68,1,10,2,174,1
11721,T05471V,2,1,1,3,3,1,1,4
11722,T11926U,2,1,1,2,7,3,1,2
11723,T07971S,1,7,1,1,4,25,3,1
11724,T18697C,1,1,1,1,1,1,1,1
11725,T17929V,1,1,1,1,2,1,1,3
11726,T05798P,5,1,34,1,8,1,67,2
11727,T01107O,1,10,1,1,1,27,1,2
11728,T01686S,4,9,4,2,4,14,4,3
11729,T19399Z,10,1,6,3,16,1,34,5
11730,T06144N,4,1,1,2,7,1,2,4
11731,T03051X,7,10,1,1,7,20,1,3
11732,T08891X,2,2,23,1,5,6,94,3
11733,T21133A,1,8,51,1,4,19,158,1
11734,T08089F,1,13,1,1,5,32,57,3
11735,T00482E,1,17,1,1,1,48,1,1
11736,T11228B,2,1,1,1,3,5,1,1
11737,T11905P,5,2,1,1,7,8,50,3
11738,T02506D,7,15,113,3,7,34,332,4
11739,T00362X,3,5,1,1,19,19,1,1
11740,T04173K,1,1,1,1,1,1,1,1
11741,T06118L,1,1,1,1,1,1,1,1
11742,T20719Q,1,1,2,1,1,4,2,3
11743,T01701A,6,7,1,2,6,16,1,8
11744,T08084A,5,6,71,1,6,21,135,3
11745,T02782V,3,11,1,1,8,20,1,3
11746,T19261I,4,1,1,1,4,1,1,1
11747,T13920W,1,1,1,1,1,1,1,1
11748,T00354X,1,10,1,1,2,28,1,1
11749,T21356N,5,1,76,1,7,1,108,1
11750,T03691X,9,1,85,1,11,1,156,2
11751,T04457T,3,3,1,1,7,5,1,3
11752,T16151R,1,1,1,1,2,1,1,6
11753,T05487D,1,1,1,1,1,1,1,2
11754,T13297W,4,2,1,1,4,4,1,2
11755,T01547I,1,11,1,1,1,26,1,1
11756,T11738S,6,2,1,1,6,3,1,2
11757,T00357A,1,12,1,1,3,27,1,1
11758,T17896D,1,21,1,1,1,56,1,1
11759,T09874A,1,1,1,1,1,1,1,1
11760,T08576P,8,1,1,1,9,3,1,2
11761,T04568Z,1,1,1,1,1,1,1,1
11762,T05184R,1,1,1,1,1,2,1,1
11763,T20428I,3,1,1,6,4,4,1,7
11764,T08963W,1,1,1,1,1,5,1,1
11765,T12956E,2,1,1,2,2,2,1,2
11766,T05096S,1,1,1,1,1,3,1,3
11767,T15695O,1,14,1,1,1,41,1,1
11768,T15713Z,1,6,1,1,6,18,1,1
11769,T15950K,2,2,1,1,5,2,1,3
11770,T08894A,1,1,1,1,3,1,1,1
11771,T11051U,1,1,1,1,12,2,1,3
11772,T10351Z,3,9,1,1,5,19,35,4
11773,T18362I,8,8,1,2,18,28,1,4
11774,T12340E,1,1,1,1,1,1,1,2
11775,T05020Y,1,1,1,1,1,3,1,2
11776,T05275T,6,1,63,1,10,2,125,1
11777,T08368J,1,1,1,1,15,11,1,3
11778,T03548R,1,2,14,1,1,7,34,1
11779,T01878Y,4,8,1,1,4,24,1,3
11780,T19339N,7,1,1,1,7,2,12,3
11781,T15697Q,1,16,1,1,1,41,1,1
11782,T15243Q,1,2,6,1,1,4,7,1
11783,T02604E,4,11,40,1,5,32,89,1
11784,T18654R,3,6,1,2,3,17,1,3
11785,T04843Z,1,2,1,2,1,3,1,2
11786,T06432S,3,1,1,1,3,2,1,2
11787,T11392M,1,3,8,1,3,8,28,1
11788,T09780V,1,1,1,2,4,2,1,2
11789,T11409E,1,1,1,1,1,4,10,1
11790,T18083E,1,1,1,1,1,1,1,2
11791,T02526H,4,12,19,1,4,25,49,2
11792,T10771P,1,1,1,1,6,4,4,2
11793,T07464E,2,9,90,1,3,16,118,1
11794,T07789W,2,8,1,1,2,23,14,1
11795,T07211L,1,1,1,1,1,1,1,1
11796,T07609D,2,2,1,1,6,4,1,3
11797,RD0101W,1,1,1,1,1,1,1,2
11798,T16332U,1,1,28,1,5,5,78,1
11799,RD0047U,3,1,1,5,4,1,68,6
11800,T14667G,4,1,1,1,4,1,1,1
11801,T06593I,1,1,1,1,1,1,1,2
11802,T01351Y,1,5,1,1,3,17,1,2
11803,T01829P,3,7,6,1,3,13,26,1
11804,T03079J,1,2,1,1,1,14,3,1
11805,T06020C,1,1,1,1,1,5,1,1
11806,T14206H,6,10,1,1,6,19,1,1
11807,T10477M,2,2,1,1,5,4,1,1
11808,T03635P,1,7,1,1,1,17,2,1
11809,T00946P,1,6,1,1,1,12,1,1
11810,T20248G,1,1,1,1,1,1,1,2
11811,T17512A,1,11,1,1,1,15,1,1
11812,T13072H,4,1,139,2,6,2,316,2
11813,LRD0029,4,1,1,2,4,1,1,3
11814,T02629N,2,3,1,1,2,5,1,1
11815,T01627H,1,3,1,1,9,20,1,2
11816,T00164T,1,13,1,1,4,36,1,1
11817,T10577P,1,1,1,1,2,2,1,1
11818,T16752K,1,1,1,1,1,2,1,1
11819,T10246Z,2,3,1,1,4,16,1,3
11820,T09340B,3,3,5,1,5,6,39,5
11821,T11072Z,1,4,1,1,2,8,1,1
11822,T02116T,3,7,1,1,7,18,2,1
11823,T10022L,1,6,1,1,3,15,21,1
11824,P13100,1,7,3,1,1,36,13,1
11825,T16933N,1,1,1,1,1,1,1,1
11826,T08344B,4,1,1,2,4,2,1,3
11827,T17501X,1,1,1,1,3,6,1,2
11828,T12941X,1,1,1,3,1,1,1,3
11829,T19340G,5,2,1,1,5,7,3,3
11830,T15755J,1,3,1,1,1,7,1,1
11831,T08311S,1,2,1,1,1,6,2,1
11832,T19420F,5,9,133,1,11,13,296,4
11833,T15672H,1,8,1,1,1,29,1,1
11834,T02933S,1,1,19,1,1,3,130,1
11835,T00356Z,1,8,1,1,1,37,2,1
11836,T18181F,1,2,1,1,3,2,5,1
11837,T01682O,1,7,51,1,1,15,80,1
11838,T09837V,1,1,1,1,4,2,1,4
11839,T06979W,3,3,1,2,9,13,1,2
11840,T11116U,1,1,1,1,1,4,2,5
11841,T11067C,1,2,1,1,1,5,1,2
11842,T18583T,1,1,1,1,1,3,58,2
11843,T06241N,1,4,1,1,1,8,1,1
11844,T14993R,2,3,1,2,5,15,1,6
11845,T05023B,1,3,1,1,1,4,1,2
11846,T11769Z,1,1,1,2,3,4,1,4
11847,T00945O,1,4,1,1,1,13,1,1
11848,T08019R,1,9,31,1,1,16,37,1
11849,T17363F,1,1,1,1,1,3,1,2
11850,T19047E,1,13,1,1,1,33,15,1
11851,T01773Q,9,2,112,4,9,7,145,9
11852,T09425F,3,1,1,1,3,1,1,1
11853,T01410S,1,7,1,1,1,41,1,1
11854,T07388J,1,1,1,1,1,2,14,4
11855,T04239L,2,5,2,1,3,10,23,2
11856,RD0060H,4,1,42,4,6,5,67,5
11857,T01219V,1,2,1,1,3,19,1,4
11858,T00350T,1,6,1,1,5,28,1,1
11859,T01857T,7,10,39,1,9,16,66,1
11860,T07760J,1,7,1,1,2,31,1,1
11861,T17154Y,1,1,1,1,7,8,1,1
11862,T19078L,1,1,1,1,1,3,6,2
11863,T05008C,1,2,1,1,1,4,1,4
11864,T18911P,8,9,1,9,9,9,1,12
11865,T19081G,2,1,1,2,13,1,1,3
11866,T10162W,3,2,68,1,3,5,173,1
11867,T12858D,1,1,1,1,1,1,1,4
11868,T06401L,2,3,16,1,9,4,53,3
11869,T06269Z,13,3,15,13,14,12,74,25
11870,T03027X,14,2,140,2,19,9,189,4
11871,T08921M,6,2,1,1,10,8,1,1
11872,T02890Y,1,1,27,1,1,1,59,1
11873,T12628R,1,1,1,1,1,4,1,3
11874,T18329H,3,2,47,1,11,3,84,4
11875,T05717Y,3,3,21,1,5,7,74,1
11876,T07926N,1,23,40,1,1,44,41,1
11877,T04531M,5,6,1,1,11,9,1,5
11878,T09997K,2,3,45,1,4,4,133,2
11879,T20957C,1,1,1,1,2,8,1,4
11880,T00032I,1,10,1,1,9,26,9,1
11881,T07641D,1,3,1,1,2,6,1,1
11882,T06688O,1,1,1,2,1,1,1,5
11883,T18693Y,1,1,1,1,1,1,1,1
11884,T20373K,1,1,1,1,1,1,1,4
11885,T17499U,8,1,24,1,11,3,24,4
11886,T10834N,1,1,1,2,3,1,1,3
11887,T09742P,1,2,1,1,1,3,1,1
11888,T08592P,1,2,1,3,1,2,1,4
11889,T21480Q,1,7,1,1,1,15,27,2
11890,T10005K,1,5,1,1,4,17,42,1
11891,T19482T,1,5,1,1,1,31,1,1
11892,T00986X,3,5,1,2,4,25,3,3
11893,T12678B,1,2,1,1,4,4,19,1
11894,T07058U,12,3,223,3,15,7,367,10
11895,T00176X,1,8,1,1,1,24,1,1
11896,T13831W,1,1,1,1,1,1,1,1
11897,T02108T,5,14,3,1,5,24,33,2
11898,T20699D,1,1,1,1,1,1,1,1
11899,T04555U,1,1,1,3,3,3,1,3
11900,T00804C,1,5,1,1,1,32,1,1
11901,T16698V,1,4,1,1,2,13,1,2
11902,T20468Q,1,1,1,1,1,4,2,1
11903,T15715B,5,10,1,1,5,32,3,1
11904,T20618M,1,1,1,1,1,1,8,1
11905,T02409D,13,10,38,4,17,28,70,6
11906,T07583K,3,1,1,1,5,2,1,4
11907,T05878O,1,2,1,1,3,6,29,3
11908,T11147B,1,1,1,1,4,5,1,5
11909,T04211Z,1,1,5,1,5,7,17,1
11910,T13903V,1,1,1,1,1,1,1,1
11911,T19223C,1,1,1,1,2,2,1,1
11912,T09919W,9,1,38,1,9,4,104,1
11913,T18091E,4,3,27,4,9,3,55,8
11914,T00406S,1,2,1,1,5,9,1,3
11915,T01055T,1,14,3,1,1,35,17,1
11916,T12714O,1,1,4,1,4,3,95,1
11917,T12303Z,1,1,1,2,5,4,1,10
11918,T08941Q,1,1,1,1,6,5,1,1
11919,T02594T,3,13,56,1,4,27,165,3
11920,T21289T,1,1,3,1,1,2,7,1
11921,T19806T,2,6,1,2,7,10,1,3
11922,T20042U,12,1,1,1,12,1,1,1
11923,T20815P,1,3,1,1,4,18,58,1
11924,T06371W,1,1,1,1,1,1,2,1
11925,T18957D,10,11,43,5,14,26,71,9
11926,T18593V,4,2,1,1,6,3,1,1
11927,T06252Q,1,1,1,1,1,3,1,1
11928,T20720J,1,2,2,2,1,5,2,4
11929,T02274G,8,8,1,1,8,12,13,1
11930,T07541A,1,1,1,1,1,1,1,2
11931,T00127O,1,3,3,1,1,9,18,1
11932,T13846D,1,1,1,2,1,1,1,2
11933,T10389N,1,2,14,1,4,9,46,1
11934,LRD0006,1,1,1,1,2,2,1,1
11935,T08783U,4,5,31,1,5,8,56,1
11936,T18443I,1,1,1,1,1,1,11,2
11937,T02017R,4,12,5,1,4,20,35,1
11938,T18486T,4,17,1,1,8,32,1,1
11939,T18512E,1,1,39,1,7,3,82,1
11940,T08123Q,6,15,1,1,9,43,1,2
11941,T08557M,1,2,1,2,1,3,1,5
11942,T14167R,1,1,1,1,1,1,1,1
11943,T18066D,1,1,3,1,6,6,6,2
11944,T13546U,4,6,1,3,10,18,2,5
11945,T13409M,1,1,1,1,2,4,6,1
11946,T09677X,1,1,49,1,2,1,123,1
11947,T04814U,3,1,1,6,6,3,1,9
11948,T00193Y,1,4,1,1,1,19,1,1
11949,T18200R,2,1,1,3,4,1,1,4
11950,T15048P,1,1,1,1,1,1,1,1
11951,T11933T,7,1,23,1,16,1,43,1
11952,T11925T,1,1,1,1,2,3,1,1
11953,T08045T,1,10,13,3,2,19,24,3
11954,T20910N,1,1,1,1,1,1,1,1
11955,T20645P,1,1,1,1,1,1,1,1
11956,T09562N,3,1,20,1,3,6,79,1
11957,T21136D,3,5,1,1,6,6,4,1
11958,T17842P,8,3,1,2,18,20,1,4
11959,T04343K,1,1,11,1,2,6,30,1
11960,T04330F,1,1,1,1,2,2,1,2
11961,T01685R,5,6,4,2,5,12,11,5
11962,T05263P,1,1,1,1,1,1,1,1
11963,T14925F,5,1,36,1,10,2,121,3
11964,T13950C,8,5,9,1,14,15,21,3
11965,T18747V,8,2,1,5,15,13,32,5
11966,T01249B,1,17,1,4,1,38,5,6
11967,T21425J,1,1,1,1,1,1,12,1
11968,T10340W,2,15,62,1,2,29,102,1
11969,T03307C,4,3,6,3,5,16,53,6
11970,T00989A,1,10,1,1,3,25,4,3
11971,T04535Q,1,1,1,1,4,4,1,1
11972,T12376Q,1,1,1,1,1,1,6,1
11973,T12512G,4,2,1,1,5,4,4,1
11974,T02691T,4,6,20,2,5,10,52,2
11975,T19937D,1,1,43,1,1,2,153,1
11976,T01027P,1,12,6,1,7,23,62,7
11977,T11800H,1,1,1,1,1,1,1,2
11978,T01638K,5,3,1,1,5,13,13,1
11979,RD0024X,1,1,1,1,1,1,1,2
11980,T12501D,1,2,1,1,5,2,4,1
11981,T03908V,3,1,52,1,11,1,137,2
11982,T11897G,2,11,79,1,2,22,173,1
11983,T02079F,4,12,24,1,4,21,44,1
11984,T10861Q,1,3,1,1,1,8,1,1
11985,T16815I,1,1,1,1,1,1,1,1
11986,T17843Q,4,6,1,2,11,19,4,2
11987,T02451F,13,7,8,2,19,15,83,2
11988,T07358D,5,6,1,6,9,15,3,6
11989,T05933E,5,2,1,1,8,3,1,2
11990,T16024L,1,1,1,3,1,1,1,8
11991,T19686D,1,1,1,1,1,11,10,1
11992,T02547M,4,10,1,1,4,24,2,1
11993,T14409Q,1,1,1,1,1,1,1,1
11994,T10529H,3,1,1,1,9,3,1,1
11995,T09088I,1,8,57,1,5,18,218,2
11996,T02512B,6,11,1,1,7,20,1,2
11997,T14909F,1,1,1,1,1,6,2,1
11998,T13788K,1,1,1,1,1,1,1,2
11999,T20881Z,1,1,1,1,1,1,1,2
12000,T07364B,1,4,1,1,2,13,1,1
12001,T01265B,1,5,1,1,1,11,2,1
12002,T09427H,1,1,20,1,1,2,42,3
12003,T09265H,3,1,1,1,3,1,1,1
12004,T12211W,4,1,1,2,10,4,1,4
12005,T14924E,1,2,33,1,5,4,126,1
12006,T12314C,6,4,2,5,14,6,39,9
12007,T02621F,3,3,1,1,5,15,47,1
12008,T01653J,1,7,1,1,1,14,3,1
12009,T20677X,5,1,33,1,11,5,76,1
12010,T02166D,5,2,61,1,10,17,94,2
12011,T06013D,1,1,1,1,3,3,1,4
12012,T01413V,1,12,1,1,1,29,1,1
12013,T06200E,1,1,1,1,1,6,1,1
12014,T12249K,3,1,1,1,4,4,6,2
12015,T15660D,1,1,1,1,1,1,1,1
12016,T11108U,2,4,4,1,3,7,6,1
12017,T09173E,3,3,57,1,5,5,130,1
12018,T10696V,1,1,1,1,1,3,1,1
12019,T03467R,1,1,1,1,1,6,1,1
12020,T00186Z,1,6,1,1,3,21,1,1
12021,T19848D,1,7,1,1,6,28,1,4
12022,T16290B,1,1,1,1,1,1,1,1
12023,T13320E,1,6,1,1,1,20,2,2
12024,T10243W,1,1,65,1,2,1,121,4
12025,T19673Y,1,1,1,1,2,1,1,2
12026,T06848M,1,1,1,1,1,3,1,1
12027,T18293M,1,1,1,1,1,1,1,1
12028,T18745T,1,6,1,1,1,10,1,1
12029,LRD0005,5,1,1,1,5,1,1,1
12030,T20275J,2,1,1,1,2,3,1,5
12031,T20941U,10,1,2,2,16,1,69,4
12032,T08836Q,14,5,20,1,14,8,71,3
12033,T19561R,1,1,1,1,1,2,4,1
12034,T06224M,1,1,1,1,1,1,1,1
12035,T02517G,3,6,39,2,4,22,179,4
12036,T09006Q,1,2,1,1,1,8,1,1
12037,T20767Y,1,1,1,1,1,2,1,2
12038,T18246F,3,1,9,2,9,5,58,3
12039,T12965F,1,2,1,2,1,3,1,4
12040,T19090H,4,1,56,1,11,4,150,2
12041,T17494P,1,1,1,3,6,3,1,3
12042,T19539T,1,1,1,2,1,1,1,2
12043,T18471M,1,1,1,1,1,1,1,1
12044,T18924U,1,2,76,2,1,6,97,3
