street_id,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,osm_commercial_pct_100m,osm_green_pct_100m,osm_industrial_pct_100m,osm_other_pct_100m,osm_residential_pct_100m
T17601A,0.0,24.60788547367999,0.0,0.0,0.0,0.0,41.80465623137456,0.0,0.0,0.0
T13813U,0.0,49.41363146753605,0.0,0.0,33.14278573047936,0.0,50.841469820309996,0.0,0.0,27.20724109790469
T15618B,0.0,1.0781150434225713,0.0,0.0,0.0,0.0,0.5644867477772652,0.0,0.0,0.0
T09280G,0.0,0.0,0.0,0.0,0.0,0.0,0.9278831404443892,0.0,0.0,0.0
T03795E,0.0,0.5263287302047557,0.0,0.0,7.003078584069239,0.0,2.836974275791164,0.0,0.0,12.26909257419338
T05113C,0.0,8.576826397961185,0.0,0.0,0.0,0.0,11.371229282074896,0.0,0.0,0.0
T15784O,0.0,6.03342006472923,0.0,0.0,0.0,0.0,2.984345822578737,0.0,0.0,0.0
T17159D,0.0,13.601964268910013,0.0,0.0,60.7214083927447,0.0,25.248970250175773,0.0,0.0,52.368455364790165
T06081P,0.0,1.965390282235891,0.0,0.0,25.83265281772299,0.0,9.536866455431568,0.0,0.0,35.92516802118138
T21146F,0.0,3.3300917884265737,0.0,0.0,21.919758360293702,0.0,1.9149622487004285,0.0,0.0,34.19949546177662
T04168N,0.0,0.0,98.61777028171983,0.0,0.0,0.0,1.5992575723379254,74.04419528310322,0.0,0.0
T06928L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T17200N,0.0,0.00015988014398799806,0.0,0.0,0.0,0.0,6.51146601609877,0.0,0.0,0.0
T14863I,0.0,0.0,0.0,0.0,100.00000000000011,0.0,0.0,0.0,0.0,99.99999999999999
T04920V,0.0,0.0,0.0,0.0,0.0,0.0,5.169167877651286,0.0,0.0,0.0
T10196G,0.0,2.9373692258563393,0.0,0.0,65.92472610296105,0.0,13.356368910210032,0.0,0.0,83.42201177186287
T09663R,0.0,0.0,0.0,0.0,47.07906140489659,0.0,1.9929379044570688,0.0,0.0,54.22825721495988
