TRAM,fid,street_id,street_length_m,daytime_count_150m,nighttime_count_150m,continuous_count_150m,discontinuous_count_150m,transport_related_count_150m,noise_sensitive_count_150m,recreation_green_count_150m,support_infrastructure_count_150m,daytime_count_per_meter_150m,nighttime_count_per_meter_150m,continuous_count_per_meter_150m,discontinuous_count_per_meter_150m,transport_related_count_per_meter_150m,noise_sensitive_count_per_meter_150m,recreation_green_count_per_meter_150m,support_infrastructure_count_per_meter_150m
T02873X,4962,T02873X,54.3237217885438,9,4,14,10,5,1,14,5,0.1656734793509304,0.07363265748930241,0.25771430121255845,0.18408164372325603,0.09204082186162801,0.018408164372325602,0.25771430121255845,0.09204082186162801
T04220A,4963,T04220A,127.58892480297104,13,1,23,11,6,5,10,9,0.10188972138510632,0.007837670875777409,0.1802664301428804,0.0862143796335515,0.047026025254664455,0.03918835437888705,0.0783767087577741,0.07053903788199668
T04452O,4964,T04452O,133.5354987273865,7,1,12,5,7,2,3,4,0.0524205178900821,0.007488645412868871,0.08986374495442645,0.03744322706434436,0.0524205178900821,0.014977290825737743,0.022465936238606612,0.029954581651475486
T08988F,4965,T08988F,71.8105842424717,29,3,43,29,11,4,15,10,0.403840190215974,0.04177657140165249,0.5987975234236856,0.403840190215974,0.1531807618060591,0.05570209520220331,0.20888285700826242,0.1392552380055083
T16228V,4966,T16228V,253.74318986228255,1,1,8,2,1,0,6,7,0.003940992467788962,0.003940992467788962,0.031527939742311696,0.007881984935577924,0.003940992467788962,0.0,0.02364595480673377,0.027586947274522735
T12777D,4967,T12777D,69.64578545168604,8,0,9,2,0,0,5,1,0.1148669650017757,0.0,0.12922533562699767,0.028716741250443927,0.0,0.0,0.07179185312610982,0.014358370625221963
T04806U,4968,T04806U,42.94038400972428,9,6,16,12,3,4,8,4,0.2095929090424962,0.1397286060283308,0.3726096160755488,0.2794572120566616,0.0698643030141654,0.0931524040188872,0.1863048080377744,0.0931524040188872
T17067A,4969,T17067A,67.14994495458777,70,17,75,82,9,2,13,7,1.0424431479033924,0.25316476449082387,1.1169033727536348,1.221147687543974,0.13402840473043617,0.029784089940096927,0.19359658461063003,0.10424431479033924
T02976D,4970,T02976D,32.025412240815825,4,2,6,3,6,3,6,1,0.12490081220256925,0.062450406101284626,0.18735121830385387,0.09367560915192694,0.18735121830385387,0.09367560915192694,0.18735121830385387,0.031225203050642313
T15974S,4971,T15974S,21.54208923891396,1,1,5,2,4,2,5,3,0.04642075282993372,0.04642075282993372,0.23210376414966863,0.09284150565986744,0.1856830113197349,0.09284150565986744,0.23210376414966863,0.13926225848980117
T03224A,4972,T03224A,63.076842652029875,32,10,34,33,8,3,9,3,0.5073177200154327,0.15853678750482275,0.5390250775163973,0.523171398765915,0.12682943000385818,0.04756103625144682,0.14268310875434045,0.04756103625144682
T11127X,4973,T11127X,85.80360466626462,10,1,13,7,4,3,12,1,0.11654522020252253,0.011654522020252253,0.1515087862632793,0.08158165414176577,0.046618088081009014,0.03496356606075676,0.13985426424302705,0.011654522020252253
T07379I,4974,T07379I,79.9000008200387,25,1,29,23,18,0,23,2,0.31289111068106606,0.012515644427242643,0.36295368839003667,0.2878598218265808,0.2252815996903676,0.0,0.2878598218265808,0.025031288854485287
T09673T,4975,T09673T,130.13075589694853,2,3,15,3,8,4,6,12,0.015369156862377824,0.023053735293566736,0.11526867646783369,0.023053735293566736,0.061476627449511295,0.030738313724755648,0.04610747058713347,0.09221494117426694
T06216M,4976,T06216M,118.47830388595091,15,0,16,7,2,6,10,1,0.12660545861999542,0.0,0.1350458225279951,0.05908254735599786,0.016880727815999388,0.05064218344799817,0.08440363907999694,0.008440363907999694
T06896U,4977,T06896U,134.33981215036695,10,4,17,10,18,3,7,6,0.07443809723961033,0.02977523889584413,0.12654476530733755,0.07443809723961033,0.13398857503129857,0.022331429171883098,0.05210666806772723,0.044662858343766196
T03403B,4978,T03403B,69.08352889666581,12,5,18,16,7,2,6,2,0.17370276521266645,0.07237615217194436,0.26055414781899966,0.23160368695022193,0.1013266130407221,0.02895046086877774,0.08685138260633322,0.02895046086877774
T11797D,4979,T11797D,38.1878774082318,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T19075I,4980,T19075I,34.985246022465965,8,0,13,6,5,2,5,3,0.22866782171155112,0.0,0.37158521028127056,0.17150086628366334,0.14291738856971944,0.05716695542788778,0.14291738856971944,0.08575043314183167
T19620L,4981,T19620L,93.69134738407354,1,3,56,3,0,0,25,55,0.010673344208624206,0.03202003262587262,0.5977072756829556,0.03202003262587262,0.0,0.0,0.2668336052156052,0.5870339314743314
T18644P,4982,T18644P,28.395984899378224,23,3,23,23,8,5,9,2,0.809973666400408,0.1056487390957054,0.809973666400408,0.809973666400408,0.281729970921881,0.17608123182617566,0.31694621728711614,0.07043249273047025
T16198G,4983,T16198G,112.17001199188466,0,2,5,2,0,1,6,5,0.0,0.017830077437672887,0.044575193594182216,0.017830077437672887,0.0,0.008915038718836444,0.053490232313018665,0.044575193594182216
T07217R,4984,T07217R,165.43147337434212,0,0,4,0,0,1,0,3,0.0,0.0,0.024179195883413964,0.0,0.0,0.006044798970853491,0.0,0.018134396912560476
T00339Y,4985,T00339Y,67.02162416864346,52,18,60,68,9,3,8,6,0.7758689922099585,0.26857003576498567,0.8952334525499522,1.0145979128899458,0.13428501788249284,0.04476167262749761,0.11936446033999362,0.08952334525499522
T06288C,4986,T06288C,73.90429832998721,4,0,5,1,5,1,7,0,0.054124050838555496,0.0,0.06765506354819437,0.013531012709638874,0.06765506354819437,0.013531012709638874,0.09471708896747212,0.0
T02445H,4987,T02445H,132.66150941825828,20,1,35,15,18,12,4,8,0.15075962943361015,0.007537981471680507,0.26382935150881776,0.11306972207520762,0.13568366649024913,0.09045577766016609,0.03015192588672203,0.06030385177344406
T02759W,4988,T02759W,128.16934310927886,18,0,25,15,21,1,8,6,0.14043919991579396,0.0,0.19505444432749158,0.11703266659649496,0.16384573323509294,0.007802177773099664,0.06241742218479731,0.04681306663859798
T12530I,4989,T12530I,31.013058098769246,1,0,2,0,0,0,6,1,0.03224448220537416,0.0,0.06448896441074832,0.0,0.0,0.0,0.19346689323224497,0.03224448220537416
T05664C,4990,T05664C,2062.3677660618346,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019395182885534252,0.0
T01917O,4991,T01917O,186.33794048142778,77,10,97,79,28,6,31,11,0.41322770768562056,0.053665936063067604,0.5205595798117557,0.4239608948982341,0.1502646209765893,0.03219956163784056,0.16636440179550957,0.05903252966937437
T00832G,4992,T00832G,26.69802276870474,57,13,78,65,18,2,17,22,2.134989564351374,0.48692744450119063,2.921564667007144,2.434637222505953,0.6742072308478024,0.07491191453864471,0.63675127357848,0.8240310599250918
T19599F,4993,T19599F,94.0934366118189,2,2,43,2,3,0,18,41,0.0212554676714697,0.0212554676714697,0.4569925549365985,0.0212554676714697,0.03188320150720455,0.0,0.19129920904322728,0.43573708726512883
T08121O,4994,T08121O,46.330033400219484,43,19,65,60,20,7,4,16,0.9281236563882186,0.41010115049711987,1.4029776201217259,1.2950562647277468,0.4316854215759156,0.15108989755157046,0.08633708431518312,0.3453483372607325
T15705Z,4995,T15705Z,89.44366945385211,25,3,44,24,7,6,9,20,0.27950552736321477,0.03354066328358578,0.49192972815925806,0.2683253062686862,0.07826154766170014,0.06708132656717156,0.10062198985075732,0.22360442189057184
T12998O,4996,T12998O,281.45490022898986,4,1,10,1,3,3,8,5,0.014211868390799472,0.003552967097699868,0.03552967097699868,0.003552967097699868,0.010658901293099604,0.010658901293099604,0.028423736781598943,0.01776483548849934
T05903Y,4997,T05903Y,42.6379573404036,2,1,6,2,5,0,18,5,0.04690656224529795,0.023453281122648974,0.14071968673589383,0.04690656224529795,0.11726640561324486,0.0,0.4221590602076815,0.11726640561324486
T17224V,4998,T17224V,123.34655189938235,4,4,6,6,4,1,15,2,0.03242895677588884,0.03242895677588884,0.048643435163833265,0.048643435163833265,0.03242895677588884,0.00810723919397221,0.12160858790958316,0.01621447838794442
T19240D,4999,T19240D,126.15734005573948,8,0,11,5,8,2,5,1,0.06341287789093682,0.0,0.08719270710003812,0.03963304868183551,0.06341287789093682,0.015853219472734204,0.03963304868183551,0.007926609736367102
T02935U,5000,T02935U,72.42570852032976,10,0,11,5,4,0,5,1,0.13807251878237434,0.0,0.15187977066061176,0.06903625939118717,0.055229007512949735,0.0,0.06903625939118717,0.013807251878237434
T11771T,5001,T11771T,66.28333514801271,3,0,66,2,2,2,9,61,0.04526024517777973,0.0,0.9957253939111541,0.030173496785186486,0.030173496785186486,0.030173496785186486,0.1357807355333392,0.9202916519481878
T12477U,5002,T12477U,63.08391313141662,5,0,13,1,4,0,7,6,0.07925950930761037,0.0,0.20607472419978698,0.015851901861522074,0.0634076074460883,0.0,0.11096331303065453,0.09511141116913245
T06408S,5003,T06408S,85.41098179122973,11,6,12,15,14,3,26,1,0.12878905931426157,0.07024857780777903,0.14049715561555806,0.17562144451944758,0.16391334821815107,0.035124288903889515,0.30441050383370916,0.011708096301296506
T07899B,5004,T07899B,65.10135201665746,43,22,51,57,13,10,7,10,0.6605085557823378,0.33793460993514957,0.7833938684860285,0.8755578530137966,0.19968863314349747,0.15360664087961343,0.1075246486157294,0.15360664087961343
T10662L,5005,T10662L,146.95320111134689,5,0,12,3,7,2,3,3,0.03402443745482948,0.0,0.08165864989159075,0.020414662472897686,0.04763421243676127,0.013609774981931791,0.020414662472897686,0.020414662472897686
T05716X,5006,T05716X,68.12496287624919,5,1,11,3,5,0,8,6,0.0733945354081533,0.01467890708163066,0.16146797789793726,0.04403672124489198,0.0733945354081533,0.0,0.11743125665304528,0.08807344248978397
T16959X,5007,T16959X,96.79137799608294,11,0,34,6,7,1,15,22,0.11364648616166163,0.0,0.3512709572269541,0.06198899245181543,0.07232049119378467,0.01033149874196924,0.1549724811295386,0.22729297232332327
T03439N,5008,T03439N,57.30534023877218,16,6,26,15,2,0,1,10,0.27920609027593857,0.10470228385347696,0.4537098966984002,0.2617557096336924,0.03490076128449232,0.0,0.01745038064224616,0.1745038064224616
T04192N,5009,T04192N,188.42628462115493,70,30,196,86,20,3,6,126,0.37149806430000043,0.15921345612857163,1.0401945800400012,0.456411907568572,0.10614230408571441,0.01592134561285716,0.03184269122571432,0.6686965157400008
T00101E,5010,T00101E,15.382702554246862,22,8,147,28,17,2,11,125,1.4301778196917831,0.520064661706103,9.556188158849642,1.8202263159713603,1.1051374061254688,0.13001616542652575,0.7150889098458916,8.126010339157858
T12079K,5011,T12079K,102.76863627133491,4,1,5,3,9,2,8,1,0.03892238084622432,0.00973059521155608,0.0486529760577804,0.02919178563466824,0.08757535690400473,0.01946119042311216,0.07784476169244864,0.00973059521155608
T10656N,5012,T10656N,112.12931090540047,5,0,9,1,3,2,1,2,0.04459137365267787,0.0,0.08026447257482017,0.008918274730535573,0.026754824191606724,0.017836549461071147,0.008918274730535573,0.017836549461071147
T09876C,5013,T09876C,104.23619420089592,3,0,9,2,4,1,2,5,0.02878078984942655,0.0,0.08634236954827965,0.01918719323295103,0.03837438646590206,0.009593596616475516,0.01918719323295103,0.04796798308237758
T10132Q,5014,T10132Q,104.46769659265206,5,2,7,6,22,0,5,2,0.04786168512450656,0.019144674049802624,0.0670063591743092,0.057434022149407876,0.21059141454782887,0.0,0.04786168512450656,0.019144674049802624
RL0016P,5015,RL0016P,814.9155283680091,1,0,1,1,5,0,4,0,0.0012271210514329632,0.0,0.0012271210514329632,0.0012271210514329632,0.006135605257164816,0.0,0.004908484205731853,0.0
T16018N,5016,T16018N,78.28135577409799,0,0,12,0,0,0,0,12,0.0,0.0,0.15329320604294647,0.0,0.0,0.0,0.0,0.15329320604294647
T03588Z,5017,T03588Z,46.87387203601597,16,8,76,23,4,2,4,61,0.3413415471140565,0.17067077355702825,1.6213723487917684,0.4906784739764562,0.08533538677851413,0.042667693389257064,0.08533538677851413,1.3013646483723404
T11608J,5018,T11608J,132.50561928163526,2,0,5,1,6,1,16,3,0.015093699503785436,0.0,0.03773424875946359,0.007546849751892718,0.0452810985113563,0.007546849751892718,0.12074959603028348,0.02264054925567815
T18569V,5019,T18569V,136.19489186746526,36,13,70,46,12,4,10,31,0.2643270941103468,0.09545145065095857,0.5139693496590078,0.3377512869187765,0.08810903137011561,0.029369677123371872,0.07342419280842967,0.227614997706132
T18812N,5020,T18812N,91.46078687308017,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010933647459076606,0.0
T08593Q,5021,T08593Q,59.510819254267545,2,0,4,0,2,1,4,1,0.033607334347973694,0.0,0.06721466869594739,0.0,0.033607334347973694,0.016803667173986847,0.06721466869594739,0.016803667173986847
T18893E,5022,T18893E,36.83638357674763,0,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.05429414632500645,0.08144121948750967,0.0
T00116L,5023,T00116L,94.00099385262348,43,10,208,48,18,2,10,163,0.457441972022298,0.10638185395867396,2.212742562340418,0.510632899001635,0.19148733712561314,0.02127637079173479,0.10638185395867396,1.7340242195263855
T05558B,5024,T05558B,104.44855717161983,1,2,17,2,3,3,50,15,0.009574091084445485,0.01914818216889097,0.16275954843557328,0.01914818216889097,0.02872227325333646,0.02872227325333646,0.4787045542222743,0.14361136626668228
T00092U,5025,T00092U,15.00784962808171,45,6,215,43,17,3,8,169,2.9984308955094363,0.39979078606792484,14.325836500767306,2.865167300153461,1.132740560525787,0.19989539303396242,0.5330543814238998,11.260773807579882
T06643B,5026,T06643B,71.68291903569066,1,1,21,1,2,1,5,19,0.013950324755917148,0.013950324755917148,0.2929568198742601,0.013950324755917148,0.027900649511834297,0.013950324755917148,0.06975162377958574,0.2650561703624258
T07525A,5027,T07525A,154.4329945282096,0,0,8,0,3,0,0,8,0.0,0.0,0.051802401581604214,0.0,0.01942590059310158,0.0,0.0,0.051802401581604214
T01774R,5028,T01774R,134.0646772633859,6,3,16,8,17,2,18,8,0.04475451791236771,0.022377258956183855,0.11934538109964722,0.05967269054982361,0.12680446741837517,0.014918172637455903,0.1342635537371031,0.05967269054982361
T16969Z,5029,T16969Z,116.42343865154928,6,0,8,3,1,2,5,2,0.05153601430685931,0.0,0.06871468574247908,0.025768007153429653,0.008589335717809884,0.01717867143561977,0.04294667858904942,0.01717867143561977
T04567Y,5030,T04567Y,50.8010057628903,3,0,5,0,0,0,1,2,0.05905394893168581,0.0,0.09842324821947634,0.0,0.0,0.0,0.01968464964389527,0.03936929928779054
T06460W,5031,T06460W,41.29225704178391,1,1,2,1,4,0,3,1,0.024217615399131448,0.024217615399131448,0.048435230798262896,0.024217615399131448,0.09687046159652579,0.0,0.07265284619739434,0.024217615399131448
T06929M,5032,T06929M,84.15518612681561,2,0,2,0,0,0,4,0,0.023765617926222025,0.0,0.023765617926222025,0.0,0.0,0.0,0.04753123585244405,0.0
T19497A,5033,T19497A,102.60698665378824,38,12,84,45,22,4,4,48,0.3703451513318274,0.11695110042057708,0.8186577029440395,0.438566626577164,0.21441035077105797,0.03898370014019236,0.03898370014019236,0.4678044016823083
T07183Y,5034,T07183Y,103.1428517087718,0,0,1,0,0,0,0,1,0.0,0.0,0.009695291369522555,0.0,0.0,0.0,0.0,0.009695291369522555
RD0033G,5035,RD0033G,136.05368282673928,1,0,2,1,1,0,4,1,0.0073500399197092905,0.0,0.014700079839418581,0.0073500399197092905,0.0073500399197092905,0.0,0.029400159678837162,0.0073500399197092905
T17624H,5036,T17624H,210.8124693806683,7,0,13,3,4,2,13,7,0.03320486696334817,0.0,0.06166618150336089,0.014230657270006358,0.01897420969334181,0.009487104846670905,0.06166618150336089,0.03320486696334817
T20537M,5037,T20537M,76.24545649509967,6,3,16,4,6,1,5,9,0.07869321367871439,0.039346606839357194,0.20984856980990502,0.052462142452476254,0.07869321367871439,0.013115535613119064,0.06557767806559532,0.11803982051807158
T07522X,5038,T07522X,137.5417847484361,0,0,4,0,0,0,2,4,0.0,0.0,0.029082071367010392,0.0,0.0,0.0,0.014541035683505196,0.029082071367010392
T17555L,5039,T17555L,54.080286085697864,9,1,13,6,7,0,4,2,0.16641923797773975,0.018491026441971082,0.24038334374562406,0.1109461586518265,0.12943718509379756,0.0,0.07396410576788433,0.036982052883942164
T06876Q,5040,T06876Q,53.11377707710945,7,0,9,3,8,3,6,2,0.13179254771954083,0.0,0.16944756135369535,0.05648252045123178,0.1506200545366181,0.05648252045123178,0.11296504090246356,0.03765501363415452
T15051K,5041,T15051K,19.58396225821966,39,9,41,37,8,4,8,5,1.9914254064511976,0.4595597091810456,2.093549786269208,1.8893010266331873,0.40849751927204053,0.20424875963602027,0.40849751927204053,0.2553109495450253
T19805S,5042,T19805S,79.10843935198622,49,8,105,49,17,4,11,55,0.619402941094296,0.10112701079090546,1.3272920166306341,0.619402941094296,0.2148948979306741,0.05056350539545273,0.139049639837495,0.6952481991874749
T04834Y,5043,T04834Y,75.06609162056101,7,8,20,13,3,2,5,11,0.09325115839763079,0.10657275245443519,0.26643188113608796,0.17318072273845717,0.039964782170413195,0.026643188113608798,0.06660797028402199,0.1465375346248484
T20362H,5044,T20362H,109.1012089206807,12,2,77,10,11,2,7,64,0.1099896153187844,0.018331602553130735,0.7057666982955333,0.09165801276565366,0.10082381404221903,0.018331602553130735,0.06416060893595757,0.5866112817001835
T15691K,5045,T15691K,10.646140904932468,69,18,69,80,6,2,2,5,6.4812217512574515,1.690753500328031,6.4812217512574515,7.514460001457915,0.5635845001093437,0.1878615000364479,0.1878615000364479,0.4696537500911197
T21208C,5046,T21208C,36.8739823751884,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13559696235480054,0.0
T01937S,5047,T01937S,133.31390570565605,33,6,52,37,28,7,17,13,0.2475360677892128,0.04500655777985687,0.3900568340920929,0.27754043964245073,0.2100306029726654,0.05250765074316635,0.12751858037626113,0.09751420852302323
T08670M,5048,T08670M,53.01981399129791,2,1,22,2,1,0,11,20,0.03772174682333397,0.018860873411666985,0.4149392150566737,0.03772174682333397,0.018860873411666985,0.0,0.20746960752833685,0.37721746823333974
T20267J,5049,T20267J,52.23326544851593,4,0,13,3,5,2,18,7,0.07657955070686949,0.0,0.24888353979732586,0.05743466303015212,0.09572443838358687,0.038289775353434745,0.3446079781809127,0.1340142137370216
T11551J,5050,T11551J,66.7653536983471,0,2,0,2,1,0,1,0,0.0,0.029955656477702652,0.0,0.029955656477702652,0.014977828238851326,0.0,0.014977828238851326,0.0
T16858T,5051,T16858T,88.0660426985878,9,3,22,9,4,1,3,13,0.10219603066306875,0.03406534355435625,0.24981251939861251,0.10219603066306875,0.045420458072475,0.01135511451811875,0.03406534355435625,0.14761648873554375
T06214K,5052,T06214K,54.75310955999209,2,1,4,1,4,0,2,2,0.03652760575741607,0.018263802878708036,0.07305521151483214,0.018263802878708036,0.07305521151483214,0.0,0.03652760575741607,0.03652760575741607
T06220I,5053,T06220I,36.887518312114196,4,1,6,1,3,0,1,2,0.10843776385700536,0.02710944096425134,0.16265664578550804,0.02710944096425134,0.08132832289275402,0.0,0.02710944096425134,0.05421888192850268
T13956I,5054,T13956I,79.46479490634593,6,1,40,4,2,2,5,35,0.0755051341549596,0.0125841890258266,0.503367561033064,0.0503367561033064,0.0251683780516532,0.0251683780516532,0.062920945129133,0.440446615903931
T21170F,5055,T21170F,36.33564603954792,4,3,12,5,3,2,9,7,0.11008473595450534,0.082563551965879,0.330254207863516,0.13760591994313168,0.082563551965879,0.05504236797725267,0.247690655897637,0.19264828792038433
T05810U,5056,T05810U,35.09298357178798,11,4,20,11,9,3,12,5,0.3134529720876495,0.11398289894096345,0.5699144947048173,0.3134529720876495,0.25646152261716776,0.08548717420572258,0.3419486968228903,0.1424786236762043
T07060O,5057,T07060O,170.9697552703713,2,1,10,3,27,3,3,6,0.01169797545090477,0.005848987725452385,0.05848987725452385,0.017546963176357157,0.1579226685872144,0.017546963176357157,0.017546963176357157,0.035093926352714314
T16265A,5058,T16265A,65.49042306114973,4,1,13,2,5,0,7,7,0.061077632622179266,0.015269408155544817,0.19850230602208263,0.030538816311089633,0.07634704077772408,0.0,0.10688585708881372,0.10688585708881372
T10027Q,5059,T10027Q,23.26314334839433,13,4,15,13,25,2,6,2,0.5588238788416908,0.17194580887436642,0.6447967832788741,0.5588238788416908,1.0746613054647902,0.08597290443718321,0.25791871331154964,0.08597290443718321
T03694A,5060,T03694A,105.9804612653649,11,3,84,10,8,0,14,72,0.10379271677688831,0.028307104575514993,0.7925989281144198,0.09435701525171664,0.07548561220137331,0.0,0.1320998213524033,0.6793705098123598
T20509I,5061,T20509I,45.00159614504332,3,0,9,2,2,0,5,6,0.06666430209121446,0.0,0.19999290627364338,0.04444286806080964,0.04444286806080964,0.0,0.11110717015202409,0.13332860418242892
T16974W,5062,T16974W,28.803629797550617,29,7,40,35,11,5,2,8,1.006817550559759,0.24302492599718323,1.388713862841047,1.2151246299859162,0.3818963122812879,0.17358923285513086,0.06943569314205235,0.2777427725682094
T14664D,5063,T14664D,152.74316959591198,5,4,22,8,0,2,9,16,0.03273468799441373,0.026187750395530982,0.1440326271754204,0.052375500791061964,0.0,0.013093875197765491,0.05892243838994471,0.10475100158212393
P70680,5064,P70680,538.1285854155949,19,5,29,21,6,2,5,11,0.03530754640236471,0.009291459579569662,0.053890465561504036,0.03902413023419258,0.011149751495483595,0.0037165838318278647,0.009291459579569662,0.020441211075053256
T21456Q,5065,T21456Q,98.65793735852036,1,0,23,1,11,0,2,19,0.010136031897423785,0.0,0.23312873364074704,0.010136031897423785,0.11149635087166164,0.0,0.02027206379484757,0.1925846060510519
T17157B,5066,T17157B,269.0984033040371,6,4,18,8,7,1,14,11,0.022296676332267135,0.01486445088817809,0.0668900289968014,0.02972890177635618,0.026012789054311657,0.0037161127220445224,0.052025578108623315,0.04087723994248974
T12514I,5067,T12514I,42.692590777722685,2,0,4,0,1,0,5,1,0.046846536215450645,0.0,0.09369307243090129,0.0,0.023423268107725322,0.0,0.11711634053862661,0.023423268107725322
T08809N,5068,T08809N,59.22711417538864,3,1,10,2,7,2,17,7,0.050652476349195924,0.01688415878306531,0.1688415878306531,0.03376831756613062,0.11818911148145717,0.03376831756613062,0.2870306993121102,0.11818911148145717
T07600U,5069,T07600U,64.99429450525385,9,2,10,8,9,3,2,0,0.138473693245066,0.03077193183223689,0.15385965916118444,0.12308772732894756,0.138473693245066,0.04615789774835533,0.03077193183223689,0.0
T13273O,5070,T13273O,133.4108302251324,4,2,15,4,8,0,16,11,0.029982573328191955,0.014991286664095977,0.11243464998071984,0.029982573328191955,0.05996514665638391,0.0,0.11993029331276782,0.08245207665252788
T18792A,5071,T18792A,143.62893506661598,0,0,4,0,1,0,1,3,0.0,0.0,0.0278495415853691,0.0,0.006962385396342275,0.0,0.006962385396342275,0.020887156189026826
T07497N,5072,T07497N,93.61602293855621,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.02136386418928175,0.0,0.0,0.0
T18248H,5073,T18248H,134.76345445536464,56,8,82,58,20,7,52,26,0.4155429246476307,0.05936327494966153,0.6084735682340306,0.4303837433850461,0.14840818737415382,0.05194286558095384,0.38586128717279994,0.19293064358639997
T18651O,5074,T18651O,37.981586439098315,22,4,24,24,8,5,7,2,0.579228043443524,0.10531418971700436,0.6318851383020262,0.6318851383020262,0.21062837943400872,0.13164273714625546,0.18429983200475764,0.05265709485850218
T20059D,5075,T20059D,67.24642038174484,2,0,5,2,6,0,3,3,0.02974136004037671,0.0,0.07435340010094178,0.02974136004037671,0.08922408012113013,0.0,0.044612040060565065,0.044612040060565065
T01952R,5076,T01952R,136.16735167815085,34,5,51,37,38,8,11,9,0.249692746322653,0.03671952151803721,0.3745391194839795,0.2717244592334753,0.27906836353708275,0.05875123442885953,0.08078294733968186,0.06609513873246697
T03726R,5077,T03726R,222.19309732828833,16,11,87,23,8,2,11,72,0.07200943770255896,0.04950648842050929,0.39155131750766436,0.10351356669742852,0.03600471885127948,0.00900117971281987,0.04950648842050929,0.32404246966151534
T02438I,5078,T02438I,89.22388595505794,20,0,36,14,12,12,4,11,0.22415522240394234,0.0,0.4034794003270962,0.15690865568275963,0.1344931334423654,0.1344931334423654,0.04483104448078847,0.1232853723221683
T17347F,5079,T17347F,97.29229208024488,7,1,14,3,2,2,13,6,0.07194814563754474,0.01027830651964925,0.1438962912750895,0.030834919558947748,0.0205566130392985,0.0205566130392985,0.13361798475544026,0.061669839117895496
LRD0007,5080,LRD0007,165.48268558327476,2,1,3,1,10,2,5,1,0.012085856553213557,0.006042928276606779,0.018128784829820336,0.006042928276606779,0.060429282766067786,0.012085856553213557,0.030214641383033893,0.006042928276606779
T07074U,5081,T07074U,323.3696574285664,22,2,38,14,15,6,4,10,0.06803359404510574,0.006184872185918703,0.11751257153245537,0.04329410530143093,0.04638654139439028,0.01855461655775611,0.012369744371837407,0.030924360929593518
T06016G,5082,T06016G,46.837060176385435,6,1,8,4,2,1,2,1,0.12810368493249524,0.021350614155415875,0.170804913243327,0.0854024566216635,0.04270122831083175,0.021350614155415875,0.04270122831083175,0.021350614155415875
T13133D,5083,T13133D,125.73953313901923,5,0,8,4,10,1,9,3,0.03976474124865675,0.0,0.0636235859978508,0.0318117929989254,0.0795294824973135,0.00795294824973135,0.07157653424758215,0.023858844749194048
T19800N,5084,T19800N,60.80914193567172,35,8,93,41,22,2,7,57,0.5755713513771583,0.13155916602906476,1.5293753050878778,0.6742407258989569,0.3617877065799281,0.03288979150726619,0.11511427027543167,0.9373590579570864
T07480E,5085,T07480E,65.38287786162019,18,2,21,15,7,2,14,3,0.2753014334746195,0.030589048163846607,0.3211850057203894,0.22941786122884955,0.10706166857346312,0.030589048163846607,0.21412333714692625,0.04588357224576991
T01871R,5086,T01871R,66.65128330400469,31,11,45,40,15,6,17,8,0.46510732371956276,0.16503808261016745,0.6751557924961396,0.6001384822187906,0.2250519308320465,0.0900207723328186,0.255058854942986,0.12002769644375813
T20517I,5087,T20517I,135.1959412283479,0,0,2,0,0,1,0,1,0.0,0.0,0.014793343511858624,0.0,0.0,0.007396671755929312,0.0,0.007396671755929312
T21140Z,5088,T21140Z,176.8313172702612,2,0,27,1,2,0,24,25,0.01131021377250325,0.0,0.15268788592879387,0.005655106886251625,0.01131021377250325,0.0,0.135722565270039,0.14137767215629063
T06137O,5089,T06137O,77.54460932812344,2,0,9,1,4,1,3,6,0.025791605855375058,0.0,0.11606222634918777,0.012895802927687529,0.051583211710750115,0.012895802927687529,0.038687408783062587,0.07737481756612517
T02998J,5090,T02998J,61.79951981741561,4,2,6,4,6,3,12,1,0.06472542200680284,0.03236271100340142,0.09708813301020425,0.06472542200680284,0.09708813301020425,0.048544066505102124,0.1941762660204085,0.01618135550170071
T16114M,5091,T16114M,92.38799481087781,15,3,28,16,11,4,9,10,0.16235875700847976,0.032471751401695954,0.3030696797491622,0.17318267414237842,0.11906308847288516,0.043295668535594606,0.09741525420508786,0.1082391713389865
T09642M,5092,T09642M,44.14669360217058,2,1,5,1,2,0,10,3,0.04530350603429257,0.022651753017146285,0.11325876508573142,0.022651753017146285,0.04530350603429257,0.0,0.22651753017146284,0.06795525905143886
T12938C,5093,T12938C,141.33377830678114,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02122634826536765,0.0
RD0059G,5094,RD0059G,119.57883091508303,9,3,21,8,6,0,37,11,0.07526415780391099,0.025088052601303666,0.17561636820912566,0.06690147360347644,0.05017610520260733,0.0,0.30941931541607853,0.09198952620478011
T15466D,5095,T15466D,45.02632093769107,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02220923182650951,0.0
