TRAM,fid,street_id,street_length_m,daytime_count_150m,nighttime_count_150m,continuous_count_150m,discontinuous_count_150m,transport_related_count_150m,noise_sensitive_count_150m,recreation_green_count_150m,support_infrastructure_count_150m,daytime_count_per_meter_150m,nighttime_count_per_meter_150m,continuous_count_per_meter_150m,discontinuous_count_per_meter_150m,transport_related_count_per_meter_150m,noise_sensitive_count_per_meter_150m,recreation_green_count_per_meter_150m,support_infrastructure_count_per_meter_150m
T19250F,8039,T19250F,40.945871522873475,9,3,13,9,3,4,2,2,0.21980237970932812,0.07326745990310937,0.31749232624680723,0.21980237970932812,0.07326745990310937,0.09768994653747916,0.04884497326873958,0.04884497326873958
T19294R,8040,T19294R,87.43397472446989,3,2,9,4,2,1,44,4,0.034311604950522726,0.022874403300348484,0.10293481485156818,0.04574880660069697,0.022874403300348484,0.011437201650174242,0.5032368726076667,0.04574880660069697
T16096B,8041,T16096B,141.18903263258616,5,0,13,3,7,2,7,8,0.035413515531418194,0.0,0.09207514038168729,0.021248109318850916,0.04957892174398547,0.014165406212567276,0.04957892174398547,0.056661624850269106
T17266F,8042,T17266F,81.37416666574025,0,0,13,0,0,0,0,13,0.0,0.0,0.1597558602768856,0.0,0.0,0.0,0.0,0.1597558602768856
T14872J,8043,T14872J,89.45653317571433,5,0,5,3,5,0,5,0,0.05589306697341811,0.0,0.05589306697341811,0.03353584018405087,0.05589306697341811,0.0,0.05589306697341811,0.0
T10068Z,8044,T10068Z,50.82698361400947,2,1,2,1,2,2,6,0,0.03934917749966061,0.019674588749830305,0.03934917749966061,0.019674588749830305,0.03934917749966061,0.03934917749966061,0.11804753249898182,0.0
P12660,8045,P12660,298.7047581097762,33,3,42,34,14,3,5,14,0.11047698138063224,0.010043361943693839,0.14060706721171376,0.11382476869519684,0.04686902240390458,0.010043361943693839,0.016738936572823066,0.04686902240390458
T04307G,8046,T04307G,91.39345398953614,10,0,20,8,3,4,2,8,0.1094170267505693,0.0,0.2188340535011386,0.08753362140045544,0.03282510802517079,0.04376681070022772,0.02188340535011386,0.08753362140045544
T04959K,8047,T04959K,76.77859024095382,0,0,3,0,1,5,19,1,0.0,0.0,0.03907339260313476,0.0,0.013024464201044922,0.06512232100522461,0.24746481981985352,0.013024464201044922
T20095H,8048,T20095H,87.60799389459274,1,0,4,0,1,1,6,3,0.011414483491120337,0.0,0.04565793396448135,0.0,0.011414483491120337,0.011414483491120337,0.06848690094672201,0.034243450473361005
T19152E,8049,T19152E,185.28430713412925,2,0,2,0,1,0,1,0,0.01079422230050049,0.0,0.01079422230050049,0.0,0.005397111150250245,0.0,0.005397111150250245,0.0
T12972E,8050,T12972E,326.7919243745265,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009180153413343805,0.0
T05509S,8051,T05509S,96.83515593780949,2,2,66,3,23,0,21,64,0.02065365600572236,0.02065365600572236,0.6815706481888378,0.030980484008583536,0.23751704406580712,0.0,0.21686338806008476,0.6609169921831155
T00555E,8052,T00555E,49.37302276107016,58,16,61,71,14,2,3,4,1.1747305867959146,0.32406361015059715,1.2354925136991517,1.4380322700432748,0.2835556588817725,0.040507951268824643,0.060761926903236965,0.08101590253764929
T15999B,8053,T15999B,113.33818840519233,6,2,17,6,7,7,2,4,0.05293890862759832,0.017646302875866108,0.14999357444486192,0.05293890862759832,0.06176206006553137,0.06176206006553137,0.017646302875866108,0.035292605751732216
T04769G,8054,T04769G,47.88733268256357,12,5,27,12,13,3,2,12,0.25058818956457274,0.10441174565190532,0.5638234265202887,0.25058818956457274,0.27147053869495386,0.06264704739114318,0.04176469826076213,0.25058818956457274
T08205R,8055,T08205R,67.93225101815639,29,13,43,35,18,13,15,12,0.42689590828145985,0.19136713129858546,0.6329835881414749,0.5152191996500378,0.2649698741057337,0.19136713129858546,0.22080822842144476,0.1766465827371558
T03689D,8056,T03689D,109.16235482047517,9,1,86,5,5,2,15,78,0.0824460045296852,0.009160667169965024,0.787817376616992,0.045803335849825114,0.045803335849825114,0.018321334339930048,0.13741000754947535,0.7145320392572718
T02773U,8057,T02773U,65.86838170309751,6,2,9,7,4,2,4,1,0.09109074558784622,0.030363581862615403,0.1366361183817693,0.10627253651915392,0.06072716372523081,0.030363581862615403,0.06072716372523081,0.015181790931307702
T10638L,8058,T10638L,135.390317431534,20,2,42,17,5,11,10,14,0.147721051101855,0.014772105110185499,0.3102142073138955,0.12556289343657673,0.03693026277546375,0.08124657810602025,0.0738605255509275,0.1034047357712985
T02549O,8059,T02549O,47.361042939673304,26,2,45,25,11,6,9,16,0.5489743972301837,0.04222879978693721,0.9501479952060872,0.5278599973367151,0.23225839882815463,0.12668639936081164,0.19002959904121744,0.33783039829549766
T18574S,8060,T18574S,18.55250742995726,28,6,53,30,12,1,4,23,1.5092299574982304,0.3234064194639065,2.8567567052645075,1.6170320973195327,0.646812838927813,0.05390106991065109,0.21560427964260437,1.239724607944975
T04493X,8061,T04493X,93.36104287498252,11,6,22,13,4,3,6,9,0.11782216287718456,0.06426663429664611,0.2356443257543691,0.13924437430939993,0.04284442286443074,0.03213331714832306,0.06426663429664611,0.09639995144496917
T10233U,8062,T10233U,131.23106364084617,14,2,19,14,23,2,14,5,0.10668205843637196,0.015240294062338853,0.1447827935922191,0.10668205843637196,0.17526338171689682,0.015240294062338853,0.10668205843637196,0.03810073515584713
T03534L,8063,T03534L,76.57283274965837,16,3,88,15,7,0,6,74,0.2089513920989345,0.03917838601855022,1.1492326565441398,0.1958919300927511,0.09141623404328385,0.0,0.07835677203710044,0.966400188457572
T08716J,8064,T08716J,75.6419855038133,5,1,12,4,2,5,15,6,0.06610085611446487,0.013220171222892972,0.15864205467471568,0.05288068489157189,0.026440342445785945,0.06610085611446487,0.19830256834339458,0.07932102733735784
T00128P,8065,T00128P,15.023272084828005,11,4,65,13,14,2,8,54,0.7321973494115769,0.2662535816042098,4.326620701068409,0.8653241402136818,0.9318875356147343,0.1331267908021049,0.5325071632084196,3.594423351656832
T15529B,8066,T15529B,61.49908320612642,30,5,142,33,17,3,3,110,0.48781214997057804,0.08130202499509634,2.308977509860736,0.5365933649676359,0.27642688498332757,0.04878121499705781,0.04878121499705781,1.7886445498921195
LRD0004,8067,LRD0004,117.7578534102033,0,0,8,0,1,0,0,8,0.0,0.0,0.06793602098139832,0.0,0.00849200262267479,0.0,0.0,0.06793602098139832
T08551G,8068,T08551G,102.67797157486281,13,0,25,9,1,2,6,12,0.12660943531126986,0.0,0.2434796832909036,0.0876526859847253,0.009739187331636144,0.019478374663272287,0.058435123989816866,0.11687024797963373
T12928A,8069,T12928A,356.66949187723446,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.022429728872783987,0.0
T16990W,8070,T16990W,57.947913956410886,2,2,8,2,5,5,11,4,0.03451375318711945,0.03451375318711945,0.1380550127484778,0.03451375318711945,0.08628438296779863,0.08628438296779863,0.18982564252915698,0.0690275063742389
T00664I,8071,T00664I,60.15360095864692,29,6,63,30,23,3,3,32,0.48209915180200574,0.0997446520969667,1.0473188470181505,0.49872326048483356,0.38235449970503904,0.04987232604848335,0.04987232604848335,0.5319714778504891
T18263G,8072,T18263G,17.732480213576927,14,2,18,14,19,3,6,3,0.7895116662406231,0.11278738089151759,1.0150864280236582,0.7895116662406231,1.0714801184694172,0.1691810713372764,0.3383621426745528,0.1691810713372764
T18762U,8073,T18762U,45.601732871505135,81,19,90,88,9,2,1,18,1.7762482892533664,0.41665083328165387,1.9736092102815181,1.9297512278308178,0.19736092102815184,0.043857982450700404,0.021928991225350202,0.3947218420563037
T15546C,8074,T15546C,25.669772724738174,2,2,5,3,12,1,3,2,0.07791264930338021,0.07791264930338021,0.19478162325845053,0.11686897395507032,0.46747589582028126,0.038956324651690105,0.11686897395507032,0.07791264930338021
T07559K,8075,T07559K,102.57594376047217,1,0,2,0,10,0,3,0,0.009748874476213708,0.0,0.019497748952427417,0.0,0.09748874476213709,0.0,0.029246623428641125,0.0
T19831U,8076,T19831U,101.94970343344444,21,2,27,18,28,4,18,5,0.2059839243545164,0.019617516605192037,0.2648364741700925,0.17655764944672833,0.2746452324726885,0.039235033210384074,0.17655764944672833,0.04904379151298009
T15862L,8077,T15862L,60.81951165381378,1,0,13,1,0,0,0,12,0.016442091901231068,0.0,0.21374719471600387,0.016442091901231068,0.0,0.0,0.0,0.19730510281477281
T09635N,8078,T09635N,79.2726394092868,2,1,5,1,3,1,10,3,0.025229385761636438,0.012614692880818219,0.0630734644040911,0.012614692880818219,0.03784407864245466,0.012614692880818219,0.1261469288081822,0.03784407864245466
T16333V,8079,T16333V,62.78216863714527,3,0,4,0,3,1,2,1,0.047784268449513875,0.0,0.06371235793268516,0.0,0.047784268449513875,0.01592808948317129,0.03185617896634258,0.01592808948317129
T21297T,8080,T21297T,497.6848102301475,1,0,14,0,1,1,4,12,0.002009303839386948,0.0,0.028130253751417273,0.0,0.002009303839386948,0.002009303839386948,0.008037215357547792,0.024111646072643378
T02089H,8081,T02089H,134.52562075847788,15,7,42,19,19,3,7,24,0.11150292349834551,0.05203469763256124,0.3122081857953674,0.14123703643123764,0.14123703643123764,0.022300584699669102,0.05203469763256124,0.17840467759735282
T03073D,8082,T03073D,39.46934203100566,10,7,12,13,0,3,1,2,0.25336120354234354,0.17735284247964048,0.30403344425081225,0.3293695646050466,0.0,0.07600836106270306,0.025336120354234354,0.05067224070846871
T19810P,8083,T19810P,154.00132114349745,8,2,14,6,12,0,10,3,0.051947606297128135,0.012986901574282034,0.09090831101997424,0.0389607047228461,0.0779214094456922,0.0,0.06493450787141017,0.01948035236142305
T01120L,8084,T01120L,53.22810163108342,17,12,80,27,14,4,8,62,0.31938016722491136,0.22544482392346685,1.5029654928231124,0.5072508538278004,0.26301896124404467,0.07514827464115562,0.15029654928231123,1.164798256937912
T20180D,8085,T20180D,167.03844129263638,8,3,13,10,15,4,35,5,0.047893167214034985,0.017959937705263117,0.07782639672280685,0.05986645901754373,0.08979968852631559,0.023946583607017492,0.20953260656140305,0.029933229508771864
T10747P,8086,T10747P,81.21647484279974,5,0,10,4,3,1,4,5,0.06156386385493652,0.0,0.12312772770987304,0.04925109108394921,0.03693831831296191,0.012312772770987303,0.04925109108394921,0.06156386385493652
T07793S,8087,T07793S,55.31840623850885,36,17,48,43,13,12,30,11,0.6507779679115067,0.3073118181804337,0.8677039572153422,0.777318128338744,0.23500315507915517,0.21692598930383555,0.5423149732595889,0.1988488235285159
T11877C,8088,T11877C,248.72385111691577,0,0,4,0,0,0,0,4,0.0,0.0,0.0160820925779239,0.0,0.0,0.0,0.0,0.0160820925779239
T02988H,8089,T02988H,68.67482297508138,6,1,18,6,12,4,17,8,0.08736826307039912,0.014561377178399854,0.26210478921119734,0.08736826307039912,0.17473652614079824,0.05824550871359942,0.2475434120327975,0.11649101742719883
T08112N,8090,T08112N,46.93322266056773,31,10,101,35,21,19,28,52,0.6605129211816414,0.2130686842521424,2.151993710946638,0.7457403948824984,0.44744423692949903,0.40483050007907057,0.5965923159059987,1.1079571581111405
T18250B,8091,T18250B,144.99295692484569,21,2,27,22,26,4,8,2,0.14483462124912003,0.013793773452297146,0.18621594160601146,0.1517315079752686,0.17931905487986288,0.027587546904594293,0.055175093809188586,0.013793773452297146
T08043R,8092,T08043R,43.97143977927057,60,17,70,75,9,5,7,12,1.3645220693520654,0.38661458631641854,1.5919424142440763,1.7056525866900818,0.20467831040280982,0.11371017244600545,0.15919424142440763,0.2729044138704131
T19700K,8093,T19700K,138.77279660532372,12,3,34,13,14,3,12,20,0.08647227910329254,0.021618069775823135,0.24500479079266219,0.09367830236190025,0.10088432562050796,0.021618069775823135,0.08647227910329254,0.14412046517215424
T08382H,8094,T08382H,78.22001348805671,10,4,12,13,9,4,7,1,0.12784451899291585,0.051137807597166345,0.15341342279149903,0.16619787469079061,0.11506006709362426,0.051137807597166345,0.0894911632950411,0.012784451899291586
T06720X,8095,T06720X,95.62834070618982,4,1,26,2,2,0,8,22,0.04182860405671651,0.010457151014179128,0.2718859263686573,0.020914302028358256,0.020914302028358256,0.0,0.08365720811343302,0.23005732231194082
T08091Z,8096,T08091Z,51.909494349643424,31,7,82,34,18,15,30,38,0.5971932570021835,0.13485009029081563,1.5796724862638403,0.6549861528411045,0.34675737503352594,0.28896447919460494,0.5779289583892099,0.7320433472929991
T08509E,8097,T08509E,53.37004012577097,6,2,7,4,5,2,6,0,0.11242262486332215,0.03747420828777405,0.13115972900720918,0.0749484165755481,0.09368552071943512,0.03747420828777405,0.11242262486332215,0.0
T08033P,8098,T08033P,95.46317198760482,7,5,11,10,13,4,30,3,0.07332670656396058,0.05237621897425755,0.11522768174336662,0.1047524379485151,0.13617816933306964,0.041900975179406046,0.31425731384554534,0.03142573138455453
T08465J,8099,T08465J,52.243906696434664,9,0,16,7,4,5,12,5,0.17226889352465283,0.0,0.3062558107104939,0.13398691718584108,0.07656395267762348,0.09570494084702935,0.22969185803287043,0.09570494084702935
T18819U,8100,T18819U,72.38138072989439,21,4,27,20,6,8,11,4,0.2901298619649949,0.05526283085047522,0.3730241082407077,0.2763141542523761,0.08289424627571283,0.11052566170095043,0.15197278483880686,0.05526283085047522
T07518B,8101,T07518B,81.34632161012993,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012293118855364094,0.0
T07839P,8102,T07839P,90.64946996198536,34,11,46,38,19,10,36,11,0.3750711395693565,0.1213465451547918,0.5074491888291294,0.41919715598928076,0.20959857799464038,0.11031504104981073,0.39713414777931866,0.1213465451547918
T03395S,8103,T03395S,49.166458845410475,13,4,18,12,3,1,3,5,0.2644078972796209,0.0813562760860372,0.36610324238716735,0.24406882825811158,0.061017207064527894,0.0203390690215093,0.061017207064527894,0.10169534510754649
T19904U,8104,T19904U,77.77449310453578,2,1,5,1,0,1,5,3,0.025715371713343392,0.012857685856671696,0.06428842928335848,0.012857685856671696,0.0,0.012857685856671696,0.06428842928335848,0.038573057570015085
T08108R,8105,T08108R,114.8015910760606,40,13,100,46,24,19,26,45,0.34842722670540704,0.11323884867925728,0.8710680667635176,0.4006913107112181,0.20905633602324422,0.16550293268506833,0.22647769735851456,0.3919806300435829
T02576R,8106,T02576R,134.9086013879115,29,3,46,30,24,4,18,15,0.2149603487224244,0.022237277454043903,0.3409715876286732,0.22237277454043902,0.17789821963235122,0.029649703272058535,0.13342366472426342,0.11118638727021951
T02833P,8107,T02833P,115.8809320426854,12,3,16,12,5,6,7,0,0.10355456923301007,0.025888642308252517,0.13807275897734675,0.10355456923301007,0.043147737180420864,0.051777284616505034,0.060406832052589204,0.0
T00194Z,8108,T00194Z,14.702101578691837,24,8,124,29,7,4,5,97,1.6324196831005349,0.544139894366845,8.434168362686096,1.972507117079813,0.47612240757098934,0.2720699471834225,0.3400874339792781,6.597696219197995
T00168X,8109,T00168X,57.593482255929445,47,4,219,42,20,3,12,171,0.8160645642356725,0.06945230333920617,3.802513607821538,0.7292491850616648,0.34726151669603084,0.05208922750440463,0.20835691001761852,2.969085967751064
T07136R,8110,T07136R,82.26164151431017,15,1,27,14,17,2,9,5,0.18234501188978355,0.01215633412598557,0.3282210214016104,0.17018867776379798,0.2066576801417547,0.02431266825197114,0.10940700713387012,0.06078167062992785
T19374Q,8111,T19374Q,138.78670566557713,7,1,12,6,23,2,3,4,0.05043710754881179,0.007205301078401684,0.08646361294082021,0.043231806470410104,0.16572192480323872,0.014410602156803369,0.021615903235205052,0.028821204313606737
T12752U,8112,T12752U,140.90491252735677,5,0,22,0,3,2,5,15,0.035484923203293196,0.0,0.15613366209449006,0.0,0.021290953921975917,0.014193969281317277,0.035484923203293196,0.10645476960987958
T19985L,8113,T19985L,379.9007294802483,0,0,9,0,0,0,0,9,0.0,0.0,0.023690399363836774,0.0,0.0,0.0,0.0,0.023690399363836774
T04252I,8114,T04252I,138.58729415994313,17,6,37,22,19,5,5,14,0.12266636781565529,0.04329401217023128,0.26697974171642624,0.15874471129084802,0.1370977052057324,0.03607834347519273,0.03607834347519273,0.10101936173053964
T19958I,8115,T19958I,49.686659635951195,6,0,8,4,1,0,10,2,0.12075675933865053,0.0,0.16100901245153404,0.08050450622576702,0.020126126556441755,0.0,0.20126126556441756,0.04025225311288351
T02086E,8116,T02086E,134.88035124743973,32,5,54,32,29,6,14,15,0.237247306253641,0.0370698916021314,0.40035482930301913,0.237247306253641,0.21500537129236214,0.044483869922557685,0.10379569648596793,0.11120967480639421
T19495Y,8117,T19495Y,33.08415826508114,12,5,22,14,13,3,8,10,0.3627113588277525,0.15112973284489686,0.6649708245175462,0.42316325196571125,0.3929373053967319,0.09067783970693813,0.241807572551835,0.3022594656897937
T20097J,8118,T20097J,93.20484156608464,4,3,6,6,1,0,5,2,0.042916225517790264,0.03218716913834269,0.06437433827668539,0.06437433827668539,0.010729056379447566,0.0,0.05364528189723783,0.021458112758895132
T06244Q,8119,T06244Q,54.73107870764365,11,0,12,7,4,0,9,1,0.20098270050109132,0.0,0.21925385509209963,0.1278980821370581,0.07308461836403321,0.0,0.16444039131907473,0.018271154591008303
T02778Z,8120,T02778Z,49.599098333330055,7,2,10,8,5,4,2,1,0.1411315978560053,0.04032331367314437,0.20161656836572187,0.1612932546925775,0.10080828418286093,0.08064662734628875,0.04032331367314437,0.020161656836572187
T09178J,8121,T09178J,44.87994559975128,41,9,42,46,21,6,15,3,0.9135483444130381,0.20053500243213032,0.9358300113499416,1.024956679097555,0.4679150056749708,0.13369000162142022,0.33422500405355055,0.06684500081071011
T19067I,8122,T19067I,228.33837031139632,3,2,13,3,9,5,9,8,0.013138396301544729,0.008758930867696486,0.056933050640027155,0.013138396301544729,0.039415188904634184,0.021897327169241212,0.039415188904634184,0.03503572347078594
T11616J,8123,T11616J,82.64847038751785,0,0,7,0,2,1,1,5,0.0,0.0,0.08469606233701318,0.0,0.02419887495343234,0.01209943747671617,0.01209943747671617,0.06049718738358085
T08336B,8124,T08336B,52.9361541563856,2,0,2,1,0,0,1,0,0.037781361942001664,0.0,0.037781361942001664,0.018890680971000832,0.0,0.0,0.018890680971000832,0.0
T07079Z,8125,T07079Z,146.1590775560424,14,0,16,9,3,2,2,0,0.09578604513723699,0.0,0.10946976587112799,0.06157674330250949,0.0205255811008365,0.013683720733890998,0.013683720733890998,0.0
T17287K,8126,T17287K,203.5859129495938,0,0,25,0,0,0,1,25,0.0,0.0,0.12279828028273153,0.0,0.0,0.0,0.004911931211309261,0.12279828028273153
T14765H,8127,T14765H,28.55488229813587,0,0,2,0,0,0,2,2,0.0,0.0,0.0700405618597337,0.0,0.0,0.0,0.0700405618597337,0.0700405618597337
T16039S,8128,T16039S,94.22178768316066,2,0,31,3,0,1,2,28,0.021226512987902485,0.0,0.32901095131248853,0.03183976948185373,0.0,0.010613256493951242,0.021226512987902485,0.2971711818306348
T16786U,8129,T16786U,162.4156328536358,10,0,10,6,0,0,0,0,0.06157042782335926,0.0,0.06157042782335926,0.03694225669401555,0.0,0.0,0.0,0.0
RD0053A,8130,RD0053A,166.9132735795673,1,0,7,1,10,1,1,3,0.005991135267761084,0.0,0.04193794687432759,0.005991135267761084,0.059911352677610843,0.005991135267761084,0.005991135267761084,0.017973405803283254
T01736L,8131,T01736L,133.3429778131788,30,5,48,31,9,3,11,19,0.22498372611740927,0.03749728768623488,0.3599739617878548,0.23248318365465623,0.06749511783522277,0.022498372611740924,0.08249403290971673,0.14248969320769253
T13262L,8132,T13262L,55.24875245081112,0,0,2,0,1,3,13,1,0.0,0.0,0.036199912419391425,0.0,0.018099956209695713,0.054299868629087145,0.23529943072604428,0.018099956209695713
T12003Q,8133,T12003Q,84.89197124463702,2,1,5,1,8,4,5,3,0.023559353972786305,0.011779676986393152,0.058898384931965767,0.011779676986393152,0.09423741589114522,0.04711870794557261,0.058898384931965767,0.03533903095917946
T05912Z,8134,T05912Z,75.70663200814727,4,0,8,0,3,3,3,0,0.05283552964777954,0.0,0.10567105929555907,0.0,0.03962664723583465,0.03962664723583465,0.03962664723583465,0.0
T00143O,8135,T00143O,94.18786775088788,26,8,159,32,17,2,13,133,0.27604404495880425,0.08493662921809361,1.6881155057096104,0.33974651687237445,0.18049033708844892,0.021234157304523403,0.13802202247940212,1.4120714607508063
T20224Y,8136,T20224Y,82.75929504472458,17,3,27,16,6,2,11,10,0.20541499285141204,0.03624970462083742,0.32624734158753677,0.19333175797779956,0.07249940924167483,0.024166469747224945,0.1329155836097372,0.12083234873612474
T12695C,8137,T12695C,77.67961652814465,6,0,11,2,4,0,18,4,0.07724034010680392,0.0,0.1416072901958072,0.025746780035601307,0.051493560071202614,0.0,0.23172102032041178,0.051493560071202614
T11312W,8138,T11312W,87.58735554736397,6,0,7,3,2,3,1,0,0.06850303862359931,0.0,0.07992021172753254,0.03425151931179966,0.022834346207866438,0.03425151931179966,0.011417173103933219,0.0
T19696F,8139,T19696F,22.063311613957598,2,1,22,1,2,1,11,20,0.09064822339429628,0.04532411169714814,0.9971304573372591,0.04532411169714814,0.09064822339429628,0.04532411169714814,0.49856522866862957,0.9064822339429628
T09337G,8140,T09337G,129.6154291187939,5,1,9,4,10,3,6,4,0.038575654410845234,0.007715130882169047,0.06943617793952142,0.030860523528676187,0.07715130882169047,0.02314539264650714,0.04629078529301428,0.030860523528676187
T20576T,8141,T20576T,105.92026489550679,8,1,14,6,10,5,4,6,0.07552851201696122,0.009441064002120152,0.13217489602968213,0.056646384012720916,0.09441064002120152,0.04720532001060076,0.03776425600848061,0.056646384012720916
T05195U,8142,T05195U,49.43739878913112,3,0,3,1,2,0,5,0,0.06068280438451292,0.0,0.06068280438451292,0.02022760146150431,0.04045520292300862,0.0,0.10113800730752154,0.0
T19126C,8143,T19126C,55.324517097316516,2,0,2,1,3,0,2,0,0.03615033813095874,0.0,0.03615033813095874,0.01807516906547937,0.05422550719643811,0.0,0.03615033813095874,0.0
T02425D,8144,T02425D,129.9574890939027,30,6,38,29,17,6,1,4,0.23084471860119626,0.046168943720239254,0.29240331022818195,0.22314989464782306,0.13081200720734454,0.046168943720239254,0.0076948239533732084,0.030779295813492834
T15824F,8145,T15824F,140.29324472144887,9,1,13,7,7,1,4,2,0.06415134255301763,0.007127926950335293,0.0926630503543588,0.04989548865234705,0.04989548865234705,0.007127926950335293,0.02851170780134117,0.014255853900670586
T16817K,8146,T16817K,198.53030774496685,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T12042X,8147,T12042X,50.30603981511289,4,1,4,3,5,2,9,0,0.07951331519437799,0.019878328798594497,0.07951331519437799,0.0596349863957835,0.0993916439929725,0.039756657597188994,0.1789049591873505,0.0
T11441E,8148,T11441E,106.73837998526864,18,2,26,14,5,4,0,5,0.168636623513344,0.018737402612593778,0.24358623396371912,0.13116181828815646,0.04684350653148445,0.037474805225187556,0.0,0.04684350653148445
T03211V,8149,T03211V,46.92882490762204,44,12,48,50,9,2,7,4,0.9375900650956562,0.25570638138972446,1.0228255255588978,1.0654432557905185,0.19177978604229332,0.042617730231620736,0.14916205581067257,0.08523546046324147
T17467M,8150,T17467M,45.91199510647497,4,0,6,1,2,3,0,2,0.08712320147977799,0.0,0.130684802219667,0.021780800369944498,0.043561600739888996,0.0653424011098335,0.0,0.043561600739888996
T13715T,8151,T13715T,332.6135758735177,2,1,8,3,9,0,35,6,0.006012983669555738,0.003006491834777869,0.02405193467822295,0.009019475504333607,0.02705842651300082,0.0,0.1052272142172254,0.018038951008667214
T02192F,8152,T02192F,63.82023599101415,35,7,52,38,15,1,8,15,0.5484153960967486,0.10968307921934974,0.814788588486598,0.5954224300478985,0.23503516975574942,0.015669011317049963,0.1253520905363997,0.23503516975574942
T06908H,8153,T06908H,143.0909068683381,6,2,16,5,12,4,7,7,0.04193138565765584,0.013977128552551947,0.11181702842041558,0.03494282138137987,0.08386277131531168,0.027954257105103894,0.04891994993393182,0.04891994993393182
T15061M,8154,T15061M,36.94138827553074,2,1,2,2,4,0,1,0,0.05413981697392681,0.027069908486963404,0.05413981697392681,0.05413981697392681,0.10827963394785362,0.0,0.027069908486963404,0.0
T02743O,8155,T02743O,85.41639069666263,41,16,93,55,18,2,19,50,0.48000155082181367,0.18731767836948826,1.0887840055226505,0.6439045193951158,0.2107323881656743,0.023414709796186033,0.22243974306376732,0.5853677449046508
T02071X,8156,T02071X,134.29607703308017,51,5,58,50,25,4,14,6,0.37975792835287026,0.037231169446359826,0.431881565577774,0.3723116944635983,0.18615584723179915,0.02978493555708786,0.10424727444980751,0.04467740333563179
T09811L,8157,T09811L,29.55165851147855,0,0,1,0,1,0,4,1,0.0,0.0,0.033839048309643155,0.0,0.033839048309643155,0.0,0.13535619323857262,0.033839048309643155
T16329Z,8158,T16329Z,55.4329974563314,12,3,15,13,11,2,23,2,0.21647755940770247,0.05411938985192562,0.2705969492596281,0.234517356025011,0.19843776279039393,0.036079593234617076,0.4149153221980964,0.036079593234617076
T14157P,8159,T14157P,110.62900577427469,5,0,6,3,1,2,6,1,0.04519610354450716,0.0,0.0542353242534086,0.0271176621267043,0.009039220708901433,0.018078441417802866,0.0542353242534086,0.009039220708901433
T19284P,8160,T19284P,43.07883431528553,57,20,73,73,18,1,8,16,1.3231555799033043,0.4642651157555454,1.6945676725077408,1.6945676725077408,0.41783860417999086,0.02321325578777727,0.18570604630221815,0.3714120926044363
T03344H,8161,T03344H,148.11893221595275,23,3,30,23,11,9,4,4,0.15528062250993493,0.020253994240426294,0.20253994240426296,0.15528062250993493,0.07426464554822976,0.06076198272127889,0.027005325653901728,0.027005325653901728
T16553F,8162,T16553F,71.51689728830767,18,4,74,16,7,2,4,56,0.2516887712205438,0.05593083804900974,1.03472050390668,0.22372335219603895,0.09787896658576703,0.02796541902450487,0.05593083804900974,0.7830317326861362
T05354R,8163,T05354R,92.1893179977192,2,0,3,0,0,1,5,1,0.021694487424773885,0.0,0.03254173113716083,0.0,0.0,0.010847243712386942,0.05423621856193471,0.010847243712386942
T08873V,8164,T08873V,36.26653399173927,10,4,24,11,3,0,7,14,0.27573630284817907,0.11029452113927161,0.6617671268356298,0.303309933132997,0.08272089085445372,0.0,0.19301541199372532,0.38603082398745064
T10761N,8165,T10761N,25.282368420443124,5,1,9,4,6,2,5,2,0.1977662818945807,0.03955325637891614,0.35597930741024525,0.15821302551566457,0.23731953827349686,0.07910651275783229,0.1977662818945807,0.07910651275783229
T20115U,8166,T20115U,16.825010618769333,2,1,4,2,2,2,5,2,0.1188706530603242,0.0594353265301621,0.2377413061206484,0.1188706530603242,0.1188706530603242,0.1188706530603242,0.2971766326508105,0.1188706530603242
T21319I,8167,T21319I,22.67395139822699,0,0,2,0,0,0,11,2,0.0,0.0,0.08820694570935668,0.0,0.0,0.0,0.48513820140146174,0.08820694570935668
T11213U,8168,T11213U,59.156418435648455,11,2,14,10,3,1,3,3,0.18594770087316936,0.033808672886030795,0.23666071020221555,0.16904336443015397,0.05071300932904619,0.016904336443015398,0.05071300932904619,0.05071300932904619
T01651H,8169,T01651H,131.08276198281322,17,4,36,20,17,1,18,18,0.12968905859817736,0.03051507261133585,0.2746356535020226,0.15257536305667924,0.12968905859817736,0.007628768152833963,0.1373178267510113,0.1373178267510113
T06232M,8170,T06232M,92.93635638851998,5,0,6,2,2,1,6,1,0.05380025852420472,0.0,0.06456031022904567,0.021520103409681888,0.021520103409681888,0.010760051704840944,0.06456031022904567,0.010760051704840944
T17005M,8171,T17005M,11.64980448192287,13,0,14,7,3,0,8,1,1.1158985560806831,0.0,1.201736906548428,0.600868453274214,0.25751505140323455,0.0,0.6867068037419588,0.08583835046774485
T19096N,8172,T19096N,59.25881842678084,2,0,2,1,0,0,2,0,0.033750251069740195,0.0,0.033750251069740195,0.016875125534870097,0.0,0.0,0.033750251069740195,0.0
