road_id,noise_day,noise_evening,noise_night,road_length,road_category,one_way
30554956_30554812_0,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),46.98918985765197,living_street,0
30554956_30554812_0,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),46.98918985765197,living_street,0
30554956_30554955_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),101.80046177044748,residential,0
30554955_30556742_0,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),50.497686402098154,residential,0
3472804093_416116731_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),196.29976053544937,tertiary,0
30554976_30555745_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),41.55802640666534,living_street,0
30554974_30555744_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),38.98943999061645,living_street,0
3577569668_3577569669_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),57.18968877461498,residential,0
30554972_30554971_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),96.36671127731996,residential,0
30554972_30554971_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),96.36671127731996,residential,0
30554971_30554969_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),81.77095069684924,residential,0
30554971_30554851_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),170.7136529516619,residential,0
30555012_308729529_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),19.55270434409955,secondary,0
3577569667_3577569670_0,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),35.39084538526458,residential,0
30555007_30254053_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),130.8695956990775,secondary,0
30555007_30254026_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),134.32012702838398,residential,0
30555007_30254026_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),134.32012702838398,residential,0
30555006_30242957_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),151.54246079507146,secondary,0
30555006_30556413_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),88.6417183327949,residential,0
30555005_126545684_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),115.83300447378116,residential,0
30555003_1303457357_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),135.50799469700138,living_street,0
30555003_1303457357_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),135.50799469700138,living_street,0
30555502_30332650_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),56.04091715100422,residential,0
3577569664_4111795672_0,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),23.904459003950727,residential,0
30555407_769906824_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),34.324984808113896,residential,0
30555407_769906824_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),34.324984808113896,residential,0
30555405_3129196084_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),31.056639798888487,residential,0
3577569654_3577569664_0,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),16.30833733783711,residential,0
30555404_125930808_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),94.87847877428034,secondary,0
30555404_125930808_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),94.87847877428034,secondary,0
30555019_420892540_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),92.31703283308826,tertiary,0
30555019_420892540_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),92.31703283308826,tertiary,0
30555016_3129196082_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),111.61517665216245,tertiary,0
30555012_30295286_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),100.77617453043894,residential,0
30555745_30333330_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),137.73270564817972,living_street,0
30555745_30333330_0,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),137.73270564817972,living_street,0
30555745_30333330_0,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),137.73270564817972,living_street,0
30555745_30555746_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),64.70821588252761,living_street,0
30555745_30555746_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),64.70821588252761,living_street,0
3521929671_2456928107_0,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),139.94774036560148,living_street,0
30555744_30554859_0,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),41.670933558175285,living_street,0
30555744_415947301_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),22.557861766508505,living_street,0
30555687_30243394_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),139.23126803929338,living_street,0
30555687_30243335_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),27.457554840724914,secondary,0
3521929671_2456928107_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),139.94774036560148,living_street,0
30555502_30332650_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),56.04091715100422,residential,0
30555976_2749938625_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),138.8146842485861,residential,0
30555976_915702746_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),54.20737769050797,residential,0
30555976_915702746_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),54.20737769050797,residential,0
30555975_30254029_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),135.32077772747408,residential,0
30555974_30243391_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),133.75726956568712,secondary,0
30555972_30254194_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),133.34594931539277,residential,0
30555746_1368967598_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),135.96615833703447,tertiary,0
30555746_1368967598_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),135.96615833703447,tertiary,0
30556099_126803334_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),112.96752269984562,residential,0
30556093_30332653_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),54.535476849163864,living_street,0
3521929671_568847328_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),81.45390383521196,residential,0
30555981_13085109594_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),50.40667985722796,residential,0
30555981_30332654_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),66.61008409042094,residential,0
30555979_30332652_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),80.4744327470315,living_street,0
30555979_30332652_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),80.4744327470315,living_street,0
30555979_30555980_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),119.90798303563021,residential,0
30556411_30556410_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),86.13427547070783,residential,0
3601251000_3601249498_0,< 40 dB(A),< 40 dB(A),< 40 dB(A),35.026466088065085,living_street,0
30556410_1695056491_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),47.33661366024178,residential,0
30556408_2881600611_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),21.471733206167364,residential,0
30556337_30558449_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),83.01528661595896,living_street,0
30556337_30558449_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),83.01528661595896,living_street,0
30556269_1297710569_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),54.35759194046119,tertiary,0
30556269_1303457269_0,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),72.7732296196605,residential,0
30556161_2293731594_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),35.26319438231448,primary,0
3601250399_3601249498_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),52.12786090051992,living_street,0
3601249498_3601250399_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),52.12786090051992,living_street,0
30556152_4485281937_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),68.94062869642836,residential,0
30556539_126699974_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),63.42878974894688,residential,0
30556539_30556542_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),165.71834605002323,residential,0
30556539_30556542_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),165.71834605002323,residential,0
30556416_1303457329_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),82.00553191684429,residential,0
30556416_3193312157_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),151.0080700360001,primary,0
30556414_30555006_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),135.24856572210777,residential,0
30556414_30254084_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),126.49523001824419,secondary,0
3601249498_3601251000_0,< 40 dB(A),< 40 dB(A),< 40 dB(A),35.026466088065085,living_street,0
30556411_412442324_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),155.42557501847867,residential,0
30556411_412442324_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),155.42557501847867,residential,0
30556625_30554804_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),204.82434028877566,living_street,0
30556625_82026109_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),60.478342615947476,tertiary,0
30556625_82026109_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),60.478342615947476,tertiary,0
30556620_30556621_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),43.03786022639139,living_street,0
30556620_30248592_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),113.5096646985656,secondary,0
30556617_364722133_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),93.88674995678694,residential,0
11268972992_11268972991_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),29.930061224758404,residential,0
11268972991_11268972992_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),29.930061224758404,residential,0
11306272016_30307945_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),126.14912910710744,residential,0
11305973952_412454890_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),88.55368783361267,residential,0
11298541576_4212111678_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),14.898361699799802,living_street,0
11289475293_126797988_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),15.439919524361223,tertiary,0
11289437704_11289475293_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),30.305024005381203,tertiary,0
30556542_30556099_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),25.125449511958223,tertiary,0
30556542_30556099_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),25.125449511958223,tertiary,0
30556539_126699974_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),63.42878974894688,residential,0
30556739_30556740_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),79.81041934929416,residential,0
30556738_30254466_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),100.42199581515538,living_street,0
30556737_60969513_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),111.49554036716819,living_street,0
30556736_30556737_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),43.724532445868235,residential,0
30556736_60962859_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),63.269572694156494,living_street,0
30556734_5929181006_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),30.722670743456163,living_street,0
30556734_30295097_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),140.28201700061996,residential,0
30556631_30554609_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),58.65769967246946,living_street,0
30556748_30333369_0,55 - 60 dB(A),60 - 65 dB(A),65 - 70 dB(A),153.5311787516322,living_street,0
30556748_30556749_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),64.94906316489745,residential,0
3592013495_30297797_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),173.6841005722173,tertiary,0
30556746_30554604_0,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A),44.02857055138527,residential,0
30556744_30554811_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),52.469955502657854,residential,0
3577569670_574969094_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),80.84798525990729,residential,0
30556741_64934032_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),109.07101397274056,living_street,0
30556741_30556742_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),44.31384698321395,residential,0
30556740_30556741_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),54.17887825207275,residential,0
30556740_30556741_0,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),54.17887825207275,residential,0
30558181_30556619_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),107.50503605493346,residential,0
30556803_30556801_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),161.27779280160516,living_street,0
30556803_30556801_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),161.27779280160516,living_street,0
30556801_1457931649_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),70.63570403066811,residential,0
30556794_30556801_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),185.00770119759608,living_street,0
30556794_30556801_0,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),185.00770119759608,living_street,0
30556749_126697585_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),55.95478588081797,residential,0
30558219_30558292_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),92.39720107584414,residential,0
30558218_7679659712_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),79.02911772071225,living_street,0
30558214_30558218_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),46.8720828780926,living_street,0
30558208_30558212_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),108.82246317281576,residential,0
30558208_30558207_0,50 - 55 dB(A),40 - 45 dB(A),< 40 dB(A),33.99790631500483,residential,0
30558208_30558207_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),33.99790631500483,residential,0
30558207_30558208_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),33.99790631500483,residential,0
30558207_30558208_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),33.99790631500483,residential,0
30558181_30556619_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),107.50503605493346,residential,0
30558244_30313171_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),76.07624917020806,residential,0
30558244_30313171_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),76.07624917020806,residential,0
30558243_688393836_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),88.19285219443537,residential,0
30558243_30558241_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),110.6609095771262,residential,0
30558241_688393879_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),79.49399667492703,residential,0
30558241_30558240_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),113.15054495285771,residential,0
30558240_3191418779_0,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),100.63333429584203,residential,0
30558221_30558252_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),127.91683007888167,living_street,0
30558221_7679659712_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),43.88879903577753,residential,0
4151671157_392351136_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),26.36561622492644,tertiary,0
30558219_30558292_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),92.39720107584414,residential,0
30558258_30558257_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),90.30365794329695,living_street,0
30558256_408908796_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),87.85742839295224,residential,0
30558256_408908796_0,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),87.85742839295224,residential,0
4145040958_4111220659_0,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),871.5965319315812,residential,0
30558255_412370062_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),106.72908642022422,living_street,0
30558255_30558254_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),43.51979390584881,residential,0
30558254_30558253_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),26.479396130910576,residential,0
30558252_30558221_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),127.91683007888169,living_street,0
30558251_30558246_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),152.42912382140955,residential,0
30558251_30558212_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),65.50800059831832,residential,0
30558246_3055187877_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),45.6009258529153,residential,0
30558390_30558391_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),98.2932906273361,living_street,0
30558390_412371013_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),51.82515190272445,living_street,0
30558293_30558258_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),109.81741775721602,living_street,0
30558293_30558258_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),109.81741775721602,living_street,0
30558293_5916226402_0,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),81.19340209926408,living_street,0
30558293_5916226402_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),81.19340209926408,living_street,0
30558292_412370999_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),109.33166793261489,primary,0
30558292_30558258_0,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),102.38512535292197,living_street,0
30558261_412370995_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),77.12978369411641,residential,0
30558261_412370995_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),77.12978369411641,residential,0
30558258_30558261_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),87.02883181180876,residential,0
30558414_30313161_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),68.81573627129164,residential,0
4174394697_4174394695_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),66.11088581188737,living_street,0
30558394_290025527_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),91.07927489110374,residential,0
30558393_30237689_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),90.1336512599111,tertiary,0
30558393_30313177_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),94.30382152922003,residential,0
30558391_412370994_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),65.46817320740952,tertiary,0
30558391_60969501_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),33.01081599915956,tertiary,0
30558390_30558391_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),98.2932906273361,living_street,0
30558445_412370060_0,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),128.00455986041777,living_street,0
30558445_412370060_0,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),128.00455986041777,living_street,0
30558445_412370060_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),128.00455986041777,living_street,0
30558445_30558446_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),79.34146107704439,living_street,0
30558444_409003210_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),130.94652212706757,living_street,0
30558444_409003210_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),130.94652212706757,living_street,0
30558439_30558476_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),111.17783936783567,residential,0
30558439_30558476_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),111.17783936783567,residential,0
30558439_30558435_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),112.71613720596166,residential,0
30558433_269379907_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),84.23603286627863,primary,0
30558433_269379907_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),84.23603286627863,primary,0
30558433_30558429_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),151.35549359211484,residential,0
30558452_30555001_0,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),135.81936012892575,tertiary,0
30558452_30555001_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),135.81936012892575,tertiary,0
30558451_7507211789_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),168.74918941435905,tertiary,0
30558451_7507211789_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),168.74918941435905,tertiary,0
30558449_30556337_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),83.01528661595894,living_street,0
30558449_30254052_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),70.10435738200175,residential,0
30558447_30558390_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),49.56070518879103,living_street,0
30558446_6238824734_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),89.56186845421058,living_street,0
30558446_409005531_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),112.08607301693417,residential,0
30558458_308729529_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),120.9208302360474,residential,0
30558456_30333308_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),136.18782787377197,residential,0
30558456_1303440709_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),42.78458088180045,secondary,0
30558456_1303440709_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),42.78458088180045,secondary,0
30558454_30333313_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),134.4703366009873,living_street,0
30558453_30243114_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),68.1314567690555,secondary,0
30558453_1487126963_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),132.92404025513963,living_street,0
30558452_30558453_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),50.389583720082534,secondary,0
30558476_30558475_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),93.2452300904776,residential,0
30558475_724126687_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),73.0724551966265,secondary,0
30558475_724126687_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),73.0724551966265,secondary,0
30558465_30555019_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),105.69539303331932,living_street,0
30558464_30558465_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),142.89552349030063,living_street,0
30558461_30558462_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),58.28873252480679,tertiary,0
30558459_5402582931_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),134.89930579874644,tertiary,0
30558459_5402582937_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),91.45517218806867,secondary,0
30558459_5402582937_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),91.45517218806867,secondary,0
30558547_30294190_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),63.074627578763426,residential,0
30558547_30294492_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),103.84272850715578,residential,0
30558546_30558547_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),81.01582479895418,residential,0
4174394695_4174394697_0,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),66.11088581188737,living_street,0
30558512_557230343_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),131.54388382261376,tertiary,0
30558512_557230343_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),131.54388382261376,tertiary,0
30558512_557230343_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),131.54388382261376,tertiary,0
30558511_724126624_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),51.72425166029958,living_street,0
30558476_30558475_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),93.2452300904776,residential,0
30558557_829252510_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),37.73313535198977,residential,0
30558557_30558558_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),143.7448550654108,living_street,0
30558557_30294335_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),74.53191903944908,tertiary,0
30558557_30294335_0,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),74.53191903944908,tertiary,0
30558556_30294433_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),78.98432389858826,residential,0
30558555_30558545_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),66.9077599607318,tertiary,0
30558555_30558545_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),66.9077599607318,tertiary,0
30558551_1477718847_0,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),104.09702229719662,residential,0
30558551_1477718847_0,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),104.09702229719662,residential,0
30558551_30294185_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),121.34712445537184,residential,0
30558551_30294185_0,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),121.34712445537184,residential,0
30558573_30294451_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),44.74361120720482,tertiary,0
30558562_533954387_0,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),69.49466203734214,living_street,0
30558560_30294332_0,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),42.08745114371994,residential,0
30558560_30558562_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),39.889617041528616,living_street,0
30558559_30558560_0,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),44.10169328060406,living_street,0
30558559_30294331_0,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),39.55269482301306,living_street,0
30558558_30558559_0,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),123.23278602264318,living_street,0
30558557_829252510_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),37.73313535198977,residential,0
30617381_30556739_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),52.20969767116572,residential,0
30617381_30556737_0,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),130.2401557104389,living_street,0
30617357_82748657_0,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),31.9126078250063,living_street,0
30617357_30617420_0,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),87.311677788069,living_street,0
