fid,street_id,bldg_agriculture_pct_50m,bldg_industrial_pct_50m,bldg_office_pct_50m,bldg_public_services_pct_50m,bldg_residential_pct_50m,bldg_retail_pct_50m,bldg_unknown_pct_50m,bldg_agriculture_pct_100m,bldg_industrial_pct_100m,bldg_office_pct_100m,bldg_public_services_pct_100m,bldg_residential_pct_100m,bldg_retail_pct_100m,bldg_unknown_pct_100m
29,T19836Z,0.0,0.0,2.6616008547388494,0.1342569077200051,4.6982393942494625,0.0,0.6609614238277459,0.0,0.0,1.6669947934655132,3.436425931220214,5.444779034753823,1.8951492819640814,0.4410369376582383
30,T01784T,0.0,0.5681706299372843,0.0,0.13505871897593016,39.56953173331121,0.8792873768548697,0.0,0.0,1.8032760850111587,0.0,4.731232677572408,44.76228821023386,0.6290369407165064,0.0
31,T11818R,1.3597166412711859,0.0,0.0,0.0,0.0,0.0,0.0,1.0214043496806102,0.0,0.0,0.0,1.2193062203489475,0.0,0.0
32,T18426H,0.0,0.0,0.0,10.574512591790173,17.504289756348822,0.0,0.0,0.0,0.0,0.0,7.592602495481628,14.910566455097662,0.4739624861609359,0.0
33,T02648Q,0.0,0.0,0.0,0.0,50.334360731891095,0.5226163330632827,0.0,0.0,0.0,0.0,0.10421386686156851,38.58983305891338,1.0033740037732906,0.4987589499757614
34,T02391K,0.0,2.630779413207485,0.0,4.009961586449808,36.03956240026328,0.0,0.0,0.0,0.9888445587355856,1.7233836450532298,3.062305333582659,48.404516972664865,1.8891823018389406,0.0
35,T08305U,0.0,0.0,0.6882770378425653,8.829870126801717,52.92066092040094,0.0,0.0,0.0,0.0,0.49714132247865295,13.901509850470697,43.04282443007427,0.429365662227004,0.0
36,T03284M,0.0,0.0,5.323241739497909,0.3653561983928544,45.45159077319937,7.542326594253809,0.0,0.0,1.19906500148177,6.1266878234516975,0.12883406584031212,37.043962282931275,4.431710903117979,0.0
37,T15812B,0.0,0.0,0.0,1.2615650393048117,0.0,0.0,0.0,0.0,0.06555836699022338,0.0,1.7091206708469469,0.02363567181884984,0.17087839802044205,0.0
38,T08289L,0.0,0.0,0.0,13.296056324261727,50.225926242726615,1.3252995936103749,0.0,0.0,0.0,0.0,15.393941784221642,40.87498125209559,0.4375735218355947,0.0
39,T09386P,0.0,5.267640248277581,0.0,0.0,12.667360943001643,15.091076967533578,0.0,0.0,9.958948898139623,0.7278957385931327,0.0,11.171794842375418,12.661228076847832,0.0
40,T09155C,0.0,0.0,0.0,0.0,45.585903343925764,1.9402525062667222,0.0,0.0,0.3274732556011703,0.6504960306382038,7.385435919297957,41.68637715866158,2.2316877899649623,0.0
41,T06296C,0.0,0.0,0.0,0.7139553095852557,46.298522962993204,0.2845055928637223,0.0,0.0,0.0,0.09549564855856371,0.47130145521972294,54.82211811461034,1.4569056219866041,0.0
42,T03163E,0.0,0.0,0.8092511931737243,0.0,64.29950322170667,1.3828494214188092,0.0,0.0,0.0,0.268500667376968,0.0,63.96567993208561,1.9002267412809977,0.5395870339648613
43,T09255F,0.0,10.005486966280074,6.725905602010047,4.2159640766244095,14.691476784713378,0.7384084213220747,0.0,0.0,11.837990741469467,11.980315593992412,3.8359035318550885,16.94326764595822,0.534968144812237,0.0
44,T08817N,0.0,0.0,0.0,0.0,53.966889236239425,0.4832325390488979,0.0,0.0,0.39136440207092227,0.4432249021491533,1.5423280026165487,45.84196586092399,0.8902686851837651,0.0
45,T10101J,0.0,15.074710760460317,0.0048040590560290645,6.022224027508317,20.418298226696923,6.2234294328140205,0.0,0.0,15.961509964909206,4.085689831592909,5.049335787273611,16.93629801761112,6.7550816536330816,1.1359476374159203
46,T08632G,0.0,0.0,0.6533503560390077,2.3779978853771375,14.698239788234554,0.0,0.0,0.0,0.0,1.006369397218816,11.027472048561354,8.541777211079497,0.0,0.0
47,T09652O,0.0,0.0,0.0,0.0,28.890250361946773,3.949255504831733,0.0,0.0,0.0,0.0,1.6116574079367234,26.910348058769333,4.069254402311636,0.0
48,T03020Q,0.0,0.0,0.0,4.989460109137094,50.91289030573759,0.0,0.0020055410487383684,0.0,0.736780047453005,0.0,2.775861134626275,41.046772202812555,0.0,3.458920518963988
49,T12919Z,0.0,0.0,0.0,0.0,10.150417415176198,0.0,0.0,0.0,0.0,0.0,0.0,20.038016968870533,0.0,0.0
50,T00954P,0.0,0.0,1.7806672613174899,4.8711006856873915,50.86482512685847,17.29592880037793,0.5469856216228246,0.0,0.0,2.295313531661379,4.5264564186232015,40.52603444686623,17.828296827927083,0.17601735633304244
51,T17527H,0.0,0.0,0.0,0.0,37.5862764778426,0.0,8.929879200166255,0.0,0.0,0.0,0.0,44.589068185075334,0.0,4.763396979565614
52,T16362A,0.0,0.0,0.0,0.0,20.38836503632752,0.5682926938631776,0.0,0.0,1.5016726544898567,0.0,1.6705189126192475,28.367404686692062,1.109300924669619,0.0
53,T11026T,0.0,0.0,0.0,2.0887592243328283,29.830496035473786,0.0,1.0127507401746458,0.0,0.0,2.2710334336713935,1.3950681084479843,30.057000735995786,0.0,4.145673782629595
54,T01155W,0.0,0.0,0.0,0.0,71.67360022244661,0.8581771840193322,0.0,0.0,1.3273703580197367,0.0,0.4621209226711751,65.19155658413088,2.7023127252527916,0.0
55,T17230T,0.0,0.0,1.187693475221405,0.0,57.12089623231539,2.5038678677805226,0.0,0.0,0.0,0.5746155709976721,0.16382792153391842,51.715979404036794,1.1421642857028154,0.0
