fid,street_id,noise_day,noise_evening,noise_night,slope_pct
1235,T07290A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.7851652039686658
1236,T07284C,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.1240255223668587
1237,T12823S,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.462507274104807
1238,T12172G,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.717381644404004
1239,T15267Y,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.2164740327908685
1240,T11609K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),10.87367848356076
1241,T14953J,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.9564395029528014
1242,T10532C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.7738872078540835
1243,T03385Q,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),2.8507341569224183
1244,T16744K,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.5186759460340619
1245,T16697U,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.8258031509854087
1246,T20861V,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),14.687743064398404
1247,T21048E,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.9287022106494749
1248,T19745X,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),12.084016181274862
1249,T05477B,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),7.888974238395424
1250,T19551P,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.769571398184992
1251,T16674N,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.2608959919630687
1252,T08925Q,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.40944222729404406
1253,T11787B,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),28.85633915110265
1254,T17898F,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),2.3878035062097323
1255,T21174J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.202408127195471
1256,T00251R,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.06556961266572522
1257,T16618F,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),0.2684001848698839
1258,T03731O,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.031861003115687875
1259,T18896H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.5423387450085503
1260,T09603F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.6608157399438037
1261,T08189I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.514891694063711
1262,T21581U,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.914320221172158
1263,T11852T,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),4.081413035921477
1264,T12378S,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.7722435514447485
1265,T19698H,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),5.0103750145282655
1266,T12516K,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),4.959151431075277
1267,T20841R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.3696850090783121
1268,T18269M,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.05280408767828536
1269,T16880R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.291521417580643
1270,T12187N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8433531496503227
1271,T20634M,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.023231154310702298
1272,T10770O,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.711650854459186
1273,LVA0004,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),8.018243410636327
1274,T21443L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.9119767869275432
1275,T13043C,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),7.08147525505248
1276,T11155B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.809245205572078
1277,T06748J,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.8782710727066452
1278,T08508D,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.354953860927751
1279,T03480O,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),7.653606769927314
1280,T16534C,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.2565590052790943
1281,T21172H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),18.805352197284353
1282,T11219A,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.414999678241868
1283,T07517A,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),11.138873298134492
1284,P70110,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.5351425661531034
1285,T15921F,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.9658251227507807
1286,RD0088J,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.0192883709088383
1287,T13315H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.534312266753059
1288,T19602J,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.898084754979907
1289,RD0048V,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.2443384586952635
1290,T19777F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.5068109962304022
1291,T06658I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.26465107268776417
1292,T20068E,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.06852170292636155
1293,T01694S,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.2781851583780291
1294,T11482N,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.4895303506580975
1295,T09970Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6072431403742082
1296,T09602E,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.7568555820840572
1297,T03708P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.392367361113411
1298,T05175Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.267309812425076
1299,T01234U,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8418861117802037
1300,T00489L,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),4.394996761332727
1301,T19887K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),9.852867094895975
1302,T07521W,< 40 dB(A),< 40 dB(A),< 40 dB(A),1.661069824040951
1303,T06007F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.190887751114901
1304,T20307A,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.25206513845074136
1305,T09018U,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.055474888577140606
1306,T11088H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.024118704617319
1307,T19502G,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.38705304622437064
1308,T09216Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.4244740548950035
1309,T10383H,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.6539103241796413
1310,T20133W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.8814328594308884
1311,T01323U,60 - 65 dB(A),60 - 65 dB(A),65 - 70 dB(A),3.6832523940079236
1312,T10347D,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A),1.542839591797967
1313,T11102O,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.648795703650212
1314,T09829V,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.271937183379253
1315,T08428E,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),11.389293387104546
1316,T12795F,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),12.336447133199048
1317,T00475F,40 - 45 dB(A),40 - 45 dB(A),50 - 55 dB(A),0.6608402142085101
1318,T18567T,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8957873209288437
1319,T09903O,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.8311547032260211
1320,T12527N,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.9714292434161456
1321,T18991F,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),1.3992462624559197
1322,T08035R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.458588319042683
1323,T02923Q,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.5207772950254186
1324,T19448R,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.4727359497359167
1325,T10523B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.911708246838524
1326,T01762N,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5005606005117061
1327,T05194T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.9035506637490385
1328,T03928Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.1594942486795794
1329,T13745Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),6.028318911033449
1330,T14280R,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.2751114386053732
1331,T17692T,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),2.3228796883599476
1332,T01652I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.1677569474878755
1333,T10748Q,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.684051725837604
1334,T18689C,< 40 dB(A),< 40 dB(A),< 40 dB(A),6.854852524894922
1335,T05729C,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),4.482350028090343
1336,T11377N,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.2578712740024845
1337,T02196J,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.08202101940913313
1338,T01348D,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.33945385079860496
1339,T05406M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),10.063839106588295
1340,T05491Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.405456374205932
1341,T04944D,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.3020374201491975
1342,T16177B,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.2637069014356843
1343,T01675P,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.6633704355931292
1344,T03345I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.295260593460855
1345,T03158H,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.31914476285902726
1346,T00655H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3709634090127571
1347,T11331Z,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),3.0212922922416885
1348,T06521S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),6.860641245547833
1349,LRD0016,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.617127540384033
1350,T00459F,45 - 50 dB(A),45 - 50 dB(A),45 - 50 dB(A),2.305640080831558
1351,T11202R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.333668505384049
1352,T03657V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.989909645219134
1353,T18783Z,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.3646307338707076
1354,T07685P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.9425290935753199
1355,T12922U,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),9.279376484401489
1356,T10134S,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.10048856263982278
1357,T16130M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.743883763153503
1358,T10070T,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.5459838445812899
1359,T19957H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.09740817695023357
1360,T17088F,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.9595442792105486
1361,T16147V,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),13.317165670347578
1362,T00059T,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.04742576099706564
1363,T20092E,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.09081936645419114
1364,T11684V,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),28.6285099114799
1365,T09831P,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.5952077856029301
1366,T09260C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.015326657293548096
1367,T08804I,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.0776975225161
1368,T07259B,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.3748691239650532
1369,T03320Z,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),2.0902278055890253
1370,T01428C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.3650448698031109
1371,T08615F,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.1051708961012277
1372,T07015J,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.663059416657872
1373,T02014O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.4411843485704007
1374,T09820M,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.2806037926181564
1375,T17253A,50 - 55 dB(A),50 - 55 dB(A),< 40 dB(A),2.2049900452555673
1376,RD0016P,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),4.000530182245696
1377,T08456I,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.0905275218993045
1378,T18664T,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),20.11602742745192
1379,T03915U,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),11.75604746950519
1380,T08958Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.20429055714847985
1381,T10170W,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.3147149274429966
1382,T17680P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.29999381853257756
1383,T04622O,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),18.88857612023905
1384,T20697B,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.909064039355898
1385,T12077I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.2791213715013217
1386,T05190P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.602140765538687
1387,T06967S,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.2686056002707355
1388,T09782X,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.9169153764608577
1389,T08153W,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.5559975395992032
1390,T06602S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8557361251726361
1391,T18347J,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.8429828191568403
1392,T17610B,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.9121811750430988
1393,T09388R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3413015346809158
1394,T00525Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.11506064397212201
1395,T17407A,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),10.575569391502686
1396,T03072C,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.138047919991679
1397,T12803O,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),11.337914094684951
1398,T19397X,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.887579465844527
1399,T16452B,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.27066656065321976
1400,T17507D,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.8373435546956998
1401,T10784U,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.9600087761926224
1402,T03608M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.746239210062544
1403,T18944Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.7945046639648324
1404,T07516Z,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.330235978956338
1405,T01116P,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.6598331703625241
1406,T18733P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.05563258177440521
1407,T01130N,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.3365920125923922
1408,T08117S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.3687823243149686
1409,T18508I,< 40 dB(A),< 40 dB(A),< 40 dB(A),1.8645616621439856
1410,T15499M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.2691412575496596
1411,T08334Z,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),8.662926180743991
1412,T10270Z,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.15959196430766806
1413,T21474S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6911191081985233
1414,T07112J,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.11203130641422869
1415,T01566L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.20792065902315965
1416,T08673P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.1621563953026586
1417,T02689Z,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.4909366098064862
1418,T08039V,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),1.0140476766081488
1419,T17337D,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.7887162833898937
1420,T19444N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5595299825669331
1421,T11407C,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.3704559080206766
1422,T11070X,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5520483465922302
1423,T18613I,45 - 50 dB(A),40 - 45 dB(A),40 - 45 dB(A),3.8130501607412506
1424,T18834T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2995468266523018
1425,T12278P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.788180862028838
1426,T21295R,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.8097212030777925
1427,T18490P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.630337453538914
1428,T00165U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.20068026984673615
1429,T10361B,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.8752937941895125
1430,T14616V,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.22059706560258155
1431,T10543F,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.4617011898688046
1432,T18522G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.8606670227878777
1433,T06221J,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0
1434,T21002Q,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.883017623984357
1435,T17183D,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),2.203529178834428
1436,T11931R,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.734483454163021
1437,T07166X,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),11.848510403159306
1438,T10466J,50 - 55 dB(A),50 - 55 dB(A),55 - 60 dB(A),7.605186605190928
1439,T10375H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.9357197942811837
1440,T00547E,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),0.825216231231217
1441,T19022V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.7805684049201003
1442,T18847Y,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.18125919747057012
1443,T07549I,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),31.28777820504695
1444,T14645A,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.1718790344162993
1445,T00096Y,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.2686393531671534
1446,T09657T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.38867018838065986
1447,T11385N,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),0.7809783934405052
1448,T15643C,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.22928739316534597
1449,T18161B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.569981372335286
1450,T06942J,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.350283438582234
1451,T08132R,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),3.7838096090087814
1452,T02590P,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3528541098898233
1453,T15664H,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.525599118824309
1454,T12310Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.0841109814705057
1455,T02675T,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.7579004907269855
1456,T04648Y,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),1.9710122850235947
1457,T06077T,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.6309302310695708
1458,T15876R,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.1806843600442972
1459,T07476I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.26383134642418
1460,T00550Z,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.2579529713838193
1461,T18918W,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.5406839469169322
1462,T15035K,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.7061401910010208
1463,T00131K,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.2166415371535083
1464,T02791W,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),1.081316546884971
1465,T02322X,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.2236559073076212
1466,T17551H,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.47562690204896807
1467,T15953N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8873582370291949
1468,RD0062J,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.994712848474731
1469,T02941S,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.9647693604276549
1470,T16978A,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.2376343867310347
1471,T11691U,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),20.34809532923495
1472,T15766M,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.2219003393894383
1473,T04892I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),10.763791996917544
1474,T06648G,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.48591328172424314
1475,T04122Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4802508264739815
1476,T12224B,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),4.98637440029246
1477,T18259K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.2792036548573462
1478,T16550C,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.16249196093184246
1479,T18435I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.8279937758915086
1480,T02814M,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.2868969124461005
1481,T08158B,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.5425227510367183
1482,T10107P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.2959232797001522
1483,T12216B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.9310528314962088
1484,T19233E,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),3.5071148588931207
1485,T16206P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.7665544943037736
1486,T10864T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.625761985044761
1487,T05248Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.49456872748306313
1488,T06344T,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),3.761715023967632
1489,RL0014N,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.11423577231738531
1490,T04368T,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.3212637995616323
1491,T06116J,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.436655642805657
1492,T14419S,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.5322897593808649
1493,T07707E,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.9578003292554862
1494,T04975K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),14.021802690255459
1495,T03321A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.20846999330212954
1496,T12869G,40 - 45 dB(A),< 40 dB(A),< 40 dB(A),13.198179331800173
1497,T21506J,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.2697511435852016
1498,T08489R,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),19.79071770728385
1499,T11352E,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.137559072726912
1500,T14450R,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.47273418407947876
1501,T08202O,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.1011559565570956
1502,T11583R,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),8.6700739842383
1503,T17872V,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.991555698371614
1504,T18980C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.593213053428415
1505,T16907L,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),12.181510440586395
1506,T14058N,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),5.584423367141811
1507,T04820S,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),22.234344086124754
1508,T12589B,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),3.841600867992113
1509,T00831F,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.141094871746942
1510,T08397O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.557544148918096
1511,T02469P,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),8.67019198045536
1512,T20657T,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.2832489873851332
1513,T09771U,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.6561412210055134
1514,T05333M,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.08473527412207837
1515,T04582X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.859032925080155
1516,T11004N,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.836657219082116
