fid,street_id,noise_day,noise_evening,noise_night,slope_pct
13234,T10495O,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.6192203060781185
13235,T18008T,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),5.841048209115109
13236,T12959H,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.7344914433741384
13237,T15615Y,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8860088351920863
13238,T01944R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.030266061438796715
13239,T06202G,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.6571194397258444
13240,T05168R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.9540244203978334
13241,T20589Y,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5990964204875098
13242,T21087L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.735470846926339
13243,T19744W,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),14.397160574605335
13244,T18499Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.1272822776648639
13245,T11077E,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.592363902073088
13246,T19601I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.484822927342305
13247,T15990S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.364473696451297
13248,T07814G,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.705748062231433
13249,T02142V,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.0154645122737325
13250,VA0003C,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.21514418653127665
13251,T13526Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.246834747306764
13252,T17541F,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3367487365891263
13253,T00036M,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.6147176051917022
13254,T01438E,60 - 65 dB(A),60 - 65 dB(A),40 - 45 dB(A),0.9422915129745215
13255,T15547D,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.2872946699941414
13256,T12967H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),10.455341400010518
13257,T02314X,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.2634172622352487
13258,T11107T,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.752702799137155
13259,T09041T,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.041605081342722
13260,T19597D,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),11.062359006065098
13261,T18356K,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A),1.0939037469978394
13262,T05709Y,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.8214098404845513
13263,T10621C,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.327854681595284
13264,T18851U,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.997897656092242
13265,T12461M,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.487959469699232
13266,T09028W,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.0512205007375792
13267,T14988U,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),3.0831420608707174
13268,RD0045S,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.6176010652168132
13269,T05036G,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.359243150177677
13270,T16073U,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.134653957822974
13271,T01705E,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.689950812172443
13272,T18731N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.3530189726479353
13273,T01422W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.82133273036183
13274,T04405H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.9731262070257936
13275,T13743X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.7358403571874366
13276,T16855Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.1634285611324682
13277,T20500Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.321385083881392
13278,T02682S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2057458121421014
13279,T12476T,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.530040250938533
13280,T18638R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.9609479838553913
13281,T07422U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5369154587444911
13282,T01822I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3699284330353297
13283,T17631G,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.452568653960767
13284,T00452Y,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.139146536064633
13285,T13835A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.1766656112131
13286,T19783D,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5245878570465584
13287,T11557P,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.032704479832178
13288,RD0117M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),14.339110238682865
13289,T19949H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),10.672687284579313
13290,T14621S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.8523330645475062
13291,T08221R,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.04489957219043009
13292,T11278L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.933146857381642
13293,T21127C,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.38867030566192456
13294,T02446I,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.8622478304469985
13295,T21231B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4911454535743963
13296,T19342I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0
13297,T04421H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.1833076609053856
13298,T08402U,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),2.523575887043822
13299,T06336T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.190510896956891
13300,T04486Y,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),8.520984292565922
13301,T01384H,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.967543257383629
13302,T00854M,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.37460644243826896
13303,T17955X,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.9225819341565864
13304,T03651P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.3142743086093152
13305,RL0048V,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.32742492160865866
13306,T21059H,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.12871389336384303
13307,T01690O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.08993590730164785
13308,T20309C,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.34670329517256643
13309,T09546N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.9045730780862202
13310,T11183F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.431415423558594
13311,T08668S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),6.298166993479362
13312,T08573M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.229314721795789
13313,T07264Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.214696026531748
13314,T11734O,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),11.98123591279574
13315,T10238Z,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.19721401442935757
13316,T17322W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.272917249790652
13317,T05025D,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),18.26508588824532
13318,T10163X,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),0.08916160860324499
13319,T07980T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.17769378848252423
13320,LRD0054,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),1.6140816624301244
13321,T17412X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.376160861550057
13322,T16785T,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.00766398138735943
13323,T09872Y,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.3556904258701077
13324,T07328X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.6531350160682265
13325,T05416O,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),6.2806606092444985
13326,T17548M,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.19784278456169116
13327,T13890H,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),28.77206284057971
13328,T04756B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4986430395591922
13329,T08423Z,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),19.31693513804281
13330,T12775B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),16.940618496422612
13331,T11250Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.292207591268088
13332,T01850M,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),2.0173511481486646
13333,T21458S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.24034693586015024
13334,T13648Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.11017565494163
13335,T19241E,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5190826079684412
13336,T02424C,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6769309289212554
13337,T02932R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.1074853606067239
13338,T01177C,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.18258467217349372
13339,T07767Q,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),1.7210200886282105
13340,T00217P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.06718083616856321
13341,T17522C,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.21450172146778831
13342,T16874T,< 40 dB(A),< 40 dB(A),40 - 45 dB(A),0.024272363172016663
13343,T19906W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.408318959736726
13344,T09079H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.6706657371976187
13345,T01674O,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.9646997161551115
13346,T06978V,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.154327088001451
13347,T02853T,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),3.6010087182822565
13348,T09810K,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.47290084705810975
13349,T03189O,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),1.191292507566357
13350,T11357J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.3035025743794129
13351,P70140,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.1609748697793547
13352,T21548T,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),3.0470014311154254
13353,T11792Y,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),29.42883568407088
13354,T01019P,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),1.1767227479468052
13355,T04610K,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.8258738592117891
13356,T19787H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.6349933010586004
13357,T10901H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.745451599016912
13358,T10713F,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.7958377478255203
13359,T01803F,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.1479417427348595
13360,T01777U,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.1067792668383842
13361,T20112R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.818268582898949
13362,T21204Y,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5445258619926234
13363,T12119B,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.9589734762892088
13364,T04566X,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),7.609848440626693
13365,T12759B,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),8.996154624955507
13366,T18669Y,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.4707994910468305
13367,T04698I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.197048942177838
13368,T15220J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.938621239734783
13369,T18516I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.0231282487176427
13370,T08527G,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),16.304148801913055
13371,T07523Y,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.6055001239696988
13372,T07276C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.1274985269854096
13373,T01382F,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.8037188462090785
13374,T17421Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),7.7532646380476145
13375,T08422Y,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),9.053712818604549
13376,T04337M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.2922576179649266
13377,T05865J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.9578166709843388
13378,T16508A,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.2122640561852345
13379,T09380J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.7652270063510545
13380,T19433K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.2930678821451753
13381,T15057Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.6600479666883551
13382,T12147F,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.6628925954328344
13383,T12056D,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.6763284001818333
13384,T16345Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.697021217819342
13385,T11223W,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.2657987096706336
13386,T18916U,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.0481845687126607
13387,T21159K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.5225768092935748
13388,T09641L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.32762442171141165
13389,T18072B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.7862962908678837
13390,T15595L,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.4791919401519693
13391,T07948T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.1347588082924633
13392,T13211A,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),5.707860945890392
13393,T18390M,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.5874747918030956
13394,T19595B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),11.302182122512457
13395,T19246J,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8883086045141538
13396,T02351C,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.8326368666361066
13397,T18103R,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),9.179135578097773
13398,T05684G,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.877067213874013
13399,T11477Q,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.535794322307848
13400,T00773M,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.9006221567291308
13401,T18552M,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),6.443507857924784
13402,T12728U,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),7.433768008634383
13403,T10281C,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.875212146318406
13404,T07187C,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),11.750010014291217
13405,T05419R,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),19.789870471227225
13406,T08577Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.526381200282085
13407,RL0037K,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.9540625987771757
13408,T00796T,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),2.4981548224626358
13409,T11996I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.05387528179209
13410,RL0005E,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6561610430419396
13411,T08627J,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),14.614607297808652
13412,T02479R,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.6253486999656827
13413,T20809R,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.3231800310772092
13414,T04317I,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.8104848569548637
13415,T11977F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.332723499207172
13416,T02710F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.08782154977223
13417,T20067D,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.09338455401017583
13418,T16446D,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.9211876844869727
13419,T19211Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.007746007498939519
13420,T21475T,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.5681197681714631
13421,T04191M,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),1.4859799795537711
13422,T10315V,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.5620086447838468
13423,T08296K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.13453564905983
13424,NS0008H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.8214167954368365
13425,T11462J,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.308117066065369
13426,T00220K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6599312920189851
13427,T06948P,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.08953888344680218
13428,T11432D,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.864662232566844
13429,T20958D,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.067188485614696
13430,T10401S,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),4.377791926411295
13431,T19010R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.08388870498656095
13432,T10547J,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.24396315750481312
13433,T14407O,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6368257678998587
13434,T08206S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.220654258187358
13435,T07820E,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.2762037374526205
13436,T17197J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.9313084565479823
13437,T19415I,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.057435866068202
13438,T00499N,45 - 50 dB(A),45 - 50 dB(A),50 - 55 dB(A),0.653261918377497
13439,T03171E,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.8047290979072508
13440,T11869C,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.26795585902111707
13441,T01559M,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),4.171198562237561
13442,T02458M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.725887528814898
13443,T10885Y,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),12.902213732662432
13444,T07833J,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.0373598655057483
13445,T01431X,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),1.3592393972757981
13446,T00833H,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.12938941033444304
13447,T14421M,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.32804248807775493
13448,T08975A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2156911872518268
13449,T10867W,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.7999177930636172
13450,T08013L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5054201637241079
13451,T01886Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.7416657045626498
13452,T04562T,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),2.8481124938372573
13453,T12696D,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),2.2187562856690346
13454,T10962U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.897359613193979
13455,T10766S,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.36951242088737846
13456,T04467V,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),32.5768972391598
13457,T19219G,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.9272947934859956
13458,T04889N,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),14.871096374256584
13459,T00851J,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.6309782592815907
13460,T21031V,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.9507666528530878
13461,T21244G,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),12.424245942386543
13462,T05849J,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.3102039431766184
13463,T03306B,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.430675671391284
13464,T13285S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5734376228921441
13465,T19998Q,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.8402194012049133
13466,T17483M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.211394133702868
13467,T12194M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6899082384392073
13468,T10847S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.980210825438142
13469,T20079H,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.49014231530935
13470,T01011H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8629449871958026
13471,T07605Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.2937218174192673
13472,T09733O,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.060481516840809775
13473,T02611D,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.7967222232469178
13474,T21257L,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),2.3463306406214195
13475,T21122X,50 - 55 dB(A),50 - 55 dB(A),< 40 dB(A),4.806389252204176
13476,T01268E,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.30818631715185796
13477,T00464C,55 - 60 dB(A),50 - 55 dB(A),55 - 60 dB(A),0.670469469077133
13478,T04118D,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.3948271052402322
13479,T00669N,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.353921360782758
13480,T09420A,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.23434019240820098
13481,T09966D,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.08755501758004586
13482,T16392G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2369851011248632
13483,T18048B,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2976308055324839
13484,T15666J,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.7521848883451319
13485,T12931V,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.940653876796808
13486,T03039B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.867792792484928
13487,T02727O,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3181804004057455
13488,T03926X,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.272203491564523
13489,T03505G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.273174230067479
13490,T05503M,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.023779184357404
13491,NS0015O,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.033821166012218
13492,T03256I,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.32815190519935594
13493,T19470P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.31182452211865236
13494,T02461H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.3573039702812353
13495,NS0004D,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.993378672698823
13496,T08917Q,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),5.432191437739365
13497,T09588X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8405525905648982
13498,T03783A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8987768327854547
13499,T15633A,40 - 45 dB(A),40 - 45 dB(A),45 - 50 dB(A),1.50442996682485
13500,T05536V,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),14.941131075727295
13501,T09004O,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.088917809239285
13502,T20554N,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),9.501928385690327
13503,T02849X,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.2384350874980585
13504,T21209D,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.9011461961941438
13505,T12164G,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.1024794658810553
13506,T10051Q,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.6282780511483895
13507,T10367H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.003194159033553
13508,T06070M,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.8020674077712363
13509,T04267P,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.6562320323116648
13510,T03120T,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),1.2933807786334564
13511,T19214B,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A),6.174014341440713
13512,T02982B,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.661204474966876
13513,T20820M,< 40 dB(A),< 40 dB(A),< 40 dB(A),10.610001037662437
13514,T20328F,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),1.3256289520982631
