fid,street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
1068,T02056Y,residential,9,9,50,1,11,22,95,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1069,T19728W,tertiary,10,5,1,3,21,14,2,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1070,LRD0023,tertiary,1,2,1,1,6,3,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1071,T10418B,residential,4,10,42,1,9,28,197,7,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1072,T01693R,pedestrian,4,5,34,1,4,9,60,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1073,T11968E,residential,3,1,1,1,3,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1074,RL0039M,trunk,5,2,6,1,19,3,64,3,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
1075,T04323G,secondary,2,1,1,1,4,6,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1076,T00679P,pedestrian,1,11,1,1,1,35,1,1,50 - 55 dB(A),50 - 55 dB(A),< 40 dB(A)
1077,T11673S,residential,4,1,1,1,4,2,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1078,T11222V,primary,5,1,1,2,7,4,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1079,T04986N,residential,1,1,1,1,1,2,3,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1080,T08098G,secondary,4,7,41,2,5,15,105,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1081,T04243H,secondary,4,7,1,1,5,23,6,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1082,T11847W,tertiary,1,1,1,3,1,1,2,5,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1083,T16588Q,pedestrian,1,9,27,1,1,46,37,1,55 - 60 dB(A),55 - 60 dB(A),65 - 70 dB(A)
1084,T05318N,residential,1,1,1,1,1,1,5,1,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A)
1085,T01868W,tertiary,5,9,29,1,5,21,55,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1086,T17186G,residential,1,1,1,1,3,2,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1087,T01710B,living_street,5,9,24,1,5,20,47,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1088,T20947A,residential,10,1,1,4,12,1,6,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1089,T01645J,residential,1,4,3,1,1,20,8,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1090,T07418Y,living_street,2,2,1,1,4,10,8,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1091,T00476G,tertiary,1,8,1,1,5,33,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1092,RL0022V,trunk,1,1,1,1,1,1,1,1,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
1093,T04310B,residential,1,1,1,1,1,7,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1094,T19471Q,tertiary,3,1,15,1,4,1,40,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1095,T20192H,secondary,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
1096,T05482Y,tertiary,4,3,44,3,6,5,75,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1097,T07613Z,secondary,9,5,3,3,9,10,3,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1098,T14622T,residential,2,4,35,1,7,9,140,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1099,T11021O,residential,2,1,1,1,3,2,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1100,T19932Y,residential,2,3,49,1,3,4,144,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1101,T01228W,residential,1,7,1,1,1,21,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1102,T01735K,tertiary,4,5,1,1,4,12,7,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1103,T11075C,residential,1,1,1,1,1,12,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1104,T00015H,residential,1,5,1,1,1,21,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1105,T21238I,pedestrian,1,1,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1106,T05052G,residential,1,1,8,2,1,3,8,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1107,P21500,tertiary,12,7,10,1,17,13,25,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
1108,T18680T,tertiary,6,1,34,3,10,1,55,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1109,T04755A,residential,1,3,1,1,6,9,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1110,T06267X,primary,3,4,1,1,4,6,36,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1111,T02609J,residential,6,18,1,1,8,33,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1112,T06170P,tertiary,3,3,1,1,3,5,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1113,T10345B,residential,2,3,40,1,7,22,78,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1114,T16499Q,pedestrian,1,1,1,1,1,1,4,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1115,T01466I,living_street,1,11,1,1,1,38,1,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
1116,T02906P,living_street,1,8,25,1,1,12,107,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1117,T18553N,residential,2,7,1,4,7,15,1,6,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1118,T12351H,residential,1,1,25,1,1,2,74,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1119,T10063U,residential,1,1,1,2,1,1,1,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1120,T09968F,residential,5,9,28,1,6,16,68,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1121,T09655R,residential,2,3,1,1,2,5,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1122,T02602C,secondary,4,20,108,1,7,39,226,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1123,T05013Z,residential,1,1,1,1,1,6,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1124,T08510X,residential,2,2,4,1,7,5,9,1,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
1125,T15794Q,residential,1,1,1,1,1,2,2,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1126,RD0056D,trunk,13,1,5,9,17,8,31,16,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1127,T12316E,residential,4,3,4,2,5,4,6,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1128,T20324B,secondary,4,1,51,1,7,2,113,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1129,T10950Q,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1130,T01951Q,residential,6,1,1,1,6,8,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1131,T08954V,pedestrian,1,5,4,1,2,11,26,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1132,T04474U,residential,1,1,1,1,1,3,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1133,T00903E,secondary,8,11,1,1,12,35,2,1,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
1134,T01436C,pedestrian,1,10,6,1,2,31,8,3,55 - 60 dB(A),55 - 60 dB(A),< 40 dB(A)
1135,T19566W,pedestrian,1,3,1,1,3,14,42,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1136,T18444J,tertiary,10,2,43,2,21,2,87,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1137,T17411W,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1138,T10556K,residential,4,1,1,2,8,4,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1139,T08566N,secondary,10,2,1,3,12,6,1,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1140,T20377O,pedestrian,1,8,6,1,1,33,6,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
1141,T00443X,living_street,1,19,1,1,1,38,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1142,T12719T,residential,1,1,2,1,4,4,66,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1143,T01761M,residential,4,13,1,1,5,25,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1144,T09036W,residential,4,6,20,1,9,15,121,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1145,T20201R,secondary,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
1146,T01018O,pedestrian,1,23,1,1,1,50,9,4,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
1147,T14494D,secondary,5,1,1,1,5,2,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1148,T14181P,tertiary,10,2,11,2,11,11,44,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1149,T09675V,residential,2,1,1,1,9,2,25,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1150,T09791Y,pedestrian,1,1,12,1,1,1,21,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1151,T04813T,primary,1,1,1,4,1,3,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1152,T17395N,residential,1,1,52,1,1,2,172,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1153,T12767B,residential,1,1,1,1,1,1,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1154,T12134A,pedestrian,3,3,75,1,9,4,121,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1155,T12756Y,residential,1,2,1,1,1,2,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1156,T00021F,residential,1,6,1,1,1,23,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1157,T11125V,tertiary,1,1,1,1,3,4,2,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1158,T15236R,living_street,1,4,1,1,1,9,7,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1159,T11038X,primary,4,1,1,1,6,1,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1160,T20782X,secondary,2,1,1,2,3,2,1,2,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A)
1161,T16335X,residential,1,1,30,1,4,3,160,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1162,T13796K,residential,1,1,1,2,1,1,1,7,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1163,T10358G,tertiary,4,11,29,1,6,24,41,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1164,T20614I,pedestrian,1,1,1,1,1,1,17,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
1165,T01445D,pedestrian,1,20,1,1,1,49,11,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
1166,T11999L,residential,4,1,1,2,4,2,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1167,T02790V,residential,1,1,1,1,1,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1168,T18309D,residential,2,2,3,1,5,4,17,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1169,T09739U,tertiary,9,1,1,1,10,1,1,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1170,T16133P,residential,1,3,1,1,5,9,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1171,T08360B,residential,2,2,2,1,5,3,12,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1172,RL0056D,trunk,20,1,41,9,36,17,74,12,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
1173,T20268K,tertiary,2,2,64,1,8,3,139,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1174,T09016S,pedestrian,2,8,1,1,5,21,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1175,T16579P,pedestrian,1,19,16,1,1,52,44,1,40 - 45 dB(A),40 - 45 dB(A),40 - 45 dB(A)
1176,T01575M,pedestrian,1,10,1,1,1,33,1,1,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
1177,P25262,residential,3,19,66,3,10,36,176,4,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
1178,T13440L,pedestrian,1,10,1,1,14,16,1,5,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1179,T21064E,residential,1,1,1,1,1,1,1,1,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
1180,T01221P,pedestrian,1,5,1,1,3,21,1,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1181,T18468R,residential,13,2,1,1,13,2,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1182,T06972P,primary,4,1,1,2,9,3,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1183,T15594K,residential,1,3,1,1,1,18,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1184,T01495N,pedestrian,1,13,20,1,1,34,26,1,50 - 55 dB(A),50 - 55 dB(A),< 40 dB(A)
1185,T09521E,residential,2,2,6,1,3,5,24,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1186,T10439G,tertiary,1,5,3,1,10,18,45,4,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A)
1187,T17251Y,residential,1,1,1,1,1,1,1,3,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
1188,T06198B,residential,2,2,1,1,5,2,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1189,T00486I,pedestrian,1,10,1,1,1,45,2,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
1190,T18012P,residential,12,1,1,1,15,1,1,6,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1191,T19621M,living_street,1,1,1,1,1,1,1,1,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
1192,T07945Q,living_street,1,1,1,1,1,9,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1193,T12300W,tertiary,4,3,1,3,5,4,1,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1194,T16717H,tertiary,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
1195,T03602G,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1196,T10954U,residential,1,1,1,1,5,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1197,T03273J,pedestrian,4,4,22,5,6,16,89,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1198,T13975L,living_street,1,2,1,1,1,8,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1199,T10909P,living_street,1,2,1,1,1,4,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1200,T00427X,pedestrian,1,14,2,1,1,48,2,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
1201,T01400Q,pedestrian,1,9,1,1,1,21,9,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1202,T05198X,living_street,1,1,1,1,7,4,26,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1203,T17309Z,tertiary,3,1,1,2,6,1,3,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1204,T12616N,residential,1,1,1,1,1,2,1,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1205,T08004K,residential,1,8,1,1,3,21,15,4,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1206,T19709T,residential,1,1,1,1,1,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1207,T21449R,living_street,1,1,18,1,1,4,59,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1208,T04277R,residential,3,2,1,1,6,3,2,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1209,T00020E,residential,1,6,1,1,2,23,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1210,T02831N,residential,1,4,33,1,1,6,75,1,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
1211,T07993Y,living_street,1,6,24,2,1,12,24,2,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
1212,T10256B,residential,2,6,1,1,4,9,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1213,T20135Y,residential,1,2,1,1,1,3,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1214,T18914S,residential,1,3,1,1,1,4,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1215,T01379K,pedestrian,4,5,1,1,4,19,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1216,T19672X,pedestrian,1,1,1,1,2,1,1,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1217,T16658N,tertiary,1,2,1,1,4,8,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1218,T19605M,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1219,T04144F,tertiary,1,1,18,1,1,1,42,1,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A)
1220,T15760G,tertiary,4,1,1,3,4,1,48,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1221,T19867G,tertiary,1,1,31,1,1,1,64,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
1222,T09625L,residential,7,1,61,1,9,1,119,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1223,T00508X,tertiary,1,6,2,2,3,14,20,2,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
1224,T08738P,residential,1,1,1,1,1,1,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1225,T14846H,living_street,1,9,1,1,1,20,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1226,T11952W,pedestrian,1,1,1,1,3,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1227,T04176N,residential,1,1,8,1,3,1,10,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1228,T11491O,residential,1,1,1,1,1,1,8,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1229,T19243G,tertiary,5,1,28,1,6,3,74,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1230,T20685X,residential,1,1,1,2,1,1,1,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1231,T20376N,pedestrian,2,2,1,2,10,3,1,12,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1232,T11805M,residential,1,1,1,2,1,1,1,2,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
1233,T11153Z,secondary,1,2,1,4,1,5,1,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1234,T07784R,living_street,1,9,1,1,1,25,7,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1235,T07290A,residential,6,4,1,1,9,15,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1236,T07284C,primary,6,6,1,1,8,14,39,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1237,T12823S,residential,1,1,1,4,1,1,1,7,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1238,T12172G,living_street,1,2,1,1,3,3,6,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1239,T15267Y,primary,5,1,22,3,13,1,83,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1240,T11609K,tertiary,1,1,1,2,1,1,1,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1241,T14953J,residential,1,2,1,1,1,19,12,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1242,T10532C,residential,1,1,1,1,7,1,4,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1243,T03385Q,residential,3,8,1,1,8,14,1,1,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
1244,T16744K,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
1245,T16697U,residential,1,1,1,1,4,10,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1246,T20861V,tertiary,9,1,3,1,9,1,8,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1247,T21048E,residential,1,1,1,2,11,7,11,7,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1248,T19745X,residential,3,4,1,2,3,6,1,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1249,T05477B,tertiary,5,1,4,1,9,3,13,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1250,T19551P,residential,12,4,26,1,13,9,34,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1251,T16674N,living_street,2,2,1,1,2,4,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1252,T08925Q,residential,1,1,1,1,2,3,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1253,T11787B,living_street,1,1,1,1,1,1,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1254,T17898F,living_street,1,21,1,1,1,47,1,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
1255,T21174J,tertiary,3,1,1,1,4,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1256,T00251R,secondary,13,4,1,1,24,23,1,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1257,T16618F,pedestrian,1,12,1,1,8,37,1,2,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
1258,T03731O,tertiary,1,1,1,3,2,2,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1259,T18896H,secondary,12,6,1,2,18,19,1,9,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1260,T09603F,residential,1,2,44,1,1,5,55,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1261,T08189I,residential,6,3,1,1,10,17,22,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1262,T21581U,residential,1,1,22,1,1,2,37,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1263,T11852T,residential,1,1,1,1,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1264,T12378S,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1265,T19698H,residential,3,2,1,2,3,3,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1266,T12516K,living_street,1,1,1,2,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1267,T20841R,tertiary,4,4,18,1,4,10,48,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1268,T18269M,tertiary,7,1,1,2,9,1,19,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1269,T16880R,residential,6,4,21,1,11,10,87,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1270,T12187N,living_street,1,1,1,1,2,3,46,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1271,T20634M,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1272,T10770O,residential,1,2,1,1,1,5,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1273,LVA0004,tertiary,1,2,1,1,2,3,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1274,T21443L,residential,2,9,58,2,13,18,128,8,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1275,T13043C,pedestrian,1,1,1,1,4,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1276,T11155B,residential,1,2,1,1,3,5,4,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1277,T06748J,pedestrian,1,1,1,1,1,2,1,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1278,T08508D,living_street,1,1,2,1,2,3,6,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1279,T03480O,residential,1,1,1,1,1,4,1,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
1280,T16534C,pedestrian,1,7,1,1,5,26,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1281,T21172H,residential,1,2,1,1,4,3,17,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1282,T11219A,living_street,2,3,1,1,5,6,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
1283,T07517A,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
1284,P70110,residential,3,5,85,1,4,11,199,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
1285,T15921F,residential,1,6,1,1,1,9,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
1286,RD0088J,trunk,5,1,3,1,6,1,23,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1287,T13315H,pedestrian,1,9,1,1,1,21,2,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1288,T19602J,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
1289,RD0048V,trunk,4,1,2,6,4,1,77,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
1290,T19777F,tertiary,2,1,42,1,6,1,118,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
1291,T06658I,residential,1,1,1,1,1,1,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
