fid,street_id,noise_day,noise_evening,noise_night,commercial_pct_50m,green_pct_50m,industrial_pct_50m,recreational_pct_50m,residential_pct_50m,commercial_pct_100m,green_pct_100m,industrial_pct_100m,recreational_pct_100m,residential_pct_100m
32,T18426H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,25.558333677648605,15.259547162310353,0.0,4.032016101496383,16.837448034905727,20.36704335685861,14.963210511159058
33,T02648Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,13.274280289400062,0.0,0.0,59.34826831353267,0.0,16.025180025344202,0.0,2.4103420133470004,45.680781858012395
34,T02391K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,13.005974104620252,38.61540483722769,0.0,0.0,0.0,12.143892923274702,53.37318866535734
35,T08305U,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,3.964076587213898,67.04847195852504,0.0,0.0,0.0,16.551452154089,55.7551685028562
36,T03284M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.2706585425333533,0.0,73.004131157843,0.0,0.0,2.9209395655718886,0.0,64.07118209937896
37,T15812B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,99.99999999952416,0.0,0.0,0.0,0.0,99.99999999954345,0.0,0.0,0.0
38,T08289L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,16.171919568314824,63.334230606235344,0.0,0.0,0.0,16.521933506738968,52.12103945285996
39,T09386P,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),11.572175927690147,1.4057718053426254,0.0,10.366495718250489,22.881971998375754,24.918916436970235,11.750756436131812,0.5737165158349594,7.810329182958625,18.491403852408265
40,T09155C,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.2397365809915362,0.0,0.0,57.53334781465435,3.787724927090224,4.162224642786271,0.0,8.490936145301472,56.67524844703912
41,T06296C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,6.894380183735098,15.483828597494535,0.0,52.69182276978272,0.0,4.114827222124577,6.8209190923033045,0.0,65.68573250321076
42,T03163E,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,0.0,77.89984149207966,0.0,0.7405122294450891,0.7070539168872345,0.0,78.45887935315893
43,T09255F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),30.38603564583554,0.0,0.0,8.691653905315365,16.032636018379044,36.96581619369865,2.2521143851640173,0.0,9.302560916497807,20.808348209197135
44,T08817N,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,1.232796087395681,0.0,0.0,74.58870023483868,0.0,15.75454847546672,0.4932781877054766,4.768423178980655,53.147333154755785
45,T10101J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),27.57996114645999,0.3483988451520978,0.0,21.797939225715073,11.570354553419065,31.388348076918334,4.157900142110734,0.0,14.25758246504873,16.408525673062353
46,T08632G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.013259802489656303,17.988392550194522,39.61252599929723,0.0,0.0,5.844299710481557,28.44387119166667,21.187878426670174
47,T09652O,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,7.886573005116169,0.0,2.951328259078587,45.81204539214362,0.0,7.878563218455653,0.0,4.816508545389463,39.93744675541566
48,T03020Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,7.0937769640716635,65.5640346890604,0.0,6.300120932000601,0.0,8.65181107209219,50.8974026616827
49,T12919Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,5.634592541850498,2.2028482393652022,0.0,22.40474878493818,0.0,10.566378702120277,2.606309834814014,0.3916579344982834,31.472910977207153
50,T00954P,55 - 60 dB(A),55 - 60 dB(A),40 - 45 dB(A),0.0,4.182778939039478,1.0879362628775227,5.270125319371891,77.41403960368858,0.0,5.017941460775976,4.954375096074862,7.095080681853629,65.28423707142079
51,T17527H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,7.916498344228548,0.0,3.7888737075311005,46.579402111810936,0.0,9.130056873501529,3.0819422228760973,2.3869705112972417,50.94988852554955
52,T16362A,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0,0.0,8.735695356312293,17.94918610945318,0.0,0.0,0.0,9.868936815220662,32.406828198297895
53,T11026T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,14.9742635898301,0.0,6.258491947878599,52.79738193229502,0.0,12.333154648860896,1.6548701553844671,7.752343193116156,55.58325845452501
54,T01155W,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.03457302529622094,0.0,0.0,87.4422583695474,0.0,7.51951832049899,0.0,3.505692787165191,74.5163989900245
55,T17230T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.8634659672400415,67.9394170668005,0.0,8.329034771153959,0.0,3.25248211395946,59.904633932941486
56,T01946T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,2.64654314181994,0.0,7.219104764088792,65.90737196492302,0.0,5.091877150747122,1.6696447646165302,11.499966432150307,46.11286471825866
57,T07889Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,1.1077492736559098,10.915445457514808,58.86655884237019,0.0,0.5801940153244883,2.9658363644710626,9.217383698989167,66.36886005351305
58,T10349F,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0016578752307147046,0.0,10.206907701997975,48.69962463925159,0.0,3.9548426917987016,0.0,6.2153045710745625,58.55139335612891
59,T04856E,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,4.448327131339293,0.0,20.32317276517393,42.667497927730366,0.0,4.256463940663484,0.0,16.55964598485589,54.8430563610052
60,T01430W,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.0,35.678713550801284,0.0,46.65987588583839,5.840895280727674,0.0,36.955791769006204,0.0,39.97499616327245,13.704441501392795
61,T17265E,45 - 50 dB(A),45 - 50 dB(A),55 - 60 dB(A),0.0,4.711248522537103,0.0,4.464513621985668,55.13813864043169,0.0,3.4290766940096957,1.138983554203425,2.1604870260724103,44.243174388739725
62,T02561K,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,2.4206798907611167,0.0,0.0,56.51965718034278,0.0,7.626424523019343,0.0,0.0,64.53970831319883
63,T04729Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0,0.0,0.0,58.783665277507204,0.0,1.501647714072978,0.0,4.553293689212408,55.635803560588535
64,T01633F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,16.90336293283852,16.581660685116116,4.986822249515707,21.425860756879494,0.0,20.023004755371144,14.105755335752521,5.467476319247005,31.109688753783587
65,T17606F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,23.04245446387351,7.502954086686964,20.795956422687304,26.666614308838867,0.0,22.390906748581287,5.200960053556479,29.216802458883535,23.411346873059948
66,T09207X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),8.45241990808284,17.111701067299613,0.0,36.94549608927464,12.520573094159996,9.913401535274255,20.482610133414276,0.0,20.565482796083653,23.337910966859727
67,T12907V,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.0,73.2501148540583,0.0,4.590514501674348,11.332544391215265,0.0,73.6490201331884,0.0,5.5514996409074655,9.297913758508878
68,T04597E,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,21.418915617750073,0.0,0.0,52.917954271881605,0.0,23.32552414038223,0.10746730372349358,1.77091402780366,55.16747670180116
69,T08203P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,4.959129043456054,0.0,6.178518848184053,64.25077729381454,0.0,4.355756222580128,0.1252963483852011,10.346746811861506,58.15834146588171
70,T06595K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,3.0346364068234752,25.455923971127593,22.151727857600985,4.2640280828857975,0.0,7.8946595127018195,22.704793903956062,14.245505434565208,7.705760608561035
71,T01915M,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,11.485860075550892,0.0,1.3141752661204418,49.846437231318056,0.0,8.063654482370076,0.0,3.643420721172968,51.07943429518977
72,T08416A,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),0.0,60.19720396999488,0.0,1.4726612613928123,19.450446345463853,0.0,63.89169351345249,0.0,5.955667060486518,16.774242082198658
73,T12083G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,15.933730339643562,0.0,6.452495727458077,43.45901919896052,0.0,21.78896569330394,0.0,10.228992650063393,40.99595894095198
74,T13003U,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,12.418014683259834,0.0,16.334806765370576,52.14199059051041,0.0,11.201773136455259,4.54878652281672,10.563397757043102,56.16270034543037
75,T19295S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,9.801968872537943,0.0,0.0,53.20030455284227,0.0,7.115911792708987,0.0,4.8871825941685545,58.29532654716469
76,T11305X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,1.4633744169123635,0.0,13.690157438125933,62.292807663793084,0.0,3.6524844629287325,0.0,6.926841921026174,63.215764340999456
77,T02656Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.361526214385721,0.0,5.355064440010844,35.8011179416858,0.0,11.724025687833473,0.0,11.485357605235489,34.209336552108645
78,T01496O,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),0.0,1.3334949373945224,0.0,43.83820925629918,37.584638592010805,0.0,8.617994390029958,1.2629962512843929,42.095043719564465,31.75866606691339
79,T14865K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,13.639702525715053,0.0,29.423036327499858,16.265941650869397,0.0,9.012341267222398,14.861382136680081,22.720988198625868,28.01447034869357
80,T18074D,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,8.721581616794163,0.0,0.0,58.767528666935185,0.0,10.577803888051413,0.0,0.0,64.98068475700795
81,T09798F,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,13.707723279215509,0.0,4.605445958848475,68.19625619809233,0.0,13.583815067450422,0.0,13.714096064084163,45.167913846120264
82,T15984U,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.6255401813002364,10.415376534859243,17.56528038685043,25.052772759258218,0.0,3.1661656995269745,4.9874961891766825,32.86302003912237,21.19376862875341
83,T05334N,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,4.8249391310947365,0.0,0.5682405951431871,79.99502520811235,0.0,7.082166071140082,0.0,11.773576551486913,61.87966142162266
84,T15621W,45 - 50 dB(A),45 - 50 dB(A),45 - 50 dB(A),0.0,4.383774445526897,0.2529983656307292,3.6055738861198465,52.4324291157972,0.0,9.805224118403782,0.2592602166628882,7.898741282118965,37.61379645520996
85,T17971X,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,16.26307856386008,0.0,4.854600009098856,63.85809796132218,0.0,15.160489349271941,0.0,21.577354404194374,48.16797446189504
86,T01863R,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0,0.0,0.0,59.6158396616866,0.0,0.0,0.0,0.0,74.0948715985273
87,T10276F,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,15.640236619700133,0.0,5.195017982429026,7.9953749245192824,0.0,16.00358361187914,4.841379885143373,1.6080843051546259,10.776417733932433
88,T21256K,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,51.98506329440112,1.734394394326753,0.0,27.384848294543097,0.0,38.60962888186838,1.6856954133063484,3.080572102710331,35.48081648082474
89,T09532H,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,27.617763161494903,0.0,2.3513227087227593,37.19238739020076,0.0,28.3559100723456,0.0,10.419496015290393,35.0573492743776
90,T05538X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,85.28940865633639,0.0,0.0,0.0,0.0,86.13219642700844,0.0,0.0,0.0
91,T19562S,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,4.139602196274172,0.0,0.0,78.14995609704425,0.0,5.468614647500257,1.1705739095099734,0.5239165531588031,72.61839215384713
92,T03360H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,0.0,68.99704626301582,0.0,0.7586296691400476,1.4473005818821212,0.7829868232743133,68.43499138570662
93,T03707O,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,23.84299525077446,13.520856012969384,27.175338465290444,0.0,9.774656633200278,11.857197575379736,10.04575306131472,36.064739253574544
94,T02977E,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,11.506647789305745,0.0,3.2592227945215364,60.12477288503255,0.0,5.47319306310325,0.0,14.02231551709895,58.086395153523895
95,T13859I,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,54.178337879786675,0.0,0.0,33.305604346124355,0.0,54.04222711504541,1.3097531759243535,0.25429941360520525,33.01082091540316
96,T12035Y,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,9.424854287873078,0.0,3.5850256197828556,63.36298887191286,0.0,7.651288423742521,0.0,7.996146382185776,61.444616259618854
97,RD0129Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.005311223450672508,20.186573289486663,14.86805035813688,12.780348118539708,0.0,4.50096207960746,9.942295255956656,8.953735162247593,38.03942448889311
98,T08313U,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,79.21223027413478,0.0,0.0,0.0,12.571891536154538,57.49606270599924
99,T02155A,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.0,0.0,0.0,13.96805788759034,45.397131896547485,0.0,0.0,0.0,13.379127915340256,60.87696702282385
100,T07338Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,42.398352750944724,0.0,0.0,24.190837308362227,0.0,33.86867209356493,0.0,3.3534269838358046,36.6523953149558
101,T20016S,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,14.771102486833456,0.9784582380725523,35.337261005058295,27.842254006442495,0.0,15.391166069191561,0.6713639876937588,28.032365960108397,31.763001479064982
102,T01346B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.5520794448213168,0.0,0.0,71.5744534795439,0.0,0.1700796239190056,0.0,2.522669716540797,65.08121217765259
103,T20218A,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,23.707375171567886,0.0,18.76948482871443,0.0,0.0,16.63595319029858,0.0,31.576433993944995,3.039173685257659
104,T09490O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),53.66195322141984,0.0,0.0,0.0,0.0,57.29299318827765,2.9576087192156155,0.0,4.18101828949273,0.0
105,T04836A,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,3.0927436600393934,0.0,27.787236622038066,42.367013178356416,0.0,2.447285251333861,0.0,14.823210722687072,56.03849593168147
106,T03700H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,16.113286773401704,0.0,3.39241970323996,47.04903783460467,0.0,26.42852897387304,0.003547183784870953,2.565452603225747,41.493705086552325
107,T16869W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,5.926249858888782,13.814233115110437,0.9750068392697453,53.901057156178254,0.0,2.38203561468357,6.933846891007743,6.148893275285397,61.10856542494992
108,T12574U,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,10.45314510837769,0.0,0.0,58.32709946802437,0.0,6.727999357262194,0.0,1.0209670760998928,61.73804460168526
109,T05832A,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.0,0.0,1.2956895417135592,0.0,49.50008634490713,0.0,0.0,8.30578487068903,2.9655483816360095,45.303047962428636
110,T04793G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,2.9426073633569727,0.0,9.213388721734765,51.531834096910465,0.0,5.230427965448749,0.0,15.072173319445525,53.74323433609944
111,T06025H,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,1.5369462569165921,77.28048880746165,0.0,0.8815888745883408,0.06192163738605796,1.8741041098739315,74.57129115522113
112,T17868Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,31.048750663783604,0.0,0.0,47.92559987509375,0.0,24.991292221681658,0.0,8.167240973966344,32.85174246742888
113,T20171C,55 - 60 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.0,30.681088759882652,0.0,26.445370159783693,36.84191291627491,0.0,20.025557525499824,0.0,39.13489219069074,32.322901279742695
114,T05043F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,12.087643891157862,57.859034353301006,0.0,2.010376133410917,0.0,8.743865675550195,62.58475702797082
115,T20906R,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0,18.352107772259423,0.0,53.696253119038175,4.30899243122831,0.0,33.50761415422251,0.0,39.23721441903375,9.81094129146124
116,T08793W,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,31.454162001296375,9.003227184813836,7.974938895032481,33.41011760220371,0.0,19.55365281226537,3.6891077174058795,10.609334313696127,25.060238954998947
117,T21272K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,16.35900205290023,17.90538338883608,0.07668859102937683,34.780160342202045,0.0,12.186698163502202,19.844168420874194,5.3482617741195195,37.184918679864396
118,T20352F,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,5.973839664715405,0.0,71.91309450782065,0.0,0.0,10.13962594107712,0.863610298187869,67.07207242404833,0.0
119,T07990V,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,8.731255602721385,0.0,0.0,61.73791005912841,0.0,2.3917867574648612,0.0,0.9141799671167643,73.54412382073818
120,T01527E,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,14.183831729916555,0.0,31.096089726957043,24.326044745784962,0.0,4.943341809634454,0.0,30.12288571855033,35.43449569472135
121,T18597Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,9.67559617582337,0.0,0.0,67.37009335493246,0.0,3.480830507596202,0.0,2.1332482355327866,66.87226610582454
122,T02171A,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A),0.0,1.9930330908125566,0.0,0.42234297611777355,57.322324233554724,0.0,1.9295884331329411,0.0,11.538590398418744,61.58030270826409
123,T10206R,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),57.62806199229964,7.181843534165944,0.0,2.7889959574103704,8.241358078600472,38.17976352966719,10.557551720149338,0.0,1.7911816240931688,11.309558116216593
124,T00885T,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,15.80479858267462,45.985273234715265,0.0,0.0,0.0,13.030907132529377,59.17638715863307
125,T20930R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,19.542499810182306,0.0,3.6067075276255323,28.061640083581597,0.0,19.12926263832374,2.5305379234004355,5.694905864521531,38.535504712775435
126,T05082M,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,7.529736478408773,0.0,2.133724386824802,67.5421184273636,0.0,6.990065400284817,0.0,2.016811669853071,69.29257208469454
127,T02838U,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,0.0,0.0,0.0,87.18244631273909,0.0,2.0464247366024915,0.0,0.0,79.61475496600961
128,T12098N,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,0.0,56.60057260483611,0.0,1.5131821141803572,0.0,3.6793183156471327,53.99026524341218
129,T02407B,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,2.974712707886582,0.0,17.951278956154333,5.413838957174064,0.0,4.33369509321111,0.0,29.659533084163925,7.012691483296138
130,T01783S,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,0.0,48.69757596868765,0.0,0.0,0.0,1.3303779623003098,63.19831794661213
131,T01530Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,21.396259317687406,55.769428843355485,0.0,6.630909985784883,0.27668819941081724,27.998931045808177,39.86967484827855
