street_id,lidar_true_h_mean_50m,lidar_true_h_max_50m,lidar_true_h_mean_100m,lidar_true_h_max_100m
T02155A,30.594305349906552,36.41361922517829,29.2703613075444,41.51005651388958
T07338Z,27.70714767915016,31.98033946834198,22.699141468691117,32.35270403252273
T20016S,25.460657832897848,36.02191974889094,24.215720994475888,36.02191974889094
T01346B,24.78703633198323,31.098438262939453,25.17932681578873,37.92513760182653
T20218A,10.551488782853859,12.04926856788429,28.63953718199354,77.68798886237907
T09490O,15.47894288969135,21.543405996786582,15.038193058833329,34.20336688294702
T04836A,18.267937209409016,24.272955455919245,16.952313693463346,25.34660124917201
T03700H,27.893685912300953,35.08964049141362,26.998805896578773,53.94839559807245
T16869W,9.298545601830636,12.098430857938865,9.230477841104111,15.781602783203112
T12574U,6.776624850413228,11.199957687967327,7.721521357005628,25.911903381347656
T05832A,27.7331684330441,38.05469203980501,22.891759518016013,39.63124606030135
T04793G,16.707383222049987,24.272955455919245,17.106137214527728,25.34660124917201
T06025H,13.916783661943503,29.612764630998885,14.722885385499175,29.612764630998885
T17868Z,20.231435131145957,31.364174226743984,21.674703736533925,35.11717946517871
T20171C,23.200578312469197,27.039800608071232,24.02290225392942,32.1237265846946
T05043F,26.333713966108025,35.90316781699357,22.924544832965392,35.90316781699357
T20906R,22.537777716740862,32.10635056420771,21.10736806282753,32.10635056420771
T08793W,17.160140939312544,32.833555038713904,19.156349370086485,32.833555038713904
T21272K,19.471242162604472,25.307736813443377,18.464288287527825,34.31117976795544
T20352F,22.89049496050442,49.72584490671805,23.13632204804434,49.72584490671805
T07990V,21.56680173474907,30.7373959350586,20.542462087917908,36.189776956451226
T01527E,28.52459987629907,57.540565137237195,26.783677808830415,57.540565137237195
T18597Z,34.93343630855731,48.71890772168881,34.82109723464749,48.71890772168881
T02171A,28.45106652077439,35.25253055785513,27.879290330456282,37.842869220864365
T10206R,25.526510387476673,48.8143444980148,25.239458781272948,48.8143444980148
T00885T,30.33241145078635,38.32247732253302,26.455905535909704,45.62960494192023
T20930R,14.30330221794209,23.5806565787924,13.947485421614466,23.5806565787924
T05082M,18.426990684690164,26.581249613157468,18.369724955830655,26.581249613157468
T02838U,17.572833472909394,26.344770604913883,16.966297652503723,33.428167978922524
T12098N,24.794995189294372,39.65187793641579,21.8572765633512,39.65187793641579
T02407B,27.876029935171506,39.55569878505795,29.06035086071739,41.33742141723633
T01783S,30.241651594458236,37.9314860854038,30.838833796135084,38.40593969999854
T01530Z,24.358960969714214,40.27687426825255,25.694525865027085,65.11651520117431
T10897C,19.571476552262908,24.844615159836493,15.89103023901132,24.844615159836493
T20369O,24.84578172053788,35.26619702293759,24.30564942217409,35.26619702293759
T19184M,31.028368317574564,53.625391788133,25.195511089063974,53.625391788133
T19376S,36.00226604915449,61.87834910981974,32.834682863494244,61.87834910981974
T18622J,21.471277589287382,30.914166706364327,19.12241198940467,31.651634056251368
T00271V,25.023064199472998,27.36249505365648,23.646744388081334,35.64889972803374
T10470F,28.96846577887052,36.147244701646784,28.024413207974533,39.62385013668292
T09103Q,25.62762047864609,36.69690493319897,26.372943579806396,37.95370365354059
T08860Q,20.378393322581733,35.83242869154315,18.980460254408765,42.26069799459205
T10372E,22.34611541185539,30.52533437093099,24.337541973954984,37.54121658649851
T10680N,25.272428527367484,35.44245288990162,23.463423270566604,35.44245288990162
T20427H,40.89468834686119,48.60867925081852,36.64985258634183,48.60867925081852
T19924Y,19.425473739062195,31.39334360758464,23.97933374055352,35.910781710755586
T10740I,18.277574769993144,25.60771638801299,18.630962772339,26.328869381466433
T07261V,22.738144698518862,62.05082013885859,24.560194448691163,62.05082013885859
T18813O,21.793514813506818,24.432982671828498,19.910525149874417,25.873321533203125
T12205Y,19.297423123371672,26.44383897968367,20.857381529395965,33.440223299841364
T20069F,23.1565542384788,36.66755981445313,23.859222851911824,38.437001247032015
T00389I,24.156077924388693,28.07164024410391,24.75640498301961,49.5429773098085
T07531Y,8.88365554381281,11.848359803895704,9.268764217277573,16.625250009390015
T16582K,24.12720708724381,28.796684489530676,23.70833501367561,42.30832465154942
T17601A,23.036753592615362,54.510129679804265,22.204045163775337,54.510129679804265
T13813U,10.630704580543652,18.499402104591837,10.760927544057305,22.158105147512345
T15618B,22.347395528433662,25.329114538724305,20.485424766702906,26.735477776160607
T09280G,28.789981324273082,33.44060625348772,27.79701453233476,35.70853746854342
T03795E,20.878075658981757,29.976507869767552,22.472568279142187,40.798846967292555
T05113C,15.73533667470383,23.258731297084267,19.421644927353192,28.321101777872457
T15784O,33.523975294864215,35.856509097284956,32.9286544784295,38.52986709334844
T17159D,28.760023901351907,31.450694892979875,27.889800696462107,42.057214849135455
T06081P,14.952502629023543,32.85472018902118,17.227237291347357,36.98125118679471
T21146F,28.852290001461576,32.389531581246075,32.688272807647444,51.38755640490302
T04168N,12.58057483550041,12.58057483550041,12.58057483550041,12.58057483550041
T06928L,15.726180660933478,22.392522728961445,16.579821798156704,26.45606468463766
T17200N,22.00089814748273,39.410171348731836,23.01596261398475,39.410171348731836
T14863I,24.401963565432144,29.40324973543162,24.30402061177416,35.2840605375299
T04920V,18.0588206181747,29.644640457531636,19.17665822380565,29.644640457531636
T10196G,29.56366786224185,38.723381253506275,28.794763545602216,38.723381253506275
T09663R,35.50324363187506,55.197699968204944,33.485844558860414,55.72984181279722
T05506P,12.868248843037902,33.39119567871094,14.550404960514292,33.39119567871094
T03213X,17.331241177168966,28.539791307951276,18.672470142388423,49.05708026123047
T11178I,23.28307058551184,36.66755981445313,24.851624852048356,38.437001247032015
T02194H,32.88102847686215,55.31167157831039,30.8706374125247,55.31167157831039
T12009W,17.428547499116146,26.67459575946514,16.42004180897835,26.67459575946514
T03411B,24.555380944430855,34.85405478226511,23.97272492380868,34.85405478226511
T16202L,42.809832278087015,49.28474089763917,37.25831465745354,49.28474089763917
T21163G,17.913954535645267,23.811977568126864,17.426611246448108,26.45606468463766
T20976F,6.255729869270981,9.252739461263019,7.073551865493536,17.238887333778592
T18547P,23.974278471955735,35.42356322586902,24.93399157118879,65.11651520117431
T05001V,21.07087892113223,30.02976069374691,19.270924030010832,30.02976069374691
T00887V,29.6350887772159,41.175433908554325,25.769075357549198,41.175433908554325
RL0028B,19.112357700587204,22.95456332841919,17.662225489017615,22.95456332841919
T01825L,31.707206475072585,36.293323034169724,31.46013817675197,37.467689514160156
T10879A,12.213019199748747,21.08382209329045,13.309280819823712,22.933212623167577
T12228F,20.86442459813152,26.343635237844367,19.062395332071358,27.146550648248017
T01146V,22.588103114555157,24.64826083923719,23.320260517315543,37.321293717301884
T09084E,25.338762666221864,37.717230257780656,25.536605729951265,37.974385341521234
RD0103Y,13.038851345516166,30.257482679108335,13.536074190610382,30.257482679108335
T11932S,21.17113060262012,29.08461479773888,19.09359125345264,29.944363349306897
T07510T,17.466111239514504,26.681230965307208,16.049568338372346,26.681230965307208
T07958V,18.76272636212095,29.884709001398413,18.542216413830236,29.884709001398413
T05306J,15.193219860759172,21.845595092773436,15.391118112131641,21.845595092773436
T08647N,13.302193243608794,20.87801771897537,14.339317756023796,26.20258212619359
T13627U,21.49497294343818,28.321101777872457,19.055872470968165,28.321101777872457
T07336X,26.571744264998973,40.47317335340712,25.68392344223344,40.47317335340712
T05251L,18.478464471089065,30.586951946390087,15.701496922125544,30.586951946390087
T06673H,13.800611302360055,34.31117976795544,16.52962844416972,43.89296200205979
T09839X,23.276440715985554,39.526902106500444,25.65800640850158,54.92198471996666
T00099B,23.072912461224675,25.329114538724305,22.25938114361652,26.735477776160607
T09574R,32.29171824406447,52.6217271618377,32.45815700460516,53.53783662857548
T19280L,32.08265008772262,36.39740264892578,31.901469647386488,75.9940876100338
T20933U,23.3167560680374,29.221671326519697,24.843646312777437,35.82310455199705
T15832F,8.399911557601664,23.682580071526615,8.59604813629223,23.682580071526615
T21310Z,14.080244130632147,21.855869177616,13.589570040799034,21.855869177616
T14932E,15.045737434113382,17.245122715498024,21.219244883202535,58.66722449477838
T20053X,14.985442269593488,26.853291177342072,14.564401284095974,27.02129653404498
T20295N,28.764655856398626,36.67410914829799,29.324946207769994,36.67410914829799
T19850X,17.34916496071981,27.464376068115236,18.367238403545112,27.4995556070347
T11101N,23.81858153003467,34.4243060269653,25.91368159496376,36.45171098981585
T12601G,10.408389744652535,24.694000493467243,8.297592526148,25.911903381347656
T00461Z,24.73589197727947,30.01407735855853,25.098371676807567,46.07479422576824
T20494S,22.198753523154686,31.64836682330121,21.483010059857474,31.64836682330121
T12218D,22.2218315727378,33.440223299841364,22.447319880002546,37.60594341422938
T09928X,28.572846281064855,38.77486873018569,27.931663516650914,38.77486873018569
T07139U,23.90857476805536,44.11503476002177,23.769994506103995,44.11503476002177
T04471R,22.05882362679898,30.11465996636285,22.378352422547515,40.20115516299293
T13774E,6.4988662639593775,10.836505126953114,7.446388913526927,15.775104229266844
T11566Q,13.668658287065849,18.62581154829013,13.346765361675457,18.62581154829013
T03232A,19.12814716679034,28.665711806992356,19.307430132778684,28.9408336215549
T15677M,24.880807609446087,35.42356322586902,24.72448382495615,65.11651520117431
T11702G,13.893068413813946,25.978831599308876,13.343845143865462,26.54543461690423
P72700,21.96873589826005,30.94990309158174,20.662731976771045,33.06203376506937
T03860W,10.340824012118608,11.718646382176601,11.551396761306709,17.38116455078125
T20748V,26.4903572355086,37.805664486355255,22.60512042741318,37.805664486355255
T04551Q,11.686408423995621,19.002922699830236,11.828072489553003,19.02382511879081
T03494U,24.3250117857856,30.169244335543723,23.694137711609244,41.5445425245497
T15587L,25.708198943610107,46.07479422576824,24.52191926335094,46.07479422576824
T19635S,19.947293284018762,24.492296305965617,21.590292820140267,25.80929924046389
T05428S,7.053983119687107,14.802027982824,6.332179920158414,14.802027982824
T15942K,30.05663907359025,77.68798886237907,35.16327602252869,77.68798886237907
T17274F,22.639926494467982,48.802591924067144,26.35122377686176,49.06233475847942
T14732Y,34.123149998246035,46.2337512826561,32.407872575113174,46.2337512826561
T02049Z,29.561999605944894,37.48100026448567,28.42277385874665,37.48100026448567
T15841G,27.48365713735305,38.80932088052073,26.849827144064793,39.323216788376435
T02306X,30.907396722921696,35.1483969520837,31.232311692591963,36.21262006971571
T02035T,30.371997185453832,36.63302652459396,28.88399045672198,36.63302652459396
T01520X,24.66588766299416,40.27687426825255,25.218786667025142,65.11651520117431
T04706R,19.211402900583252,26.637453394028753,18.810333199868783,31.320163807970417
T00916J,24.375539199109213,31.395948028564455,25.569041658390205,39.146734634355944
T07458G,20.124653228237445,29.370908858928274,23.55511795332381,32.82304099754051
T05373U,18.1172714084565,26.203614265688003,15.109138594731087,26.203614265688003
T12613K,7.891123328667682,14.119234924316402,9.896025241553177,26.83288998074002
T15693M,23.65169070792109,28.796684489530676,23.642703507505956,42.30832465154942
T09528L,22.502972366829283,52.636980528878695,24.63748764155599,57.05362158761898
T12832T,12.49751517317343,25.58888909755609,13.145196583574991,28.728116522894965
T01919Q,30.590609673121307,37.88671216313143,28.8247953555217,37.88671216313143
T11631I,11.187537026851512,17.444878984094544,12.549246758150638,25.279090942382823
T12708Q,20.00859348882585,31.031894560783144,20.08420380327941,31.031894560783144
T07803D,20.68013637755798,29.143422980057565,20.912065501363113,32.759063720703125
T05576D,26.656161895111932,34.974224853515636,24.013973356498806,46.837513679236025
T12041W,19.724568236956056,28.87549573919746,20.582103097960694,29.194837992900126
T09786B,9.52700482766704,22.00065181094132,12.405057824125072,31.5049912962195
T18057C,17.19608331917754,24.089998212541854,19.79755025171066,24.955141914336018
T01504X,22.535111164215852,25.909998830159505,23.29618498123289,57.25076647265874
T00474E,25.744469861257596,32.09334263048674,26.103170827698502,46.07479422576824
T09248G,23.291866463114438,34.87079947335379,21.814329474707773,38.55679873870724
T06754H,13.84749091760188,20.803660607561213,14.610312780367828,27.634214525098926
T10174A,32.29044965451445,39.13610805360611,33.79422822638077,41.57678926908053
T02771S,23.061914065904595,35.83213772351229,23.362985656265263,35.83213772351229
T12048D,21.48140570207265,28.581527709960938,20.16195794922509,28.87549573919746
T04539U,25.9699965979284,29.87586782608333,25.164881677693828,30.41139689530476
T18085G,34.99586093249853,61.9370899419675,31.28804751696129,61.952155129951336
T01204O,27.86287963470945,35.91732081961125,28.014901616181962,44.758641804828905
T19522K,20.464939917340224,30.96960603392427,23.709020886665858,32.47917061941965
T21420E,13.8380435728419,27.53469765704611,14.835814109672135,27.84808279543507
T09685X,29.353043903755818,57.2584887009891,31.157104711850156,57.42787808090893
T12690X,19.900516476864844,26.078951951934073,18.93829087423913,27.950670539008243
T16126Q,20.873619471460774,30.46284185671339,20.781112911713056,31.073056239707796
T07804E,20.028301059009607,31.475653556928243,20.151482848826646,32.759063720703125
T05955K,27.738614270794113,34.76006016586766,22.81486647823747,34.76006016586766
T18024T,11.91869361355705,21.660743019797593,12.73969800863639,42.484529409835574
T16945R,20.095859848408306,25.126374111380642,19.27149741032992,25.773518669534724
T01457H,23.498889999555242,57.25076647265874,23.067099743960053,57.25076647265874
T18328G,37.39582354572836,87.7392805833083,36.885119582686244,87.7392805833083
T06005D,17.776680351560987,35.795258977482376,18.79244090189626,37.39160095214844
T17081Y,27.843469531823374,37.42190098118138,22.949645376050363,37.42190098118138
T09911O,21.175831132527957,29.015128684443468,21.99564652717473,39.410171348731836
T15736G,21.924022844289137,28.06040009960686,22.070956055198902,43.98132020148678
T02868A,15.451774241359574,25.13933359781901,16.54264722635468,32.82090057373047
T04934B,20.794503865384566,38.16173111765008,18.926863573636197,38.16173111765008
T10394K,29.784932354108367,40.60104217529297,30.191904503811713,40.60104217529297
T05481X,12.29618813416962,24.28533619847792,15.692154014214102,52.41265348108803
T18676X,11.371475300426642,19.438545101978747,11.616621908959896,19.438545101978747
RD0061I,12.29618813416962,24.28533619847792,15.85635537684707,52.41265348108803
T00788T,22.841221319246277,26.37545596036044,22.773170481606098,29.022159923206676
T20492Q,25.756141790654716,30.16204593056127,24.113874093018712,30.16204593056127
T20337G,19.647611727422998,23.258731297084267,18.359597153403747,25.249157473915503
T12200T,19.081834905228128,29.121632480216668,20.20094768127086,33.440223299841364
T03033V,41.90838685241942,51.645139808478994,32.346929667577236,51.645139808478994
T20896G,18.139810928280564,24.089998212541854,19.1246836660607,24.955141914336018
T08204Q,19.60121420565985,29.59850311279297,21.349838812202503,35.47352087675635
T12384Q,18.502668693335433,33.70589107937283,18.73061338168373,33.70589107937283
T03015T,28.983551559250387,39.226374858134506,27.34142941032503,41.653951317695395
T11053W,26.060706879661492,30.157095198197794,24.845458965474535,32.040764770507806
T15969V,25.876152490143426,41.194277520473776,24.4513091422663,41.20526681819432
T18594W,35.41639302060343,48.71890772168881,33.51380645400436,48.71890772168881
T20646Q,17.709031206684273,24.292219344033903,14.380421052473883,24.292219344033903
T08871T,19.74845682495623,33.273713030133926,20.633884183675956,37.18369846067567
T03215Z,20.769312079878258,33.06203376506937,20.41798054486995,33.06203376506937
T03245F,23.49384922521752,36.7257802327474,22.224152067681075,38.42580017089844
T20918V,0.0,0.0,8.87288864304341,13.2219133780705
T08813J,21.29446744602288,37.025229272510025,22.00026316473377,40.509801515968896
T00343U,24.83961907809431,35.2840605375299,24.709005683519884,35.2840605375299
T08182B,18.308163595411358,31.047209713046108,20.437684539150084,34.27203783307757
T00778R,22.84154312621281,27.412354873398602,22.88264318181165,37.34827023522328
T12223A,28.26232682385011,36.8752778843471,22.65145416486239,36.97507993839989
T12281K,20.789939412667284,31.395260858377355,18.694558599540372,33.66175769624256
T17542G,19.852663219127102,27.526875305175782,22.86193205344991,56.283436579830024
T02864W,17.969213102115763,25.13933359781901,17.426219851804802,51.805696824017694
T15646F,24.20984583899911,38.46944807675551,27.258171753569677,49.79150419968825
T12090F,20.334514431822736,36.6356236233984,19.037395055922843,36.6356236233984
T01677R,30.656407961182975,39.34624984459386,31.06130447876618,39.34624984459386
T09190F,20.45956855687617,31.12577401438067,20.28258425184726,34.84523256860598
T03151A,28.532162550482834,44.06513292686488,26.76355834514429,44.06513292686488
T17834P,28.207466412845843,32.21775481280159,24.579596879324402,32.21775481280159
T03723O,30.15924174960992,35.08964049141362,26.917023320581542,35.08964049141362
T08168D,21.674360435315826,35.85508797385476,22.803503707623637,35.85508797385476
T12346K,18.19715230070614,22.31859588623047,19.693918643149654,30.670543856298906
T01835N,31.341272531621478,35.88208567301432,30.4683882296914,36.20021254205338
T11501Z,23.571981078039745,38.08597956145074,20.126720519597942,38.08597956145074
T12814R,18.879815093699698,26.43433449485086,17.708714557725934,28.728116522894965
T17972Y,18.360314966498184,25.94675460516237,18.82904582750685,41.20958164760046
T19974I,19.764271971551505,24.97729562711315,18.07607671255384,25.165542602539062
T01715G,30.29756557316112,41.522943545610474,30.564011688224397,52.51740506154985
T09923S,34.25340616001923,39.410171348731836,32.546728609670346,39.410171348731836
T04209F,21.74253311405744,37.99426094545137,24.81634029132099,40.558460843031575
T11285K,26.93002725076991,44.623673814955595,24.438384491787193,44.623673814955595
T17220R,28.911702680463293,38.112521701388886,27.917876091063164,40.06796136232886
T08464I,24.22482351386014,39.32157635463433,23.47964392903633,43.36847920882573
T01205P,25.865296472405227,44.758641804828905,26.924101673533027,44.758641804828905
T03190H,20.334985877628853,49.05708026123047,19.048903162515025,49.05708026123047
T19683A,31.615503397046357,37.74152923290193,27.045805819321114,37.74152923290193
T06047N,17.905461936330493,36.30718050658248,16.717836717494656,36.7841545691857
T11429I,23.26688365819863,32.372683595594566,23.63655432339452,42.74768206105246
T17536I,28.53573957225275,37.9627978469021,29.488191059269955,39.82783458905686
T20265H,16.360421939313277,33.24128407069615,18.255068105662264,33.405181245940724
T20273H,22.20809019139437,32.74498990184545,20.149310171760295,33.20526478799541
T00108L,23.066568549885172,26.735477776160607,23.28100021308209,29.017257606436353
T00378F,25.39416711168218,49.5429773098085,25.299712968267333,49.5429773098085
T09142X,35.617315234090874,60.091313757077614,33.284900814328005,60.091313757077614
T07579O,0.0,0.0,10.140922238026093,11.574889065926527
T03658W,24.18818500825133,44.43493131402041,24.05904671232826,44.43493131402041
T02834Q,20.8823478167132,31.988533475505772,20.27172663944807,34.78905695302475
T01104L,25.648873177528635,38.78749355371448,24.897810995281485,42.30832465154942
T09560L,30.668774620338944,52.6217271618377,30.133010748889852,52.6217271618377
T18917V,16.600373651659766,26.709655102388357,17.034744928017382,34.603866378120756
T00977W,26.778505556255247,65.11651520117431,26.457819686710142,65.11651520117431
T13855E,6.763800376477966,16.552138869826877,7.232833329068965,17.36426447088067
T13029E,32.06771231454326,51.25710739007518,32.67532255528339,51.25710739007518
T16964U,16.418241528817457,27.864712440804254,15.670598275624501,27.864712440804254
T03246G,25.436174487824946,36.7257802327474,25.20328988400017,38.42580017089844
T10302Q,21.352484122044324,32.53889215329273,20.80835791537238,54.11124692147848
T10049W,13.561014242410547,20.102837840537852,19.283787939327205,38.77486873018569
T04552R,20.221880076207913,29.72780385831507,19.676663896176514,29.72780385831507
T18714M,25.004421451605253,30.443545637459593,23.223153652594362,32.75658553312388
T15825G,11.550467410509157,18.13383254184518,12.013650387448335,47.22964792715638
T13694F,0.0,0.0,10.958242233334316,27.727309308202887
T16350W,14.91548771217,33.16347915649414,17.106325751016744,45.344145102579084
T08200M,18.835765036402364,28.826569770854682,19.314870317380933,33.36613484975454
T11306Y,29.0715098399591,41.194277520473776,30.114946474340375,48.71890772168881
T08799C,20.845272965031302,31.55908436929026,21.09129177237798,31.890898499845132
T11720I,11.08617937431166,18.169971923828143,12.573281500203414,26.91201213254766
T06243P,17.198080191545756,38.784,16.30079034728325,38.784
T01628I,25.9405638471966,35.2840605375299,24.344545680544755,35.2840605375299
T20879F,7.702748083011255,16.21623368696733,8.563952869591,17.373395643304548
T20141W,28.128725340232787,40.06796136232886,27.154937985902258,40.06796136232886
T17373H,22.512744334985292,35.83213772351229,23.015933926169016,35.83213772351229
T20814O,13.213598199116745,20.342063693825253,16.586330588041477,35.21905859831338
T19371N,37.84414148117527,66.74939112708194,33.45310305772198,66.74939112708194
T17243Y,16.03350074361345,22.279670539943652,16.06322243951632,44.335201676055036
T21572T,30.311552715399596,40.3463446414832,36.19714583625265,49.28474089763917
T16654J,20.44796004850291,28.69683686798694,19.167015766343376,28.69683686798694
T09197M,17.856460134035856,34.94771824525983,19.693963231117163,34.94771824525983
T09596X,42.644414957704704,49.684432078882594,36.94440812893705,50.87388581496019
