fid,TRAM,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m
8726,T02989I,5,0,10,0
8727,T02356H,16,0,26,0
8728,T07099D,16,0,23,0
8729,T19526O,21,0,27,0
8730,T19736W,16,0,24,6
8731,T18210T,4,0,14,0
8732,T17345D,0,0,0,0
8733,T12021S,7,0,12,0
8734,T20990D,5,0,16,0
8735,T19508M,0,0,0,0
8736,T09971A,0,0,0,0
8737,T10320S,3,0,7,0
8738,T00797U,0,0,0,0
8739,T07093X,8,0,15,0
8740,T06356X,1,0,3,0
8741,T16979B,4,0,8,0
8742,T04877J,2,0,10,0
8743,T20165E,7,0,17,0
8744,T21473R,1,0,23,0
8745,T17989H,0,0,0,0
8746,T11757V,0,0,0,0
8747,T18867C,13,0,18,0
8748,T07048S,23,0,28,0
8749,T11972A,11,0,15,0
8750,T17336C,8,0,16,2
8751,T01626G,2,0,7,0
8752,T02240W,20,0,34,0
8753,T14456X,23,0,32,0
8754,P21680,2,0,10,0
8755,T09073B,0,0,2,0
8756,T14427S,22,0,27,0
8757,T04214C,2,0,7,0
8758,T09051V,33,0,46,0
8759,T04716T,3,0,8,0
8760,T16277E,37,0,61,0
8761,T12618P,7,0,12,0
8762,T19670V,1,0,8,0
8763,T19841W,4,0,6,0
8764,T02110N,11,0,33,0
8765,T04246K,10,0,20,0
8766,T01037R,1,0,5,0
8767,T05447V,3,0,6,0
8768,T13752Y,3,0,8,0
8769,T17418D,3,0,9,0
8770,T20496U,31,0,34,2
8771,T10376I,3,0,6,0
8772,T13697I,7,0,12,0
8773,T13366S,17,0,23,0
8774,T05237N,1,0,2,0
8775,T17292H,23,0,32,0
8776,T09003N,33,0,58,0
8777,T09994H,23,0,33,0
8778,T17528I,13,0,31,0
8779,T13869K,0,0,0,0
8780,T10489Q,9,0,22,0
8781,T05106D,1,0,13,0
8782,T05241J,12,0,14,0
8783,P81773,8,0,14,0
8784,T00237T,7,0,22,0
8785,T12579Z,4,0,10,0
8786,T01199I,17,0,43,0
8787,T02507E,9,0,19,0
8788,T17719N,18,0,29,11
8789,T14386A,7,0,22,0
8790,RD0124T,0,2,30,2
8791,T01295H,0,0,0,0
8792,T13816X,0,0,0,0
8793,T06359A,2,0,11,0
8794,RD0078Z,0,0,23,0
8795,T00806E,15,0,15,0
8796,T04740T,20,0,25,0
8797,T05205F,12,0,26,0
8798,T19477W,0,0,0,0
8799,T18040T,3,0,8,0
8800,T01741I,17,0,26,0
8801,T01111K,0,0,0,0
8802,T12383P,7,0,13,0
8803,T18030R,0,0,0,0
8804,T01751K,14,0,24,0
8805,T08487P,0,0,0,0
8806,T03182H,0,0,13,0
8807,T16442Z,3,0,13,0
8808,T15729H,0,0,0,0
8809,T04658A,4,0,5,0
8810,T04679F,0,0,1,0
8811,T19393T,20,0,23,1
8812,T07822G,25,0,32,0
8813,T17115R,14,0,23,0
8814,P12460,0,0,4,0
8815,T20607J,2,0,6,0
8816,T09160Z,13,0,20,0
8817,T15522U,0,0,0,0
8818,T06744F,23,0,28,0
8819,T10259E,21,0,27,0
8820,T18573R,22,0,24,0
8821,T17435E,7,0,12,0
8822,T13098R,1,0,59,0
8823,T04308H,5,0,15,0
8824,T02298O,24,8,38,37
8825,T04663X,29,0,43,0
8826,T03149G,18,0,23,0
8827,T03236E,13,0,17,0
8828,T03161C,13,0,26,0
8829,T16013I,0,0,0,0
8830,T04940Z,1,0,1,0
8831,T09860U,2,0,4,0
8832,T21333G,0,0,0,0
8833,T19300Y,4,0,11,0
8834,T12763X,0,0,3,0
8835,T18879G,4,0,13,0
8836,T03334F,23,0,29,0
8837,T10822J,3,0,10,0
8838,T13131B,20,0,47,0
8839,T09241Z,8,0,18,0
8840,T09498W,4,0,25,0
8841,T21322D,22,0,31,0
8842,T00928N,0,0,0,0
8843,T04461P,0,0,0,0
8844,T01114N,3,0,10,0
8845,T07841J,2,0,6,0
8846,T14807A,1,0,15,0
8847,T17787Z,4,0,6,3
8848,T12588A,0,0,1,0
8849,T01728L,19,0,28,0
8850,T17739R,3,0,15,0
8851,T00732D,10,0,12,0
8852,T20121S,22,0,45,0
8853,T02531E,0,0,25,0
8854,T01077Z,0,0,1,0
8855,T18535L,11,0,22,0
8856,T00008I,5,0,8,0
8857,T21239J,3,0,13,0
8858,T05484A,0,0,0,0
8859,T07856Q,0,0,0,0
8860,T00839N,1,0,2,0
8861,T14777L,1,0,4,0
8862,T21404E,5,0,9,0
8863,T06102D,38,0,53,0
8864,T01959Y,18,0,27,0
8865,T09558R,26,0,35,0
8866,T21357O,21,0,31,0
8867,T21050Y,0,0,0,0
8868,T18334E,9,0,28,0
8869,T17656P,0,0,16,0
8870,T18895G,9,0,14,0
8871,T08816M,1,0,6,0
8872,T03093H,0,0,1,0
8873,T02397Q,24,0,34,0
8874,T10053S,8,0,19,0
8875,T00912F,1,0,1,0
8876,T10720E,11,0,30,0
8877,T09857Z,3,0,8,0
8878,T07207P,0,0,1,0
8879,T05159Q,1,0,4,0
8880,T06900Z,19,0,31,0
8881,T10139X,19,0,22,0
8882,RD0089K,0,0,2,0
8883,T11359L,6,0,7,0
8884,T18232Z,0,0,0,0
8885,T20996J,0,0,0,0
8886,T15902C,0,0,0,0
8887,T19944C,3,0,16,0
8888,T00029N,0,0,10,0
8889,T02895D,7,0,12,0
8890,T20202S,0,0,0,0
8891,T07502T,20,0,28,0
8892,T09553M,33,0,58,0
8893,T11729R,0,0,0,0
8894,T14495E,4,0,19,0
8895,T19556U,7,0,23,0
8896,T16532A,0,0,0,0
8897,T12755X,5,0,10,0
8898,T06328T,13,0,20,0
8899,T00573G,0,0,0,0
8900,T16589R,1,0,7,0
8901,T00073R,1,0,11,0
8902,T12397V,9,0,21,0
8903,T00800Y,0,0,0,0
8904,T17509F,1,0,2,0
8905,T02683T,20,0,30,0
8906,T10252X,7,0,11,0
8907,T21187O,22,0,26,0
8908,T10848T,0,0,0,0
8909,T05529W,0,0,0,0
8910,T00702X,10,0,16,0
8911,T01329A,1,0,2,0
8912,T10458J,1,0,15,0
8913,T20507G,15,0,28,0
8914,T19862B,45,0,50,0
8915,T12963D,11,0,16,0
8916,T03677Z,7,0,15,2
8917,T12412D,18,0,22,0
8918,T07997C,4,0,12,0
8919,T12771X,7,0,11,0
8920,T11014P,11,0,24,0
8921,T10927R,23,0,33,0
8922,T08245Z,20,0,30,0
8923,T18788E,3,0,9,0
8924,T00929O,0,0,0,0
8925,RD0041O,0,0,9,0
8926,T14862H,0,0,0,0
8927,T14315L,18,0,27,0
8928,T10999H,30,0,42,0
8929,T20156D,5,0,9,0
8930,T07773O,3,0,6,0
8931,T10977B,3,0,3,0
8932,T05879P,12,0,18,0
8933,T05042E,12,0,13,0
8934,T07143Q,13,0,29,0
8935,T18884D,0,0,0,0
8936,T21385S,11,0,22,0
8937,T03493T,0,0,0,0
8938,T09664S,0,0,18,0
8939,T11419G,0,0,6,0
8940,T18335F,9,0,23,0
8941,T08140R,0,0,4,0
8942,T00142N,1,0,8,0
8943,T19708S,31,0,68,0
8944,T08285H,18,0,31,0
8945,T05747E,9,0,17,0
8946,T05144J,15,0,26,0
8947,RD0006F,0,0,1,4
8948,T15567H,2,0,7,0
8949,T20033T,11,0,19,0
8950,T10907N,16,0,28,0
8951,T07800A,1,0,4,0
8952,T18913R,10,0,13,0
8953,T08708J,2,0,5,0
8954,T08216U,0,0,31,0
8955,T12382O,23,0,34,0
8956,T16381D,0,0,4,0
8957,T14324M,9,0,14,0
8958,P20380,0,0,8,0
8959,T06131I,1,0,5,0
8960,RD0121Q,3,0,6,0
8961,T13850Z,0,0,0,0
8962,T07260U,4,0,7,0
8963,T01144T,2,0,4,0
8964,T02946X,13,0,14,0
8965,T01711C,23,0,39,0
8966,T01589S,18,0,20,0
8967,T06161O,12,0,15,0
8968,T08517E,22,0,27,0
8969,T00346X,1,0,1,0
8970,T07396J,62,0,81,0
8971,T07080S,5,0,13,0
8972,T12050X,5,0,22,0
8973,T19336K,43,0,55,0
8974,T01724H,27,0,38,0
8975,T11435G,17,0,24,0
8976,T09611F,2,0,23,0
8977,T07537E,0,0,0,0
8978,T04224E,9,0,18,0
8979,VA0016P,0,0,15,0
8980,T07056S,10,0,16,0
8981,T04817X,35,0,46,0
8982,T01732H,18,0,24,0
8983,T07905I,1,0,3,0
8984,T13393V,9,0,17,0
8985,T03132X,3,0,6,0
8986,T07763M,11,0,13,0
8987,T05442Q,9,0,14,0
8988,T10981X,3,0,9,0
8989,T08450C,22,0,45,0
8990,T08761O,0,0,5,0
8991,T19552Q,4,0,45,0
8992,T08598V,0,0,1,0
8993,T11397R,0,0,0,0
8994,T05528V,0,0,1,0
8995,T07174X,7,0,14,0
8996,T17477O,6,0,13,0
8997,T14084P,6,0,12,0
8998,T18846X,1,0,2,0
8999,T12072D,4,0,16,0
9000,T06968T,0,0,0,0
9001,T19388W,19,0,42,0
9002,T11172C,5,0,23,0
9003,T03097L,1,0,4,0
9004,T04624Q,18,0,25,0
9005,T06090Q,21,0,29,0
9006,LRD0018,36,0,39,0
9007,T10504Y,3,0,10,9
9008,T05673D,2,2,3,4
9009,T14792K,4,0,15,0
9010,T10427C,7,0,14,0
9011,T14411K,2,0,10,0
9012,T09034U,0,0,0,0
9013,T02290G,21,0,24,0
9014,T04218G,2,0,6,0
9015,T00769Q,0,0,3,0
9016,T07254W,18,0,34,0
9017,T02462I,12,0,20,0
9018,T08644K,4,0,8,0
9019,T20980B,22,13,35,28
9020,T06755I,60,0,65,0
9021,T10808L,3,0,8,0
9022,T00084U,2,0,6,0
9023,T11124U,11,0,15,0
9024,T17926S,1,0,1,0
9025,T07777S,10,0,18,0
9026,T19663W,27,0,34,0
9027,T13824X,0,0,0,0
9028,T02514D,18,0,34,0
9029,T09792Z,11,0,14,0
9030,T04595C,1,0,5,0
9031,T08802G,17,0,25,0
9032,T15674J,6,0,9,0
9033,T10763P,0,0,0,0
9034,T12895I,0,0,0,0
9035,T13316I,9,0,10,0
9036,T03441H,3,0,8,0
9037,T13075K,13,0,35,0
9038,T16904I,0,0,0,0
9039,T15798U,0,0,3,0
9040,T04523M,0,0,4,0
9041,T19264L,7,0,22,0
9042,T06959S,17,0,25,0
9043,T01955U,18,0,24,0
9044,T13842Z,0,0,0,0
9045,T18769B,0,0,0,0
9046,T11164C,7,0,20,0
9047,T04470Q,7,0,13,0
9048,T05959O,6,0,13,0
9049,T02539M,21,0,31,0
9050,T03233B,2,0,12,0
9051,T17408B,0,0,0,0
9052,T09104R,22,0,39,0
9053,T13691C,13,0,23,0
9054,T21100R,14,0,31,0
9055,T03006S,4,0,11,0
9056,T03426I,2,0,5,0
9057,T10508C,26,0,29,0
9058,T16897A,12,0,14,0
9059,T12899M,34,0,36,0
9060,T07265Z,5,0,7,0
9061,T07718H,3,0,3,0
9062,T06350R,3,0,8,0
9063,T01197G,4,0,5,0
9064,T18150Y,15,0,24,0
9065,T19821S,5,0,15,0
9066,T17993D,0,0,0,0
9067,T00853L,0,0,1,0
9068,T07182X,12,0,23,0
9069,T05449X,9,0,12,0
9070,T07145S,4,0,6,0
9071,T14620R,16,0,27,0
9072,T17116S,1,0,5,0
9073,T07185A,38,0,57,0
9074,T18578W,11,0,18,0
9075,T08387M,7,0,13,0
9076,T01526D,5,0,6,0
9077,T01017N,2,0,8,0
9078,T07667N,1,0,9,0
9079,T04844A,19,0,26,0
9080,T12692Z,18,0,27,0
9081,T05913A,23,0,51,0
9082,T08304T,9,0,19,0
9083,T01369I,1,0,2,0
9084,T12510E,17,0,32,1
9085,T07250S,4,0,9,0
9086,T09568T,31,0,50,0
9087,T02711G,15,0,25,0
9088,T04784F,1,0,2,0
9089,T09247F,13,0,19,0
9090,T10963V,6,0,9,0
9091,T08821J,12,0,20,8
9092,T20851T,3,0,10,0
9093,T15573F,24,0,32,0
9094,T11128Y,0,0,0,0
9095,T01676Q,21,0,35,0
9096,T07849R,3,0,9,0
9097,T09047Z,0,0,0,0
9098,T19236H,32,0,41,0
9099,T17649Q,7,0,18,0
9100,T02345E,0,0,0,0
9101,T11588W,30,0,44,0
9102,T02467N,22,0,26,0
9103,T20724N,4,0,10,0
9104,T20893D,0,0,0,0
9105,T07631B,4,0,8,0
9106,T00654G,27,0,35,0
9107,T20768Z,0,0,0,0
9108,T13811S,3,0,6,0
9109,T13416L,0,6,0,16
9110,T16755N,0,0,0,0
9111,T03650O,13,0,24,0
9112,T01721E,22,0,35,21
9113,T06111E,2,0,6,0
9114,T10840L,0,0,0,0
9115,T09060W,4,0,7,0
9116,P70270,0,0,23,0
9117,T09400W,46,0,114,0
9118,T17112O,11,0,26,0
9119,T21563S,4,0,4,0
9120,T19452N,18,0,25,0
9121,T12921T,9,0,13,0
9122,T01580J,6,0,6,0
9123,T10179F,0,0,4,0
9124,T01030K,0,0,0,0
9125,T00436Y,3,0,3,0
9126,T10665O,4,0,11,0
9127,T02835R,4,0,5,0
9128,T09333C,17,0,24,0
9129,T02501Y,22,0,34,0
9130,T09185I,27,0,41,0
9131,T17400T,31,0,36,0
9132,T18452J,0,0,0,0
9133,T07919O,4,0,11,0
9134,T05570X,29,0,39,0
9135,T10092Z,14,0,21,0
9136,T11547N,0,0,0,0
9137,T03308D,14,0,29,0
9138,T05156N,4,0,8,0
9139,T07348B,11,0,17,0
9140,T13175N,19,7,38,9
9141,T08060S,12,0,16,0
9142,T19030V,0,0,0,0
9143,T15008H,11,0,15,0
9144,T18081C,4,0,22,2
9145,T21359Q,20,0,33,0
9146,T16129T,10,0,19,0
9147,T09885D,39,0,45,0
9148,T05093P,10,0,20,0
9149,T18351F,3,0,7,0
9150,T18367N,2,0,3,0
9151,T00646G,0,0,0,0
9152,T05752B,0,0,29,0
9153,T03136B,0,0,0,0
9154,T05369Y,41,0,49,0
9155,T08399Q,23,0,37,0
9156,T08763Q,31,0,48,0
9157,T10833M,5,0,6,0
9158,T18652P,9,0,13,0
9159,T04611L,25,0,36,0
9160,T00582H,0,0,0,0
9161,T03109Y,2,0,2,0
9162,T10026P,4,0,10,0
9163,T20010M,4,0,10,0
9164,T13626T,9,2,13,6
9165,T06175U,17,0,31,0
9166,T13335L,37,0,47,0
9167,T08791U,1,0,12,0
9168,T03185K,0,0,0,0
9169,T00031H,1,0,1,0
9170,T09296O,7,0,15,0
9171,T14196W,22,0,39,1
9172,T08208U,6,0,14,0
9173,T16055S,2,0,5,0
9174,T05961I,9,0,24,1
9175,T06055N,30,0,57,0
9176,T03592V,10,0,17,0
9177,T12361J,2,0,4,0
9178,T11191F,12,0,22,0
9179,T11853U,0,0,0,0
9180,T01812G,10,0,13,0
9181,T09403Z,14,0,16,0
9182,T09564P,36,0,55,0
9183,T17629M,16,0,30,0
9184,T02971Y,6,0,11,0
9185,T10368I,34,0,45,0
9186,T09748V,14,0,26,0
9187,T13349R,31,0,38,0
9188,T21069J,19,1,30,12
9189,T19095M,5,0,6,0
9190,T10187F,16,0,26,0
9191,T19467U,26,0,32,0
9192,T09678Y,0,0,19,0
9193,T07528D,2,0,12,0
9194,T08872U,1,0,4,0
9195,T21221Z,5,0,19,0
9196,T03098M,0,0,0,0
9197,T18826T,13,0,22,0
9198,T19109B,1,0,8,0
9199,T18077G,2,0,5,0
9200,T06692K,7,0,14,0
9201,T15800X,34,6,39,28
9202,T00425V,7,0,11,0
9203,T02674S,0,0,0,0
9204,T16246X,7,0,17,2
9205,T19735V,30,0,40,7
9206,T07477J,3,0,11,0
9207,T21098O,2,0,5,0
9208,T11378O,4,0,8,0
9209,T15454Z,2,0,5,0
9210,T07487L,16,0,25,0
9211,T18822P,0,0,0,0
9212,T02556N,19,0,28,0
9213,T20176H,11,0,32,0
9214,T02052U,21,0,37,0
9215,T00011D,5,0,7,0
9216,T21518N,1,0,4,0
9217,NS0010J,0,0,0,0
9218,T15493G,10,0,22,0
9219,RL0053A,0,0,0,0
9220,T13955H,3,0,8,0
9221,T01347C,10,0,19,0
9222,T03372L,0,0,2,0
9223,T08192D,0,0,3,0
9224,T04891H,1,0,2,0
9225,T06715A,9,0,15,0
9226,T12738W,8,0,16,0
9227,T08295J,7,0,8,0
9228,T05003X,3,0,6,0
9229,T03933W,0,0,0,0
9230,T10045S,35,0,52,0
9231,T03125Y,5,0,7,0
9232,T13267Q,6,0,13,0
9233,T19811Q,1,0,17,0
9234,T10527F,1,0,8,0
9235,T19865E,0,0,0,0
9236,T19352K,5,0,8,0
9237,T09086G,10,0,19,0
9238,LRD0039,0,0,2,0
9239,T18839Y,3,0,6,0
9240,T06936L,10,0,14,0
9241,T10040N,0,0,1,0
9242,T10898D,8,0,22,0
9243,T06647F,4,0,13,0
9244,T07512V,40,0,44,0
9245,T11956A,0,0,11,0
9246,T09948B,22,0,33,0
9247,T15419W,1,0,8,0
9248,T20889H,0,0,0,0
9249,T14223I,5,0,6,0
9250,T03641N,11,0,36,0
9251,T11442F,29,0,34,0
9252,T10980W,0,0,1,0
9253,T04451N,4,0,4,0
9254,T09819T,12,0,23,0
9255,T01502V,2,0,3,0
9256,T15514U,0,0,0,0
9257,T18212V,0,0,2,32
9258,T16074V,0,0,1,0
9259,T13779J,0,0,0,0
9260,T20775Y,31,0,71,0
9261,T19976K,6,0,13,12
9262,T18854X,28,0,44,0
9263,T17534G,12,0,16,0
9264,T12587Z,2,0,4,0
9265,T03047B,20,0,28,0
9266,T17935T,0,0,3,0
9267,T07061P,0,0,8,0
9268,T19341H,21,0,60,0
9269,T20797E,18,0,21,0
9270,T04795I,5,0,8,0
9271,T18176I,1,0,2,0
9272,T18393P,9,0,16,0
9273,P20640,1,0,42,0
9274,T07818K,6,0,9,0
9275,T02340Z,5,0,5,0
9276,T08655N,22,0,25,0
9277,T01853P,21,0,31,0
9278,T08169E,0,0,0,0
9279,T13188S,52,0,63,0
9280,T01350X,5,0,13,0
9281,T07932L,9,0,14,0
9282,T03183I,0,0,11,0
9283,T15234P,4,0,7,0
9284,T03435J,0,0,0,0
9285,T10451C,15,0,19,0
9286,T04296U,23,0,52,0
9287,T16431W,0,0,8,0
9288,T04861B,1,0,4,0
9289,T21468U,1,0,8,0
9290,T11136Y,0,0,1,0
9291,T06051J,16,0,30,0
9292,T01263Z,2,0,2,0
9293,T17833O,0,0,23,0
9294,T05035F,12,0,15,0
9295,T09904P,7,0,11,0
9296,T14131F,16,0,31,2
9297,T00024I,0,0,0,0
9298,T16354A,4,0,10,0
9299,T19021U,47,0,74,0
9300,T03459R,11,0,18,0
9301,T07446C,8,0,15,0
9302,T14776K,0,0,8,0
9303,T20542J,57,0,70,0
9304,T18776A,16,0,26,0
9305,T03803N,23,0,36,0
9306,T19474T,36,0,47,0
9307,T00653F,12,0,21,0
9308,T16171V,3,0,3,0
9309,T04763A,7,0,12,0
9310,T09835T,15,0,27,0
9311,T09304X,24,0,33,0
9312,T03514H,9,0,13,0
9313,T02107S,21,0,32,0
9314,T17888D,2,0,16,0
9315,T19653U,0,0,9,0
9316,T09124V,29,0,49,0
9317,P81771,2,0,11,0
9318,T12385R,27,0,39,0
9319,T14277W,9,0,23,0
9320,T12362K,1,0,8,0
9321,T11955Z,7,0,16,0
9322,T20759Y,1,0,3,0
9323,T09054Y,0,0,4,0
9324,T10319Z,4,0,16,0
9325,T03614K,10,0,22,1
9326,T05382V,18,0,26,0
9327,LRD0032,29,0,31,0
9328,T12984I,0,0,0,0
9329,T05057L,4,0,8,0
9330,T08999I,4,0,9,0
9331,T12002P,23,0,45,0
9332,T17863U,0,0,0,0
9333,T21500D,1,0,10,0
9334,T09245D,15,0,27,0
9335,T20713K,13,0,23,0
9336,T09209Z,18,0,23,0
9337,T15619C,0,0,2,0
9338,T10957X,1,0,4,0
9339,T10788Y,11,0,15,0
9340,T02960V,13,0,18,0
9341,T11667U,0,0,0,0
9342,T01418A,8,0,12,0
9343,T16382E,0,0,15,0
9344,T10946U,16,0,28,0
9345,T06276Y,29,0,42,0
9346,T11060V,10,0,14,0
9347,T02769Y,7,0,11,0
9348,T10596S,11,0,19,0
9349,T15536A,6,0,14,0
9350,T19719V,0,0,0,0
9351,T10374G,8,1,11,1
9352,T14270P,19,0,27,0
9353,T20108V,15,0,21,0
9354,T11785Z,4,0,9,0
9355,T20300T,23,0,26,0
9356,T15300I,22,0,31,0
9357,T19122Y,18,0,30,0
9358,T01700Z,15,0,27,0
9359,T06814C,8,0,16,0
9360,T19879K,16,0,21,0
9361,T10287I,20,0,32,0
9362,T09053X,0,0,8,0
9363,T04340H,10,0,21,0
9364,T04534P,7,0,18,0
9365,T13341J,8,0,27,0
9366,T21486W,4,0,12,0
9367,T14767J,0,0,2,0
9368,T13663Y,10,0,14,0
9369,T17835Q,10,0,18,0
9370,T17491M,30,0,36,0
9371,T05707W,21,0,28,0
9372,T16113L,14,0,21,0
9373,T07293D,8,0,14,0
9374,T07533A,0,0,0,0
9375,T11678X,0,0,0,0
9376,T19545R,17,0,22,1
9377,T03586X,28,0,40,0
9378,T04441L,1,0,6,0
9379,T04585A,6,0,8,0
9380,T18098L,3,0,8,0
9381,T08926R,1,0,3,0
9382,T05560V,0,0,0,0
9383,T21232C,3,0,5,0
9384,T11989J,16,0,28,0
9385,T07968X,13,0,18,0
9386,T03338J,2,0,7,0
9387,T20799G,29,0,33,0
9388,T19073G,8,0,15,0
9389,T02119W,19,0,27,0
9390,T00305O,3,0,4,0
9391,T03665V,10,0,12,0
9392,T06340P,35,0,45,0
9393,T21160D,6,0,17,0
9394,T08596T,2,0,5,0
9395,T18791Z,30,0,35,0
9396,T14739F,13,0,22,0
9397,T02060U,0,0,68,0
9398,T00317S,2,0,4,0
9399,T01216S,7,0,9,0
9400,T09154B,26,0,40,0
9401,T18117X,4,0,12,0
9402,T01950P,12,0,30,0
9403,T09962Z,11,0,34,0
9404,T17718M,5,0,14,0
9405,T02898G,5,0,8,0
9406,T07424W,17,0,21,0
9407,T16791R,0,0,0,0
9408,T18087I,9,0,19,0
9409,T05641V,0,0,0,0
9410,LRD0020,9,0,21,0
9411,T20662Q,0,0,0,0
9412,T03290K,14,0,18,0
9413,T18054Z,26,0,32,0
9414,T12885G,0,0,0,0
9415,T17125T,0,0,0,0
9416,T05793K,12,0,27,0
9417,T04231D,5,0,17,0
9418,T00781M,0,0,0,0
9419,T04677D,2,0,8,0
9420,T12082F,0,0,6,0
9421,T21482S,1,0,5,0
9422,T09612G,3,0,44,0
9423,T11037W,18,0,29,0
9424,T09584T,31,0,44,19
9425,T20749W,28,0,57,0
9426,T10551F,5,0,9,0
9427,T20856Y,21,0,23,0
9428,NS0024X,0,0,0,1
9429,T05282S,0,0,0,0
9430,T17877A,6,0,16,0
9431,T10277G,2,0,10,0
9432,T19430H,8,0,23,0
9433,T09854W,1,0,9,0
9434,T10191B,6,0,31,0
9435,T09531G,23,0,44,0
9436,T01476K,0,0,0,0
9437,T11169H,7,0,26,0
9438,T08842O,10,0,23,0
9439,T21442K,8,0,14,0
9440,RL0045S,0,0,0,0
9441,T08697X,5,0,9,0
9442,T04207D,2,0,8,0
9443,T12139F,14,0,29,0
9444,T15743F,0,0,1,0
9445,T10390G,7,0,11,0
9446,T18013Q,24,0,34,0
9447,T08533E,7,0,11,0
9448,T15834H,0,0,0,0
9449,T20569U,1,0,2,0
9450,T04628U,21,0,28,0
9451,T08755Q,13,0,21,0
9452,T16661I,6,0,13,0
9453,T15066R,10,0,10,0
9454,T00616A,4,0,8,0
9455,T16812F,0,0,0,0
9456,T13783F,0,0,0,0
9457,T15923H,9,0,15,0
9458,T11643M,0,0,0,0
9459,T06040G,18,0,29,0
9460,T09206W,8,0,9,0
9461,T02043T,31,0,47,0
9462,T12099O,21,0,37,0
9463,T04329M,0,0,0,0
9464,T07252U,3,0,10,0
9465,T07992X,4,0,5,0
9466,T01824K,19,0,27,0
9467,T05564Z,5,0,12,0
9468,T20735Q,73,0,86,0
9469,T04669D,28,0,40,0
9470,T04807V,1,0,2,0
9471,T02000I,0,0,0,0
9472,T18785B,1,0,6,0
9473,T18799H,10,0,21,0
9474,T05317M,0,0,3,0
9475,T21241D,4,0,12,0
9476,T11404Z,1,0,2,0
9477,T06011B,27,0,37,0
9478,T09812M,2,0,4,0
9479,T08739Q,3,0,7,0
9480,T06651B,8,0,12,0
9481,T03502D,4,0,9,0
9482,T06545A,0,0,0,0
9483,T10857U,15,0,17,0
9484,T07728J,1,0,1,0
9485,T04431J,10,0,11,0
9486,T20322Z,1,0,5,0
9487,T08431Z,23,0,35,0
9488,T04800O,1,0,1,0
9489,T09239F,3,0,10,0
9490,T02136X,4,0,8,0
9491,P20370,2,0,9,0
9492,T09071Z,2,0,6,0
9493,T05058M,9,0,12,0
9494,T17018R,8,0,12,0
9495,T12044Z,11,0,21,0
9496,T08440A,2,5,5,32
9497,T10600X,18,0,35,0
9498,T02908R,1,0,10,0
9499,RD0046T,0,0,11,0
9500,T13399B,0,0,0,0
9501,T08242W,19,0,30,0
9502,T16685Q,10,0,18,0
9503,T07332T,7,0,14,0
9504,T08991A,15,0,28,0
9505,T07496M,27,0,38,0
9506,T17710E,11,0,26,0
9507,T18183H,20,0,34,0
9508,T09797E,0,0,3,0
9509,T12008V,9,0,25,0
9510,T14868N,13,0,19,0
9511,T00079X,3,0,9,0
9512,T21391Q,1,0,4,0
9513,T07867T,0,0,0,0
9514,T20959E,1,0,5,0
9515,T18897I,1,0,4,0
9516,T09254E,10,0,14,0
9517,T15838L,13,0,24,0
9518,T08188H,0,0,1,0
9519,T03083F,4,0,11,0
9520,LRD0021,13,0,28,0
9521,T00858Q,3,0,6,0
9522,P72020,6,0,15,0
9523,T15542Y,0,0,0,0
9524,T01147W,2,0,6,0
9525,T20706L,2,0,4,0
9526,T00777Q,0,0,0,0
9527,T15952M,0,0,16,0
9528,T21428M,17,0,36,0
9529,T07168Z,1,0,2,0
9530,T04960D,12,0,13,0
9531,T02114R,21,0,29,0
9532,T02551I,20,0,30,0
9533,T03057D,17,0,35,0
9534,T11604F,8,0,16,0
9535,T04722R,11,0,17,0
9536,T01632E,4,0,6,0
9537,T17860R,0,0,0,0
9538,T11546M,0,0,1,0
9539,T15046N,11,0,26,0
9540,T18948C,16,0,27,0
9541,T03343G,21,0,30,0
9542,T14230H,31,2,43,19
9543,T01997E,24,0,36,0
9544,T06714Z,10,0,17,0
9545,T19434L,17,0,41,0
9546,T07901E,3,0,9,0
9547,T11855W,0,0,0,0
9548,T05174P,0,0,0,0
9549,T17626J,14,0,24,0
9550,T04672Y,2,0,4,0
9551,T20689B,0,0,0,0
9552,T04319K,20,0,28,0
9553,T21291N,15,0,22,0
9554,T03643P,33,0,48,5
9555,T08977C,8,0,15,0
9556,T06260Q,4,0,13,0
9557,T08050Q,7,0,11,0
9558,T00060M,4,0,10,0
9559,T14426R,22,0,42,0
9560,RL0024X,0,0,0,0
9561,T16341V,16,0,28,0
9562,RL0010J,16,0,29,0
9563,T14080L,0,0,0,0
9564,T11049A,1,0,8,0
9565,T17940Q,4,0,8,0
9566,T19348O,11,0,32,0
9567,T21388V,0,0,0,0
9568,T07347A,14,0,20,0
9569,T19629U,14,0,33,0
9570,T14884N,8,0,10,0
9571,T04919C,17,0,24,0
9572,T08904L,15,0,20,0
9573,T06312L,12,0,21,0
9574,T02283H,20,0,37,0
9575,T12155F,9,0,22,0
9576,T10294H,15,0,29,0
9577,T19622N,15,0,17,0
9578,T12394S,8,0,47,0
9579,T02990B,3,0,5,0
9580,T02241X,20,0,32,0
9581,T21182J,3,0,4,0
9582,T17590O,3,0,9,0
9583,T08011J,14,0,22,0
9584,T16528E,11,0,18,0
9585,T07700X,2,0,10,0
9586,T21292O,48,0,63,30
9587,T14691G,10,0,22,0
9588,T01349E,7,0,17,0
9589,T21499B,0,0,6,0
