fid,TRAM,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m
2895,T02320V,26,0,53,0
2896,T05783I,8,0,14,0
2897,T00010C,6,0,12,0
2898,T06239T,0,0,6,0
2899,T00161Q,0,0,0,0
2900,T00785Q,1,0,1,0
2901,T02075B,22,0,31,0
2902,T05573A,27,0,37,0
2903,T01189G,2,0,13,0
2904,T01908N,15,0,23,0
2905,T04890G,8,0,15,0
2906,T05741Y,16,0,34,0
2907,T03815R,50,0,65,0
2908,T11790W,0,0,0,0
2909,T16552E,9,0,18,0
2910,T02707K,10,0,14,0
2911,T12197P,16,0,22,0
2912,T01971U,14,0,22,0
2913,T10762O,0,0,0,0
2914,T02256E,19,0,30,0
2915,T09728R,1,0,10,0
2916,T19667A,11,0,17,0
2917,T12365N,1,0,3,0
2918,T07109O,5,0,12,0
2919,T15504S,0,0,0,0
2920,RD0038L,0,0,19,0
2921,T21524L,8,0,17,0
2922,T10524C,13,0,23,0
2923,T09824Q,0,0,2,0
2924,T10542E,1,0,3,0
2925,T02239D,18,0,27,0
2926,T08088E,1,0,11,0
2927,T19036B,7,0,22,0
2928,T02138Z,3,0,6,0
2929,T12290L,5,0,14,0
2930,T13030X,13,0,25,3
2931,T01912J,21,1,32,1
2932,T15467E,9,0,13,0
2933,T02111O,16,0,43,0
2934,T09852U,0,0,2,0
2935,T16421U,17,0,26,0
2936,T01541C,0,0,0,0
2937,T16688T,4,0,14,0
2938,T10919R,0,0,3,0
2939,T09068E,14,0,18,0
2940,T11518I,0,0,0,0
2941,T01597S,3,0,10,0
2942,T18017U,38,0,56,0
2943,T17749T,2,0,4,0
2944,T12531J,2,0,8,0
2945,T11475O,0,0,0,0
2946,T04586B,9,0,10,0
2947,T06019J,21,0,32,0
2948,T11674T,0,0,1,0
2949,T00233P,3,0,4,0
2950,T07154T,45,0,86,0
2951,T15712Y,0,0,0,0
2952,T20916T,17,0,28,0
2953,T16865S,5,0,9,0
2954,T12052Z,15,0,34,0
2955,T05290S,1,0,2,0
2956,T02236A,20,0,30,0
2957,T05090M,5,0,12,0
2958,T05021Z,4,0,5,0
2959,T06383A,2,0,9,0
2960,T05357U,14,0,20,0
2961,T03141Y,3,0,9,0
2962,T20091D,25,0,33,0
2963,T07289H,18,0,31,0
2964,T04737Y,0,0,3,0
2965,T12020R,4,0,5,0
2966,T08654M,17,0,23,0
2967,T10541D,0,0,4,0
2968,T03715O,21,0,27,0
2969,T01501U,0,0,0,0
2970,T13611M,6,0,9,0
2971,T15054N,6,0,12,0
2972,T19982I,12,0,17,0
2973,T06196Z,0,0,0,0
2974,T01025N,1,0,6,0
2975,T12960A,0,0,0,0
2976,T05208I,8,0,16,0
2977,T16646J,34,0,40,0
2978,RL0004D,0,1,1,33
2979,T19027A,1,0,8,0
2980,T15805C,9,0,15,0
2981,T02896E,4,0,4,0
2982,T06123I,8,0,17,0
2983,T21554R,0,0,1,0
2984,T18388S,0,0,2,0
2985,T11410X,8,0,15,0
2986,T08231T,12,0,19,0
2987,T13976M,14,0,17,0
2988,T04190L,30,0,41,0
2989,T12954C,20,0,26,0
2990,T16478L,27,0,38,0
2991,T18386Q,0,0,0,0
2992,T04730R,5,0,10,0
2993,T07340T,16,0,37,0
2994,T17728O,19,0,34,28
2995,T11515F,1,0,3,0
2996,T20610E,1,0,8,0
2997,T15326S,6,0,12,0
2998,T09339I,4,0,16,0
2999,T07826K,23,0,33,0
3000,T16173X,24,0,37,0
3001,T20732N,0,0,5,0
3002,T20714L,6,0,15,0
3003,T02922P,2,0,7,0
3004,T19364O,9,0,17,0
3005,T09752R,13,0,30,0
3006,T10299M,21,0,33,0
3007,T12206Z,4,0,10,0
3008,T18180E,9,0,16,0
3009,T01683P,25,0,40,0
3010,T03724P,15,0,22,1
3011,T01879Z,8,0,26,0
3012,T01308V,2,0,5,0
3013,T09545M,38,0,75,0
3014,T19320C,13,0,21,0
3015,T03088K,7,0,20,0
3016,T16353Z,58,0,76,0
3017,T17922O,0,0,3,0
3018,T05401H,20,0,25,0
3019,T06808E,11,0,18,0
3020,T01856S,23,0,40,0
3021,T05847H,2,0,10,0
3022,T18977H,0,0,0,0
3023,T07419Z,5,0,9,0
3024,P13080,0,0,0,0
3025,T16794U,0,0,0,0
3026,T12196O,25,0,36,0
3027,T08928T,7,0,17,0
3028,RD0094P,20,0,60,0
3029,T02181C,32,0,41,0
3030,T11412Z,13,0,16,0
3031,T14987T,0,0,0,0
3032,T04556V,4,0,17,0
3033,T18841S,13,0,17,0
3034,T21311A,2,0,7,0
3035,T16955T,12,0,18,0
3036,T16200J,1,0,6,0
3037,T17482L,2,0,3,0
3038,T15073Q,35,0,44,0
3039,T11784Y,3,0,5,0
3040,T21447P,11,0,14,0
3041,T06155Q,1,0,7,0
3042,T19636T,10,0,19,0
3043,T17707J,0,0,0,0
3044,T09730L,6,0,12,0
3045,T07934N,7,0,16,0
3046,T17518G,6,0,17,10
3047,T10475K,20,0,31,0
3048,T08157A,3,0,12,0
3049,T04335K,17,0,23,0
3050,T03258K,4,0,11,0
3051,T19706Q,22,0,25,0
3052,T02372H,20,0,37,0
3053,T20616K,5,0,14,0
3054,T00868S,1,0,5,0
3055,T19910S,9,0,17,0
3056,T19546S,10,0,19,0
3057,T03921S,5,0,6,0
3058,T02389Q,37,0,52,0
3059,T18368O,1,0,2,0
3060,T13162I,75,0,85,14
3061,T20683V,0,0,0,0
3062,T04824W,5,0,12,0
3063,T19918A,0,0,0,0
3064,T20940T,10,0,11,0
3065,T08018Q,11,0,16,0
3066,T09974D,20,0,27,0
3067,T10081W,2,0,6,0
3068,T08379M,1,0,4,0
3069,T07075V,5,0,13,0
3070,T12779F,16,0,24,0
3071,T06562B,11,0,17,0
3072,T02364H,17,0,29,0
3073,T11374K,3,0,11,0
3074,T01993A,19,0,29,0
3075,T20303W,0,0,1,0
3076,T20172D,3,0,5,0
3077,T05814Y,5,0,11,0
3078,T02331Y,32,0,46,0
3079,T02358J,17,0,29,0
3080,T03664U,9,0,13,0
3081,T09489V,11,0,15,0
3082,T14207I,0,0,2,0
3083,T00490E,9,0,14,0
3084,T18316C,20,0,33,0
3085,T19161F,1,0,11,0
3086,T08704F,29,0,31,0
3087,T02061V,8,0,59,0
3088,T05084O,3,0,6,0
3089,T02008Q,15,0,37,0
3090,T08177E,4,0,6,0
3091,T18506G,5,0,12,0
3092,T20808Q,1,0,16,0
3093,T10258D,10,0,19,0
3094,T08731I,0,0,0,0
3095,T03636Q,3,2,13,2
3096,T07097B,12,0,17,0
3097,T16896Z,22,0,22,0
3098,T20718P,0,0,0,0
3099,T08138X,0,0,1,0
3100,T14851E,0,0,33,0
3101,T06253R,7,0,16,0
3102,T14681E,32,0,53,0
3103,T17697Y,2,0,6,0
3104,T07198F,2,0,8,0
3105,T08633H,4,0,9,0
3106,T08715I,0,0,1,0
3107,T05640U,0,0,2,0
3108,LRD0025,23,0,33,0
3109,P20440,0,0,4,0
3110,T21253H,0,0,0,0
3111,T06963O,0,0,0,0
3112,T21537Q,5,0,6,0
3113,T01121M,1,0,4,0
3114,T07053P,19,0,31,0
3115,T19463Q,3,0,5,0
3116,T21260G,2,0,24,0
3117,T04230C,19,0,29,0
3118,T08414Y,5,0,9,0
3119,T18939B,8,0,18,0
3120,T01990X,24,0,46,0
3121,T11922Q,0,0,8,0
3122,T09940T,16,0,27,0
3123,T19192M,0,0,0,0
3124,T20711I,5,0,16,0
3125,T00445Z,0,0,0,0
3126,T05764F,19,0,30,0
3127,T18786C,9,0,24,0
3128,T18580Q,12,0,23,0
3129,T06384B,20,0,29,0
3130,T00182V,17,0,22,0
3131,T00491F,2,0,4,0
3132,T15744G,8,0,8,0
3133,T10751L,11,0,15,0
3134,T19102U,2,0,4,0
3135,T02100L,22,0,30,0
3136,T10474J,14,0,24,0
3137,T02268I,24,0,43,0
3138,T13657A,0,0,0,0
3139,T21287R,18,0,27,0
3140,T07996B,10,0,13,0
3141,T16732G,0,0,0,0
3142,T02900J,1,0,2,0
3143,T03279P,12,0,25,0
3144,T11640J,0,0,0,0
3145,T18806P,0,0,0,0
3146,T11834R,0,0,0,0
3147,T06459D,0,0,0,0
3148,T14861G,1,0,4,0
3149,T05696K,14,0,29,0
3150,T18278N,2,0,3,0
3151,T10285G,10,0,16,0
3152,T12349N,18,0,25,0
3153,T03143A,7,0,14,0
3154,T15616Z,0,0,0,0
3155,T02559Q,19,0,29,0
3156,T00593K,1,0,3,0
3157,T10209U,16,0,36,0
3158,T16601W,0,0,2,0
3159,T04629V,8,0,17,0
3160,T16398M,1,0,7,0
3161,T09416E,9,0,12,0
3162,T03368P,6,0,9,0
3163,T16539H,0,0,0,0
3164,T20829V,29,0,38,0
3165,T14618X,5,0,11,0
3166,T20480M,19,0,32,0
3167,T18094H,0,0,18,0
3168,T11824P,0,0,0,0
3169,T02206U,34,0,49,0
3170,T06041H,13,0,19,0
3171,T18317D,14,0,18,0
3172,T04195Q,9,0,15,0
3173,T10661K,3,0,7,0
3174,T07110H,12,0,16,0
3175,T18831Q,0,0,2,0
3176,T16193B,12,0,12,0
3177,T14967P,17,0,17,0
3178,T11064Z,18,0,32,0
3179,T12129D,19,0,36,0
3180,T21446O,9,0,13,0
3181,T17931P,1,0,1,0
3182,T13270L,9,0,21,0
3183,T01578P,1,0,2,0
3184,T21240C,1,0,3,0
3185,T04459V,16,0,17,0
3186,T03503E,2,0,5,0
3187,T06010A,13,0,21,0
3188,T19926A,9,0,16,0
3189,T13401E,20,0,43,0
3190,T10743L,8,0,17,0
3191,T16294F,0,0,0,0
3192,T08886A,8,0,19,0
3193,T11263E,0,0,0,0
3194,T00551A,0,0,0,0
3195,T08328B,49,0,63,0
3196,T04430I,23,0,32,0
3197,T09497V,30,0,65,0
3198,T00345W,9,0,11,0
3199,T05856I,10,0,17,0
3200,T04923Y,5,0,14,0
3201,T01577O,0,0,0,0
3202,T18238F,6,0,9,0
3203,T02948Z,13,0,22,0
3204,T05027F,2,0,6,0
3205,T05059N,4,0,9,1
3206,RL0008H,0,1,0,16
3207,T08712F,2,0,6,0
3208,T19432J,25,0,37,0
3209,T09038Y,4,0,8,0
3210,T18744S,2,0,3,0
3211,T08777W,19,0,25,0
3212,T16784S,0,0,0,0
3213,T08214S,12,0,22,0
3214,T09273H,7,0,16,0
3215,T20944X,5,0,9,1
3216,T08284G,18,0,29,0
3217,T03445L,5,0,9,0
3218,T15866P,19,0,23,0
3219,T12046B,11,0,19,0
3220,T09949C,22,0,35,0
3221,T21215B,0,0,1,0
3222,T05150H,4,0,12,0
3223,T17341Z,3,0,7,0
3224,T00183W,3,0,14,0
3225,T08599W,4,0,4,0
3226,T19555T,24,0,25,0
3227,T04782D,0,0,0,0
3228,T05745C,14,0,25,0
3229,T02997I,8,0,14,0
3230,T21547S,28,0,35,0
3231,T15711X,0,0,0,0
3232,T12261G,1,0,2,0
3233,LRD0003,40,0,46,0
3234,T16788W,0,0,0,0
3235,T20418G,0,0,1,0
3236,T08308X,12,0,17,0
3237,T12313B,1,0,3,0
3238,T17511Z,5,0,10,0
3239,T03091F,0,0,0,0
3240,T06863L,5,0,15,0
3241,T00935M,0,0,2,0
3242,T05488E,1,0,1,0
3243,T14192S,32,0,37,0
3244,T00591I,2,0,7,0
3245,T07550B,0,0,0,0
3246,T20254E,0,0,9,0
3247,T09804M,5,0,15,0
3248,T03054A,6,0,11,0
3249,T17182C,4,0,11,0
3250,T18710I,3,0,9,0
3251,T16952Q,16,0,16,0
3252,T07776R,1,0,5,0
3253,T21395U,2,0,4,0
3254,T12645S,14,0,17,0
3255,T20493R,6,0,10,0
3256,T21489Z,2,0,7,0
3257,T02367K,0,0,32,0
3258,T17938W,2,0,7,0
3259,T10590M,15,0,24,0
3260,T11671Q,0,0,0,0
3261,T11210R,2,0,3,0
3262,T07953Q,15,0,25,0
3263,T09434G,23,0,36,0
3264,T03581S,1,0,11,0
3265,T07648K,18,0,44,0
3266,RD0066N,0,0,0,0
3267,T10411U,5,0,13,0
3268,T10658P,6,4,6,5
3269,T03230Y,18,0,28,0
3270,T17409C,0,0,0,0
3271,T19145F,14,0,19,0
3272,T13683C,4,0,12,0
3273,T00276A,6,0,16,0
3274,T00460Y,0,0,0,0
3275,T11637O,0,0,0,1
3276,T18294N,10,0,23,0
3277,T09223X,0,0,1,0
3278,T02481L,49,0,73,0
3279,T19404F,24,0,43,0
3280,T15292Z,18,0,29,0
3281,T16657M,0,0,0,0
3282,T13473U,1,0,4,0
3283,T08532D,8,0,14,0
3284,T15580E,31,0,65,0
3285,T05513O,0,0,0,0
3286,T18106U,11,0,37,0
3287,T10513Z,18,0,33,0
3288,T08003J,12,0,20,0
3289,T08191C,2,0,14,0
3290,T12154E,6,0,16,0
3291,T03596Z,0,0,0,0
3292,T01157Y,0,0,0,0
3293,T08370D,17,0,25,0
3294,T18336G,14,0,24,0
3295,T02967C,9,0,14,0
3296,T11770S,0,0,0,0
3297,T13639Y,24,0,33,0
3298,T10039U,6,0,15,0
3299,T14220F,0,0,2,0
3300,T01769U,18,0,29,0
3301,T20675V,0,0,0,0
3302,T13717V,24,0,35,0
3303,T04112X,0,0,0,0
3304,T19157J,1,0,4,0
3305,T11786A,2,0,5,0
3306,T06669L,1,0,1,0
3307,RL0049W,0,0,0,0
3308,T18728S,0,0,0,0
3309,T05987S,13,0,20,0
3310,T11760Q,1,0,2,0
3311,T18503D,23,0,28,0
3312,T20796D,10,0,16,0
3313,T17724K,19,0,38,0
3314,T05524R,9,0,14,0
3315,T06690I,7,0,15,0
3316,T02103O,17,0,22,0
3317,T00716D,23,0,31,0
3318,T02165C,13,0,31,0
3319,T19802P,0,0,0,0
3320,T16476J,5,0,16,0
3321,T18734Q,1,0,2,0
3322,T21512H,17,0,26,0
3323,T07031J,7,0,9,0
3324,T18829W,19,0,29,0
3325,T01793U,24,0,39,0
3326,T16266B,1,0,8,0
3327,T20076E,3,0,13,0
3328,T13879M,3,0,7,0
3329,T19382Q,6,0,14,0
3330,RL0017Q,0,0,0,0
3331,T11132U,0,0,4,0
3332,T09402Y,14,0,22,0
3333,T16122M,7,0,11,0
3334,T20070Y,9,0,24,0
3335,T06944L,33,0,53,0
3336,T04810Q,3,0,14,0
3337,T05775I,7,0,15,0
3338,T12391P,8,0,66,0
3339,T20022Q,9,0,17,0
3340,T12704M,7,0,17,0
3341,T09600C,0,0,2,0
3342,T20479T,9,0,27,0
3343,T06576H,8,0,17,0
3344,T21301Y,11,0,11,0
3345,T03537O,21,0,32,0
3346,T21392R,6,0,8,0
3347,T01742J,18,0,25,0
3348,T03370J,0,0,0,0
3349,T18555P,3,0,8,0
3350,P70341,0,0,13,0
3351,T09688A,11,0,24,0
3352,T02149C,7,0,16,0
3353,T12468T,6,0,19,0
3354,T16598S,5,0,13,0
3355,T18237E,0,0,0,0
3356,T10073W,10,0,27,0
3357,T18962A,8,0,11,0
3358,T08703E,0,0,0,0
3359,T20085F,7,0,11,0
3360,T01324V,0,0,0,0
3361,T03550L,3,0,9,0
3362,T04143E,0,0,0,0
3363,T04146H,0,0,0,0
3364,T09042U,10,0,20,0
3365,T05554X,2,0,9,0
3366,T02238C,1,0,5,0
3367,T10854R,1,0,5,0
3368,T07702Z,1,0,3,0
3369,T00500P,0,0,0,0
3370,T14395B,113,0,115,0
3371,T03717Q,1,0,5,0
3372,RD0130Z,0,0,2,0
3373,T12583V,5,0,12,0
3374,T14403K,40,0,66,0
3375,T16377H,0,0,1,0
3376,T03835V,30,0,33,0
3377,T17905N,5,0,7,0
3378,T18454L,0,0,0,0
3379,T03159I,5,0,8,0
3380,T17004L,10,0,11,0
3381,T09979I,20,0,28,0
3382,T18469S,2,0,66,0
3383,T19159L,18,0,35,0
3384,T19872D,1,0,13,0
3385,T03235D,6,0,9,0
3386,T06875P,18,0,30,0
3387,T12549T,8,0,14,0
3388,T05805X,22,0,29,0
3389,T14132G,13,0,27,1
3390,T08367I,10,0,17,0
3391,T10138W,0,0,8,0
3392,T10595R,7,0,18,0
3393,T13637W,10,0,18,0
3394,T18575T,19,0,23,0
3395,T09859B,2,0,4,0
3396,T12215A,25,0,36,0
3397,T17565N,0,0,0,0
3398,T11314Y,0,0,1,0
3399,T19183L,0,0,0,0
3400,T07599S,17,0,24,0
3401,T13971H,4,0,10,0
3402,T09749W,20,0,46,0
3403,T08247B,13,0,20,0
3404,T03110R,1,0,3,0
3405,T00478I,0,0,5,0
3406,T06653D,9,0,19,0
3407,T07966V,16,0,23,0
3408,T08196H,1,0,4,0
3409,T19323F,4,0,11,0
3410,T16127R,13,0,19,0
3411,T00603V,0,0,0,0
3412,T14790I,3,0,9,0
3413,T17210P,0,0,0,0
3414,T21409J,7,0,12,0
3415,T02688Y,12,0,20,0
3416,T02816O,0,0,1,0
3417,T20823P,8,0,11,0
3418,T13263M,3,0,7,0
3419,T05254O,3,0,4,0
3420,T15854L,0,0,0,0
3421,T01629J,5,0,13,0
3422,T04904V,0,0,0,0
3423,T07933M,7,0,13,0
3424,T19611K,3,0,6,0
3425,T20899J,0,0,0,0
3426,T10457I,14,0,24,0
3427,T07208Q,7,1,14,1
3428,T05415N,0,0,0,0
3429,T02557O,22,0,30,0
3430,T05910X,32,0,41,0
3431,T07362Z,15,0,24,0
3432,T02325A,31,0,41,0
3433,T16334W,24,0,36,0
3434,T07946R,1,0,2,0
3435,T05803V,54,0,65,0
3436,T16942O,0,0,3,0
3437,T10130O,10,0,18,0
3438,T11254D,18,1,22,3
3439,T06698Q,12,0,15,0
3440,T02607H,15,0,21,0
3441,T20127Y,6,0,14,0
3442,T07653H,15,0,51,0
3443,T12750S,0,0,0,0
3444,T05799Q,7,0,15,0
3445,T20978H,0,0,0,0
3446,T02586T,27,0,34,0
3447,T13661W,18,0,27,0
3448,T06752F,24,0,36,0
3449,T06847L,0,0,0,0
3450,T08960T,5,0,10,0
3451,T11662P,0,0,0,0
3452,T10140Q,4,0,8,0
3453,T00419X,0,0,0,0
3454,T03735S,3,0,5,0
3455,T20439L,11,0,19,0
3456,T09061X,3,0,8,0
3457,RL0042P,0,0,0,0
3458,T10172Y,21,0,36,0
3459,T14701R,2,0,9,0
3460,T06073P,0,0,5,0
3461,T00866Q,3,0,5,0
3462,T08666Q,12,0,22,0
3463,T06706Z,7,0,17,0
3464,T15645E,0,0,0,0
3465,T12413E,13,0,24,0
3466,T10830J,0,0,0,0
3467,T11390K,6,0,10,0
3468,T14250L,0,0,0,0
3469,T01503W,0,0,0,0
3470,T16305R,1,0,3,0
3471,T01546H,1,0,2,0
3472,T12390O,7,0,49,0
3473,T19516M,0,0,0,0
3474,T02939Y,1,0,2,0
3475,T19332G,23,0,57,0
3476,T05918F,34,0,56,0
3477,T19505J,4,0,11,0
3478,T14748G,0,0,0,0
3479,T03598B,0,0,0,0
3480,T11866Z,0,0,0,0
3481,T07543C,0,0,0,0
3482,T01995C,11,0,14,0
3483,T05907C,22,0,36,0
3484,T03436K,2,0,5,0
3485,T00057R,0,0,3,0
3486,T08946V,4,0,8,0
3487,T00137Q,2,0,5,0
3488,T18904Q,5,0,8,0
3489,T11281G,3,0,12,0
3490,T02969E,9,0,27,0
3491,T05171M,1,0,2,0
3492,T21464Q,1,0,3,0
3493,T00511S,2,0,12,0
3494,T05011X,14,0,23,0
3495,T01943Q,21,0,28,0
3496,T10185D,18,0,24,0
3497,T07897Z,3,0,5,0
3498,T21193M,12,0,25,0
3499,T00911E,2,0,9,0
3500,T05685H,6,0,10,0
3501,T16866T,10,0,14,0
3502,T21507K,0,0,7,0
3503,T19156I,0,0,4,0
3504,T02277J,21,0,34,0
3505,T05748F,11,0,26,0
3506,T07935O,24,0,39,0
3507,T06917I,11,0,19,0
3508,T07747M,0,0,2,0
3509,T18032T,0,0,0,0
3510,T04603L,3,0,7,0
3511,T14837G,17,10,29,68
3512,T18463M,20,0,32,2
3513,T07456E,7,0,17,0
3514,T21099P,4,0,14,0
3515,T16040L,0,0,0,0
3516,T13936E,0,0,0,0
3517,T13196S,18,0,34,0
3518,T20012O,1,0,11,0
3519,T11144Y,8,0,11,0
3520,T16343X,15,0,21,0
3521,T16484J,16,0,20,0
3522,T00892S,7,0,13,0
3523,T01725I,22,0,34,0
3524,T08721G,4,0,4,0
3525,T10023M,0,0,0,0
3526,T20624K,23,0,34,0
3527,T18414D,2,0,2,0
3528,T02257F,23,0,31,0
3529,T04501G,10,0,19,0
3530,T10082X,7,0,9,0
3531,T20471L,0,0,6,0
3532,T05238O,1,0,2,0
3533,T10186E,16,0,23,0
3534,T02106R,20,0,24,0
3535,T21259N,19,0,23,0
3536,T06880M,18,0,32,0
3537,T01307U,1,0,3,0
3538,T09862W,1,0,5,0
3539,T03936Z,0,0,0,0
3540,T16720C,0,0,0,0
3541,T11570M,1,0,5,0
3542,T03544N,24,0,40,0
3543,T19291O,0,0,5,0
3544,T12233C,15,0,29,0
3545,T06287B,3,0,10,0
3546,T11452H,2,0,5,0
3547,T00050K,0,0,1,0
3548,T09069F,9,0,21,0
3549,T15915H,11,0,14,0
3550,T12451K,5,0,12,0
3551,T18160A,8,0,18,0
3552,T10283E,8,0,21,0
3553,T12506I,4,0,36,0
3554,T16419A,25,0,44,0
3555,T00158V,0,0,0,0
3556,T05706V,21,0,27,0
3557,T12246H,0,0,4,0
3558,T08014M,6,0,11,0
3559,T05045H,0,0,9,0
3560,T00012E,1,0,3,0
3561,T18208Z,3,0,9,0
3562,T07821F,8,0,14,0
3563,T08676S,2,0,7,0
3564,T02208W,17,0,26,0
3565,T18738U,2,0,3,0
3566,T08947W,4,0,6,0
3567,T06888U,6,0,18,0
3568,T04035B,21,0,29,0
3569,T04646W,23,2,30,10
3570,T12739X,23,0,31,0
3571,T20581Q,21,0,52,0
3572,T04966J,8,0,9,0
3573,T19639W,4,0,12,0
3574,RL0003C,0,0,0,0
3575,T09052W,34,0,50,0
3576,T01010G,0,0,0,0
3577,T07247X,7,0,12,0
3578,T02626K,14,0,23,0
3579,T03528N,27,0,34,0
3580,T20188L,0,0,0,0
3581,T00792P,10,0,11,0
3582,T21142B,4,0,10,0
3583,T11590Q,19,0,21,0
3584,T06012C,16,0,27,0
3585,T03238G,6,0,12,0
3586,T04178P,0,0,0,0
3587,T10832L,4,0,7,0
3588,T19052B,1,0,8,0
3589,T18722M,24,0,36,0
3590,T21437N,6,0,16,0
3591,T00470A,2,0,5,0
3592,T06458C,0,0,0,0
3593,T16008L,0,0,0,0
3594,T04312D,17,0,29,0
3595,T04921W,24,0,34,0
3596,T10620B,22,0,32,0
3597,T11594U,28,2,36,45
3598,T11013O,15,0,21,0
3599,T10521Z,17,0,25,0
3600,T04659B,10,0,17,0
3601,T11743P,0,0,0,0
3602,T03532J,21,0,33,0
3603,T08831L,28,0,36,0
3604,T21156H,1,0,11,0
3605,T09879F,16,0,29,0
3606,T17107R,0,0,6,0
3607,T19930W,14,0,19,0
3608,T15348Y,0,0,0,0
3609,T08786X,23,0,35,0
3610,T16031K,0,0,0,0
3611,T05089T,0,0,5,0
3612,T06071N,11,0,20,0
3613,T06222K,1,0,3,0
3614,T11645O,0,0,0,0
3615,T19072F,4,0,9,0
3616,T16761L,0,0,0,0
3617,T11188K,14,0,19,0
3618,T10150S,9,0,26,0
3619,T19259O,7,0,17,0
3620,T01834M,14,0,21,0
3621,T07727I,2,0,4,0
3622,T15254T,2,4,7,24
3623,T08617H,61,0,65,0
3624,T08815L,6,0,12,0
3625,T11016R,43,0,48,0
3626,LVA0002,0,0,0,0
3627,T12238H,2,0,3,0
3628,T12802N,1,0,10,0
3629,T02028U,23,0,39,0
3630,T07651F,38,0,49,0
3631,T13730S,19,0,30,0
3632,T10849U,1,0,3,0
3633,T07633D,9,0,14,0
3634,T04977M,0,0,3,0
3635,T05214G,14,0,19,0
3636,T03625N,12,0,23,0
3637,T04665Z,1,0,9,0
3638,T08124R,0,0,3,0
3639,T02894C,0,0,6,0
3640,T09936X,21,0,29,0
3641,T13600J,0,0,0,0
3642,T07774P,38,0,48,0
3643,T07509A,58,0,63,0
3644,T15239U,4,0,7,0
3645,RL0027A,0,0,0,0
3646,T05792J,2,0,12,0
3647,T16905J,0,0,0,0
3648,T13408L,17,0,31,0
3649,T14007C,5,0,12,0
3650,T19557V,9,0,25,0
3651,T00192X,9,0,15,0
3652,T03512F,0,0,6,0
3653,T02777Y,11,0,21,0
3654,T08240U,16,0,24,0
3655,T11036V,7,0,17,0
3656,T07342V,24,0,32,0
3657,T09432E,23,0,36,0
3658,T04967K,7,0,13,0
3659,T04259P,10,0,17,0
3660,T04344L,0,0,0,0
3661,T19262J,8,0,11,0
3662,T00254U,12,0,16,0
3663,T20034U,9,0,11,0
3664,T10274D,5,0,8,0
3665,T11403Y,2,0,8,0
3666,T17153X,4,0,7,0
3667,T04414I,6,0,9,0
3668,T19947F,1,0,2,0
3669,T11247E,5,0,8,0
3670,T02818Q,0,0,0,0
3671,T14702S,2,0,11,0
3672,T11629O,0,0,0,0
3673,T03386R,12,0,20,0
3674,T08824M,13,0,20,0
3675,RD0074V,1,0,2,0
3676,T07135Q,25,0,38,0
3677,T11813M,0,0,0,0
3678,T09390L,0,0,3,0
3679,T00598P,0,0,0,0
3680,T02931Q,5,0,6,0
3681,T11181D,0,0,0,0
3682,T01467J,0,0,0,0
3683,T15632Z,2,0,8,0
3684,T00075T,4,0,8,0
3685,T17447I,14,33,22,62
3686,T15957R,4,0,13,0
3687,T16814H,0,0,0,0
3688,T01406W,0,0,0,0
3689,T07359E,18,0,27,0
3690,T08782T,24,0,30,0
3691,T17919T,2,0,3,0
3692,T08006M,6,0,6,0
3693,T16712C,6,27,10,48
3694,T11644N,0,0,0,0
3695,T10460D,4,0,11,0
3696,T02578T,13,0,23,0
3697,T12128C,5,0,18,0
3698,RD0076X,1,0,7,0
3699,T02046W,26,0,44,0
3700,T19934A,5,0,12,0
3701,T02511A,15,0,24,0
3702,T04080G,2,0,7,0
3703,T12892F,5,0,5,0
3704,T19896L,0,0,3,0
3705,T06415R,3,0,5,0
3706,RD0017Q,0,0,0,0
3707,T01363C,0,0,0,0
3708,T19618R,1,0,5,0
3709,T11150W,7,0,8,0
3710,T21169M,16,0,36,0
3711,T18204V,33,0,36,0
3712,T09631J,19,0,40,0
3713,T07670I,34,0,42,0
3714,T05768J,29,0,40,0
3715,T05737C,16,0,24,0
3716,T21495X,16,0,31,0
3717,T12474R,15,0,25,0
3718,T20041T,20,0,27,0
3719,T15773L,18,0,53,0
3720,T11941T,1,0,4,0
3721,T07729K,0,0,1,0
3722,T02387O,9,0,18,0
3723,T06257V,6,0,16,0
3724,T18665U,0,0,0,0
3725,T19025Y,2,0,6,0
3726,T09314Z,5,0,16,0
3727,T03797G,18,0,59,0
3728,T20663R,0,0,0,0
3729,T11983D,27,0,33,0
3730,T11863W,0,0,0,0
3731,T19299W,0,0,5,0
3732,T03653R,14,0,18,0
3733,T19757B,0,0,0,0
3734,T19632P,9,0,21,0
3735,T15612V,0,0,0,0
3736,T11542I,1,0,8,0
3737,T07402Q,2,0,9,0
3738,T13126E,20,7,35,31
3739,T00375C,1,0,3,0
3740,T02668U,22,0,29,0
3741,T03940V,18,0,28,0
3742,T20298Q,5,0,16,0
3743,T18470L,3,0,5,0
3744,T10998G,0,0,1,0
3745,T07177A,3,0,9,0
3746,T06547C,5,0,7,0
3747,T05689L,5,0,11,0
3748,T05744B,14,0,22,0
3749,T20057B,21,0,31,0
3750,T08934R,9,0,25,0
3751,T10908O,5,0,14,0
3752,T15513T,0,0,0,0
3753,T06284Y,13,0,21,0
3754,T03683X,2,0,10,0
3755,T02583Q,1,0,8,0
3756,T02292I,19,0,32,0
3757,T06751E,3,0,15,0
3758,T05674E,0,0,1,0
