road_id,width,openness,height,betweenness,closeness_global,closeness400,straightness
214924711_214924714_0,50.0,1.0,0.0,0.08002934831109211,0.00031354786315741367,0.0001827667623565543,0.9012297282236589
214924716_214923395_0,50.0,1.0,0.0,0.01213722865462374,0.00031398062906901574,0.0001873165441864146,0.8912903304068103
5772379239_5772382726_0,19.964889621253086,0.993006993006993,0.0,0.06310116887239005,0.00024338055700307443,0.00010226271552532439,0.9294299055760827
5772382726_5772379239_0,20.179132569931117,0.993006993006993,0.0,0.06310116887239005,0.00024338055700307443,0.00010226271552532439,0.9294299055760827
5772382726_214924708_0,50.0,1.0,0.0,0.06454788420757261,0.00030829649943277823,0.0001615100245622108,0.9148810826812526
214924714_214925862_0,50.0,1.0,0.0,0.08185326764463705,0.00031572776964395525,0.00016284300808937604,0.9210445469200016
214924714_214924716_0,50.0,1.0,0.0,9.200097521033723e-05,0.00031411737912100134,0.0001853798832632884,0.8972690428629474
214925862_4353325945_0,47.727150330599976,0.9916666666666667,0.0,0.09771193574651892,0.0003822756964424838,0.00011394338256625545,0.9202132069104125
4353325945_214925862_0,47.726473161071574,0.9916666666666667,0.0,0.09771193574651892,0.0003822756964424838,0.00011394338256625545,0.9202132069104125
214925862_214924716_0,50.0,1.0,0.0,0.013974948134450226,0.00031590641911226363,0.00016453032645701948,0.9166242656223937
473593916_4549490595_0,50.0,1.0,0.0,0.0062997667775278425,0.0002424435399824668,0.00010145554740177205,0.9999926815807411
4549490595_473593916_0,50.0,1.0,0.0,0.0062997667775278425,0.0002424435399824668,0.00010145554740177205,0.9999926815807411
3783460937_4353325945_0,50.0,1.0,0.0,0.0629102668488286,0.0004477515581781171,8.608390690564922e-05,0.8974147906463519
4353325945_4357570569_0,50.0,1.0,0.0,0.03668998891388249,0.00044988690005776154,8.91109237205569e-05,0.9073775986089683
242925411_242925494_0,50.0,1.0,0.0,3.910041446439333e-05,0.00016733965951232097,7.30027792387221e-05,0.9025015417296993
242925500_242925411_0,50.0,1.0,0.0,0.002065421893472071,0.0001677418543008393,7.547374624652196e-05,0.9067141394876894
242925494_11387988431_0,50.0,1.0,0.0,7.360078016826979e-05,0.00016734329219799727,7.369000457096097e-05,0.9154979031996704
242925494_242925495_0,50.0,1.0,0.0,0.002065421893472071,0.00016770198341658756,7.708024688410669e-05,0.9198119089230313
473481292_11387988431_0,50.0,1.0,0.0,0.031084829499192695,0.00015518160377762076,4.681067374089087e-05,0.9015382276508723
11387988431_473481292_0,50.0,1.0,0.0,0.031084829499192695,0.00015518160377762076,4.681067374089087e-05,0.9015382276508723
11387988431_242925495_0,50.0,1.0,0.0,0.03304675029555314,0.000167756780149048,7.718375935299769e-05,0.9265510658852258
242925495_2221700186_0,50.0,1.0,0.0,0.03713849366803289,0.00016835262194449366,8.270640774882754e-05,0.939445731873396
2221700186_5772382718_0,50.0,1.0,0.0,0.03906821412306971,0.00016902905929442068,8.729147777378015e-05,0.958003630028692
2221700186_2221700167_0,50.0,1.0,0.0,9.200097521033723e-05,0.00016863228839176497,8.49005526912805e-05,0.9485410544551687
2221700167_242925500_0,50.0,1.0,0.0,0.004165344152648019,0.0001683838446523772,8.174535883435951e-05,0.9331198292627942
242926973_5772382696_0,50.0,1.0,0.0,0.05310986296454743,0.00017757944538361167,8.113386853648896e-05,0.9387459361157628
5772382686_242926973_0,50.0,1.0,0.0,0.05509018395594994,0.0001785267466616626,7.36877599456373e-05,0.930122360972651
