road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,signals,transport,pois,width,betweenness,closeness_global,closeness_400,straightness,green,industrial,commercial
1141178123_1141178073_0,46.0,40.0,35.0,5,5940.981906530137,5284.536317464013,2540.7832502148235,601.8952504638282,0.0,406.2901955144083,0.0,0.0,0.0,26.41978552748045,0.0029670314505333,0.0005000176414084,0.0001274123297982,0.7723382304465911,0.7269197839292845,0.0,0.0
1180750434_1180727051_0,54.0,48.0,43.0,5,5085.126344119857,4632.258386345754,1919.3935324138567,731.5068591680523,0.0,98.93401911766868,0.0,0.0171731734845499,0.0,36.23145280970495,0.0170408806333347,0.0005395741235148,0.0003261709869868,0.7684000588150095,0.0,0.0,0.0
245936371_246181265_0,59.0,58.0,52.0,5,5262.897437711712,4812.077230253922,2094.5705026067494,911.1582804791732,0.0,123.296266704182,0.0,0.0,0.0,42.44559744888557,0.0269861860535721,0.0005298645480191,0.000312052693387,0.7918805031964875,0.349438799722839,0.0,0.0
5346948498_1108381682_0,59.0,53.0,48.0,5,5036.411209565354,4389.998752497014,1636.7027292453108,526.8685284695613,0.0,159.56376384329522,0.0,0.0,0.0,12.988147116748353,0.028587003022232,0.0006833182492226,0.0001940400961637,0.7627488786309644,0.0,0.0,0.0
4358780521_4358780520_0,54.0,48.0,43.0,5,5964.644359294892,5209.968826968328,2554.869436761174,35.21361657375036,0.0,648.9865964224595,0.0,0.0,0.0,27.823884526718462,9.200097521033724e-06,0.0004932476039442,0.0001979873401814,0.8013389768777484,9.751770064004688,0.0,0.0
1094077905_4087742279_0,56.0,50.0,45.0,5,5312.029778537795,4774.777408369289,2013.1923275047864,955.3585007069362,0.0,300.1186514886636,0.0,0.0,0.0,29.76911194908048,0.0002783029500112,0.0005913892946913,0.0002409094676331,0.7727503915265683,0.0,0.0,0.0
473593916_473593917_0,73.0,71.0,64.0,3,2208.7033910644072,1239.9934509169832,0.0,739.4715434287563,1606.2931315968144,2342.838881456172,0.0,0.0333874409329824,0.0,50.0,0.0042044445671124,0.0002412152253719,0.0001132837605254,0.7495873163672127,42.03108145574492,0.0,0.0
246182298_4569344756_0,59.0,58.0,52.0,5,5066.026543899275,4615.39388156412,1904.9949039970163,713.1443628660869,0.0,93.34122797324652,0.0,0.0,0.0,50.0,0.014267051230743,0.00054117443215,0.0003436935125597,0.7713413395036464,0.0,0.0,0.0
1512110629_1094077853_0,59.0,53.0,48.0,5,5293.837094593396,4802.261332564523,2058.8083694746365,940.308633807256,0.0,196.99664553145809,0.0,0.0,0.0124947041854833,28.735235259456488,0.0065090689961313,0.0005641048723289,0.0002565465035024,0.785920968346089,0.0,0.0,0.0
1108381701_1119065594_0,59.0,53.0,48.0,5,5567.089401635328,4915.770380621581,2167.82106871534,570.718264853534,0.0,48.52435469318655,0.0,0.0,0.2546861721963813,32.31882459042595,0.019117802648708,0.0006154558912076,0.0003580332295519,0.7976408566398547,0.0,0.0,0.0
1672512435_1672512342_0,59.0,55.0,51.0,4,3824.415736945172,3147.6696875973416,411.1023865853968,0.0,24.20363113199917,524.4549604985818,0.0,0.01262741516621,0.0,39.42819187389771,0.0419984451835189,0.0005307974608079,0.0001644822340202,0.7705946482474941,0.0,22.04064872033113,0.0
473481308_473481298_0,74.0,72.0,65.0,4,581.1676338938165,242.242196719098,708.170596888004,0.0,2934.653986259373,3799.06387747473,0.0,0.0,0.0,50.0,0.0249506644770434,0.0001385838268151,4.425755944363075e-05,0.6232621361109735,0.0,0.0,0.0
1091842307_1091842257_0,55.0,54.0,48.0,5,4967.175061194166,4460.738355648107,1716.3643762695713,622.4786596536316,0.0,82.06004236874715,0.0,0.0,0.0,19.8310165902331,0.0176526871184834,0.0006057169938922,0.0003063901398117,0.7724613228170472,0.0,0.0,0.0
1177120094_1177120079_0,54.0,48.0,43.0,5,4862.708850735638,4336.259023622414,1584.167216063306,508.04637526864025,0.0,0.0,0.0,0.0,0.0,25.888300535532256,0.0021045223079364,0.0006131467619026,0.0001822209094792,0.7302306321236645,0.0,0.0,0.0
10207374196_10207412117_0,59.0,53.0,48.0,4,5316.924499550164,4420.179335673059,2077.074527090062,0.0,11.676386968018257,136.36611478372242,0.0,0.0,0.0,50.0,0.0194789064764086,0.0004620650540445,7.487801569642948e-05,0.7832234798634805,0.0,0.0,0.0
1180727051_1180686279_0,54.0,48.0,43.0,5,5135.568812981944,4666.474350866391,1940.2301130083872,779.1040643248637,0.0,102.20732594341628,0.0,0.0174704655637221,0.0,21.32874101398012,0.0076222807961764,0.0005443642055493,0.0003107510831692,0.7640885319199269,0.0,0.0,0.0
1473068231_1134264295_0,64.0,58.0,53.0,5,4807.381098765372,4048.867294519614,1413.2528250270216,49.759780639300345,0.0,226.6599595566988,0.0088659210935609,0.0143388239587205,0.0,18.296244688245498,0.0041170436406625,0.0006252708230118,0.0001398293814509,0.7480463849849626,0.0,0.0,0.0
4358780494_1124937218_0,57.0,51.0,46.0,5,5726.747796770669,4984.70004406426,2314.907156518667,86.20403584780914,0.0,428.183996081304,0.0,0.0,0.0,31.389270378913903,0.0163278730754546,0.0005500946851497,0.0002937149445555,0.8096344510617862,1.900016600191348,0.0,0.0
1200580244_1130898075_0,64.0,58.0,53.0,5,4795.1502861252975,4086.714596636865,1380.4691930947288,283.871490261494,0.0,0.0,0.0,0.0,0.0,7.137827406137525,0.0029095308410269,0.0006191858750093,7.088240227110362e-05,0.7035206378377572,0.0,0.0,0.0
1512110626_1512110649_0,60.0,59.0,53.0,5,4447.438116125235,3792.0918380830735,1039.6271957550323,0.0,0.0,143.6206408797591,0.0088659210935609,0.0104679074784028,0.0314037224352085,13.26813285163291,0.1462930507063375,0.000680721362743,0.0001718164237319,0.7803260586726635,0.0,14.608536253872394,0.0
1134264312_1130898057_0,62.0,59.0,54.0,5,5290.687568732087,4572.402841692676,1876.0913813773927,178.65226818588883,0.0,59.03611650048792,0.0,0.0,0.0,9.870326877687202,0.0137380456232836,0.0006429259937701,0.0002334226516,0.7819753633485726,2.236618748082473,0.0,0.0
1131425423_1134251269_0,68.0,65.0,61.0,5,4642.733139396432,3838.4305706968894,1302.166415827199,18.52365706433273,0.0,186.7619128872717,0.0088659210935609,0.0222330557827344,0.0111165278913672,33.9658388443965,0.0138806471348596,0.0005838614620899,0.0001918126858171,0.7868991882103051,0.0,0.0,0.0
1134264332_1134264330_0,59.0,58.0,52.0,5,5362.055713429397,4654.482874422153,1948.8297088901056,232.38790729696763,0.0,75.3824974440631,0.0,0.0,0.0,7.16023207018921,0.0025346268670447,0.0006274589780602,0.0002080839747224,0.7626643037815182,0.0146348542192362,0.0,0.0
1095439603_1095439556_0,56.0,50.0,45.0,5,5358.031886400277,4759.330097572212,1993.342506712944,803.3172461841611,0.0,35.92447512088694,0.0,0.0333874409329824,0.0685299288206272,39.86350987519385,0.004379246420012,0.0006347270733831,0.0003596014664769,0.781932280968052,5.325878157877638,0.0,0.0
1113674840_1180802572_0,59.0,58.0,52.0,5,5530.499879148535,5052.710388390641,2312.0130696376814,1174.0428405214063,0.0,64.78056656137879,0.0,0.0151265155263983,0.0,28.95763770225089,0.0230485443145697,0.0005113337113883,0.0002170997623758,0.8035171331477817,12.40412886371688,0.0,0.0
1124981404_1124981406_0,59.0,53.0,48.0,4,5355.302228698759,4571.216922012104,1966.5230332898664,0.0,0.0,269.1255489323298,0.0,0.0333874409329824,0.0794960005344889,38.00932977520331,0.0046483492725022,0.0005925245439362,0.0001404692321012,0.8030786422058065,0.0,0.0,0.0
