fid,street_id,noise_day,noise_evening,noise_night,commercial_pct_50m,green_pct_50m,industrial_pct_50m,recreational_pct_50m,residential_pct_50m,commercial_pct_100m,green_pct_100m,industrial_pct_100m,recreational_pct_100m,residential_pct_100m,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,road_length,road_category,one_way,distance_to_road,signal_count_50,poi_count_50,tree_count_50,transport_count_50,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m,total_tree_count_10m,total_tree_count_20m,slope_pct,bldg_h_mean_50m,bldg_h_max_50m,bldg_h_mean_100m,bldg_h_max_100m,lidar_true_h_mean_50m,lidar_true_h_max_50m,lidar_true_h_mean_100m,lidar_true_h_max_100m,catastral_bldg_floors_mean_50m,catastral_bldg_floors_max_50m,catastral_bldg_floors_mean_100m,catastral_bldg_floors_max_100m
11290,T16795V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,4.062310942270815,86.12511626561118,0.0,0.0,8.973288652225897,8.449528132424483,72.00388126823745,0.0,90.21852255383604,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.482147351224427,10.2,15.0,8.538461538461538,15.0,14.249031823158322,21.70185503166737,13.206363257481907,24.40762288519677,2.5,5.0,1.9,5.0
11291,T00780L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,7.165380191301085,0.0,13.987649439453053,64.89646399079247,0.0,6.68220512131996,0.0,5.576656700573565,69.74017885302784,0.0,0.0,0.0,0.0,99.99999999999996,0.0,0.0,0.0,0.0,1,5,5,1,1,0,1,0,1,1,0.0809638232591191,15.842105263157896,24.0,15.69811320754717,24.0,23.0387094424232,26.485394338543497,22.672466121398845,27.4123548733986,3.5838150289017343,8.0,3.587360594795539,8.0
11292,T03225B,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,77.25235321755126,0.0,7.862055793788239,0.0,6.89599144364,59.08761890913736,0.0,0.0,0.0,0.0,0.0,59.60361298678567,5.0,1.0,0.0,1,3,1,1,5,0,6,0,5,6,0.2516619564044362,13.776315789473683,30.0,13.06,30.0,21.3573907856608,32.649613274468315,20.73376788737439,33.06203376506937,3.1653846153846152,10.0,2.9145454545454546,10.0
11292,T03225B,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,77.25235321755126,0.0,7.862055793788239,0.0,6.89599144364,59.08761890913736,0.0,0.0,0.0,0.0,0.0,59.60361298678567,5.0,1.0,0.0,1,3,1,1,5,0,6,0,5,6,0.2516619564044362,13.776315789473683,30.0,13.06,30.0,21.3573907856608,32.649613274468315,20.73376788737439,33.06203376506937,3.1653846153846152,10.0,2.9145454545454546,10.0
11293,T09338H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),28.762210106094187,11.197276973134038,0.0,5.000972748859481,15.054708765974874,31.930250992109183,10.388679441740637,2.5854187028357423,8.731562241884575,20.587557156835626,0.0,0.0,4.300680847721323,0.0,78.4393839198503,136.6723491020311,4.0,1.0,1.9746365056605528,4,1,21,1,21,0,34,0,21,34,0.1243849534981321,19.5,42.0,18.125,63.0,30.32300440234581,53.87502415974935,28.052012275232112,66.74939112708194,4.68,16.0,4.872,21.0
11294,T14734A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,19.108155702677827,0.0,2.768698899517544,24.58316499766636,0.0,12.826461341181004,0.0,3.526044340558691,44.10973371114441,0.0,6.5789926844618725,0.0,0.0,0.0,154.8444404557126,3.0,1.0,0.0,18,11,34,2,6,0,31,0,6,31,1.407864756887599,19.13793103448276,33.0,18.726315789473684,36.0,34.27279913000927,46.34013307249391,32.17256022774316,47.43288396479009,5.081818181818182,15.0,4.97,15.0
11295,T05191Q,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,76.03722494338743,0.0,0.0,0.0,1.4474236757053405,74.39368621179845,0.0,0.0,0.0,0.0,0.0,19.327797732841766,5.0,1.0,1.581100017466957,1,1,1,1,0,0,0,0,0,0,0.1552105403395293,11.514705882352942,18.0,11.6,18.0,12.884952473908989,23.33613223474002,13.07945140696123,25.16285271600846,2.363636363636364,7.0,2.171945701357466,7.0
11296,T14107F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),6.737088426143911,17.09951454527838,0.0,7.22694813266617,25.96497755118934,18.669489849588167,20.43399241307204,0.0,9.439650523508009,15.403523506651684,0.0,5.374485805112749,0.0,0.0,29.726561631384502,69.20201622676105,3.0,1.0,0.1630684867314015,5,3,3,1,13,0,24,0,13,24,2.413224595684744,16.0,27.0,14.76,33.0,24.535521769939685,34.17707391366067,24.13734838930593,55.42762659363827,3.4285714285714284,9.0,3.932432432432433,16.0
11297,T19925Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,25.53492566077262,0.0,31.630951134671776,3.7085640794558894,0.0,19.913213414752704,1.202666794629924,35.08971370223565,16.893102315785207,0.0,3.0892722995220656,0.6580390119877116,0.0,0.0,143.37449092833862,2.0,1.0,0.0,9,6,23,3,3,0,6,0,3,6,5.133410108518004,15.857142857142858,27.0,16.227272727272727,27.0,24.2345655333213,30.62743308327414,22.436035182979342,30.62743308327414,5.233333333333333,9.0,4.2682926829268295,9.0
11297,T19925Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,25.53492566077262,0.0,31.630951134671776,3.7085640794558894,0.0,19.913213414752704,1.202666794629924,35.08971370223565,16.893102315785207,0.0,3.0892722995220656,0.6580390119877116,0.0,0.0,143.37449092833862,2.0,1.0,0.0,9,6,23,3,3,0,6,0,3,6,5.133410108518004,15.857142857142858,27.0,16.227272727272727,27.0,24.2345655333213,30.62743308327414,22.436035182979342,30.62743308327414,5.233333333333333,9.0,4.2682926829268295,9.0
11297,T19925Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,25.53492566077262,0.0,31.630951134671776,3.7085640794558894,0.0,19.913213414752704,1.202666794629924,35.08971370223565,16.893102315785207,0.0,3.0892722995220656,0.6580390119877116,0.0,0.0,143.37449092833862,2.0,1.0,0.0,9,6,23,3,3,0,6,0,3,6,5.133410108518004,15.857142857142858,27.0,16.227272727272727,27.0,24.2345655333213,30.62743308327414,22.436035182979342,30.62743308327414,5.233333333333333,9.0,4.2682926829268295,9.0
11298,T06217N,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,74.07032242725083,0.0,2.4582216241052106,0.5542442965529347,1.1506366653163709,68.42390068776777,0.0,0.0,0.0,0.0,0.0,39.307192164387565,5.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0254363666867602,9.153846153846152,27.0,9.894957983193278,36.0,14.276310731812796,26.045124569454707,15.956314258506666,37.06004442487444,2.4479638009049776,9.0,2.7904191616766467,12.0
11299,T12167J,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,16.982922753639997,0.0,13.122426600566802,33.34278428697945,0.0,7.632401242016103,0.0,23.044757757106566,40.79321488645813,0.0,17.333932193134814,0.0,0.0,7.783026856658524,143.7337505240618,2.0,1.0,0.0,5,2,1,3,19,0,27,0,19,27,0.2782907352818842,18.0,24.0,16.783783783783782,24.0,25.712969451730565,29.546844588440223,24.36908697294827,31.284456728004187,3.945454545454545,9.0,4.049645390070922,9.0
11299,T12167J,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,16.982922753639997,0.0,13.122426600566802,33.34278428697945,0.0,7.632401242016103,0.0,23.044757757106566,40.79321488645813,0.0,17.333932193134814,0.0,0.0,7.783026856658524,143.7337505240618,2.0,1.0,0.0,5,2,1,3,19,0,27,0,19,27,0.2782907352818842,18.0,24.0,16.783783783783782,24.0,25.712969451730565,29.546844588440223,24.36908697294827,31.284456728004187,3.945454545454545,9.0,4.049645390070922,9.0
11300,T08094C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,6.643598934615986,0.0,16.99421481918814,56.711610452407655,0.0,2.1249770415604137,0.0,12.14480335955334,62.73678696328333,0.0,0.0,0.0,0.0,0.0,33.45847561281379,6.0,1.0,0.947915022530614,1,1,5,1,5,0,12,0,5,12,2.4507981305346096,13.659574468085106,24.0,14.117647058823527,27.0,22.31727178849218,34.35578844475024,23.01791074239637,36.42785821893558,2.84375,8.0,3.1760204081632653,9.0
11301,T15189B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,7.322356921251603,0.0,0.0,52.49930992694583,0.0,19.077928118368217,0.0,4.815821836947756,45.60820150626707,0.0,3.133501927070468,0.0,0.0,0.0,50.62062809135679,3.0,0.0,0.52938188222409,2,1,1,1,11,0,15,0,11,15,0.079019094312378,12.333333333333334,18.0,16.363636363636363,36.0,18.04331280023715,29.015128684443468,21.863697475897848,39.41017134873184,4.588235294117647,8.0,4.957446808510638,12.0
11302,T05505O,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,24.453074861828554,0.0,0.0,64.16740202531163,0.0,21.497363368896146,0.0,3.888142495434087,62.67688374019143,0.0,11.741159034250348,0.0,0.0,0.0,103.5805613092558,5.0,1.0,0.3040336467731186,1,1,15,1,0,0,0,0,0,0,1.206790139192171,13.214285714285714,33.0,12.627906976744184,33.0,15.958228357136376,33.39119567871094,15.785749731422053,50.90086684116096,2.8253968253968256,11.0,3.253623188405797,15.0
11303,T04060C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,22.12887866357204,44.49027433001731,0.0,1.2193972066374332,0.0,28.05720262399733,47.77001441804556,10.09644366760798,0.0,0.0,0.0,28.93777452828857,157.79061167164485,5.0,0.0,0.0,24,2,1,1,42,0,60,0,42,60,0.0507000529743372,18.0,27.0,19.666666666666668,33.0,23.762950620201163,32.86227436116901,25.777671061362064,40.79884696729256,3.36,9.0,3.1067961165048543,11.0
11303,T04060C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,22.12887866357204,44.49027433001731,0.0,1.2193972066374332,0.0,28.05720262399733,47.77001441804556,10.09644366760798,0.0,0.0,0.0,28.93777452828857,157.79061167164485,5.0,1.0,0.0,24,2,1,1,42,0,60,0,42,60,0.0507000529743372,18.0,27.0,19.666666666666668,33.0,23.762950620201163,32.86227436116901,25.777671061362064,40.79884696729256,3.36,9.0,3.1067961165048543,11.0
11303,T04060C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,22.12887866357204,44.49027433001731,0.0,1.2193972066374332,0.0,28.05720262399733,47.77001441804556,10.09644366760798,0.0,0.0,0.0,28.93777452828857,157.79061167164485,5.0,1.0,0.0,24,2,1,1,42,0,60,0,42,60,0.0507000529743372,18.0,27.0,19.666666666666668,33.0,23.762950620201163,32.86227436116901,25.777671061362064,40.79884696729256,3.36,9.0,3.1067961165048543,11.0
11304,T09692W,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,56.59829406501194,0.0,2.726616692070462,8.031841561132804,1.5216186567828744,28.87061073916023,0.0,0.0,0.0,0.0,0.0,203.42674102206104,5.0,1.0,0.0,5,4,1,1,3,0,21,0,3,21,0.7570292647445102,22.76923076923077,27.0,20.58620689655172,30.0,30.80319589305674,32.43466752018761,27.286212629314388,32.43466752018761,3.6931818181818175,9.0,3.5737704918032787,10.0
11304,T09692W,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,56.59829406501194,0.0,2.726616692070462,8.031841561132804,1.5216186567828744,28.87061073916023,0.0,0.0,0.0,0.0,0.0,203.42674102206104,5.0,0.0,0.0,5,4,1,1,3,0,21,0,3,21,0.7570292647445102,22.76923076923077,27.0,20.58620689655172,30.0,30.80319589305674,32.43466752018761,27.286212629314388,32.43466752018761,3.6931818181818175,9.0,3.5737704918032787,10.0
11305,T13437Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,3.69042896943433,0.0,0.0,48.241634130615054,0.0,10.332366835252316,0.0,0.0,52.4860219838062,0.0,4.242877216322348,0.0,0.0,0.0,80.64620241898669,2.0,1.0,0.0655699022156609,2,6,1,2,12,0,16,0,12,16,1.8475758639905535,21.692307692307693,33.0,19.866666666666667,33.0,31.095520319619315,37.61565877430475,27.69228066478135,38.67589684356031,4.732673267326732,11.0,4.72543352601156,11.0
11306,T16215Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,0.0,69.98462680192112,0.0,0.0414395402699734,0.0,0.0,57.71431858902086,0.0,0.0,0.0,0.0,0.0,21.802153031664982,5.0,0.0,0.0,1,1,1,1,3,0,7,0,3,7,2.38510513941304,13.058823529411764,24.0,9.944444444444445,24.0,19.13237735661789,29.031955160153142,15.134341689689029,29.031955160153142,2.83,8.0,2.4050179211469533,8.0
11307,T09765W,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,16.148294301471573,0.0,0.0,41.86579881089098,0.0,5.191900103811726,0.0,11.462273253124048,29.676562296032888,0.0,0.0,0.0,0.0,0.0,32.04725611672818,5.0,1.0,0.0,1,1,2,1,4,0,8,0,4,8,0.4368544563555253,21.0,30.0,8.423076923076923,30.0,22.89538511533213,31.5049912962195,11.056922230160485,31.5049912962195,5.7,10.0,2.918918918918919,10.0
11308,T18621I,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,18.68933501452723,0.0,16.63371634588714,45.325334870865525,0.0,8.278869772787385,0.0,10.583173802133256,67.7904246672523,0.0,15.622024047808756,0.0,0.0,0.0,52.070695372282174,5.0,1.0,2.094158295818452,1,1,1,1,6,0,8,0,6,8,1.478752372253289,12.375,18.0,12.1,18.0,16.82820851595732,25.620842285156243,17.462670515210608,26.951472889293328,2.953488372093023,7.0,2.7455621301775146,8.0
11309,T08420W,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,19.190301164727245,0.0,12.200879912408183,47.17486197051816,0.0,24.55647215922067,0.4616795394723623,13.719616566339552,37.1555749772717,0.0,3.097992813224141,0.0,0.0,0.0,71.54146905609758,5.0,1.0,0.3033483674685971,1,3,1,1,2,0,13,0,2,13,8.931881709946252,9.857142857142858,18.0,9.75,18.0,15.63726764641448,27.24910499309672,14.738757005812785,32.921935899197194,2.3813559322033897,8.0,2.3036437246963564,8.0
11310,T15916I,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,24.57085191019968,0.0,0.0,29.518413265695447,0.0,24.3721669576956,0.0,0.0,43.93604716595333,0.0,4.732807392247242,0.0,0.0,0.0,62.04846533150663,4.0,1.0,0.0,4,8,1,1,0,0,1,0,0,1,0.3223299107736317,15.5,36.0,11.75,36.0,23.16644770460777,49.05708026123047,18.555271243296826,49.05708026123047,3.5434782608695654,12.0,2.704288939051919,12.0
11311,T05148N,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,80.80086746209437,0.0,0.0,0.0,2.143694347857781,80.31845419583424,0.0,0.2258690963466638,0.0,0.0,0.0,41.47731670097278,5.0,1.0,0.378299903808298,1,1,1,1,14,0,20,0,14,20,4.580820740109123,6.888888888888889,15.0,7.4,21.0,10.854316052297438,17.17252843520221,11.150858379896071,18.854163641678653,1.73109243697479,5.0,1.930921052631579,7.0
11312,T11581P,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0,0.0,0.0,28.03318224744239,51.0372495409661,0.0,0.0,0.0,31.458574947278077,50.24564243102518,0.0,0.0,0.0,0.0,0.0,43.001406724495695,5.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,6.023050256202984,12.0,12.0,12.0,12.0,15.170596826840578,26.761867322419818,16.987120091319035,32.75106857234502,2.5319148936170213,8.0,2.708029197080292,9.0
11313,T08380F,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),0.0,0.0,0.0,0.0,79.67768087691125,0.0,0.0,0.0,1.896629332750926,81.04534949734207,0.0,0.0,0.0,0.0,0.0,51.31456645067552,5.0,1.0,0.6301145994859101,1,2,1,1,2,0,6,0,2,6,0.1753816588845802,15.23076923076923,24.0,14.91304347826087,24.0,22.098292507926967,28.21570876323692,22.066678217238334,36.189776956451226,3.551136363636364,8.0,3.2642276422764227,8.0
11314,T17927T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,13.951055728125883,0.0,25.82554658411432,33.85829325412164,0.0,22.908415188943252,0.0,22.4983762316766,31.86890810710753,0.0,1.0661330303191856,0.0,0.0,0.0,71.59331046629711,4.0,0.0,1.4451416286409016,2,4,1,1,16,0,20,2,16,22,3.841140997795563,19.285714285714285,24.0,15.79591836734694,27.0,24.02100600824368,31.68147098316865,21.96167102286034,31.68147098316865,4.612903225806452,8.0,3.987234042553192,9.0
11315,T05207H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,1.1731795986977454,36.96955861357516,0.0,0.9058760520464284,0.0,2.93251054465024,55.125898116803576,0.9365040417281268,0.0,0.0,0.0,0.0,47.5422855668632,4.0,0.0,3.967772007827997,4,4,2,2,9,0,23,0,9,23,8.413562689102152,11.108108108108109,27.0,9.507692307692308,27.0,18.93515288171848,31.579053073459207,16.662003430291612,31.579053073459207,3.3211009174311927,9.0,2.8465116279069766,9.0
11316,T05773G,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,6.487701259612414,57.15153428423405,0.0,0.0,0.0,14.748127490125151,52.50108017581256,0.0,0.0,0.0,0.0,0.0,105.48672468669774,5.0,1.0,0.4940862833534351,3,3,1,1,20,0,35,0,20,35,0.7773487111858576,16.227272727272727,27.0,15.473684210526317,27.0,24.025860019458506,30.581926220170693,24.226311833660716,30.581926220170693,4.117424242424242,9.0,3.994117647058824,9.0
11317,T08185E,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),0.0,5.353642214059322,1.3720916855651517,2.079663355135696,72.91564690834814,0.0,6.023280891878014,1.6211803444467137,11.168768649607133,64.4718684319876,0.0,0.0,0.0,0.0,0.0,29.671798698025977,6.0,1.0,0.5972122495765259,1,4,1,1,0,0,0,0,0,0,1.314377310312447,11.590909090909092,18.0,11.138297872340424,33.0,20.9367678322712,33.91846172626202,19.04919815416215,34.27203783307757,2.902061855670103,8.0,2.661319073083779,8.0
11318,T05116F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,0.0,59.72088595002526,0.0,2.0618480156188714,0.0,0.0,60.14375231766418,0.0,0.0,0.0,0.0,0.0,80.26864800006733,2.0,1.0,3.4747888476851174,1,3,1,1,11,0,16,0,11,16,5.207513031952743,12.0,12.0,12.0,12.0,19.76355299221577,22.625505267449142,18.99224270938577,24.314743041992188,4.169014084507042,7.0,3.7633802816901407,8.0
11319,T12994K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,36.42989832206361,0.0,0.162878882275818,54.229051952140765,0.0,33.10350646373516,2.433651252709621,4.367598624113654,47.60372446170429,0.0,21.071485645684938,0.0,0.0,0.0,172.84586994916106,5.0,1.0,0.0,1,1,1,1,8,0,9,0,8,9,3.7258642299642095,22.09090909090909,30.0,22.714285714285715,33.0,24.8706260493676,31.531811772560587,24.19878680074827,32.140581877335265,3.2,10.0,3.3580246913580245,11.0
11320,T04748B,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,7.781584775122454,7.517771751665416,63.71726556030038,0.0,2.309489297046217,4.724964595448306,3.450414632474347,53.19764442287772,0.0,0.0,0.0,0.0,0.0,130.25224956853796,5.0,1.0,0.0,1,1,1,1,5,0,13,0,5,13,2.2341263640754896,13.056818181818182,24.0,14.25,27.0,19.56988194921253,30.103759239459865,20.68693954511963,31.0730562397078,3.1172638436482085,8.0,3.4161290322580644,9.0
11321,T17245A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,32.453755143591714,0.0983104677813859,3.2169073694444514,26.722462924184253,0.0,25.44492580883554,6.373290121214112,12.453650952501386,23.364329606731445,0.0,0.0,0.0,0.0,0.0,65.9454684921788,5.0,1.0,0.0,3,1,1,2,16,0,25,0,16,25,1.182793597697139,10.090909090909092,18.0,11.048780487804878,21.0,15.019111450677007,22.27967053994365,16.535463763889513,44.33520167605504,3.2777777777777777,6.0,3.1746031746031744,12.0
11322,T21285P,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.0,53.997355915599485,0.0,0.0,30.80079714299141,0.0,53.2473791659372,1.5296281650705983,0.4229555238790842,31.102087684516967,0.0,43.60266591291799,0.0,0.0,0.0,39.79274254470606,6.0,1.0,0.0,1,1,1,1,3,0,8,0,3,8,20.430873478194325,7.363636363636363,12.0,7.064516129032258,12.0,9.835189542180478,14.101326497395831,9.582589678361192,14.632148210392415,1.7894736842105263,4.0,1.8771929824561404,4.0
11323,T19973H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,3.076228126416672,0.0,0.0,75.87030252102102,0.0,17.144924225409763,0.0,0.0,64.47213617390257,0.0,0.2356820168085182,0.0,0.0,0.0,78.79487295098944,5.0,1.0,0.0,1,1,1,1,8,0,10,0,8,10,4.035795967529191,12.0,12.0,12.0,12.0,19.7904458987749,25.165542602539062,18.478278135281496,28.942186046782,3.7196969696969697,7.0,3.2026143790849675,8.0
11324,T16293E,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.0,44.0004262373716,0.445463534274953,0.0,0.0,0.0,37.555488572285256,2.3525363991727577,0.9207540830050598,1.1533415954470585,0.0,23.23960838623587,0.0,0.0,6.926519783284489,244.3524066807521,5.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,13.709705846716169,0.0,0.0,5.4,6.0,0.0,0.0,5.074187024495837,8.017963550708913,1.0555555555555556,2.0,1.186046511627907,2.0
11325,T04131A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,2.2982835638172125,51.41663596723849,0.0,0.0,0.0,9.770554784595726,52.75135795421374,2.284509745598214,1.2574711930921276,0.0,0.0,45.97945840834267,0.0,0.0,212.5505248159592,1.0,1.0,0.0,15,1,1,1,0,0,0,0,0,0,1.406724472002254,4.5,6.0,6.6,12.0,11.168144817345652,12.315138718177533,12.97113341945958,22.022431395774664,1.3333333333333333,2.0,1.631578947368421,4.0
11325,T04131A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,2.2982835638172125,51.41663596723849,0.0,0.0,0.0,9.770554784595726,52.75135795421374,2.284509745598214,1.2574711930921276,0.0,0.0,45.97945840834267,0.0,0.0,212.5505248159592,1.0,1.0,0.0,15,1,1,1,0,0,0,0,0,0,1.406724472002254,4.5,6.0,6.6,12.0,11.168144817345652,12.315138718177533,12.97113341945958,22.022431395774664,1.3333333333333333,2.0,1.631578947368421,4.0
11326,T12427K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,3.965911865483479,0.0,0.0,65.76084415588099,0.0,2.8083336775229406,0.0,3.935468153479603,67.02076990383912,0.0,3.582884004971941,0.0,0.0,0.0,71.61782231319569,5.0,1.0,0.0,1,1,18,1,10,0,21,0,10,21,1.9129301724556087,12.8,21.0,12.347826086956522,21.0,24.23004385169793,37.041642013250616,24.0928732652933,37.041642013250616,3.496,12.0,3.3665768194070083,12.0
11326,T12427K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,3.965911865483479,0.0,0.0,65.76084415588099,0.0,2.8083336775229406,0.0,3.935468153479603,67.02076990383912,0.0,3.582884004971941,0.0,0.0,0.0,71.61782231319569,5.0,1.0,0.0,1,1,18,1,10,0,21,0,10,21,1.9129301724556087,12.8,21.0,12.347826086956522,21.0,24.23004385169793,37.041642013250616,24.0928732652933,37.041642013250616,3.496,12.0,3.3665768194070083,12.0
11326,T12427K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,3.965911865483479,0.0,0.0,65.76084415588099,0.0,2.8083336775229406,0.0,3.935468153479603,67.02076990383912,0.0,3.582884004971941,0.0,0.0,0.0,71.61782231319569,5.0,1.0,0.0,1,1,18,1,10,0,21,0,10,21,1.9129301724556087,12.8,21.0,12.347826086956522,21.0,24.23004385169793,37.041642013250616,24.0928732652933,37.041642013250616,3.496,12.0,3.3665768194070083,12.0
11327,T09512D,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.564598763299368,7.842968733999671,0.0,29.099165674446013,11.8027949985725,8.066638528176515,10.46736002135494,0.0,35.38886037105963,14.090873549555772,0.0,10.301174464529367,2.5711581444601936,0.0,5.764154147895218,136.27684024053076,3.0,1.0,0.0,3,1,8,1,16,0,26,0,16,26,0.4622943365350692,22.666666666666668,42.0,20.318181818181817,51.0,30.645724065598383,47.765431518554685,29.472582979384697,55.82512622853224,5.214285714285714,14.0,4.954545454545454,17.0
11328,T11200P,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,0.0,68.86537244556855,0.0,0.9339856189853986,0.0,0.7260597051175788,62.85199156290432,0.0,0.0,0.0,0.0,0.0,35.059370147057265,5.0,1.0,0.4290356949552207,1,1,1,1,6,0,6,0,6,6,3.707982821455215,12.0,12.0,11.898876404494382,12.0,26.689956330060426,39.20461997256916,27.77021271191961,39.20461997256916,4.324468085106383,11.0,4.492407809110629,12.0
11329,T19044B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,23.488547285183145,0.0,34.05871388817111,21.15482589284424,0.0,9.094284162577791,0.4335146561989642,30.81660055230792,40.19316782253711,0.0,0.0,0.0,0.0,100.00000000000009,49.72299250937317,6.0,1.0,4.1782510533320485,1,13,1,1,0,0,0,0,0,0,1.427910916691372,17.363636363636363,21.0,17.85123966942149,24.0,25.349574277445694,40.27687426825255,24.280250191887703,41.85517320178804,4.25531914893617,7.0,3.940886699507389,8.0
11330,T10874V,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,8.275133510912083,15.656891866501072,59.406853008566365,0.0,0.0,3.5567138128350475,35.34915238016074,38.90671373521512,0.0,11.714911334632532,0.0,0.0,0.0,62.18151679346706,5.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,4.679840863934305,15.25,24.0,13.3125,30.0,21.56028751275356,32.441531853926804,19.36033622922219,40.7575567050243,3.281609195402299,8.0,3.182065217391304,9.0
11331,T02614G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.3861733517396038,0.0,0.0,48.87287630947311,0.0,7.718730379314668,0.0,0.0,57.91439321625697,0.0,0.0,0.0,0.0,0.0,133.35266816491134,3.0,1.0,0.0,4,14,57,1,17,0,27,0,17,27,4.18439458905625,13.5,27.0,15.439024390243905,30.0,32.476108289133215,38.9970083063299,32.09367313834129,40.124947663325415,5.062992125984252,11.0,4.321016166281755,11.0
11332,T09048A,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,23.56447202807414,0.0,2.9536853378710504,5.037447544341164,0.0,15.7324983341356,0.0,13.019375471305514,24.931731354919386,0.0,15.265978971509933,0.0,0.0,43.44204587013336,95.82783910892084,2.0,1.0,0.5157635016963857,3,1,130,2,0,0,1,0,0,1,1.0331024682638417,24.0,30.0,17.77777777777778,36.0,30.72700472699955,37.025229272510025,24.823999264663662,40.509801515968896,5.0,9.0,3.647058823529412,12.0
