street_id,noise_day,noise_evening,noise_night,road_length,road_category,one_way,distance_to_road,fid,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,slope_pct,catastral_bldg_floors_mean_50m,catastral_bldg_floors_max_50m,catastral_bldg_floors_mean_100m,catastral_bldg_floors_max_100m,signal_count_50,poi_count_50,tree_count_50,transport_count_50,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m,total_tree_count_10m,total_tree_count_20m,road_width,openness,edge_betweenness
T20254E,70,70,65,50.38164125615128,2,0,3.083367386905401,3246,0.0,2.6475165703759385,0.0,0.0,0.0,1.2703103519232073,10.8,19.0,6.6875,19.0,5,1,88,4,0,0,9,0,0,9,50.0,1.0,0.0
T09804M,50,50,45,35.70474832688797,5,1,0.0,3247,0.0,0.0,0.0,0.0,0.0,0.3921043363864486,3.5,7.0,2.803921568627451,9.0,1,1,1,1,5,0,15,0,5,15,32.70520293800077,0.75,0.0003302961704628
T18710I,65,65,60,45.03929031598032,4,0,0.2919574853921498,3250,0.0,3.28589535103707,0.0,0.0,0.0,1.931635936276772,5.015151515151516,9.0,3.92018779342723,9.0,1,1,4,2,3,0,9,0,3,9,27.86771013928011,0.6428571428571429,0.0
T16952Q,45,45,40,91.84845536809472,5,0,1.83240055568338,3251,0.0,0.0,0.0,0.0,0.0,16.102620872228037,2.15,4.0,1.883248730964467,4.0,1,1,1,1,16,0,16,0,16,16,29.510860984319063,0.5384615384615384,0.0008803503472209
T12645S,60,60,55,41.95332349650755,5,0,0.0,3254,0.0,0.0,0.0,0.0,0.0,5.601459618131855,1.0833333333333333,8.0,1.080536912751678,13.0,1,1,1,1,14,0,17,0,14,17,23.9928174882059,0.3333333333333333,0.0027368553876055
T20493R,65,65,60,22.99858883760695,5,1,0.2115121054742677,3255,0.0,0.0,0.0,0.0,0.0,1.8261910411587416,3.6031746031746033,9.0,3.728855721393035,9.0,1,1,1,1,6,0,10,0,6,10,27.179191715773108,0.5,0.0077411681839925
T02367K,70,65,60,207.7342806638516,3,1,0.0,3257,0.0,1.0973762132069629,0.0,0.0,67.65894928953507,1.4008279414031672,6.213414634146342,13.0,5.450632911392405,14.0,14,13,5,12,0,0,32,0,0,32,30.821085869398445,0.25,0.00935905693519
T17938W,55,50,45,46.28657092218286,6,1,1.7491313980771972,3258,0.0,17.627847805080272,0.0,0.0,99.9306342315673,0.9506008444595032,3.92156862745098,8.0,3.5384615384615383,8.0,1,10,1,1,2,0,7,0,2,7,28.96437886584085,0.6875,0.0
T07953Q,65,60,55,67.14971972985403,5,1,0.3156719093276198,3262,0.0,0.0,0.0,0.0,0.0,2.4571979339853205,2.8789473684210525,8.0,2.815652173913044,8.0,1,7,1,1,15,0,25,0,15,25,9.644102038866514,0.25,0.0036523044897026
T09434G,55,55,50,133.17004461140377,4,1,2.627977772721934,3263,0.0,5.153771426746459,8.1995647204324,0.0,18.89954591455373,0.1276565726238157,2.9516129032258065,14.0,2.6531531531531534,14.0,6,1,8,1,23,0,36,0,23,36,37.82123289804829,0.6,0.0002047479682146
T03581S,50,45,40,133.52489498306417,5,1,0.4970254523343203,3264,0.0,5.2934983510867495,0.0,0.0,100.0,7.189670797110424,2.988700564971752,8.0,3.5656565656565657,10.0,1,2,1,1,1,0,11,0,1,11,16.273591847065934,0.3,0.0
RD0066N,70,70,65,22.360652746983327,1,1,0.1909609246382723,3266,0.0,10.1680764505533,0.0,0.0,0.0,1.9677531169818407,0.0,0.0,2.707692307692308,7.0,5,1,26,1,0,0,0,0,0,0,50.0,1.0,0.0005525024891175
T10411U,50,50,50,62.098059245258064,5,1,0.0,3267,0.0,0.0,0.0,0.0,0.0,3.349544021721614,3.814516129032258,10.0,4.3,11.0,1,6,1,1,5,0,13,0,5,13,7.856540348236123,0.3125,0.0025920345726816
T19145F,60,60,55,60.90112866362481,3,0,0.0,3271,23.031535492451948,0.2804954786905002,0.0,0.0,0.0,2.57794843753356,4.695652173913044,10.0,3.627737226277372,17.0,2,2,1,1,14,0,19,0,14,19,18.230596998927897,0.625,0.0020658796911862
T00276A,65,65,60,88.19499127161836,3,1,0.4584538244936195,3273,0.0,11.898308795147551,0.0,0.0,26.95398849182316,0.918419437544866,4.25,7.0,4.888888888888889,14.0,5,4,1,4,6,0,16,0,6,16,41.811334209457605,0.6,0.0066800193856117
T11637O,50,45,40,165.32566863952982,4,1,1.00272396846426,3275,0.0,67.13344070416049,0.0,0.0,0.0,9.532696668657344,1.3571428571428572,6.0,2.1,6.0,1,1,1,2,0,0,0,1,0,1,34.109960838281815,0.9318181818181818,0.0
T18294N,50,45,40,66.45543559888499,5,1,0.0,3276,0.0,0.0,21.756849189573803,0.0,0.0,0.9179078448286944,3.0,9.0,2.962264150943396,9.0,1,1,1,1,10,0,23,0,10,23,28.024960829371203,0.375,0.0001100987234876
T09223X,50,50,45,53.558834506742826,6,1,0.0,3277,0.0,0.0,0.0,0.0,0.0,0.336079133190512,2.8378378378378377,9.0,2.547058823529412,9.0,1,5,1,1,0,0,1,0,0,1,5.697865694379379,0.2857142857142857,0.0002919392768313
T02481L,55,55,50,197.2796042225692,4,1,0.0,3278,0.0,2.91453912185622,0.0,0.0,0.0,1.672752360825661,6.547445255474453,20.0,5.817948717948718,20.0,2,6,114,1,49,0,73,0,49,73,35.08832267176854,0.4047619047619047,0.0193953610130739
T19404F,55,55,50,112.69840246034369,4,1,1.395720119471179,3279,0.0,17.35512091283398,0.0,0.0,13.03981909260271,0.150845151823483,3.136363636363636,17.0,3.3492063492063493,17.0,2,1,1,1,24,0,43,0,24,43,33.54373702760918,0.6923076923076923,0.0
T13473U,50,45,40,57.6808884120311,5,0,0.0,3282,0.0,34.450700405846284,0.0,0.0,18.748393910488044,5.790473118291929,2.224489795918368,5.0,1.9776119402985075,6.0,1,1,4,1,1,0,4,0,1,4,19.71216595425009,0.3333333333333333,0.0008644425946084
T08532D,55,55,50,53.78507933803338,5,1,0.0,3283,0.0,1.4765432724816605,0.0,0.0,7.902881387728204,8.942996120473184,2.122448979591837,8.0,2.088,8.0,1,2,1,2,8,0,14,0,8,14,11.712736355894643,0.5,0.0012669074801592
T15580E,55,55,50,99.90934472461517,5,1,0.8158491959337641,3284,0.0,0.0,0.0,0.0,0.0,0.0900813392368879,4.341269841269841,10.0,4.0474860335195535,10.0,1,4,8,1,31,0,65,0,31,65,22.69109799303266,0.3333333333333333,0.0001760273809209
T05513O,55,55,50,95.75864301715178,5,0,0.0,3285,0.0,26.970922272627927,0.0,0.0,0.0,2.15123929672309,3.0851063829787235,6.0,2.5294117647058822,6.0,1,1,1,1,0,0,0,0,0,0,19.696786760989973,0.3181818181818182,0.0022265894255505
T08003J,65,65,60,48.49879306516282,4,1,0.0,3288,0.0,0.0,0.0,0.0,0.0,5.092912760497852,4.684563758389261,19.0,3.664429530201342,20.0,1,5,1,1,12,0,20,0,12,20,20.5049330723384,0.5,0.0039830840449133
T01157Y,60,55,50,39.981770742515245,5,1,0.0,3292,0.0,4.692255497170058,0.0,0.0,100.0,1.2255591457190584,3.631578947368421,8.0,3.4121779859484778,8.0,1,1,1,1,0,0,0,0,0,0,4.975994560277981,0.6,0.0001101363898315
T08370D,55,55,50,107.18495078655778,4,1,0.5993728562103058,3293,0.0,0.0,0.0,0.0,0.0,8.266086372512202,4.177272727272728,10.0,4.129893238434164,11.0,1,4,1,1,17,0,25,0,17,25,6.963673577216677,0.25,0.0
T18336G,55,55,50,47.41289170452572,4,0,0.6515964772898937,3294,0.0,0.0,0.0,0.0,99.99768049424232,14.40533645327876,2.28,10.0,2.792270531400966,10.0,2,1,1,1,14,0,24,0,14,24,25.561026677957248,0.6666666666666666,0.0003302208377748
T02967C,65,65,55,64.38760928680782,5,1,0.0,3295,0.0,0.396230023130235,0.0,0.0,0.0,0.1708412714340369,3.9642857142857135,9.0,3.545232273838631,9.0,5,2,32,1,9,0,14,0,9,14,15.06237129954038,0.25,0.0028476007166649
T19157J,55,55,50,94.17240356372236,2,1,0.0,3304,0.0,4.652469879025034,0.0,0.0,0.0,3.875871686134792,3.688172043010753,7.0,3.2890173410404624,8.0,2,1,2,2,1,0,4,0,1,4,28.910490190238868,0.7142857142857143,0.0095187685114386
T11786A,50,45,40,66.12484695061806,6,0,0.0,3305,0.0,0.0,0.0,0.0,0.0,16.22689727258088,1.781512605042017,4.0,2.0489510489510487,4.0,1,1,1,1,2,0,5,0,2,5,18.620048109467096,0.3888888888888889,0.0006590856871659
RL0049W,70,70,65,295.3003359214898,1,1,0.046212312393596,3307,0.0,2.2162895659815094,18.90131575766077,0.0,0.0,0.3420247476963115,1.0,1.0,2.1904761904761907,10.0,1,1,1,1,0,0,0,0,0,0,35.592518253937456,0.9418604651162792,0.0
T18728S,0,0,0,21.9049430327791,5,0,0.0,3308,0.0,2.1263966969927512,0.0,0.0,97.87360330300388,12.462990578167076,1.0,2.0,1.3414634146341464,3.0,1,1,1,1,0,0,0,0,0,0,50.0,1.0,0.0001107767176794
T05987S,60,60,55,53.20891556505383,5,1,0.919271544150841,3309,0.0,0.0,0.0,0.0,0.0,1.0336635102753446,2.67027027027027,8.0,2.7444794952681386,9.0,1,1,1,1,13,0,20,0,13,20,12.28871085728765,0.2857142857142857,0.0
T11760Q,0,0,0,24.97796841514221,5,0,0.0,3310,0.0,0.0,0.0,0.0,99.99999999999996,2.041838459991888,1.7272727272727273,5.0,2.27007299270073,7.0,1,1,1,1,1,0,2,0,1,2,27.04026382729469,0.5,0.000550242508478
T18503D,65,65,60,155.25919397974172,5,1,0.0,3311,0.0,0.0,0.0,0.0,0.0,2.924143040520824,2.0706521739130435,8.0,2.3604166666666666,9.0,1,6,52,1,23,0,28,0,23,28,6.048708749111606,0.1176470588235294,0.0066194205158531
T20796D,55,55,50,161.75302928428195,5,0,0.0,3312,0.0,3.766791400340634,0.0,0.0,0.0,8.803538516331667,3.1298701298701297,6.0,2.772357723577236,6.0,1,1,2,1,10,0,16,0,10,16,19.34205314833163,0.7105263157894737,0.0001100987234876
T06690I,60,55,50,72.91268351349156,5,1,0.0,3315,0.0,14.44058393130594,0.0,0.0,0.0,0.8366179668022913,3.5096153846153846,8.0,3.1545454545454548,8.0,1,1,1,3,7,0,15,0,7,15,33.87731776929537,0.6666666666666666,0.0023076599532686
T07031J,65,65,60,38.01854043238959,4,1,0.063573113097058,3323,0.0,24.24385081665916,0.0,0.0,0.0,0.5523596700039258,4.24,7.0,2.903225806451613,7.0,1,1,1,1,7,0,9,0,7,9,34.93176519400585,0.9,0.0
T01793U,65,65,60,133.12478815775214,3,1,2.8901224232136697,3325,0.0,0.0,0.0,0.0,0.0,0.3230054380753142,4.27363184079602,11.0,3.952548330404218,12.0,3,12,82,1,24,0,39,0,24,39,23.082590412002425,0.2666666666666666,0.0
T16266B,65,60,55,63.91594850724722,4,1,0.0509058030642401,3326,0.0,0.0,0.0,0.0,0.0,4.975284540782824,3.017543859649123,8.0,3.2882882882882885,13.0,3,1,16,1,1,0,8,0,1,8,14.610840047824944,0.25,0.0
T19382Q,60,55,50,63.8091200944429,6,1,0.0,3329,0.0,0.0,0.0,0.0,100.0,1.4888158380748928,3.683417085427136,8.0,3.461661341853035,9.0,1,10,1,1,6,0,14,0,6,14,10.163625800027605,0.2222222222222222,0.0007775212281237
T19382Q,60,55,50,63.8091200944429,6,1,0.0,3329,0.0,0.0,0.0,0.0,100.0,1.4888158380748928,3.683417085427136,8.0,3.461661341853035,9.0,1,10,1,1,6,0,14,0,6,14,10.163625800027605,0.2222222222222222,0.0007775212281237
T19382Q,60,55,50,63.8091200944429,6,1,0.0,3329,0.0,0.0,0.0,0.0,100.0,1.4888158380748928,3.683417085427136,8.0,3.461661341853035,9.0,1,10,1,1,6,0,14,0,6,14,10.163625800027605,0.2222222222222222,0.0007775212281237
RL0017Q,70,65,60,1699.46621027611,1,1,0.0,3330,0.0,0.0,7.621646144199599,0.0,0.0,0.0800251072044726,1.8,4.0,2.772727272727273,9.0,1,1,1,1,0,0,0,0,0,0,49.80714493077252,0.9910313901345292,0.006416957639174
T09402Y,60,55,50,94.66830586054004,1,1,0.0,3332,0.0,0.0,0.0,0.0,38.919554648805175,2.028133976668369,2.6,12.0,4.72093023255814,13.0,4,1,18,1,14,0,22,0,14,22,21.92571292192301,0.7272727272727273,0.0024030876357714
T16122M,60,60,55,52.331274859469104,5,1,0.0,3333,0.0,6.898011364847652,0.0,0.0,51.95239476115149,11.484532246481258,3.2745098039215685,7.0,3.941176470588236,11.0,1,1,1,1,7,0,11,0,7,11,36.589661426037885,0.6428571428571429,0.0008363309465426
T05775I,55,55,50,55.19846807108728,5,1,0.0159901941910202,3337,0.0,0.0,0.0,0.0,0.0,2.608772474539954,4.873333333333333,10.0,4.203703703703703,13.0,1,1,1,1,7,0,15,0,7,15,20.217750870934225,0.25,0.0
T12391P,65,60,55,91.29720366467714,4,1,4.534690965770587,3338,0.0,0.0,0.0,0.0,0.0,1.6977552318587694,4.168269230769231,9.0,3.912698412698413,9.0,3,2,1,2,8,0,66,0,8,66,39.55434087622434,0.1818181818181818,0.0
T20022Q,60,55,50,21.346243332216822,6,1,0.763447687333033,3339,0.0,7.179529813883752,0.0,0.0,0.0,0.0468566579833418,2.981132075471698,7.0,2.6973684210526314,9.0,1,1,11,1,9,0,17,0,9,17,34.37974257256682,0.75,0.0
T09600C,60,60,55,141.42511208738378,1,1,0.0,3341,0.0,0.0,0.0,0.0,0.0,0.1767720006087249,5.454545454545454,10.0,4.563636363636364,17.0,1,1,1,5,0,0,2,0,0,2,50.0,1.0,0.0
T20479T,60,60,55,65.38985536732915,5,1,0.0,3342,0.0,0.0,0.0,0.0,0.0,1.345776134802266,6.2,12.0,4.0625,12.0,4,1,1,1,9,0,27,0,9,27,49.012197389293405,0.85,2.5110895994435426e-08
T06576H,55,55,50,31.82340572629762,5,0,0.5143654409854119,3343,0.0,1.9393894187625256,0.0,0.0,0.0,0.2828081937163702,3.9166666666666665,5.0,4.8,8.0,1,1,1,1,8,0,17,0,8,17,50.0,1.0,0.0
T03537O,60,60,55,67.61570180088938,5,1,0.0,3345,0.0,0.0,0.0,0.0,100.00000000000004,6.640469079711756,3.299003322259136,10.0,3.20123839009288,10.0,1,4,1,1,21,0,32,0,21,32,9.544285560571112,0.25,0.0010655745937998
T01742J,65,65,60,141.8389449009026,3,1,0.0,3347,6.016175623196504,6.753488468065233,0.0,0.0,28.71932377997892,0.03525138372243,3.972972972972973,10.0,4.051107325383305,11.0,6,9,3,4,18,0,25,0,18,25,22.43337410492134,0.375,0.0029202465387768
T03370J,40,40,0,15.355842068957822,5,0,0.0,3348,0.0,0.0,0.0,0.0,0.0,5.209738635419827,3.057471264367816,8.0,3.2782152230971127,11.0,1,1,1,1,0,0,0,0,0,0,11.356136352347107,0.6666666666666666,0.0002836464034291
T18555P,60,60,55,28.74237436884125,3,0,1.6180265935431353,3349,0.0,9.809947715226713,0.0,0.0,0.0,3.305213884041712,4.727272727272728,13.0,4.391304347826087,13.0,4,4,1,1,3,0,8,0,3,8,50.0,1.0,0.0
T02149C,65,60,55,74.41812024268764,2,1,0.0,3352,0.0,4.94934317711916,0.0,0.0,0.0,2.109700822466673,3.8447204968944098,10.0,4.254491017964072,12.0,1,6,2,1,7,0,16,0,7,16,15.848047213474526,0.3333333333333333,0.0158321688155315
T12468T,50,45,40,109.34061171516618,5,1,0.0,3353,0.0,2.81493885715806,0.0,0.0,0.0,2.606532403116035,3.142857142857143,8.0,3.2333333333333334,8.0,1,2,1,1,6,0,19,0,6,19,20.75124256102066,0.3333333333333333,0.0005206681507206
T16598S,65,60,55,83.28926353622613,3,1,0.0,3354,0.0,0.0,0.0,0.1268449522263447,67.76230332667531,0.3721967629653833,3.5396825396825395,9.0,3.495967741935484,9.0,1,9,1,1,5,0,13,0,5,13,6.294245734692521,0.35,0.0286772019430811
T10073W,55,55,50,94.88931048374448,3,0,1.2074199355242632,3356,0.0,6.529485987563774,0.0,0.0,0.0,0.0105385848124272,4.222222222222222,8.0,4.6,8.0,1,1,22,1,10,0,27,0,10,27,11.619978964804602,0.5,0.0
T20085F,45,45,40,187.904498780904,5,0,0.0,3359,0.0,14.127815533262163,0.0,0.0,0.0,4.837563875033562,2.265625,7.0,2.033333333333333,7.0,2,1,1,1,7,0,11,0,7,11,25.01283820853452,0.6956521739130435,0.0014938472027089
T20085F,45,45,40,187.904498780904,5,0,0.0,3359,0.0,14.127815533262163,0.0,0.0,0.0,4.837563875033562,2.265625,7.0,2.033333333333333,7.0,2,1,1,1,7,0,11,0,7,11,25.01283820853452,0.6956521739130435,0.0014938472027089
T03550L,55,50,45,59.784489557834696,5,1,0.2731235582428759,3361,0.0,0.0,0.0,0.0,100.0,1.438501217811034,3.6310679611650487,8.0,3.72093023255814,9.0,1,1,1,1,3,0,9,0,3,9,5.833958854169619,0.3571428571428571,0.0
T04143E,50,45,45,541.1325697050404,3,1,0.0,3362,4.591993422191211,3.7886689223764014,99.99999999991306,0.0,0.0,0.0258717274029661,1.4615384615384617,6.0,1.7179487179487178,6.0,1,1,14,1,0,0,0,0,0,0,33.08318787399269,0.6607142857142857,0.0094502722648898
T09042U,60,55,50,110.71418034351194,5,1,0.0,3364,0.0,3.109983312265766,0.0,0.0,47.08388080304483,4.1187131149723655,3.2674418604651163,11.0,3.0,11.0,5,3,51,1,10,0,20,0,10,20,16.630351785237036,0.3461538461538461,0.0103171506164097
T09042U,60,55,50,110.71418034351194,5,0,0.0,3364,0.0,3.109983312265766,0.0,0.0,47.08388080304483,4.1187131149723655,3.2674418604651163,11.0,3.0,11.0,5,3,51,1,10,0,20,0,10,20,16.630351785237036,0.3461538461538461,0.0103171506164097
T05554X,55,50,45,55.26763006223588,5,1,0.0,3365,0.0,8.248738660519932,0.0,0.0,0.0,2.0626891154274296,3.5185185185185186,11.0,4.827586206896552,16.0,1,1,1,1,2,0,9,0,2,9,34.037562390771114,0.6875,0.0002201221142872
T10854R,45,45,45,68.6939251449326,6,1,1.927167182897074,3367,0.0,0.0,0.0,0.0,0.0,3.31906900717416,2.455516014234876,8.0,2.5664233576642337,8.0,1,5,1,1,1,0,5,0,1,5,6.9021055413013865,0.2222222222222222,0.0
T07702Z,65,60,55,63.904162466334434,5,1,0.0,3368,0.0,0.0,0.0,0.0,0.0,0.782421646263507,2.9061032863849765,8.0,2.695014662756598,10.0,1,8,1,1,1,0,3,0,1,3,10.27701223272406,0.25,0.0054353601593035
T03717Q,60,60,55,105.20395961180132,3,1,0.0,3371,0.0,0.6703509167596682,0.0,0.0,93.07312173032786,0.1045589290748187,3.643835616438356,11.0,3.89375,11.0,2,1,14,1,1,0,5,0,1,5,11.83531112294088,0.4583333333333333,0.0011283016119939
RD0130Z,70,65,60,143.26685672807997,1,1,0.0,3372,0.0,0.0958343421961386,0.0,0.0,32.437111035796924,6.637969159660539,1.8695652173913044,5.0,1.9579831932773109,5.0,10,1,25,6,0,0,2,0,0,2,35.58197168068526,0.725,0.0118798518959354
T12583V,60,55,50,35.59201479460378,5,0,0.0,3373,0.0,0.3414812805218627,0.0,0.0,0.0,2.837699727493556,1.1777777777777778,8.0,1.1056338028169015,9.0,1,1,1,1,5,0,12,0,5,12,13.00708729164684,0.5,0.0021828901887962
T16377H,65,65,60,164.34475623647515,4,1,1.68960220440609,3375,0.0,26.659280397672823,0.0,0.0,0.0,0.2981535780874595,6.636363636363637,14.0,5.602150537634409,15.0,10,1,56,2,0,0,1,0,0,1,50.0,1.0,0.0
T17004L,55,55,50,61.22563265904068,6,1,0.7379284455237582,3380,0.0,0.0,0.0,0.0,25.88184476353408,3.037944288317471,2.925650557620818,10.0,2.673469387755102,10.0,1,5,1,1,10,0,11,0,10,11,6.318630455787467,0.25,0.0
T19159L,60,60,60,91.9170079101148,3,1,1.257640486670126,3383,0.0,5.239391031592431,0.0,0.0,0.0,0.3481398079636632,8.818181818181818,40.0,8.444444444444445,44.0,3,1,26,1,18,0,35,0,18,35,46.43913119273191,0.8636363636363636,0.0024490907972332
T03235D,55,55,50,53.54539377431893,5,1,0.0,3385,0.0,0.0,0.0,0.0,0.0,1.4006771447277622,3.347826086956522,7.0,3.4504504504504503,14.0,1,3,1,6,6,0,9,0,6,9,50.0,1.0,0.0011717434620643
T05805X,60,60,55,106.64846530140387,5,1,0.0705909271452196,3388,0.0,6.450092240936868,0.0,0.0,0.0,4.0038086302470814,4.209039548022599,9.0,3.847775175644028,9.0,4,4,1,1,22,0,29,0,22,29,20.92684391775859,0.25,0.0
T14132G,55,55,50,74.54649786738231,5,0,0.0,3389,0.0,27.48243333145895,0.0,0.0,0.0,2.5889885647066047,4.023255813953488,10.0,3.348717948717949,12.0,1,1,21,2,13,0,27,1,13,28,39.954314065779954,0.55,0.0009846296205618
T10595R,60,55,50,72.8051721810716,5,1,0.0,3392,0.0,0.0,0.0,0.0,0.0,1.0713507789762011,4.011904761904762,12.0,4.231884057971015,12.0,5,1,1,2,7,0,18,0,7,18,12.116135996356736,0.2777777777777778,0.0021231137008815
T10595R,60,55,50,72.8051721810716,5,1,0.0,3392,0.0,0.0,0.0,0.0,0.0,1.0713507789762011,4.011904761904762,12.0,4.231884057971015,12.0,5,1,1,2,7,0,18,0,7,18,12.116135996356736,0.2777777777777778,0.0021231137008815
T18575T,65,65,60,142.903857963201,3,1,0.0,3394,0.0,0.0,0.0,0.0,64.83701038672864,0.6437895305323761,5.745614035087719,22.0,4.619753086419753,22.0,9,14,2,7,19,0,23,0,19,23,36.3351262880945,0.65625,0.010825621149401
T12215A,60,55,50,85.46968182882027,3,0,1.333135390551228,3396,0.0,0.0,0.0,0.0,0.0,2.4453117267638467,4.816901408450704,12.0,4.192214111922141,12.0,3,2,1,1,25,0,36,0,25,36,16.496271604965596,0.3,0.0
T07599S,60,55,50,69.45994557354418,5,1,0.4808383309588297,3400,0.0,0.0,0.0,0.0,0.0,0.403108261869299,4.022641509433963,11.0,3.9282758620689657,11.0,1,1,1,1,17,0,24,0,17,24,11.941122998569773,0.3125,0.0
T09749W,50,50,45,96.76403350046526,5,1,0.0,3402,0.0,0.0,0.0,0.0,0.0,0.289363436849545,3.473684210526316,10.0,4.333333333333333,17.0,1,1,1,1,20,0,46,0,20,46,28.70045534293368,0.5769230769230769,0.0005523078796736
T08247B,65,60,55,68.29596273431419,5,1,0.0,3403,0.0,0.4729337503362051,0.0,0.0,0.0,4.553710769771452,4.087719298245614,10.0,4.235294117647059,11.0,3,3,1,1,13,0,20,0,13,20,21.21879745210316,0.3125,0.0145158870361232
T00478I,65,65,60,19.62011930009881,4,1,2.381604605581584,3405,0.0,0.0,0.0,0.0,41.333037755086345,0.968391565194733,3.880952380952381,8.0,4.448087431693989,9.0,1,7,1,1,0,0,5,0,0,5,42.16545814044264,0.6666666666666666,0.0
T07966V,50,50,45,69.36088414895441,6,1,0.0,3407,0.0,0.0,0.0,0.0,0.0,2.825798875722957,2.4805194805194803,7.0,2.718600953895072,10.0,1,10,1,1,16,0,23,0,16,23,7.819660381956939,0.25,0.0007105379130585
T16127R,55,55,50,62.78837519944217,5,1,0.0,3410,0.0,0.0,0.0,0.0,0.0,5.096486017953022,3.251063829787234,8.0,3.291530944625407,9.0,1,1,1,1,13,0,19,0,13,19,16.76008076201078,0.2777777777777778,0.0004389007956387
T14790I,55,55,50,84.81993452234612,4,0,0.7551505116162389,3412,0.0,4.783222565290489,0.0,0.0,0.0,3.1714271610261138,1.183431952662722,6.0,1.2532751091703056,7.0,1,1,1,1,3,0,9,0,3,9,13.80779916628214,0.45,0.0021532279429028
T02688Y,70,70,60,135.11021303354158,2,1,0.8300369403536882,3415,0.0,34.26020193364184,0.0,0.0,0.0,0.4366806471109782,4.335820895522388,10.0,4.013559322033898,11.0,3,6,47,1,12,0,20,0,12,20,24.12818234700373,0.4,0.0006144573472598
T20823P,65,65,55,65.74450308922363,5,1,0.0,3417,0.0,0.0,0.0,0.0,0.0,1.5970963387354609,3.118226600985221,8.0,3.4279749478079333,9.0,1,1,1,1,8,0,11,0,8,11,14.202024624814428,0.3125,0.0144496005484219
T13263M,60,55,50,39.23193525416718,6,1,0.0,3418,0.0,0.0,0.0,0.0,0.0,10.170280507244966,2.427710843373494,7.0,2.652078774617068,9.0,1,1,1,1,3,0,7,0,3,7,9.098391479695517,0.4,0.0001543755108497
T01629J,65,60,55,63.60230572971321,3,1,0.0,3421,0.0,0.0,0.0,1.3480884031420477,63.269711734061005,0.9590845616322528,3.9361702127659575,7.0,3.8972972972972975,8.0,3,3,1,1,5,0,13,0,5,13,3.19006720551792,0.5,0.0286539366979422
T04904V,55,50,45,81.59077447124659,5,1,0.0,3422,0.0,0.0,0.0,0.0,0.0,7.537628114365752,3.178988326848249,7.0,3.4207119741100325,8.0,3,2,1,2,0,0,0,0,0,0,6.678520322480143,0.25,0.0010580852690695
T07933M,60,55,50,49.503768473361255,5,1,0.0,3423,0.0,0.0,0.0,0.0,0.0,1.1312220783657985,2.553763440860215,8.0,2.7738515901060072,8.0,1,11,1,2,7,0,13,0,7,13,9.73657555469719,0.3333333333333333,0.001263191067552
T19611K,60,60,55,81.59132372024209,5,1,0.0400721478036672,3424,0.0,10.164647178194306,0.0,0.0,0.0,5.172120059202054,5.1,15.0,4.485714285714286,15.0,1,1,8,1,3,0,6,0,3,6,44.457922427752166,0.9090909090909092,0.0
T20899J,50,45,40,52.35421966367836,5,1,0.0,3425,0.0,100.00000000000004,0.0,0.0,0.0,1.2988452689087508,4.0625,6.0,3.413793103448276,11.0,1,1,1,1,0,0,0,0,0,0,11.1997390654369,0.5714285714285714,0.0012413257548649
T05415N,45,45,40,52.32221874289507,6,0,0.0,3428,0.0,9.231326742591778,0.0,0.0,0.0,6.402616183361803,1.1891891891891893,2.0,1.1666666666666667,3.0,1,1,1,1,0,0,0,0,0,0,43.883953791803485,0.8571428571428571,0.0013434266579782
T05910X,60,60,55,142.89765960650703,5,1,0.0,3430,0.0,24.84953111384892,0.0,0.0,58.17343802709853,2.4982912279003164,3.857142857142857,10.0,3.830357142857143,11.0,1,1,22,1,32,0,41,0,32,41,30.98505326525974,0.875,0.0085856538940094
T07362Z,65,65,60,96.93239094687016,3,0,0.0,3431,0.0,0.0,0.0,0.0,0.0,2.785447399537846,4.6395348837209305,11.0,4.111498257839721,12.0,3,6,1,1,15,0,24,0,15,24,20.079225233402244,0.3636363636363636,0.003826373220736
T02325A,65,65,60,196.3596471386643,3,1,0.2309036994637144,3432,0.0,0.0,0.0,0.0,83.55070362662654,0.9014074345497992,4.807692307692308,11.0,5.2385542168674695,14.0,8,12,3,5,31,0,41,0,31,41,21.54300747756524,0.2857142857142857,0.0059905369588444
T05803V,55,55,50,165.4009695617804,5,1,0.0,3435,0.0,0.0,0.0,0.0,13.987472480978584,1.1064010212309443,6.24,11.0,5.83304347826087,13.0,1,1,1,1,54,0,65,0,54,65,11.765534586802872,0.131578947368421,0.0004681738226442
T05803V,55,55,50,165.4009695617804,5,1,0.0,3435,0.0,0.0,0.0,0.0,13.987472480978584,1.1064010212309443,6.24,11.0,5.83304347826087,13.0,1,1,1,1,54,0,65,0,54,65,11.765534586802872,0.131578947368421,0.0004681738226442
T10130O,60,60,60,126.2426853908223,4,1,0.1612927326908994,3437,0.0,0.718190053514832,0.0,0.0,0.0,0.1425827600375705,3.32967032967033,8.0,3.3564356435643563,9.0,3,5,44,2,10,0,18,0,10,18,28.3343023381784,0.2857142857142857,0.0
T11254D,60,55,50,87.30275996328231,5,1,0.1733592538830339,3438,0.0,41.90951533211739,0.0,0.0,0.0,3.928856666866393,3.369369369369369,8.0,3.501930501930502,9.0,1,1,6,1,18,1,22,3,19,25,29.59209058719932,0.5909090909090909,0.0
