street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
5988,residential,1,2,1,1,1,12,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5989,residential,2,2,1,5,2,2,1,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5990,secondary,8,5,29,1,13,18,83,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5991,pedestrian,1,2,2,1,1,7,12,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5992,tertiary,3,2,1,4,5,3,1,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5993,residential,4,1,28,1,7,4,92,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
5994,pedestrian,1,7,1,1,1,29,23,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5995,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
5996,tertiary,1,6,1,1,7,13,1,10,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5997,residential,1,1,1,1,5,2,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5998,tertiary,2,1,34,1,6,2,100,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5999,residential,1,1,1,1,1,1,1,3,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
6000,tertiary,10,1,13,1,14,1,52,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6001,tertiary,3,6,50,1,10,19,79,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6002,residential,1,10,1,1,1,25,9,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6003,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6004,living_street,1,6,1,1,1,20,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6005,tertiary,1,3,25,2,4,15,60,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6006,residential,1,1,1,1,3,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6007,tertiary,2,2,1,1,4,3,12,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6008,primary,8,1,192,1,9,9,309,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6009,living_street,1,1,1,1,1,9,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6010,residential,1,1,1,1,2,1,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6011,tertiary,1,2,1,4,1,4,1,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6012,residential,1,1,1,1,8,4,1,3,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6013,residential,4,1,17,1,7,5,69,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6014,residential,3,2,1,1,6,6,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6015,primary,3,1,44,1,6,3,103,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6016,residential,1,1,5,1,1,1,24,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6017,living_street,2,22,28,1,3,40,115,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6018,residential,1,7,1,1,1,29,1,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
6019,residential,1,1,1,1,1,1,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6020,secondary,4,12,98,3,4,26,183,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6021,residential,1,3,1,1,1,5,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6022,tertiary,10,5,71,1,18,16,110,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6023,primary,12,1,7,2,17,1,7,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6024,living_street,1,27,1,1,1,58,2,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6025,secondary,7,3,1,2,9,9,1,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6026,pedestrian,1,6,1,1,1,12,1,1,55 - 60 dB(A),55 - 60 dB(A),40 - 45 dB(A)
6027,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6028,living_street,3,4,1,1,8,6,3,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6029,secondary,3,6,1,1,14,10,73,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6030,pedestrian,2,10,2,1,2,25,3,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6031,residential,1,4,1,1,1,7,5,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6032,residential,1,4,1,1,4,15,1,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6033,residential,2,4,1,2,5,9,1,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6034,residential,5,1,1,1,5,5,4,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6035,living_street,1,8,1,1,1,24,13,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6036,residential,8,1,1,1,8,2,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6037,residential,2,5,1,1,2,5,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6038,living_street,1,8,1,1,3,28,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6039,track,1,1,1,1,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6040,primary,1,1,85,1,1,4,204,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6041,secondary,4,5,125,1,18,17,204,1,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6042,living_street,1,1,2,1,1,1,44,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6043,residential,1,1,1,1,1,7,2,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6044,pedestrian,1,3,2,1,1,11,21,1,55 - 60 dB(A),55 - 60 dB(A),< 40 dB(A)
6045,residential,1,1,20,1,3,3,52,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6046,residential,1,1,1,1,1,4,1,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6047,residential,7,2,1,2,8,3,1,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6048,secondary,1,1,4,6,6,2,11,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6049,pedestrian,1,1,5,1,1,3,15,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
6050,tertiary,2,1,69,1,9,7,168,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6051,secondary,2,6,56,1,4,22,117,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6052,pedestrian,1,2,1,1,5,8,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6053,residential,1,1,1,1,2,3,2,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6054,secondary,10,1,74,1,12,3,156,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6055,residential,1,1,51,1,6,6,136,2,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6056,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6057,secondary,6,27,1,1,6,40,1,2,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A)
6058,tertiary,1,1,63,2,6,1,139,5,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6059,residential,4,1,8,1,14,2,58,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6060,secondary,8,14,9,1,8,24,20,1,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A)
6061,residential,1,1,1,3,5,3,7,6,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6062,residential,1,2,1,1,1,3,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6063,tertiary,8,1,24,3,10,1,25,8,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6064,living_street,1,8,1,1,4,32,2,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6065,pedestrian,1,12,1,1,1,37,3,1,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A)
6066,tertiary,1,1,1,1,1,1,26,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6067,tertiary,4,1,1,1,8,6,13,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6068,pedestrian,1,1,1,1,1,1,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6069,pedestrian,1,9,1,1,1,34,8,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6070,residential,2,5,11,1,3,9,21,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6071,residential,1,1,3,1,1,1,24,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6072,residential,6,2,1,2,9,4,1,3,55 - 60 dB(A),60 - 65 dB(A),50 - 55 dB(A)
6073,pedestrian,1,20,1,1,1,45,17,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
6074,residential,1,12,40,1,1,31,41,1,55 - 60 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6075,trunk,12,3,14,9,17,6,34,16,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6076,pedestrian,1,1,1,1,1,13,55,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6077,tertiary,5,12,41,3,14,21,86,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6078,residential,1,1,1,1,2,4,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6079,residential,1,5,1,1,5,10,35,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6080,living_street,1,4,1,1,4,6,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6081,living_street,2,6,5,1,3,15,7,2,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
6082,tertiary,5,1,75,2,8,1,144,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6083,residential,1,2,1,1,1,5,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6084,secondary,8,1,1,1,12,1,1,2,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6085,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
6086,residential,1,1,1,1,11,5,11,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6087,pedestrian,1,12,1,1,1,35,2,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6088,living_street,2,12,1,1,5,32,1,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
6089,living_street,6,4,3,1,8,9,3,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6090,pedestrian,1,7,1,1,1,29,24,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
6091,living_street,1,9,1,1,5,27,13,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6092,residential,1,1,1,1,1,4,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6093,residential,1,1,1,2,4,1,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6094,secondary,6,1,24,1,7,1,37,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6095,residential,7,5,1,1,9,12,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6096,residential,1,3,5,2,5,7,6,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6097,tertiary,4,2,1,2,7,8,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6098,residential,10,2,130,5,15,5,277,8,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6099,residential,1,1,1,1,1,2,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6100,tertiary,7,1,1,1,7,1,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6101,living_street,1,16,1,1,1,37,1,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6102,pedestrian,1,1,1,1,1,1,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6103,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6104,tertiary,4,1,73,1,6,2,228,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6105,living_street,1,1,42,1,1,4,126,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6106,secondary,6,1,1,3,7,2,6,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6107,residential,1,1,1,1,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6108,tertiary,3,5,50,2,6,23,105,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6109,residential,1,1,1,1,1,2,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6110,secondary,3,4,1,2,4,23,5,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6111,pedestrian,4,3,133,2,7,6,190,4,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6112,tertiary,1,1,1,1,1,1,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6113,residential,1,8,1,1,1,30,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6114,living_street,1,1,1,1,1,3,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6115,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6116,residential,1,5,5,1,7,15,7,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6117,living_street,1,7,7,1,1,17,11,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6118,residential,1,1,1,1,11,2,1,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6119,pedestrian,1,1,1,1,1,5,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6120,residential,1,1,1,5,1,1,1,9,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6121,pedestrian,1,10,2,1,1,29,23,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6122,residential,4,11,2,2,10,27,2,11,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6123,residential,1,1,1,2,1,5,1,4,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6124,residential,1,2,1,1,1,11,3,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6125,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6126,secondary,3,2,1,1,7,5,2,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6127,residential,1,1,1,1,2,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6128,living_street,1,1,1,1,1,1,1,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6129,residential,1,1,1,1,1,1,6,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6130,living_street,1,11,1,1,1,41,1,1,50 - 55 dB(A),50 - 55 dB(A),55 - 60 dB(A)
6131,living_street,1,4,23,1,1,17,42,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6132,pedestrian,1,1,1,1,6,6,1,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6133,residential,1,1,1,1,2,1,1,3,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6134,residential,1,1,1,1,1,1,3,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6135,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6136,tertiary,8,1,1,6,8,1,2,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6137,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6138,tertiary,10,2,40,1,10,6,119,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6139,residential,1,7,1,1,3,19,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6140,residential,5,4,1,1,6,10,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6141,track,1,1,1,1,1,1,26,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6142,living_street,5,5,1,1,7,8,27,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6143,residential,1,18,1,1,1,47,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6144,residential,8,1,31,2,15,1,116,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6145,pedestrian,2,6,1,1,5,20,12,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6146,residential,1,1,1,1,1,2,13,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6147,residential,1,3,1,1,3,17,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6148,residential,1,1,11,1,1,4,30,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6149,residential,3,3,1,1,5,6,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6150,pedestrian,1,2,36,1,1,2,111,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6151,tertiary,1,3,33,1,5,5,56,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6152,living_street,1,1,14,1,1,2,40,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6153,residential,2,1,1,1,4,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6154,residential,1,1,1,1,3,2,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6155,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6156,living_street,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6157,secondary,6,2,47,1,11,4,76,8,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6158,residential,1,2,1,1,7,10,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6159,tertiary,1,12,1,1,5,23,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6160,residential,1,7,1,2,4,22,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6161,trunk,5,1,18,1,14,2,59,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6162,residential,1,19,1,1,1,55,1,1,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A)
6163,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6164,tertiary,2,2,1,1,13,4,1,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6165,residential,1,1,1,2,1,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6166,tertiary,3,6,1,1,3,9,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6167,secondary,2,7,1,1,8,11,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6168,residential,7,2,1,1,10,3,10,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6169,living_street,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6170,residential,1,1,1,1,2,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6171,living_street,1,4,24,1,1,7,166,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
6172,residential,1,1,1,2,4,1,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6173,secondary,11,1,62,1,11,1,103,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6174,residential,5,9,1,4,10,19,1,5,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6175,residential,2,1,1,1,2,4,2,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6176,living_street,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6177,track,5,1,11,1,5,1,65,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6178,secondary,11,3,69,1,23,14,129,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6179,residential,1,14,1,1,1,51,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6180,secondary,1,1,1,4,1,6,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6181,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6182,tertiary,1,8,1,1,1,37,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6183,secondary,2,1,1,1,4,6,10,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6184,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6185,residential,1,2,1,1,3,6,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6186,living_street,1,1,1,1,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6187,secondary,9,3,63,2,11,7,145,9,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6188,living_street,1,1,1,1,1,7,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6189,residential,1,1,1,1,1,5,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6190,residential,1,12,1,1,1,33,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6191,residential,1,3,4,1,3,8,16,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6192,primary,9,1,41,2,18,1,99,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6193,living_street,1,2,1,1,4,7,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6194,residential,1,1,11,1,1,1,45,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6195,residential,1,3,1,1,1,15,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6196,living_street,1,7,1,1,1,27,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6197,pedestrian,1,2,17,1,8,8,81,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6198,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6199,pedestrian,1,4,1,1,4,19,56,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6200,residential,3,3,1,2,3,3,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6201,primary,3,3,82,1,7,5,211,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6202,residential,5,2,13,1,8,10,20,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6203,tertiary,2,10,1,2,4,27,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6204,residential,9,1,1,1,9,1,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6205,tertiary,8,1,1,2,8,2,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6206,residential,1,2,68,1,12,7,188,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6207,residential,2,3,2,1,5,21,13,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6208,pedestrian,1,14,1,1,3,35,1,3,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6209,residential,1,1,1,1,2,2,1,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6210,pedestrian,1,5,1,1,3,19,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6211,tertiary,1,1,1,1,4,5,4,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6212,tertiary,1,1,43,2,4,1,72,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6213,tertiary,7,3,84,2,8,5,227,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6214,residential,1,1,1,1,3,6,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6215,living_street,1,6,1,1,2,21,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6216,tertiary,5,10,28,1,6,17,52,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6217,residential,1,10,5,1,1,21,10,1,45 - 50 dB(A),50 - 55 dB(A),40 - 45 dB(A)
6218,residential,7,11,1,1,12,19,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6219,residential,6,1,1,2,6,2,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6220,residential,1,1,1,2,1,4,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6221,residential,1,4,1,1,1,13,27,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6222,pedestrian,1,2,1,1,1,3,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6223,residential,1,2,1,1,1,6,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6224,tertiary,6,9,24,1,9,15,49,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6225,primary,6,13,68,1,12,37,130,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6226,tertiary,6,3,5,1,8,6,44,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6227,residential,1,1,1,1,2,1,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6228,residential,10,3,1,4,16,22,1,12,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6229,residential,5,1,57,1,7,1,100,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6230,residential,1,2,1,1,2,5,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6231,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6232,living_street,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
