street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
3363,tertiary,1,1,1,2,1,1,1,2,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
3364,residential,5,3,51,1,10,11,126,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3365,residential,1,1,1,1,2,7,11,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3366,living_street,9,5,1,1,10,13,4,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3367,pedestrian,1,5,1,1,2,10,1,2,45 - 50 dB(A),45 - 50 dB(A),45 - 50 dB(A)
3368,residential,1,8,1,1,1,36,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3369,pedestrian,1,12,1,1,1,47,6,1,45 - 50 dB(A),45 - 50 dB(A),50 - 55 dB(A)
3370,tertiary,7,1,1,2,9,2,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3371,residential,2,1,14,1,11,5,53,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3372,trunk,10,1,25,6,14,1,32,8,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3373,residential,1,1,1,1,1,1,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3374,residential,1,1,1,1,6,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
3375,tertiary,10,1,56,2,14,3,211,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3376,living_street,7,4,45,2,15,21,118,9,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3377,residential,2,9,7,1,2,25,10,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3378,residential,1,1,1,1,1,1,14,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
3379,residential,1,1,1,1,1,6,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3380,living_street,1,5,1,1,1,10,17,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3381,pedestrian,1,6,28,1,4,11,77,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
3382,secondary,24,2,1,2,28,2,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3383,residential,3,1,26,1,7,4,49,3,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
3384,living_street,1,6,1,1,3,20,5,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3385,residential,1,3,1,6,3,5,1,14,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3386,tertiary,10,1,1,1,14,5,1,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3387,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
3388,pedestrian,4,4,1,1,8,12,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3389,residential,1,1,21,2,1,2,51,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3390,living_street,1,2,1,1,8,7,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3391,residential,3,1,32,1,3,1,66,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3392,residential,5,1,1,2,8,2,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3393,tertiary,1,1,32,2,4,1,104,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
3394,secondary,9,14,2,7,22,34,2,14,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3395,residential,1,1,20,1,1,1,28,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3396,pedestrian,3,2,1,1,6,3,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3397,living_street,1,5,1,1,8,10,1,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3398,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
3399,busway,1,1,72,5,3,3,184,8,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3400,living_street,1,1,1,1,2,8,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3401,residential,1,1,1,1,8,8,5,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3402,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3403,residential,3,3,1,1,4,10,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3404,residential,1,2,1,1,4,10,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3405,tertiary,1,7,1,1,5,15,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3406,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3407,living_street,1,10,1,1,3,25,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3408,living_street,1,6,1,1,2,14,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3409,primary,8,1,1,2,13,1,1,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3410,residential,1,1,1,1,2,4,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3411,pedestrian,1,14,1,1,3,35,1,2,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
3412,residential,1,1,1,1,1,1,7,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3413,pedestrian,1,10,1,1,1,47,2,1,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A)
3414,residential,1,1,1,1,1,3,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3415,residential,3,6,47,1,3,11,84,1,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
3416,living_street,1,1,9,1,1,4,37,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3417,residential,1,1,1,1,1,3,1,3,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
3418,pedestrian,1,1,1,1,1,6,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3419,living_street,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3420,residential,1,1,1,1,7,1,1,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
3421,secondary,3,3,1,1,9,7,14,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3422,residential,3,2,1,2,3,6,1,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
3423,residential,1,11,1,2,1,20,8,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
3424,residential,1,1,8,1,1,4,43,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3425,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
3426,residential,2,2,1,1,7,5,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3427,tertiary,1,1,1,1,1,1,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
3428,living_street,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
3429,secondary,5,13,1,1,8,34,13,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
3430,residential,1,1,22,1,1,2,48,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
