road_id,signals_50,transport_100,pois_noisy_100,pois_sensitive_100
1001228539_1001228543_0,1,2,1,1
1001228539_506242670_0,1,2,1,1
1001228541_616512964_0,1,3,1,2
1001228543_1001228541_0,1,2,1,1
1001228549_1001228552_0,1,2,1,1
1001228549_1001228539_0,1,2,1,1
1001228550_1001228541_0,1,3,1,1
1001228552_1001228543_0,1,2,1,1
1001228552_1001228550_0,1,3,1,1
1001228552_9608382461_0,1,2,2,1
1001228568_1001228550_0,1,3,2,1
1001228568_9608382461_0,2,3,2,1
1001237028_1012354007_0,1,2,2,1
1001237028_1001237033_0,1,2,2,1
1001237033_30264306_0,1,2,1,1
1001237057_1001237028_0,1,2,5,1
1001237059_1001237033_0,1,2,1,1
1001237059_1001237057_0,1,2,5,1
1001441823_430767913_0,1,9,2,1
1001441823_1935827804_0,1,2,1,1
1001441836_1933578156_0,1,2,1,1
1001441836_8454360490_0,1,2,1,1
1001441837_1125604861_0,1,2,2,1
1001441837_1935827868_0,1,2,2,1
1001441839_8454360490_0,1,2,1,1
1001441839_1933546298_0,1,2,1,1
1001441839_1001441836_0,1,2,1,1
1001441852_4127392697_0,1,2,1,1
1001441863_1933546307_0,1,2,1,1
1001441863_1001441836_0,1,2,1,1
1001441903_4127392698_0,1,2,1,1
1001441903_6428574628_0,1,2,1,1
1002675881_1116623801_0,4,4,1,1
1002675910_30617583_0,3,4,1,1
1002675910_1002675914_0,9,5,1,1
1002675914_688393867_0,8,3,1,1
1002675914_1002675916_0,9,5,1,1
1002675916_1002710245_0,4,3,1,1
1002675928_30247382_0,6,5,4,1
1002675944_1116623912_0,4,6,1,1
1002675944_30558214_0,3,3,1,1
1002710245_1002710274_0,6,4,1,1
1002710245_431100344_0,3,4,2,1
1002710274_1002675928_0,8,6,5,1
1002710274_30237682_0,5,4,2,1
1003235873_6093599878_0,1,2,1,1
1003235963_808007399_0,1,2,1,1
1003235963_319774235_0,1,2,1,1
1003235963_1350170854_0,1,2,1,1
1008972044_829313370_0,2,3,12,1
1008972044_390227221_0,2,3,12,1
1008972044_390057400_0,3,3,12,5
1009334217_6833338778_0,15,17,42,1
1009334217_30238383_0,8,11,27,1
1011403944_12856608727_0,8,6,1,1
1011403944_904641358_0,5,4,1,1
1011403991_412458711_0,3,7,1,2
1011403991_364669539_0,5,5,1,1
1012330330_178542532_0,15,7,6,1
1012330330_554183143_0,14,8,9,1
1012330342_340193179_0,2,3,3,2
1012330342_1479334879_0,7,4,3,1
1012338252_1012340976_0,1,3,2,1
1012338252_6297842341_0,1,3,3,1
1012338252_1012343432_0,1,3,4,1
1012340956_1012343436_0,1,2,1,1
1012340976_30307968_0,1,3,4,1
1012343432_1013128133_0,1,2,3,1
1012343432_2670313178_0,1,3,9,1
1012343436_1012340956_0,1,2,1,1
1012343436_30308051_0,1,2,2,1
1012354007_30264315_0,1,2,1,2
1012356726_1012815266_0,1,6,2,3
1012815266_30307943_0,6,4,5,3
1012815284_1012815286_0,1,2,3,3
1012815284_1177108319_0,1,2,2,2
1012815286_30264262_0,1,2,1,1
1012815286_1012815266_0,1,2,2,3
1013128133_2670313223_0,1,2,2,1
1013128133_1013128142_0,1,2,3,1
1013128142_1013128144_0,1,2,2,1
1013128142_1012340976_0,1,3,2,1
1013128144_1013128142_0,1,2,2,1
1016384550_3275080767_0,1,2,1,1
1016384550_3275080767_1,1,2,1,1
1016384550_1362642915_0,1,2,1,2
1017920069_1017920255_0,2,2,2,1
1017920069_1017920163_0,1,2,2,1
1017920073_478861746_0,1,2,9,1
1017920073_1017920205_0,2,2,9,1
1017920088_1017920262_0,1,3,1,1
1017920088_1017920136_0,1,4,1,1
1017920129_1017920163_0,1,2,3,1
1017920129_1017920255_0,2,2,2,1
1017920131_478861422_0,3,3,2,1
1017920136_1017920203_0,1,2,1,1
1017920136_1017920131_0,3,2,2,1
1017920153_1017920276_0,2,2,2,1
1017920153_1017920276_1,4,3,2,1
1017920156_903833811_0,4,3,2,1
1017920159_499122835_0,2,8,1,1
1017920162_903833763_0,1,2,3,2
1017920162_1312339722_0,3,2,2,2
1017920163_416012209_0,1,4,3,1
1017920163_30617918_0,1,2,2,1
1017920188_2059751742_0,2,3,8,1
1017920188_1017920208_0,7,7,7,1
1017920189_1312339722_0,3,2,1,1
1017920189_1017920203_0,3,2,2,1
1017920203_416012209_0,1,2,2,1
1017920203_1017920262_0,1,4,1,1
1017920205_416012214_0,2,2,3,1
1017920205_1017920129_0,2,2,3,1
1017920208_1312339728_0,5,7,4,1
1017920208_420892483_0,5,8,4,1
1017920232_1017920069_0,1,2,1,1
1017920232_1312339729_0,1,2,1,1
1017920240_1017920232_0,1,3,3,1
1017920240_1017920257_0,2,3,2,1
1017920255_416012206_0,2,2,1,1
1017920255_1017920240_0,3,2,2,1
1017920257_416012192_0,6,4,2,1
1017920257_1017920159_0,3,3,1,1
1017920262_1017920088_0,1,3,1,1
1017920262_478855374_0,1,3,3,1
1017920276_1017920156_0,3,2,2,1
1043786431_2326000392_0,4,5,26,1
1043786431_30247097_0,3,4,33,1
1043834102_448786043_0,4,4,3,1
1043834102_1043834280_0,4,5,3,1
1043834110_1303430084_0,2,2,4,2
1043834110_1043855099_0,6,3,6,5
1043834114_1043834149_0,2,2,2,1
1043834114_1043834302_0,1,2,1,2
1043834149_1043834102_0,4,4,3,1
1043834149_1043834280_0,3,5,2,1
1043834157_1043834285_0,1,3,8,3
1043834157_448786042_0,1,5,9,2
1043834164_2574540159_0,1,2,1,1
1043834164_648862198_0,1,2,1,1
1043834173_1303430020_0,1,2,1,2
1043834173_2059755036_0,1,2,1,2
1043834178_1043834302_0,1,2,1,2
1043834178_1043834173_0,1,2,1,2
1043834183_1043855100_0,1,5,2,1
1043834183_3053899384_0,1,3,2,1
1043834187_30295414_0,1,6,2,1
1043834187_1043834249_0,1,7,8,1
1043834195_1043834187_0,2,6,3,1
1043834195_769906822_0,4,6,3,1
1043834195_448786043_0,4,5,3,1
1043834246_6227506611_0,5,2,3,1
1043834246_448786043_0,4,4,3,1
1043834246_1043834178_0,1,2,2,1
1043834249_448786042_0,1,6,9,1
1043834249_1043834285_0,1,5,9,2
1043834280_30295418_0,3,6,2,1
1043834285_30295403_0,1,4,10,2
1043834285_1043834110_0,2,3,8,3
1043834293_1043855100_0,3,4,1,1
1043834293_7487287878_0,8,4,1,2
1043834302_1043834114_0,1,2,1,2
1043849998_1043850002_0,1,2,1,1
1043849998_420763042_0,3,3,2,1
1043849998_1043849999_0,1,2,1,1
1043849999_416012204_0,1,2,1,1
1043850002_1043850005_0,1,2,1,1
1043850005_4992822662_0,1,2,1,1
1043850005_420892535_0,1,2,1,2
1043855098_30295406_0,6,4,6,4
1043855098_125935921_0,6,6,4,4
1043855099_1303430039_0,4,5,2,5
1043855099_125935921_0,5,5,2,5
1043855099_1043855098_0,5,3,4,5
1043855100_1043834293_0,3,4,1,1
1043855100_1043834183_0,1,5,2,1
1043855100_6952516640_0,1,3,1,1
1043905565_1207603865_0,1,2,6,1
1043905685_1207612394_0,2,2,1,1
1043905685_347712484_0,3,3,1,1
1043925396_30253211_0,5,4,1,1
1043925401_30312485_0,1,2,3,1
1043925401_1043925396_0,2,4,2,1
1044543165_3048076640_0,1,2,16,1
1044543165_1940910619_0,1,2,17,1
1044543169_1710709043_0,3,3,1,1
1044543169_4112911211_0,3,2,1,1
1044543192_3048083034_0,2,3,9,1
1044543192_3048077340_0,1,3,10,1
1044543194_2578612972_0,4,3,9,1
1046599571_1046599670_0,2,4,6,3
1046599571_3762047842_0,6,5,3,3
1046599575_30295392_0,1,4,9,1
1046599575_31286344_0,3,4,9,1
1046599575_1046599674_0,4,4,10,1
1046599580_1312053359_0,1,3,7,1
1046599580_1046599674_0,4,5,10,1
1046599586_30689179_0,3,3,7,1
1046599615_1046599623_0,1,3,12,1
1046599615_30295405_0,5,3,15,1
1046599615_125932462_0,2,3,12,1
1046599623_31286335_0,1,3,5,1
1046599625_1046599571_0,4,4,8,6
1046599670_31286334_0,1,2,5,5
1046599670_1046599623_0,1,3,4,3
1046599674_30295405_0,4,4,8,1
1046599674_1046599575_0,4,4,10,1
1046607394_4407308354_0,1,2,1,1
1046607394_1046607396_0,6,6,6,1
1046607396_1174708055_0,9,7,3,1
1046607396_1046613006_0,6,6,2,1
1046607401_30617717_0,1,2,1,1
1046607401_951016291_0,1,2,3,1
1046607404_449385485_0,6,14,1,1
1046607404_1695282709_0,5,11,1,3
1046607407_1046607422_0,4,5,4,1
1046607407_951016296_0,4,5,2,1
1046607407_1046613006_0,8,6,2,1
1046607422_4407308354_0,1,2,3,1
1046607422_3825223114_0,1,2,5,1
1046612981_1046612993_0,1,2,1,1
1046612983_257048076_0,1,2,1,1
1046612983_30254614_0,1,2,2,1
1046612989_6978253598_0,1,4,1,1
1046612989_490941580_0,1,7,1,1
1046612989_1046613011_0,1,4,1,1
1046612989_1046613006_0,5,6,2,1
1046612993_1046612981_0,1,2,1,1
1046612993_257048068_0,1,2,1,1
1046612995_258565861_0,3,8,5,1
1046612997_1588281317_0,1,2,1,1
1046612998_4591013619_0,1,2,4,1
1046612998_1046612983_0,1,2,2,1
1046613006_1046607396_0,6,6,2,1
1046613006_1046607407_0,8,6,2,1
1046613011_6096823155_0,2,2,1,1
1050231255_30333370_0,1,3,16,2
1050231255_82762458_0,1,3,21,3
1071339362_256680583_0,5,9,3,3
1071339487_1350466674_0,1,2,1,1
1071339487_416524094_0,1,2,1,1
1071339487_3385754231_0,5,8,1,1
1071339525_1350466674_0,1,2,1,1
1071339525_416114584_0,1,2,1,1
1071400892_256680641_0,1,2,1,1
1071400892_1350466688_0,1,4,1,1
1071400892_416114584_0,1,2,1,1
1075221588_30253212_0,5,4,2,1
1075221588_30689531_0,4,3,3,1
1075627801_1075628122_0,6,6,1,1
1075627885_456868915_0,6,2,1,1
1075627980_1520175201_0,3,4,1,1
1075628099_456868906_0,1,2,1,1
1075628099_9441779068_0,1,2,1,1
1075628122_1075628099_0,5,4,1,1
1075648439_6103772408_0,1,4,1,1
1075648439_1365367852_0,1,4,1,2
1075648439_983340529_0,1,4,1,2
1075648459_1365367852_0,2,3,1,2
1075648459_412451017_0,2,3,1,2
1075648459_6301479267_0,2,4,1,2
1086926627_1298458116_0,1,3,2,1
1086926627_1298461690_0,1,2,2,1
1086926705_1298461691_0,1,2,1,1
1086926705_1299427207_0,1,2,1,1
1086926758_598223919_0,1,2,1,1
1086926758_1086926772_0,1,2,1,1
1086926772_1299613770_0,1,2,1,1
1086926772_1086926758_0,1,2,1,1
1086926772_363881327_0,3,3,1,1
1086926813_1363598891_0,1,2,1,1
1086926813_1086926864_0,1,3,1,1
1086926864_30689276_0,1,4,1,1
1086926864_2956932678_0,1,6,1,1
1088518829_30686342_0,5,2,4,2
1088518835_30686214_0,3,3,4,1
1088518835_6873411834_0,1,3,3,1
1088579987_1012815284_0,1,2,2,2
1088579987_30264262_0,1,2,2,1
1092685726_2022888132_0,3,6,24,1
1092685726_30248270_0,5,8,55,2
1092685773_4538123416_0,11,3,25,3
1094870540_430764140_0,1,3,1,1
1098044394_1859058465_0,1,4,22,1
1100295130_1106505947_0,2,5,13,1
1100295130_3109205926_0,1,5,22,1
1100295145_3200354845_0,3,3,10,1
1100295145_4850661055_0,9,5,9,1
1106505947_30253934_0,1,2,12,1
1106505995_4271656169_0,1,2,8,1
1106505995_506242644_0,1,2,9,1
1116318602_258562666_0,7,3,1,1
1116318655_387127544_0,1,5,9,1
1116318687_387127614_0,1,6,8,1
1116318691_1118502246_0,1,2,1,1
1116318736_12644016479_0,2,4,2,1
1116318834_1116318687_0,1,4,6,1
1116318834_2706253150_0,5,9,7,1
1116318859_1116318736_0,1,3,2,1
1116318859_13324378812_0,1,5,3,1
1116623801_1116623856_0,4,4,1,1
1116623801_2914411511_0,7,6,1,1
1116623801_692247935_0,6,7,1,1
1116623856_1116623801_0,4,4,1,1
1116623856_126763523_0,4,4,1,1
1116623856_330414226_0,4,9,2,1
1116623912_1225083291_0,2,4,1,1
1116623912_30558218_0,1,4,2,1
1116623921_692247935_0,3,9,1,1
1116623921_2087205003_0,5,7,1,1
1116623921_688393877_0,6,9,1,1
1117832656_30617933_0,2,2,3,1
1117832656_416012211_0,2,2,1,1
1117832690_416012214_0,1,2,3,1
1117832690_1017920129_0,1,2,2,1
1117832735_1117832656_0,4,2,1,1
1117832735_1117832690_0,2,2,2,1
1117832745_598224640_0,3,3,6,2
1118502246_1116318691_0,1,2,1,1
1118502246_387127646_0,1,2,1,1
1118614831_412452491_0,1,7,1,2
1118614831_412450402_0,1,7,1,2
1119386014_1420002196_0,1,3,1,1
1119386014_4307016143_0,3,5,4,1
1119386014_1305741265_0,1,3,2,1
1119386518_3306168428_0,1,2,1,1
1119386518_11881496140_0,3,4,1,1
1119994499_30242977_0,7,2,1,1
1119994499_4171977906_0,5,3,1,1
1120489442_2936643037_0,16,4,1,1
1120489442_7663721759_0,12,4,1,1
1121909724_30243312_0,5,7,13,1
1121909724_12919487176_0,11,11,9,1
1121909742_1479334935_0,11,4,8,1
1121909742_1479334951_0,6,3,7,1
1121909773_1012356726_0,9,8,2,1
1121909773_1309411132_0,9,8,2,1
1122814756_1297710575_0,4,3,6,1
1122814756_30556066_0,5,2,8,1
1124790711_30243245_0,10,9,13,1
1124790711_442540255_0,13,10,19,1
1125511774_9433723474_0,6,2,2,1
1125511774_10045031263_0,6,2,2,1
1125604861_1933546287_0,1,4,1,1
1125604861_1935827833_0,1,2,1,1
1126035505_364718311_0,4,5,1,1
1126385606_1736660281_0,7,2,1,1
1126385606_940883640_0,6,2,1,1
1126385606_561521686_0,17,7,1,1
1126640615_26057125_0,7,20,17,1
1126848499_1126848522_0,12,10,16,1
1126848499_1311619424_0,7,8,8,1
1126848522_442540267_0,5,5,11,1
1126848522_30243208_0,5,5,12,1
1126848552_3207273319_0,8,4,5,1
1126848552_442540293_0,10,7,21,2
1126998867_3702993015_0,1,2,5,1
1126998867_2706885261_0,1,2,3,3
1126998875_1126998867_0,1,2,2,1
1126998877_1126998928_0,2,3,1,1
1126998877_449385473_0,5,3,4,1
1126998911_1126998877_0,2,3,1,1
1126998911_4554543618_0,6,8,1,1
1126998923_415402221_0,7,4,7,1
1126998928_800172186_0,1,2,2,1
1126998928_2606686567_0,4,3,1,1
1127100737_395286289_0,4,4,1,1
1127819144_3472804093_0,5,4,2,2
1131166780_30617540_0,1,2,2,1
1131166780_977641428_0,1,4,2,1
1137594372_3684771636_0,1,3,1,1
1137594647_1772026981_0,3,7,1,1
1137594647_1137594372_0,4,11,1,1
1139082290_1139082295_0,11,8,6,1
1139082290_2059776287_0,13,26,10,1
1139082295_449383069_0,10,12,11,1
1139082295_319630543_0,10,8,9,1
1141503163_317926471_0,1,5,1,1
1141503163_318317456_0,1,5,1,1
1141503226_6815991619_0,6,2,1,1
1141503226_600061492_0,4,2,1,1
1142860648_317926444_0,8,3,1,1
1142860648_323160206_0,2,2,1,1
1147391517_30243342_0,4,10,5,2
1147391517_7507211481_0,9,19,27,3
1147391519_1603753674_0,6,9,19,1
1147391519_7507211787_0,6,11,24,2
1148143947_600061446_0,5,3,2,2
1148143947_598223867_0,6,3,1,1
1156424404_30295491_0,1,2,1,1
1156424404_1156424413_0,4,2,1,1
1156424412_30295517_0,1,2,2,1
1156424412_1156424404_0,1,2,2,1
1156424413_395285930_0,4,2,1,1
1162558777_316877756_0,2,2,1,1
1162558777_3934957720_0,1,2,1,1
1162558788_815063056_0,20,10,2,1
1162558801_4600193562_0,11,7,1,1
1162558801_604001411_0,18,11,3,1
1169009518_2063950768_0,1,4,3,2
1169009527_1623835960_0,4,2,6,2
1169009527_3945299721_0,6,2,5,2
1169009527_561521641_0,6,4,6,2
1174647432_1496412815_0,3,2,1,1
1174708055_1588285136_0,4,5,2,1
1174708055_1046607396_0,9,7,3,1
1174754927_415716567_0,1,2,1,1
1174754927_415718626_0,3,3,1,1
1177108319_1088518829_0,2,2,2,2
1177108319_6873411834_0,1,2,2,2
1191150266_7160352329_0,4,8,13,4
1191150266_30242968_0,2,3,2,4
1193548732_1193548816_0,3,13,13,1
1193548732_8745736544_0,4,11,14,1
1193548761_1193548732_0,4,15,18,1
1193548761_1193548816_0,5,16,15,1
1193548784_2264456452_0,26,30,16,1
1193548784_2686522116_0,5,16,4,1
1193548816_26057050_0,4,12,9,1
1198354151_402894803_0,1,3,4,1
1198354153_30960622_0,1,3,6,1
1198354157_30960628_0,1,3,6,1
1207603865_347712540_0,1,2,5,1
1207603865_1043905565_0,1,2,6,1
1207612390_1044543169_0,5,3,1,1
1207612390_4373522803_0,4,4,2,1
1207612392_3048045041_0,1,2,1,1
1207612392_243342775_0,1,2,10,1
1207612394_1207603865_0,1,2,5,1
1207612394_1306211583_0,1,2,4,1
1207618829_4549616600_0,2,2,14,1
1207618829_2473393632_0,5,2,13,1
1224389881_331355857_0,5,9,1,1
1224389881_412462146_0,1,10,1,1
1224389897_1224389881_0,1,8,1,1
1225009010_364670900_0,1,5,1,1
1225051325_556364134_0,1,2,1,3
1225051325_556335003_0,1,2,1,1
1225051325_2204931600_0,1,2,1,1
1225051373_556335003_0,1,3,1,1
1225051373_1225051377_0,1,3,1,1
1225051373_364680673_0,1,2,1,1
1225051377_1225051373_0,1,3,1,1
1225051377_556335003_0,1,2,1,1
1225083248_30294772_0,1,2,2,1
1225083265_1225083268_0,1,2,1,1
1225083268_1225083265_0,1,2,1,1
1225083268_1225083248_0,1,2,1,1
1225083271_30960805_0,1,4,1,1
1225083271_513342399_0,1,4,1,1
1225083280_30558219_0,3,4,7,1
1225083280_1225083291_0,4,4,4,1
1225083291_408908795_0,4,4,2,1
1230701452_12644016427_0,3,3,1,1
1230701452_1291715885_0,5,7,1,1
1230701490_392352555_0,4,7,1,1
1233754561_1233754562_0,1,2,1,1
1233754561_30294667_0,1,4,1,1
1233754562_30294673_0,1,2,1,1
1233754563_977657490_0,1,3,3,1
1233754563_432509967_0,5,2,5,1
1233754567_31285424_0,2,4,1,1
1233754567_432510028_0,2,5,1,1
1233754567_324231840_0,2,4,1,1
1233754573_30294703_0,1,8,1,2
1233754573_3208632836_0,3,6,1,1
1233754573_364670660_0,1,7,1,1
1233754573_666756791_0,1,9,2,1
1233754575_556344763_0,1,2,1,1
1233754575_4475428027_0,1,2,1,1
1233754575_556334957_0,1,2,1,1
1233754576_1233754563_0,1,2,3,1
1233754576_1233754586_0,1,3,3,1
1233754579_432510237_0,2,4,10,1
1233754579_2087205017_0,2,5,4,1
1233754582_556334957_0,6,2,1,1
1233754585_1233754561_0,1,3,1,2
1233754585_30294666_0,1,2,1,2
1233754586_1233754576_0,1,3,3,1
1233754587_1233754635_0,1,3,12,1
1233754587_1233754614_0,2,3,14,1
1233754603_1233754618_0,2,5,1,1
1233754603_432510028_0,2,7,2,1
1233754603_8529334834_0,3,4,4,1
1233754614_30294784_0,4,3,12,1
1233754614_432509965_0,4,4,13,1
1233754618_288024531_0,1,5,7,1
1233754631_1233754582_0,6,2,1,1
1233754631_556344739_0,1,2,1,1
1233754635_1233754576_0,1,2,9,1
1233754635_2087205014_0,2,3,8,1
1233760230_30294569_0,3,4,18,4
1233760230_418136959_0,1,2,5,2
1251330733_391084137_0,1,4,1,1
1251330733_634519979_0,1,4,1,1
1251330741_4471687469_0,1,2,1,1
1251330741_391084148_0,1,2,1,1
1255304807_950161652_0,1,2,1,1
1255304807_950161659_0,1,2,1,1
1258203865_30314626_0,1,2,5,3
1258203865_1857695693_0,1,4,6,4
1259351650_8244634502_0,2,4,1,1
1261306780_402875749_0,5,5,1,1
1261315828_1297521224_0,3,3,1,1
1261315828_392351072_0,3,3,1,1
1279276755_981747029_0,6,5,1,1
1279276759_1279276755_0,5,6,1,1
1279276759_453549623_0,8,5,1,1
1282870796_559026426_0,10,11,16,1
1282870801_1282870796_0,8,12,15,1
1282870801_3218700096_0,9,13,25,3
1282870801_2495575748_0,5,12,14,1
1286855172_30243331_0,3,2,29,1
1286855176_30242963_0,3,2,21,1
1291715885_376751686_0,2,9,2,1
1291717169_534332086_0,1,2,1,1
1292128461_4127392690_0,1,8,2,1
1292134747_430766958_0,1,5,1,2
1292134747_5769607634_0,1,5,1,2
1292134747_430767908_0,1,5,1,2
1292134749_5914119632_0,1,5,1,1
1292134749_430769491_0,1,11,1,1
1295278485_615815431_0,6,16,2,1
1295278485_2450895952_0,18,28,2,1
1295283770_323158443_0,7,16,2,1
1295283770_2697516077_0,6,12,2,1
1295286769_1295283770_0,6,10,1,1
1295286769_629327975_0,5,9,1,1
1297445118_3376229198_0,6,5,1,1
1297445118_30689532_0,4,6,1,1
1297470708_7160883598_0,11,3,5,1
1297470708_262250621_0,13,5,5,1
1297470711_4826578393_0,11,11,8,1
1297470711_541644038_0,5,6,2,1
1297490058_1768889590_0,6,2,3,1
1297490058_3040074835_0,6,2,4,1
1297490058_30243357_0,8,4,3,1
1297521195_5952574455_0,1,2,1,2
1297521195_5929180990_0,1,2,1,2
1297521195_1297521253_0,1,2,1,2
1297521201_1297521219_0,1,2,1,2
1297521201_1297521253_0,1,2,1,2
1297521201_1365781116_0,1,2,1,1
1297521206_1297521235_0,2,2,1,2
1297521206_627782668_0,2,2,1,2
1297521206_1297521227_0,1,2,1,2
1297521219_1297521201_0,1,2,1,2
1297521224_1365781116_0,1,2,1,1
1297521224_629334371_0,1,2,1,1
1297521224_1261315828_0,3,3,1,1
1297521227_1297521253_0,1,2,1,2
1297521227_1297521206_0,1,2,1,2
1297521227_1365781116_0,2,2,1,2
1297521235_5952574451_0,2,2,1,2
1297521235_1297521206_0,2,2,1,2
1297521235_5952574455_0,1,2,1,2
1297521253_1297521227_0,1,2,1,2
1297521253_1297521201_0,1,2,1,2
1297521253_1297521195_0,1,2,1,2
1297710569_30243344_0,3,5,8,1
1297710575_30558451_0,6,5,8,1
1297710575_1297710569_0,5,6,9,1
1297744704_30246711_0,1,6,14,2
1297744704_1382873567_0,4,5,14,2
1297790600_1297790734_0,1,4,2,1
1297790600_834395618_0,1,4,2,1
1297790607_2128042603_0,2,7,1,1
1297790607_2128039905_0,2,6,1,1
1297790631_1297790778_0,1,4,1,1
1297790631_1599256242_0,1,4,1,1
1297790631_1297790770_0,1,2,1,1
1297790702_1297790778_0,1,6,1,1
1297790734_1297790802_0,1,5,2,1
1297790734_947196775_0,1,4,2,1
1297790734_1297790600_0,1,4,2,1
1297790742_13109559644_0,1,2,1,1
1297790770_6111325438_0,1,3,1,1
1297790778_5329316381_0,1,5,1,1
1297790778_13109559644_0,1,4,1,1
1297790802_1297790734_0,1,5,2,1
1297790802_3170270487_0,1,5,2,1
1297790802_1599256242_0,1,5,2,1
1297809315_4343830708_0,7,5,1,1
1297809315_4549311789_0,5,3,1,1
1297809323_1297809315_0,5,3,1,1
1297809323_995309546_0,4,4,1,1
1297818677_358505154_0,5,6,1,1
1297818714_358505154_0,5,6,1,1
1297818714_9029647979_0,11,8,1,1
1297818723_3285483283_0,1,2,1,1
1297818732_1297818723_0,1,2,1,1
1297818732_3951678282_0,1,2,1,1
1298458116_1298458117_0,1,3,3,1
1298458117_363881331_0,1,3,2,1
1298458117_363881327_0,4,3,2,1
1298461682_598223938_0,1,2,4,1
1298461682_1298458116_0,1,2,5,1
1298461690_1298461691_0,1,2,1,2
1298461690_1299427207_0,1,2,1,1
1298461691_1299427211_0,1,3,1,1
1298461691_3059542903_0,1,2,1,1
1298628783_30295808_0,1,2,3,1
1298628785_1298628783_0,2,8,14,1
1298628785_4436287114_0,4,8,13,1
1298628785_598224012_0,3,8,11,1
1298740470_381009510_0,3,4,1,1
1298740470_1298740481_0,1,3,1,1
1298740481_1298740508_0,1,2,1,1
1298740481_1298740470_0,1,3,1,1
1298740481_1298742841_0,1,3,1,1
1298740483_1350170848_0,1,2,1,1
1298740508_1350170848_0,1,2,1,1
1298740508_1298740481_0,1,2,1,1
1298740508_1350170511_0,1,2,1,1
1298742806_1350171075_0,3,2,1,1
1298742839_1298742841_0,1,2,1,1
1298742841_1298742839_0,1,2,1,1
1298742841_381009510_0,3,3,1,1
1298742841_1298740481_0,1,3,1,1
1298742841_1350170152_0,1,2,1,1
1298758085_4139421839_0,4,2,1,1
1298758085_7096400667_0,4,3,1,1
1298758085_1349534663_0,6,3,1,1
1298769734_2449580477_0,1,3,1,1
1298769734_1484829178_0,1,5,1,1
1298769734_1298774118_0,1,5,1,1
1298774114_1297818732_0,1,5,1,1
1298774114_1298774118_0,1,8,1,1
1298774118_1484829198_0,1,4,1,1
1298774118_1298769734_0,1,5,1,1
1298783033_30294515_0,1,2,9,1
1298783033_30313377_0,1,2,7,1
1299373042_5448516408_0,3,4,1,1
1299373042_2677000058_0,1,2,1,1
1299373044_1299373046_0,5,3,1,1
1299373044_30689098_0,4,3,1,1
1299373045_1299373047_0,1,2,2,1
1299373046_5448516407_0,1,3,1,1
1299373046_1299373048_0,1,3,1,1
1299373046_1299373044_0,5,3,1,1
1299373047_2676998918_0,3,2,2,1
1299373048_1299373047_0,1,2,3,1
1299373048_2676998917_0,3,2,1,1
1299373048_1299373046_0,1,3,1,1
1299414755_1086926772_0,1,3,1,1
1299414755_363881331_0,1,2,2,1
1299414785_1381912196_0,1,3,2,1
1299414785_598223996_0,3,4,5,1
1299414816_1381912196_0,1,2,1,1
1299414817_598223919_0,1,2,1,1
1299427193_598223783_0,3,10,1,1
1299427193_1299430518_0,1,4,1,1
1299427202_1298461690_0,1,2,1,1
1299427202_1299427211_0,1,3,1,2
1299427207_1086926627_0,1,2,2,1
1299427211_598224987_0,1,4,1,1
1299430501_1299613796_0,4,6,1,1
1299430501_598223783_0,3,7,1,1
1299430501_1299430518_0,1,7,1,1
1299430518_1299427202_0,1,2,1,1
1299430527_30295809_0,1,2,1,2
1299430527_6219058269_0,1,2,2,1
1299613770_598223921_0,1,5,2,2
1299613770_1299613796_0,3,2,1,1
1299613796_363881327_0,6,4,1,1
1299613796_1299430501_0,4,6,1,1
1299629083_481146953_0,1,3,1,1
1303363156_1303363157_0,1,2,1,1
1303363156_1303363158_0,1,2,1,1
1303363156_30295807_0,1,2,2,1
1303363157_1303363156_0,1,2,1,1
1303363158_5163777212_0,1,2,1,1
1303363158_1303363159_0,1,2,1,1
1303363159_30295716_0,1,2,1,1
1303363159_1303363164_0,1,2,1,1
1303363164_30295814_0,1,2,1,1
1303363164_1303363167_0,1,2,1,1
1303363167_30295800_0,1,2,1,1
1303363168_5929181002_0,1,2,1,1
1303363169_598224886_0,1,2,1,1
1303363169_1303363168_0,1,2,1,1
1303363172_11843222077_0,1,2,2,5
1303363172_1303363176_0,1,4,11,5
1303363172_434423009_0,1,2,4,5
1303363176_1303363172_0,1,4,11,5
1303363176_2914607801_0,1,6,10,1
1303363181_2687171811_0,3,4,3,1
1303363181_2687171809_0,3,4,8,1
1303407075_2810558864_0,1,2,2,1
1303407075_2810558865_0,1,2,4,1
1303430020_1043834173_0,1,2,1,2
1303430020_1043850005_0,1,2,1,1
1303430039_30254671_0,1,3,1,1
1303430084_1303430131_0,1,2,1,1
1303430084_3053899379_0,1,3,1,1
1303430131_1303430039_0,1,3,1,1
1303430145_30295405_0,4,3,9,1
1303430180_30295408_0,1,2,6,1
1303430180_1303430145_0,4,3,8,1
1303430202_30295416_0,1,2,10,1
1303430202_1303430180_0,1,2,6,1
1303430273_7634532958_0,4,4,5,1
1303430273_448786036_0,4,2,10,1
1303430329_11246122387_0,4,2,1,1
1303430329_1303430343_0,8,4,1,1
1303430343_1303430364_0,8,3,3,1
1303430343_8223182475_0,6,2,2,1
1303430364_2627845567_0,4,3,4,1
1303430364_1303430343_0,8,3,3,1
1303430364_363888326_0,6,2,4,1
1303430372_2627845567_0,1,3,2,1
