road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,signals,transport,pois,width,height,betw_centrality,clos_centrality,green_100,straightness,closeness400,width_x_betw,min_arterial_dist,min_local_road_dist
26057346_26057345_0,4,3,3,3,1969.8661261619548,483.2063265669617,0.0,266.96393735032643,0.0,86.36124147632384,9.644584731067352,4.822292365533676,21.700315644901547,22.94268870228633,7.5,0.000357257442315,0.000211923482881,0.0,0.8423155075550324,8.980888066524033e-06,0.00819644628560806,0.0,0.0
26057345_533662625_0,3,3,2,3,2000.6048284485453,484.97172620317343,0.0,130.84192398322162,0.0,86.73623095215932,2.919180784725864,2.1893855885443982,13.136313531266389,20.99732218189056,10.448275862068966,0.0004035723132112,0.0002122783091644,0.0,0.8438178050760405,1.2058077266278566e-05,0.008473937884186414,0.0,0.0
26057342_26057341_0,4,3,3,3,2012.8031997542348,320.78336368233494,0.0,271.65052748216084,0.0,195.6822598968664,5.234924448834684,9.81548334156503,17.01350445871272,30.86942435630222,15.771428571428572,0.0147948635502116,0.0002158814310416,0.0,0.8492943377497191,1.1828568112276727e-05,0.4567089212250699,0.0,0.0
26057342_26057345_0,3,3,3,5,2000.6048284485453,376.8934244465012,0.0,265.20188205114664,0.0,86.73623095215932,3.6691068894226486,8.25549050120096,11.924597390623608,23.383224223354787,11.210526315789474,7.105464737831459e-05,0.0002137757000026,0.0,0.8456675165467318,1.023550700298438e-05,0.0016614867517585384,0.0,0.0
26057341_30242757_0,3,3,3,3,2012.8031997542348,275.3952196542369,0.0,334.35568721430366,0.0,217.7588654010084,14.803575824366666,27.49235510239524,40.18113438042381,41.86679553692633,27.0,0.0182618983380546,0.0002167477525882,0.0,0.8492983102114833,1.253334300980232e-05,0.7645671638354667,0.0,0.0
30227048_30227049_0,2,2,2,6,845.1940175112375,975.9751758357658,370.87190695359067,54.13777198295346,61.40464235038983,0.0,1.368719888228062,5.474879552912248,34.21799720570155,8.188226926564187,6.461538461538462,0.0004690259756601,0.0001869493538515,0.0,0.8208196854753051,1.3460443951502837e-05,0.00384049112315807,370.87190695359067,0.0
30227035_30227468_0,3,2,2,4,1096.885372196634,805.603943365086,512.2263980135824,0.0,0.0,82.87762260365733,0.9863414039442432,1.9726828078884864,11.836096847330918,8.466604684092164,8.571428571428571,0.0054035439315387,0.0001939167635403,5.4864394895975,0.8280870076489968,1.114676529701114e-05,0.045749670361463345,512.2263980135824,0.0
30227035_30227037_0,3,3,3,5,911.564487202548,846.7487513769046,476.179992252292,0.0,0.0,65.97122238949876,0.5138232107051647,1.0276464214103294,13.873226689039443,9.364829711739027,7.0,0.0002241147467503,0.0001901037689682,1.0148426020506172,0.8174813729350772,5.172213798209035e-06,0.002098796439206077,476.179992252292,0.0
30227034_30227032_0,2,2,2,6,654.6779302545228,1189.988243816533,254.38153352598687,0.0,62.182823019268845,0.0,0.8305837451462856,2.491751235438857,15.781091157779429,7.718619110857888,6.666666666666667,0.0002241147467503,0.0001852505191268,0.0,0.8351524095116882,1.2068867434578275e-05,0.0017298563672919413,254.38153352598687,0.0
30227027_30227025_0,2,2,2,5,700.6439790273116,1181.5374541411884,303.26007038308325,0.0,0.0,62.182823019268845,0.8085248472805263,1.6170496945610526,19.40459633473263,5.873068090097565,6.652173913043479,0.0002241147467503,0.0001857456408891,0.0,0.8331689648395972,9.854698727294784e-06,0.0013162411676594838,303.26007038308325,0.0
30227025_30227032_0,2,2,2,4,749.2408601059827,1181.5374541411884,323.4796904890913,0.0,0.0,0.0,1.6073014839701507,3.214602967940301,30.538728195432856,9.316675793303412,9.0,0.0120382747700544,0.0001875988432646,0.0,0.8397097784879586,1.5056672903439247e-05,0.11215670314330103,323.4796904890913,0.0
26198844_30243042_0,4,3,3,3,1975.796375128593,0.0,0.0,197.84427565012533,0.0,116.37620866026144,4.700987296273463,2.686278455013408,8.730404978793576,22.29460459854008,16.178571428571427,0.0032894860772324,0.0001951293610087,1.6270612369750703,0.8412178395124822,8.728925908570555e-06,0.07333779142429903,0.0,0.0
26198844_2510589068_0,3,3,2,2,1934.3628290945176,0.0,0.0,147.02315647749953,0.0,147.59405116835245,6.658194283690801,5.178595553981734,8.8775923782544,49.26105410109437,22.615384615384617,0.0188098404332138,0.0001945135930481,1.71475012607617,0.8388367901255201,9.529452625940998e-06,0.9265925672134974,0.0,0.0
26198833_30246781_0,4,4,3,5,1901.4560265172595,133.2953935678512,268.4402213619396,147.75512039991114,0.0,119.06339589393198,6.069885619086946,4.721022148178736,8.767612560903366,23.176736230069373,8.88888888888889,0.0007583683361402,0.0001984335640113,0.9372831989156002,0.8325927949521699,9.532168196778702e-06,0.017576502891958,133.2953935678512,0.0
30227132_30227153_0,3,2,2,6,1347.0960787146637,425.3794519180318,221.8294824534132,123.48916972369852,65.9645598551613,0.0,1.2023894459270668,2.404778891854133,28.857346702249604,6.705884587282585,7.125,0.0007190107424881,0.0001984648766712,0.0,0.8232597355779289,2.374159778257051e-05,0.004821603056141558,221.8294824534132,0.0
30227132_30227133_0,2,2,3,6,1347.0960787146637,508.19980209281874,304.6737158780716,118.47547994375763,65.89859972959003,0.0,1.17331612105576,2.34663224211152,30.506219147449755,5.750733005883348,3.375,0.0001579578216197,0.0001981286815783,0.3273069956716071,0.8238061786218137,2.300341008653026e-05,0.0009083732583258431,304.6737158780716,0.0
30227131_30227139_0,2,2,1,6,1352.6057766164577,464.9930476135965,276.595164101492,161.22986939857827,48.513429398046775,0.0,3.482737294166664,6.965474588333328,27.86189835333332,6.303487964828353,12.0,0.0003205370837193,0.0001975957592405,0.0,0.8240641604119004,2.4935329496851588e-05,0.002020501649505786,276.595164101492,0.0
30227068_5306386384_0,3,3,2,4,759.3809887582253,1048.2923088165924,283.2237729312266,0.0,0.0,14.002235189183091,1.41189035480165,4.235671064404951,39.5329299344462,18.05671251669537,8.727272727272727,0.0033422558948859,0.0001871870743613,0.0,0.8353593420557378,1.928334092616673e-05,0.06035015385118511,283.2237729312266,0.0
30227068_3743057429_0,2,2,2,4,695.5627736532651,1117.705644305386,246.8900610028652,0.0,0.0,63.03680961981728,1.321110832237794,6.60555416118897,23.779994980280293,21.24229561129729,11.454545454545457,0.0023510071449981,0.0001867441502237,0.0,0.8410109799760059,2.119794984086844e-05,0.04994078875832171,246.8900610028652,0.0
30227068_30227050_0,3,3,2,5,759.3809887582253,1109.912681551736,283.2237729312266,0.0,0.0,0.0,1.4595441670072868,2.9190883340145737,30.650427507153022,9.097040938443785,7.909090909090909,0.0010622029311687,0.0001878591136357,0.0,0.8389399297109412,1.858669082988438e-05,0.00966290354977665,283.2237729312266,0.0
30227050_30227049_0,3,2,2,6,792.1589930390087,1048.9903528255777,340.4311443795773,58.03078541002013,0.0,0.0,1.629830774490769,4.889492323472306,40.74576936226922,6.080696401996823,6.5,0.0005435467033984,0.0001877155245742,0.0,0.8316831680006491,1.5446847974399046e-05,0.003305142483671885,340.4311443795773,0.0
30227050_30227052_0,3,2,2,6,720.7566035834375,1109.912681551736,284.77464920429264,0.0,0.0,0.0,1.174214673656974,4.696858694627895,25.832722820453423,15.68207208352017,9.473684210526317,0.0002468703178089,0.0001875869264055,0.0,0.840317523948981,1.8048057329919912e-05,0.0038714381191607035,284.77464920429264,0.0
30227048_192071165_0,2,2,2,6,907.2821047963112,965.2359240467282,377.4709250964772,0.0,113.6912362361962,0.0,1.8307987562171928,7.323195024868771,58.58556019895017,16.642896842282866,10.333333333333334,0.0004771386130243,0.0001874668259308,0.0,0.8209245854097197,1.4810037819862333e-05,0.007940968716033349,377.4709250964772,0.0
13266185092_2013654034_0,2,2,2,5,2631.1727814136325,633.3075864963046,732.9583034724105,238.8375747169849,0.0,4.560737590568869,8.585568677790262,2.4530196222257894,2.4530196222257894,35.652882221650394,16.666666666666668,0.0030540688945258,0.0001611901685423,7.246478361713077,0.851512793383431,1.15269000167949e-05,0.10888635859333436,633.3075864963046,0.0
30227139_30227136_0,3,3,2,6,1352.6057766164577,421.8763601088184,228.0118070392116,141.51575553048616,0.0,0.0,0.9149800992473712,2.7449402977421142,10.979761190968455,5.913353205818037,8.045454545454545,0.0001705412003176,0.0001975494306128,0.0,0.8246960265267628,2.3789844523061013e-05,0.0010084703536221362,228.0118070392116,0.0
30227139_30227131_0,2,2,1,6,1352.6057766164577,464.9930476135965,276.595164101492,161.22986939857827,48.513429398046775,0.0,3.482737294166664,6.965474588333328,27.86189835333332,6.303472594820869,12.0,0.0003205370837193,0.0001975957592405,0.0,0.8240641604119004,2.4935329496851588e-05,0.00202049672284841,276.595164101492,0.0
30227135_30227136_0,2,2,2,5,1414.3488327864757,380.2461122857076,228.0118070392116,100.02822978918898,0.0,0.0,1.8877651300559968,5.663295390167989,26.42871182078396,6.289533827554958,9.0,0.0008036534295383,0.0001979724614049,0.0,0.8221885349842524,2.229668002022343e-05,0.005054605430711693,228.0118070392116,0.0
30227134_30227135_0,3,3,2,6,1458.1694747195932,349.75280257823414,196.135824593078,69.4489833654878,0.0,0.0,2.5814355968998286,5.162871193799657,36.1400983565976,5.461120373028772,13.0,0.0008537106625623,0.0001985295288021,0.0,0.818955271920629,2.182393546085e-05,0.004662216691990868,196.135824593078,0.0
30227133_2264151290_0,2,2,3,6,1302.0657929716056,517.8516535780885,313.8501427194006,81.77249240920263,76.65759617727369,0.0,1.8379703230808044,3.675940646161609,53.30113936934333,16.017354010645413,9.461538461538462,0.0030215178789718,0.0001988225636227,1.0619726684824264,0.8280063358731464,2.2266901296744025e-05,0.04839672151698578,313.8501427194006,0.0
30227132_30227154_0,3,3,2,6,1281.6022397879638,508.19980209281874,304.8362685058059,61.48756553422633,0.0,0.0,1.5161396578697393,3.0322793157394785,28.806653499525048,6.802831010759114,5.25,0.000591042050939,0.000197807320902,0.0,0.8280815936229391,2.496989190262609e-05,0.004020759192790498,304.8362685058059,0.0
30227156_30227157_0,2,2,1,6,1499.1427803863671,306.43518333029846,115.54789522829356,56.22080969844146,81.58324644286024,0.0,4.478418607854168,4.478418607854168,31.34893025497918,2.480138593620443,3.375,0.0026666967395184,0.0002019420931897,0.0,0.8283863914870718,2.2485462663820767e-05,0.006613777501161386,115.54789522829356,0.0
30227154_30227132_0,3,3,2,6,1281.6022397879638,508.19980209281874,304.8362685058059,61.48756553422633,0.0,0.0,1.5161396578697393,3.0322793157394785,28.806653499525048,6.802831010453917,5.25,0.000591042050939,0.000197807320902,0.0,0.8280815936229391,2.496989190262609e-05,0.004020759192610113,304.8362685058059,0.0
30227153_30227132_0,3,2,2,6,1347.0960787146637,425.3794519180318,221.8294824534132,123.48916972369852,65.9645598551613,0.0,1.2023894459270668,2.404778891854133,28.857346702249604,6.70588458729941,7.125,0.0007190107424881,0.0001984648766712,0.0,0.8232597355779289,2.374159778257051e-05,0.004821603056153655,221.8294824534132,0.0
13391145408_533662733_0,3,3,3,3,1322.2568930718896,1577.6977631740656,0.0,0.0,166.8738224246831,201.97956836403972,2.3980324255152152,5.595408992868835,11.990162127576076,0.0,0.0,0.0183147937383299,0.0001841065702341,3.9072543024193966,0.8510155860371644,2.004244344678037e-05,0.0,0.0,0.0
13391145408_190986445_0,4,3,3,3,1261.50240463559,1547.5306242629536,0.0,0.0,232.29862546332885,232.29862546332885,6.514786616073959,6.514786616073959,19.54435984822188,0.0,0.0,0.0214913308055728,0.0001853369181785,0.5592098212023474,0.8532517413162966,1.3484886327441337e-05,0.0,0.0,0.0
13307330505_30247405_0,4,4,3,3,2187.8111833489047,405.3647951945513,0.0,254.2829587490591,0.0,0.0,9.012794457345834,9.012794457345834,9.012794457345834,20.390398912923978,12.6,0.011210459244094,0.0002326314740282,0.0,0.8339418518862681,2.6241027812472514e-05,0.22858573598415283,0.0,0.0
13307330505_30247401_0,3,3,3,3,2165.913357701664,386.15833005499,0.0,257.81506139882896,0.0,0.0,11.350909563079844,7.567273042053229,11.350909563079844,19.478039433410384,9.0,0.011297764282725,0.0002310870912523,0.0,0.8299553339169035,2.4381047121839423e-05,0.22005829820829292,0.0,0.0
30227192_112409079_0,2,2,2,6,1649.5835394250837,184.2122129392432,74.66489934509698,71.12242744659989,0.0,0.0,0.9587454035828924,5.752472421497355,29.72110751106967,9.031209762521536,8.0,6.4047137085437325e-06,0.0002063396892021,0.0,0.8264734323367494,1.4904428734209975e-05,5.784231297075567e-05,74.66489934509698,0.0
30227159_30227135_0,3,3,2,6,1411.268034088267,380.2461122857076,234.26039187303303,100.02822978918898,0.0,0.0,1.136166423558073,2.272332847116146,15.906329929813024,5.829290982614367,8.0,2.9737964827120704e-05,0.0001983834674422,0.0,0.8215569654601551,2.3197959120516388e-05,0.00017335125020803794,234.26039187303303,0.0
30227159_30227158_0,3,3,2,6,1411.268034088267,395.2009102842303,203.5639887077104,118.80515874842214,82.17593689812223,0.0,2.358085712363979,4.716171424727958,16.506599986547855,6.058962382333796,11.25,0.0006005612136666,0.0001991353773113,0.0,0.8238993289856253,2.3876516111644124e-05,0.003638777801894659,203.5639887077104,0.0
30227158_30227134_0,3,3,2,6,1453.1031099029667,349.75280257823414,195.5362658198605,69.4489833654878,38.60487666980013,0.0,1.3670787370737407,2.734157474147481,19.13910231903237,6.904143155491706,12.375,6.449923452368746e-05,0.0001992814386712,0.0,0.8212976354460991,2.250249245197774e-05,0.00044531194857117115,195.5362658198605,0.0
2917908492_557187296_0,4,3,3,5,2509.7701813093267,306.962284321003,71.62608165054635,294.0415147660636,0.0,94.69391373741692,14.457432133629297,5.782972853451719,17.348918560355155,49.30585172163041,3.0,0.0019032046324113,0.0002148475018934,14.331455643887866,0.8538291521377415,2.2757437135007912e-05,0.09383912540159166,71.62608165054635,0.0
30227157_30227134_0,2,2,1,6,1490.7963951470508,339.98600700744265,158.6881566185793,59.66647659390001,38.66929230343491,0.0,1.3857160135112332,2.7714320270224664,24.9428882432022,5.066790925927917,9.428571428571429,0.0009426985083245,0.0002000268147015,0.0,0.822642901284083,2.243311779401704e-05,0.004776456247864359,158.6881566185793,0.0
30227157_30227156_0,2,2,1,6,1499.1427803863671,306.43518333029846,115.54789522829356,56.22080969844146,81.58324644286024,0.0,4.478418607854168,4.478418607854168,31.34893025497918,2.480138593595812,3.375,0.0026666967395184,0.0002019420931897,0.0,0.8283863914870718,2.2485462663820767e-05,0.006613777501095702,115.54789522829356,0.0
30227156_30227151_0,2,2,1,6,1543.2066697239495,306.43518333029846,108.53378867163838,56.22080969844146,81.58324644286024,0.0,4.930759068402119,7.396138602603178,61.63448835502648,4.883551964539393,1.5,0.0002241147467503,0.0002018574073851,0.0,0.8242899751909274,1.94053838894322e-05,0.0010944760117746761,108.53378867163838,0.0
2914607832_1299414755_0,2,2,1,5,964.3144241965329,568.3961429777702,97.88912495198352,88.33345637124772,0.0,0.0,2.296625798418656,4.593251596837311,2.296625798418656,30.058678439395,18.0,0.001378470205749,0.0001621899314156,0.9988912626964472,0.8352110518040019,1.3216572269625032e-05,0.04143499265289585,97.88912495198352,0.0
30227198_30884331_0,3,3,3,5,1225.6065469218122,648.5587053915382,433.9932128946104,50.05931193965601,0.0,0.0,1.0276175400163423,2.055235080032685,24.66282096039222,12.23043192052556,11.347826086956522,0.0047949956631297,0.0001976879659951,0.0,0.8317763387737914,1.9982127086825228e-05,0.058644868017123104,433.9932128946104,0.0
30227196_30227153_0,3,2,2,6,1429.9301960704197,425.3794519180318,219.3244616575748,161.26563385171025,129.2607588765895,0.0,1.1415677194889124,2.283135438977825,28.53919298722281,5.524694523756551,4.125,0.0002145955840227,0.0001998502529633,0.0,0.82296988368037,2.206193773389361e-05,0.0011855750478725496,219.3244616575748,0.0
30227195_30227157_0,3,3,3,6,1499.0822274363345,349.9441233284033,152.3769405740715,80.0245450665855,89.32347754838256,0.0,0.7925411149043895,1.585082229808779,30.909103481271195,5.009279879937774,7.5,0.0001394218266514,0.0002016906534467,0.0,0.826592541509918,2.215802445776316e-05,0.0006984029510690302,152.3769405740715,0.0
30227193_30227195_0,3,3,3,6,1502.2240752893354,282.19680815966774,100.8044442601966,129.47703616788112,0.0,0.0,1.1174705280929849,2.2349410561859697,43.58135059562641,7.717097284339005,8.333333333333334,0.0034580933051753,0.0002035576933818,0.0,0.827923456805645,1.984144169781148e-05,0.0266864424543592,100.8044442601966,0.0
