road_id,noise_day,noise_evening,noise_night,road_category,dist_to_trunk,dist_to_primary,dist_to_secondary,dist_to_tertiary,dist_to_residential,dist_to_living_street,signals,transport,pois,width,height,betw_centrality,clos_centrality,green_100,straightness,closeness400,width_x_betw,min_arterial_dist,min_local_road_dist
21638868_30343649_0,2,2,1,4,1462.9321147036892,2131.0928651378035,492.9048784639712,0.0,0.0,0.0,6.639758038465339,19.91927411539601,99.59637057698008,36.85091243445897,9.0,0.0018144428353682,0.0001665724732704,0.0,0.8281266709200847,5.131129312451927e-05,0.066863874043485,492.9048784639712,0.0
21638865_30343650_0,1,1,0,6,1420.2278963115266,2300.048236592293,675.7212856605581,192.97497402294613,0.0,0.0,6.465793478848026,12.931586957696052,100.0,28.095584016753243,12.0,0.0002241147467503,0.0001612909741125,0.0,0.8222063879523833,3.136210620040383e-05,0.006296634696716429,675.7212856605581,0.0
13859746868_13859746870_0,3,2,2,5,232.68790164610004,502.1247095607067,1111.3417162128212,188.9710390128823,0.0,385.612797986199,13.030508365305971,26.061016730611943,26.061016730611943,43.582332242079474,30.0,0.0005400052734654,0.0001864237622481,6.989904900880525,0.8079884323450927,1.7310841435303475e-05,0.023534689240644047,232.68790164610004,0.0
21638917_190981834_0,4,4,3,3,588.4649950159936,1609.3860748998716,0.0,58.49225688381063,162.7148268087049,48.55822532777917,32.57790703437751,19.546744220626508,6.515581406875502,0.0,0.0,0.0001973405317961,0.0001830209692417,0.0,0.8690386037868693,1.851656420152008e-05,0.0,0.0,48.55822532777917
21638891_190971702_0,3,3,3,4,1432.0292991737083,1409.1214507064003,149.24208144914562,0.0,151.35112373999596,184.4544915152213,26.10798223629433,20.886385789035465,83.54554315614186,50.0,0.0,0.0002128625438427,0.0001886258014505,0.0,0.8497419953730965,1.789244466123326e-05,0.010643127192135001,149.24208144914562,0.0
21638891_533663031_0,4,4,3,4,1270.5514685768014,1409.1214507064003,0.0,0.0,157.12048354055025,157.12048354055025,11.615307809063316,4.890655919605607,17.728627708570322,37.39007769984136,8.4,0.0312080601136884,0.0001890176721177,0.0,0.8542330334612944,1.6326771933392803e-05,1.1668717925121295,0.0,0.0
21638889_190987748_0,3,3,2,4,1428.13460130131,1499.8486475359464,0.0,0.0,140.85297131724533,199.25875762734788,6.598119154695483,10.556990647512771,19.79435746408645,2.822912352991394,1.565217391304348,0.0003128514272691,0.0001852569131755,6.428097700567739,0.8481060110526382,2.1732639060605183e-05,0.000883152158688931,0.0,0.0
21638882_1636238518_0,2,2,2,5,1456.3955582172662,1841.8030926986244,203.29482517675387,58.34764479370283,0.0,0.0,1.7346628003468372,6.938651201387349,46.8358956093646,6.468849210758121,10.25,1.901320893085336e-05,0.000175247663055,0.0,0.839678473380371,3.695185487074214e-05,0.00012299358158633002,203.29482517675387,0.0
21638878_242317164_0,1,1,0,5,1533.5474493588497,2058.1622037867605,420.7076441490855,90.7703026712391,0.0,30.03385460359317,6.845360954947149,20.536082864841447,100.0,7.265155561034676,10.5,0.0019457269081312,0.0001678823846519,0.0,0.8270559191466922,5.3247282739847296e-05,0.014136008666864194,420.7076441490855,0.0
21638877_30343573_0,2,2,1,5,1462.9123554787034,1978.44391555149,341.17907339581234,91.14793001719336,0.0,45.18567643238529,1.687455672586771,3.374911345173542,48.936214505016366,6.625427578058327,6.9,1.959088899083965e-06,0.0001699742753433,0.0,0.8299579788331584,5.290476931414159e-05,1.297980161985883e-05,341.17907339581234,0.0
21638869_30343583_0,2,2,2,5,1535.074736583015,2068.310616287399,429.1904596137956,0.0,0.0,59.84199846010972,1.106182827795965,3.318548483387896,33.18548483387896,6.330849416596713,10.125,2.079648215950671e-05,0.0001669463584491,0.0,0.8284316040975438,4.954352231848079e-05,0.000131659396946777,429.1904596137956,0.0
21638869_242318729_0,2,2,2,4,1520.6244572919102,2149.23188354908,512.3337888569722,0.0,0.0,45.007268728226855,6.654893005526559,19.96467901657968,100.0,18.018985799568146,10.5,0.0010108647554029,0.0001662833486214,0.0,0.8296373322113963,4.848249337016013e-05,0.01821475767288878,512.3337888569722,0.0
13752754617_8119424254_0,3,3,2,4,933.7317623316756,321.15556160003325,885.1658839258208,0.0,6.302911905907924,0.0,28.451745419416813,16.25814023966675,20.32267529958344,48.57845375901854,3.0,0.0030603480256126,0.0001794919624923,36.0449664346527,0.8609124064757461,1.927075271706448e-05,0.14866697504872536,321.15556160003325,0.0
13752754617_11365497701_0,3,3,2,6,875.7235110213104,323.9542915177824,895.6459723195435,0.0,9.518774471051875,0.0,7.552463977281389,4.315693701303651,5.394617126629563,15.328284470222217,3.333333333333333,0.0004662129249332,0.0001777771746623,48.12833856753957,0.8568545515109209,1.5835345948118734e-05,0.007146244337070446,323.9542915177824,0.0
13750214001_269382534_0,3,3,2,5,1963.7271367950293,262.4496353677352,188.9037626446509,147.08386744348277,0.0,132.37413989624102,15.04707320987055,30.0941464197411,15.04707320987055,50.0,0.0,0.0016823550338261,0.0002194846899818,0.0,0.8431669595470672,1.3160222988283213e-05,0.084117751691305,188.9037626446509,0.0
13859746870_13859746860_0,2,2,2,5,232.68790164610004,509.6284519459683,1110.052348799323,188.3551794415404,0.0,385.612797986199,5.329834873451307,10.659669746902614,10.659669746902614,50.0,0.0,3.9005962311248696e-05,0.0001865502737317,3.671475577466426,0.8077561149570895,1.7165634588652042e-05,0.0019502981155624347,232.68790164610004,0.0
13859746854_13859746849_0,2,2,2,5,254.43074627943588,494.8855556063815,1127.6613897443715,207.4601735849721,0.0,395.7525222052779,4.557436719432002,9.114873438864004,9.114873438864004,50.0,0.0,0.000706201315071,0.0001865193999007,7.436152429261488,0.8055145132426129,1.6636589156505782e-05,0.03531006575355,254.43074627943588,0.0
13859746849_627782660_0,2,2,2,5,271.7476245216286,464.0744396421003,1149.3542058265189,192.0343372082439,0.0,362.7872460408128,4.33973696522766,4.33973696522766,4.33973696522766,50.0,0.0,0.0009418445464967,0.0001863316331741,11.181840722255004,0.8022429585240651,1.5224484020443715e-05,0.047092227324835,271.7476245216286,0.0
13859746847_13859746858_0,2,2,2,5,249.6024280106048,497.4756209663641,1128.7753678508077,207.8222876431988,0.0,402.2705145792745,7.610861579886786,15.221723159773571,15.221723159773571,50.0,0.0,0.0004052802368669,0.000186463376687,8.748403658828224,0.8065148663418573,1.733075974441968e-05,0.020264011843345,249.6024280106048,0.0
13845167536_253790691_0,2,2,2,5,1894.9878863439253,614.3538970639484,967.7464600259476,0.0,0.0,49.1095618866568,4.985605218201112,24.928026091005563,4.985605218201112,50.0,0.0,0.0037349778695792,0.0002080566610463,25.16964119799167,0.7368051882006148,6.329341999614902e-06,0.18674889347895998,614.3538970639484,0.0
13845167536_847716886_0,2,2,2,5,1900.317287678682,426.4392102997412,661.5873751936828,10.597441035565724,0.0,41.36565453239333,0.2490612107775229,2.4906121077752297,0.7471836323325689,22.21870684873698,11.196428571428571,0.004427415329308,0.0002151346913665,4.346695289733554,0.7571716781876316,9.205671579101016e-06,0.09837144329949873,426.4392102997412,0.0
26057341_26057131_0,3,3,3,3,1965.960100476287,289.531485547862,0.0,209.1258941101316,0.0,196.00756576215045,11.190247665522495,11.989551070202673,27.17631575912606,48.44952975015959,21.0,0.0120045432778561,0.0002164311755329,0.0,0.8504083010521667,1.2768969776817109e-05,0.5816144766775675,0.0,0.0
26057304_3218700096_0,4,3,3,3,1852.1262673455744,63.405507689395805,0.0,80.13375797969934,41.56433245046527,150.991824027369,5.315899056210119,8.638335966341444,25.91500789902433,31.38114608171357,17.4,0.0104990839250074,0.0002137505252281,0.0,0.8396475404383094,1.4485512942695972e-05,0.3294732863748279,0.0,41.56433245046527
26057131_1362899977_0,4,4,3,3,1909.0063360971424,211.3727290064093,0.0,13.123944657183593,0.0,0.0,7.153092631747563,11.75150932358528,11.75150932358528,30.61602497103788,17.175,0.0142758305745761,0.0002163573768408,0.1507040163100691,0.8492558998678394,1.4978006244704048e-05,0.43706918535352796,0.0,0.0
26057131_30254228_0,4,4,3,3,1924.941449616825,289.531485547862,0.0,209.1258941101316,0.0,188.43734581213567,28.952258442949308,19.301505628632874,38.60301125726575,38.48693301941065,15.0,0.014307502511778,0.0002158965469579,0.0,0.850177365378523,1.227764701984034e-05,0.5506518908458495,0.0,0.0
26057125_11466476297_0,3,3,3,5,1877.768701193056,22.044122757489045,0.0,136.10075451011653,0.0,142.94541725534984,9.028617979943467,12.5011633568448,20.140763186027737,31.662919296970745,19.058823529411764,0.0069305783788016,0.0002172536512722,0.7644029976398717,0.8459095365787961,1.7516454687364074e-05,0.2194423438893254,0.0,0.0
26057125_26057304_0,3,3,3,3,1854.021406802444,108.74011600684491,0.0,138.8874941979191,0.0,137.14149621719915,3.3452925154525395,9.557978615578683,23.417047608167778,30.74078573548894,17.13157894736842,0.0133576960270631,0.0002148630965476,0.0555331960592124,0.8429998569480182,1.5048722630532572e-05,0.41062607148773866,0.0,0.0
13737340254_13737340255_0,3,3,2,6,899.479563163916,1012.192634491508,564.4500881767658,72.39536337603792,62.378022306743965,0.0,6.3763198240774175,12.752639648154837,19.12895947223225,28.184614133705274,0.0,0.0002423744599507,0.0001988721641787,0.0,0.8009840740200593,1.344728395441692e-05,0.006831230629575682,564.4500881767658,0.0
13508611893_1947682000_0,3,2,2,5,2034.539964709094,98.64277687329113,500.78599810562935,166.5815978775464,0.0,237.2499491655454,0.4291433333177928,0.8582866666355857,3.862289999860137,20.44630181654152,9.06122448979592,0.0006270591468529,0.0001714207230854,6.199230327960493,0.8361198794672458,2.108263590325631e-05,0.012821040573377424,98.64277687329113,0.0
13508611893_7038308651_0,3,3,3,5,2071.925400336385,98.41804150746108,724.5722761279256,174.83544974959807,0.0,238.35158930094943,38.84393594785824,50.0,100.0,50.0,0.0,0.0007871518730421,0.0001694285470876,0.1151064043569215,0.8366752642760091,1.797262062916573e-05,0.039357593652105,98.41804150746108,0.0
13479788908_364991353_0,4,4,3,3,2306.8195103838984,0.0,0.0,88.93954216951578,30.93966592615467,116.45976423258628,4.03902302471098,6.563412415155344,8.582923927510834,35.32480641233198,14.375,0.004522104626097,0.0002235942262121,1.828717222292468,0.859033398719131,2.36220512477406e-05,0.1597424704931874,0.0,30.93966592615467
26198831_30685338_0,3,3,3,2,1837.814691935113,0.0,0.0,133.95428546241342,0.0,18.24538543715471,5.613588214549929,4.116631357336615,7.859023500369901,48.88334276101338,21.31578947368421,0.0179237545707678,0.0002024202093059,2.397595989532016,0.8363124834634337,8.940759761614047e-06,0.8761730382471227,0.0,0.0
26057389_3314271774_0,4,4,3,2,1855.2335329552693,0.0,0.0,78.52254772226455,19.06860410273756,67.69413331517453,8.17595058497366,6.689414114978448,18.58170587494013,49.20670689712728,20.05263157894737,0.0112533833842035,0.0002129655113371,3.5965352626637905,0.8422115864785953,1.5024905300444947e-05,0.5537419377875039,0.0,19.06860410273756
2920082947_600466281_0,1,1,1,5,212.5662697434313,982.5004926801032,138.2767302193831,0.0,0.0,57.04518466340196,0.6175013058829815,1.8525039176489444,1.235002611765963,16.747403235632156,10.2,2.486535910375802e-06,0.0001384638587111,21.3059753960472,0.8476109897567008,1.2096223473121902e-05,4.1643019550943256e-05,138.2767302193831,0.0
26057388_30238009_0,4,4,3,4,1839.008511373634,0.0,132.4430092348142,0.0,0.0,67.77461407058881,5.317827285348316,3.3236420533426974,11.96511139203371,23.39763734058716,12.48,0.0013275338943728,0.0002110786278321,1.798562319337257,0.8393330360609161,1.2424798898316142e-05,0.031061156617872118,0.0,0.0
