road_id,noise_day,noise_evening,noise_night,road_length,road_category,dist_to_main
3306168412_3306168411_0,50,50,45,61.10693987860498,5,322.03614744484065
30294439_30294448_0,55,50,45,28.44179832965294,6,147.46778805834904
30294469_30294467_0,55,55,50,117.08307975171394,6,105.16948803820249
30294467_30251173_0,55,55,50,117.83910575057187,6,0.0
30294467_30294466_0,60,60,55,127.98934988060765,6,116.76243669362957
30294458_30264553_0,60,55,50,100.07470276386907,5,211.56247695932677
12884134295_1840721019_0,70,70,65,34.98209658793967,3,0.0
12944711157_30251184_0,60,60,55,74.395336990115,3,0.0
12923224011_426673039_0,65,65,60,24.779628449268937,3,0.0
12919487176_1500032696_0,70,65,60,23.60839896373805,2,0.0
12919487176_2189785059_0,70,65,60,12.378546177115881,5,0.0
12919487149_6119645895_0,65,65,60,188.85581390504393,5,0.0
12919487149_998607815_0,60,60,55,150.46477927025242,2,0.0
30294451_30558573_0,60,60,55,44.74361120720482,4,55.716069714078756
30294484_30294483_0,65,65,60,123.33140713264058,5,161.1507757475281
30294483_166211429_0,65,60,55,129.6703943725252,5,158.07584815469988
30294483_2510678721_0,65,60,55,71.31644707175964,5,123.89366534673918
30294477_30294478_0,55,50,45,78.72992323288317,6,10.31923692507771
30294474_30294483_0,65,65,60,56.85317444805089,6,195.19904985905828
30294473_630583121_0,70,65,60,104.93939571765158,3,0.0
30294473_416523700_0,60,60,55,162.82486485905417,3,0.0
30294492_30294321_0,65,65,60,67.13068738382894,5,108.82145972247781
30294487_5264614128_0,65,65,60,114.42162289572933,3,0.0
30294487_59850112_0,70,65,60,103.42075047313433,3,0.0
30294487_30294486_0,65,65,60,96.26116922507353,5,0.0
30294486_30294477_0,50,50,45,108.02851342439801,6,82.94259501223877
30294486_30294484_0,55,55,50,77.08286572603568,5,89.01042157109524
30294484_30294474_0,55,55,45,181.48939170242633,6,157.1921245844087
30294510_30294511_0,55,55,50,45.42745257533663,6,412.03345260737933
30294503_540312592_0,55,55,50,41.227958517849814,5,157.90588007939718
30294503_30294176_0,55,55,50,82.25266726709572,5,121.78874383362916
30294501_59850112_0,60,55,50,90.60058205778371,3,0.0
30294499_30294190_0,65,65,60,104.8283026931479,6,181.85530693678197
30294498_2692588225_0,65,65,60,54.54115134484148,4,401.4771183946089
3306168411_668513978_0,55,55,50,110.73712212568908,5,322.03614744484065
30294498_364992715_0,65,65,60,56.29413258662326,5,453.34559276180704
30294519_30294518_0,60,55,50,55.50567076805614,6,302.088750877989
30294517_30294529_0,55,55,50,91.5607325452446,6,66.42736167819012
30294516_30294517_0,55,55,50,77.0163281914677,6,82.19243663790239
30294515_30313440_0,45,45,40,64.40086084845876,6,212.39779339325352
30294515_30294516_0,45,45,40,60.38518435563873,6,157.52568198687254
30294515_30294514_0,50,50,45,102.35529373213097,6,216.7509897480524
30294512_30294514_0,60,60,55,78.4886329266638,6,316.95471385119794
30294526_330418569_0,60,60,55,260.4733919066008,4,342.93396325188377
30294524_533616023_0,55,55,50,64.60585632226837,5,296.77497201769563
30294523_30294520_0,50,50,45,91.7589069238662,6,252.97061804189948
30294522_30294523_0,60,55,50,41.37301320428159,6,278.77485154894356
30294521_417813656_0,55,55,50,38.13997225538737,5,366.02461105778343
4183724165_269745625_0,60,60,55,493.5536480816014,4,455.1028331000693
12811233501_30295422_0,55,55,50,46.37652676738618,5,37.44724934653834
12696223063_415950289_0,70,65,60,55.07921971717754,3,0.0
12896018417_540312574_0,60,60,55,740.312415568769,2,0.0
12884439772_11282472015_0,70,65,60,10.511284061657648,4,0.0
12884439772_11282472012_0,70,65,60,7.420248798222581,5,0.0
30294520_30294519_0,60,55,50,49.1647878239258,6,252.97061804189948
30294520_30294531_0,40,40,40,95.34285629942494,6,251.15113279491274
30294519_30313444_0,55,55,50,91.72313943652777,6,302.088750877989
30294530_30294523_0,70,70,65,72.83240375610104,6,278.77485154894356
30294529_417808247_0,60,55,50,55.988480283661396,6,59.55278491505008
30294527_1233760230_0,50,45,40,52.70206988106685,6,185.10605080428218
30294550_30294548_0,55,50,45,112.59345079058437,5,72.48071600972432
30294550_2466611002_0,60,60,55,77.19855780149804,5,37.24211163981682
30294548_30294550_0,50,50,45,112.59345079058437,5,72.48071600972432
30294532_30294558_0,60,55,50,86.71510641281195,6,65.21552006829029
30294532_2540149361_0,60,55,50,20.231661629484147,6,90.69394201577462
30294569_533615996_0,70,65,60,91.22275630414958,4,225.5461383713588
30294568_1716858620_0,50,50,40,23.88763726103944,6,241.18097102069186
30294565_30294532_0,60,55,50,65.55862059621688,6,101.07274866755809
30294558_8119767440_0,55,50,45,115.59631990942637,5,65.21552006829029
30294552_1771982095_0,70,65,60,77.06356397354031,4,0.0
30294552_359547244_0,70,65,60,12.336203391245746,5,0.7900202193944458
4183724165_1744038716_0,60,55,50,12.584152704510615,4,743.4528686233475
30294661_8529268154_0,60,60,55,142.94276042708316,5,15.11329882047571
30294655_3055101089_0,65,65,55,100.36714612164445,5,125.99633582697557
30294654_30294655_0,65,65,55,120.6083360986658,5,6.315187306656423
30294654_392359251_0,70,65,60,186.19617139966374,4,6.0238165749147505
30294569_1716858625_0,60,60,55,64.4786826659168,4,182.26712700584935
30294569_30294568_0,65,60,55,40.0307822726221,6,225.5461383713588
30294670_364680673_0,55,55,50,44.917219454599106,5,228.81917310747767
30294670_556364095_0,60,55,50,112.77531334950865,5,174.27438752883194
30294669_30294670_0,60,60,55,141.44061391194717,5,87.94831511325977
30294669_30294698_0,50,50,45,109.30600318498874,5,79.0009876732215
30294668_1233754562_0,55,55,50,74.66332135064502,5,330.24470515997206
30294667_567478392_0,60,60,55,69.8270024642643,5,270.54521364125674
30294666_30294703_0,55,55,50,71.11105959265439,5,239.32013456578858
30294703_1233754573_0,60,55,50,231.71996489195786,5,54.99302214515227
30294696_980160394_0,55,50,45,217.19067136425593,4,0.0
30294684_30294683_0,50,50,45,41.88530984118324,5,242.76170129383155
4212111678_4212111672_0,50,55,55,100.90325959958878,6,252.9049812781362
30294674_31285555_0,65,60,55,58.867199909612495,4,249.4611196160054
30294673_30294683_0,50,45,40,49.85646986997404,5,257.4278936069325
30294673_30294674_0,50,50,45,109.60642379543296,5,249.4611196160054
30294711_412460056_0,55,55,50,96.42796959136585,5,262.77098514595554
30294710_30294711_0,60,60,55,88.95792253544586,5,287.0360269071317
30294710_513342399_0,60,55,50,69.02674796897443,5,261.1694667363367
30294709_1369500099_0,65,65,60,84.88111103222388,5,202.3538635386493
30294708_1369500099_0,65,65,60,116.36678219325465,4,202.3538635386493
30294707_8253104587_0,70,65,60,92.7076325006729,4,172.22148698938116
30294777_30237679_0,50,50,45,61.905946164585515,5,172.73340506962165
30294776_30617599_0,60,60,55,56.95493005939644,6,212.61406695456904
30294776_30294777_0,50,50,45,139.7535229708732,5,188.79148793273586
30294772_30294856_0,60,60,55,122.4628016453598,5,0.0
30294769_30294772_0,60,60,55,287.83329612054547,5,121.42786949427236
30294769_30294765_0,60,60,55,74.27198678407836,5,215.78331757223808
30294765_30294709_0,60,60,50,64.37167047089565,5,240.54273771962806
30294757_30294710_0,65,60,55,61.15657747871932,5,225.9429589625185
30294783_30617551_0,50,50,45,77.21676393752043,5,149.31938164020409
30294783_30294784_0,55,55,50,105.87991644115601,5,224.30326701936858
30294781_30558208_0,55,50,45,234.27477503254693,5,71.93830762803587
30294781_3055187874_0,55,50,45,62.70333802349376,6,13.414910217015988
30294779_30617540_0,60,55,50,40.94903222806371,5,106.28325475167394
30294778_30294779_0,55,55,50,72.9742634473916,6,124.3196935528675
30294858_412460056_0,50,50,45,169.38022799472992,6,209.32149504749898
30294856_364670496_0,70,70,65,277.1810837198632,3,0.0
30294854_974384683_0,55,55,50,86.05835018549978,5,54.086869693577874
30294854_2681819413_0,55,55,50,165.7595225660551,5,72.22840928143057
30294853_288024526_0,65,60,55,43.91175951787362,6,229.91767562645748
30294784_1233754614_0,55,55,50,47.81582861272081,4,244.4112186821221
30294784_1233754635_0,55,55,50,79.98248927728511,5,244.4112186821221
30295052_412414651_0,50,50,45,45.879132097638795,5,329.52340658055573
30295052_395272168_0,55,55,50,220.5178439001965,5,251.2542898510961
30295037_30295033_0,55,55,50,212.27442929918297,5,187.67892277343483
30295033_30295037_0,45,45,40,212.274429299183,5,187.67892277343483
30294982_412453115_0,60,60,55,378.2183632660538,5,131.7665867521089
30295100_30295099_0,60,60,50,97.88058832768398,5,169.35748390251229
30295098_30295097_0,65,65,60,62.65343798548566,5,199.9221878405807
30295097_30960868_0,65,65,60,75.99278416921594,5,204.34724144760412
30295097_30295096_0,65,60,55,88.64752900910176,5,172.16153837102374
30295096_30295094_0,55,55,50,87.34508577899736,5,149.02724470976
30295096_30960867_0,65,60,55,72.93249812166269,6,172.16153837102374
30295094_359097332_0,65,60,55,75.95606882214973,4,75.26276568791076
30295054_30554840_0,65,65,60,58.648328999057426,5,239.48577053864187
30295131_402883140_0,65,60,55,123.74572945319784,4,5.050682386380688
30295107_30295133_0,55,55,50,38.551447194586366,5,184.70386635857116
30295107_30295108_0,40,40,40,132.56338261995742,6,140.03584522343178
30295106_260723606_0,65,65,60,96.19159350141358,4,76.62422909806871
30295106_30295107_0,60,60,55,109.52958137761223,6,172.51784301194672
30295105_30553748_0,55,55,50,80.98212405268445,5,156.82571526902083
30295105_30617356_0,65,65,60,99.81318959944878,6,67.87778872594257
30295101_30295100_0,60,60,55,41.32306610066899,5,161.5973709623697
30295136_412449528_0,60,60,50,148.4578178754855,5,294.25600548826276
30295136_30295137_0,60,55,50,98.89282403950165,5,408.8541869964239
30295135_31285672_0,60,60,55,107.99391298034405,5,362.610068885437
30295135_30295136_0,60,60,55,63.753229873110314,5,373.6135018960898
30295134_30617390_0,65,60,55,139.16791921272986,6,213.7971405090508
30295134_30295135_0,60,55,50,84.06916410716808,5,293.47293816229313
30295133_30295134_0,55,55,50,70.22826909115473,5,223.24516785094463
30295133_30617409_0,60,60,50,108.8752275767369,6,211.06984051125113
30295132_393144498_0,65,60,55,128.33511338092035,5,62.60224382702633
30295211_1363702653_0,60,60,55,83.07370576246794,6,301.1919639283412
30295165_30242956_0,65,65,60,64.81926973811713,5,103.51709734211242
30295165_126655918_0,60,60,55,78.91511068871927,5,108.97949180601444
4212111675_4212111673_0,60,60,55,58.24296124949041,6,358.6638557662753
30295139_126656745_0,65,60,55,69.98364042140452,5,306.8799520421083
30295137_31285675_0,60,55,50,110.57581721367481,5,444.563314945446
30295137_30295138_0,60,60,55,95.81262695802508,5,353.05209910655174
30295259_30254080_0,70,65,60,65.24884605855189,3,0.0
30295247_30242955_0,65,65,60,75.83746789389077,4,182.81455303353883
30295245_126656743_0,55,55,50,75.19181626345753,5,207.6653162406485
30295245_126657995_0,60,60,55,101.48637676032439,6,274.84919574840717
4212111673_4212111675_0,55,60,60,58.24296124949042,6,358.6638557662753
30295216_3824437289_0,60,55,50,36.45261378816747,6,192.30948854508884
30295215_30295216_0,50,50,45,74.85646734785828,6,192.30948854508884
30295215_30295163_0,55,50,45,52.54952568101609,6,262.082976034091
30295287_2869959989_0,55,55,50,34.9641557457239,5,65.49063959840893
30295287_30295288_0,60,60,55,40.886906517193665,5,100.44443483959628
3302278209_847727784_0,55,50,45,94.14855314241038,5,53.60069459706847
30295274_30295312_0,60,55,50,136.05399687175247,5,94.48762046174963
30295274_2869959984_0,60,55,50,42.97998910849852,5,87.00380424050599
30295264_30295271_0,60,60,55,136.16673308152974,5,35.65486144599205
30295259_1695059619_0,60,55,50,42.99629834821452,5,0.0
30295334_30295333_0,55,50,45,73.3939404742987,5,282.54188757346895
30295312_847727783_0,55,55,50,63.25682435626059,5,109.63320547469222
30295310_30295304_0,70,65,60,88.90159325303725,3,0.0
30295304_125930808_0,70,65,60,44.58909592510247,3,0.0
30295304_3302278209_0,65,65,60,55.4793058401471,5,0.0
12643465396_482511502_0,60,55,50,4.772078255318493,4,0.0
12884134295_1362900013_0,70,65,60,23.688289558824273,3,0.0
12880645535_1374636541_0,65,60,55,17.843218088224212,4,116.87373239386869
12880645535_30227156_0,65,60,55,60.14577456131988,6,115.54789522829357
30295302_2331122650_0,65,65,60,53.87396122421209,5,11.648504559388057
30295298_30555012_0,65,60,55,62.2824167225817,3,0.0
30295293_5264363339_0,65,65,60,53.240589486321014,3,0.0
30295339_1046599586_0,60,55,50,93.8910870161943,5,24.602844062655493
30295338_30295337_0,65,65,60,97.17490320264403,5,0.0
30295338_30689140_0,60,60,55,100.33693287557196,2,0.0
30295338_387130494_0,60,60,55,59.81647223206099,2,0.0
3314271774_71643529_0,70,70,65,267.4937540883202,2,0.0
30295337_30295343_0,55,55,50,90.57250688173153,5,90.06994939007451
30295336_30295335_0,60,55,50,56.41302638064726,5,140.45740531680698
30295336_30689244_0,55,55,50,92.77902461765783,5,109.76634171944252
30295335_30295334_0,70,65,60,94.7186666290902,5,194.28161030648502
30295335_387127704_0,65,65,55,92.52011292631283,4,194.28161030648502
30295350_30689104_0,60,55,50,16.049045924795607,5,340.16835712877656
30295349_387127704_0,70,70,65,92.08268132486623,5,227.9107103495397
30295349_30295334_0,60,60,55,92.48580548620409,5,282.54188757346895
30295348_30295347_0,60,60,55,94.10566933585343,5,119.27199986265471
30295347_387127707_0,60,60,55,73.48826482949357,5,119.27199986265471
30295347_848241511_0,70,70,65,112.8550716349663,5,45.550195812183745
30295343_387130494_0,60,55,50,121.55422534437454,5,0.0
30295341_30689140_0,60,60,55,61.84351426666316,5,0.0
30295386_30689117_0,60,60,55,118.55584830971429,5,136.55685611939666
30295385_31286313_0,60,60,55,155.91092108886383,5,216.46418263975497
30295384_256484473_0,70,65,60,51.41902604285421,4,299.9012224968893
3306168428_3306168426_0,65,65,55,75.78093980342403,5,459.4051236488359
30295384_30295383_0,55,55,50,138.78358583965465,5,308.4633013920939
30295383_30689058_0,55,50,45,326.31780540092865,5,399.93963479223805
30295381_30295380_0,55,55,50,116.43783875086649,5,95.99133387907757
30295380_31286313_0,60,60,55,58.91694123474794,5,173.1911723999365
30295350_30295349_0,60,60,55,75.71660305790036,5,313.97081849777965
30295399_30295400_0,60,60,55,126.70705664994675,5,310.28696379729087
30295396_30295386_0,55,55,50,69.49285799302001,5,166.3474663031307
30295395_30295387_0,60,60,55,89.1462414526372,5,87.11986192857871
30295394_30295395_0,60,60,55,130.68957966936483,5,6.310716088277896
30295392_1312053341_0,55,55,50,57.05684256865137,5,56.52937147916332
30295392_1046599586_0,55,50,45,76.31264130237385,5,24.602844062655493
30295387_30295386_0,55,55,50,63.95990079239422,5,135.29319237247742
30295386_30295385_0,60,55,50,54.05492532020913,5,198.8294170983145
30295408_1043834249_0,65,65,55,105.90250239507601,5,99.76432446825909
30295408_30295414_0,55,55,50,74.41543109670705,5,135.12874577515367
30295407_1043834110_0,70,65,60,106.9675902559288,5,46.40130160535152
3306168428_1119386518_0,65,65,55,122.14479660582671,5,454.4781271658933
3306168427_3306168428_0,60,60,50,135.98513938817885,5,334.71428089587505
30295406_30295407_0,65,60,55,60.54730911747915,5,0.0
30295403_30295408_0,60,60,55,77.0065455999651,5,104.2580805150166
30295400_30689100_0,55,55,50,76.71670590063064,5,300.3477322892077
30295399_387130533_0,60,55,50,99.7333557468128,5,394.0537201465148
30295475_395305579_0,60,55,50,69.06752540368636,3,0.0
30295424_30295422_0,55,55,50,165.93767952671536,5,82.84131374249895
30295422_421265629_0,60,60,55,73.40315836474937,5,83.20452644728927
3306168426_3306168425_0,65,65,55,165.00277295112085,5,307.89749379561067
30295416_618404476_0,55,50,45,77.05817266878914,6,48.9465850777794
30295411_448786031_0,60,60,55,50.327185877695506,5,37.453108295749395
30295410_30295411_0,55,55,50,84.34609319106238,5,37.453108295749395
30295490_434423048_0,60,60,55,26.888855888619055,5,280.5190099696741
30295487_769906819_0,60,55,50,83.07336163145638,5,115.12708277978153
30295487_319429058_0,60,55,50,178.75465991715907,5,0.0
3306168426_598219928_0,65,60,55,103.47482234324616,5,371.38319064537615
30295480_769906811_0,65,65,60,90.88329018957663,6,49.27846340602619
30295480_30295477_0,55,55,50,107.36848274149582,6,19.613773734545322
30295477_633330969_0,55,50,45,30.86911201988538,6,19.613773734545322
30295477_30295480_0,55,55,50,107.36848274149582,6,19.613773734545322
30295509_1117832745_0,55,55,50,110.70029935365818,6,0.0
30295509_30295508_0,55,55,50,89.62504363915154,6,81.88257071207381
30295508_434471890_0,60,55,50,153.89659883935084,6,37.31915474275758
30295508_598224641_0,50,45,40,48.02772797778528,6,81.88257071207381
30295496_30295493_0,60,55,50,72.33854287283782,5,110.27037499868074
12351352586_30227229_0,65,65,60,35.07252592652429,5,135.73742343957093
12696223063_331355854_0,70,65,60,45.558989883133734,3,0.0
30295493_30295517_0,55,55,50,87.25190422579755,6,168.25708531266682
30295493_1156424404_0,55,55,50,34.25827415472859,5,182.51117510100636
30295530_30295529_0,55,55,45,101.12110042085533,6,284.70469684168256
30295529_598224643_0,55,50,45,49.2051949684393,6,296.7136999142798
30295525_30295544_0,60,55,50,93.27835753827001,6,115.36314165193755
30295525_769906807_0,55,55,50,55.564092801512125,6,85.78957243224136
30295517_30295515_0,50,50,45,128.61007381779692,6,144.7089609689414
30295517_2810558865_0,55,55,50,37.7827829317805,6,131.8922147009322
30295515_30295514_0,65,60,55,52.24403027774971,6,135.33980620760633
30295514_30295510_0,65,60,55,11.953303123781735,6,123.59338534453559
30295628_434431827_0,55,55,50,35.34694222937163,6,322.22219826704884
30295627_598225223_0,50,50,45,71.67411983637832,5,228.13917384326726
30295622_5929181003_0,50,50,45,25.994566407116466,6,37.5345981894137
30295544_598224749_0,55,55,50,71.42844570857011,5,104.29298338883886
30295544_598224522_0,60,60,55,83.08554449528862,5,115.36314165193755
30295531_30295530_0,55,55,50,54.01351325871988,6,278.94081330929794
30295530_30618070_0,55,50,45,56.92015884161406,6,228.19892182417868
30295810_2687171803_0,55,55,50,26.059027695547506,5,97.04093015797056
30295808_598225121_0,60,60,55,78.24714911509123,6,324.9949603832956
30295807_30295808_0,60,60,55,67.86275321457337,6,324.9949603832956
3343734111_534684808_0,40,40,40,381.28728237302994,5,562.4782692705262
30295716_30295719_0,60,55,50,93.24808476861928,6,283.4132479484766
30295713_30295714_0,50,50,45,46.38722269670132,6,279.9760938578635
30295628_2019690679_0,50,50,45,77.22662481182911,6,322.22219826704884
30295824_30295816_0,50,50,45,65.97417225009556,5,128.75007384763376
30295820_598224884_0,60,55,50,43.891054333567176,5,183.02783080498162
30295817_30295815_0,55,50,45,109.96501716068772,5,21.393466897610317
30295817_598225085_0,60,60,55,40.432456659902265,5,21.251438455276347
30295816_1303363168_0,55,50,45,46.80011284339948,5,82.59502596748429
30295815_30295820_0,55,55,50,58.91707717323189,5,131.20248263737892
30295815_30295816_0,50,50,45,39.39098714319764,6,128.75007384763376
12256248810_30243401_0,70,70,65,38.48841649838283,3,0.0
12238344500_30313139_0,60,55,55,17.085128768553318,4,81.2759384527889
12228118299_629327919_0,55,55,50,62.63478912028824,5,212.89028939200736
12643382751_482511502_0,60,55,50,9.281847845452912,3,0.0
12643326925_7663721759_0,70,70,65,186.89382038449082,2,0.0
12516839218_30248549_0,65,65,60,118.89970541062144,5,151.6561394030001
12445455705_3827708474_0,50,50,45,155.98301444274057,5,637.0232130583264
30295811_4470467238_0,65,60,55,57.29008615448932,5,15.32776171777339
30295810_2432714390_0,55,55,50,91.20737025890627,5,101.92449264073645
30295855_9590970235_0,50,50,45,39.59383588079392,6,185.90693061352007
30295855_30295856_0,45,45,40,80.37431176989041,6,185.90693061352007
30295854_30296368_0,50,50,45,72.83612015812677,5,91.19022996122129
30295854_30295855_0,50,50,45,88.0784220981517,6,120.3972681409188
30295841_30295712_0,60,55,50,56.114409206252304,6,278.58444202381224
30295841_598223938_0,60,60,55,17.509403817974167,5,334.1899766160772
30295838_1299430527_0,60,55,50,4.349221672179449,6,190.31942589228566
30295834_1299629083_0,65,65,60,64.58254715922352,5,23.385682942229856
30295825_30295824_0,50,50,45,27.12392073307429,5,193.97751608435217
30295825_30295627_0,50,50,45,43.803328863761585,5,220.80158709364582
30295892_293302297_0,60,60,55,128.402336176293,5,79.67686971868339
30295890_482505199_0,55,55,50,80.07288534213919,6,88.76697782027422
30295890_1316679286_0,50,50,45,49.312894681276205,5,113.24335144171957
30295881_30296347_0,55,50,45,76.79722591646427,5,217.84688039931189
30295881_30295878_0,55,50,45,154.24938958006035,5,217.84688039931189
30295870_30296367_0,55,55,50,68.50976353437215,5,277.006675180537
30295856_1316077961_0,55,55,50,193.47011347407218,5,246.15119338204937
30295856_30296141_0,55,50,45,48.99615106146162,5,213.04968782363682
30296036_30296034_0,65,60,55,162.7699136250723,5,81.99280627883583
3343734111_534683861_0,40,40,40,137.66234751567532,5,456.45315208650715
30296017_30296131_0,60,60,55,60.88681952327485,6,95.75951726518582
30296017_30296018_0,55,55,50,54.4263159819076,5,69.37392206689728
30296016_462635529_0,55,55,50,143.98424171071014,5,170.25827993761786
30296016_30296017_0,55,50,45,54.764578377175894,5,119.65327190848122
30296015_462635529_0,55,50,45,153.48879381947518,5,192.68046117956388
30296013_30296142_0,60,55,50,30.483960909183068,5,255.43013054754545
30296131_30296145_0,55,50,45,55.70815683224963,5,95.75951726518582
30296130_30296017_0,55,55,50,135.0286854692692,6,119.65327190848122
30296055_30296130_0,60,60,55,145.84351502361673,6,101.3445291352109
30296040_30296039_0,55,55,50,57.836986626093406,5,70.69624938720675
30296039_462635537_0,55,55,50,63.040585137397734,5,8.293673923146606
30296038_30296131_0,60,55,50,55.38344139510974,5,45.47533013218483
30296038_30296018_0,65,65,60,58.527367001563334,5,45.47533013218483
30296145_30296016_0,60,55,50,64.15359083161471,5,146.08266484439318
30296144_30296143_0,55,55,50,48.983264557634115,5,212.01215947217997
30296144_30296015_0,60,55,50,51.03842757034992,5,212.01215947217997
30296143_30296152_0,60,55,50,203.5840913619582,5,223.90868230923581
30296142_30298833_0,55,50,50,206.63898250765897,5,276.6953733966117
30296142_30295856_0,60,55,50,43.08705356345118,5,246.15119338204937
3314294600_3207831035_0,70,70,65,191.84845193776854,6,0.0
30296141_30295866_0,50,50,45,48.82837958088849,5,175.80761628472592
30296294_30296293_0,60,60,55,72.75699552545424,5,114.57659279041056
30296293_30296290_0,60,60,50,171.0934782572121,5,11.380669651378856
30296293_30296307_0,55,55,50,57.68201258929011,5,70.53907280959707
30296151_30296014_0,55,55,50,150.7170902017889,6,174.13669059443336
30296151_8172065144_0,50,45,40,59.874487543101466,5,141.37000694525202
30296147_482505222_0,60,55,50,303.5239992364383,3,0.0
30296145_30296144_0,55,55,50,67.07225605706903,5,146.08266484439318
30296340_30296342_0,55,55,50,122.17532876029549,6,267.81661033764664
30296310_330413164_0,60,55,50,165.51149143064995,4,83.63934447268755
30296307_425648709_0,50,50,45,80.27552827460849,5,70.53907280959707
30296306_425657914_0,60,60,55,78.00483612976139,5,34.637244874845734
30296558_30296559_0,55,55,50,50.96203302324174,6,144.32532453977666
3314271774_30237645_0,70,70,65,148.6533439563481,3,0.0
30296368_823753846_0,50,45,40,76.4043684073323,5,15.12279271665874
30296367_1316077963_0,55,50,45,253.71285066159803,5,318.4026559722468
30296342_30295878_0,55,55,45,51.18127180825135,5,313.13936037520216
30296599_1852044988_0,50,50,45,97.9487133278802,5,234.82706436627245
30296599_462641371_0,50,50,45,84.40794919946781,6,161.6914156272637
30296580_30296564_0,65,60,55,38.908876911545924,4,16.23305954338121
30296580_30296565_0,60,60,55,129.64952717053598,6,16.23305954338121
30296564_338936194_0,60,60,55,52.31846802145128,4,15.649042341135333
11949794106_8125229465_0,60,60,55,11.55233082761022,6,74.04521788542277
11927931591_448786037_0,65,65,60,100.2504344316997,6,25.304164585396126
11927931591_618404476_0,65,65,55,23.896092191864646,5,26.019962965189816
12351352583_2327729212_0,55,55,50,20.720440077772228,3,0.0
12351352583_2327729219_0,65,65,60,110.52676601306553,3,0.0
3369034791_1622039316_0,55,50,45,125.87136165432578,6,92.41838926005231
12256308653_30253730_0,65,65,60,101.37795944625125,5,38.62580070496962
30296559_366062064_0,60,60,55,47.78327810742624,5,144.32532453977666
30296559_30296564_0,60,60,55,138.9384618448442,6,16.976541815019274
30296789_2954961669_0,65,65,60,450.10924064644433,5,7.624523695450785
30296620_462635549_0,70,65,60,94.50670003761675,5,8.260103570219332
30296616_1853174727_0,60,60,55,121.06624300971885,5,157.9946940461929
3369034784_1622039335_0,55,55,45,36.02024040629445,5,22.17886860931809
30296601_815063096_0,70,70,65,61.19115035644534,5,8.661475525400222
30296600_30296601_0,70,65,60,159.05886455078996,5,60.031300388244276
30296600_30296599_0,50,50,45,136.90735848034913,5,167.035310291278
30296600_4995013503_0,55,50,45,48.46035881862529,5,167.035310291278
3369034782_559410532_0,55,50,45,37.3032791978615,5,245.2707111444041
30297199_30298829_0,55,55,50,246.9429847169622,5,525.9166211982276
30297037_1363606986_0,70,70,65,172.81255476074227,5,14.31997382393188
30297035_30297009_0,55,55,50,128.87205407767271,4,304.68953472461544
30297011_30297037_0,70,70,65,136.36087580168737,5,12.747127115467524
30297009_598222957_0,65,60,55,137.50668922632414,4,250.03502362817844
30296789_4327379292_0,60,60,55,110.58663125929752,5,0.0
30296789_425768614_0,65,65,60,187.01321676738368,5,11.189281682697942
30297213_4365004601_0,50,50,45,101.79299594873403,6,752.351497241169
30297213_8269583404_0,50,50,45,34.30141249865626,5,752.351497241169
30297206_30689170_0,55,55,45,58.75173165270452,6,587.212246771719
30297204_30297206_0,55,55,50,131.187453020559,6,613.8603415819636
30297203_30297206_0,60,55,50,87.89199324584213,6,613.8603415819636
30297203_30297204_0,50,50,45,54.029703281048,6,700.0413283348247
30297201_30298829_0,55,55,45,50.52387313421802,5,615.6447331833311
30297201_429743604_0,55,50,45,75.87533569673916,6,662.5982239041161
3361983595_3361983993_0,70,70,65,46.01445949645601,6,0.0
30297293_668541555_0,60,60,55,236.0065293043057,4,114.12908532918773
30297272_30297273_0,55,55,50,198.1781576999802,4,359.8454441892276
30297252_10135472427_0,65,60,55,137.7597682178763,4,685.0310213653946
3361983595_1147391517_0,65,65,60,87.17736392901806,3,0.0
30297252_30297219_0,65,60,55,160.20266904359434,5,685.0310213653946
30297219_30297252_0,65,60,55,160.2026690435943,5,685.0310213653946
30297215_1381912176_0,60,60,55,48.542155141374394,5,664.7424526675373
30297363_541643994_0,60,55,50,132.89229177232912,4,375.8252809319133
30297363_559410529_0,55,55,50,124.11453859353657,4,379.0262063377763
30297363_30297365_0,60,55,50,135.27996756937705,5,379.0659458884789
30297360_1622039330_0,60,60,55,56.95833931792031,5,113.72388813421306
30297360_541644019_0,50,50,45,133.1600961011554,5,113.76392635549432
30297359_6227506599_0,60,55,50,134.96654442100805,3,0.0
30297359_1622039317_0,55,55,50,46.396042631638736,5,0.0
30297333_559052400_0,60,60,55,46.429236037602976,4,38.77031511742537
30297327_1736660281_0,50,45,40,269.94519404747905,5,46.29644707374944
30297376_543553128_0,60,60,55,134.09041446792645,5,132.94656805201586
30297372_1307277321_0,60,60,55,30.96636584101345,5,418.18580694596307
30297371_30297372_0,60,60,55,95.64486728956848,5,418.18580694596307
30297369_30243355_0,60,55,50,134.48302758881454,5,404.88863862679506
30297366_597441690_0,60,55,50,133.26074036441565,5,533.7031060163878
30297365_30297366_0,60,55,50,134.78113185679678,5,514.3321869545949
30297381_30312841_0,55,55,50,132.77306437327073,3,0.0
30297381_30297382_0,65,65,60,136.54102423223682,5,0.0
30297380_30297381_0,55,55,50,132.90166813227668,5,0.0
30297379_1812187366_0,55,55,50,134.0957386354487,5,265.68003654885183
30297379_597218416_0,50,50,45,57.34937314070142,5,208.49238268284583
30297377_262250647_0,65,65,60,151.09987564920363,4,0.0
