road_id,noise_day,noise_evening,noise_night,road_length,road_category,dist_to_main,signals,transport,pois,width,height,betw_centrality,clos_centrality,green_100
13845167536_847716886_0,55,55,50,401.4836294947668,5,258.68112567382616,0.2490612107775229,2.4906121077752297,0.7471836323325689,22.21870684873698,11.196428571428571,0.004427415329308,0.0002151346913665,4.346695289733554
21638869_30343583_0,55,50,50,90.28954369756111,5,429.1904596137956,1.106182827795965,3.3185484833878958,33.18548483387896,6.330849416596713,10.125,2.079648215950671e-05,0.0001669463584491,0.0
21638869_242318729_0,55,55,50,15.055893713334878,4,512.3337888569722,6.654893005526559,19.96467901657968,50.0,18.018985799568146,10.5,0.0010108647554029,0.0001662833486214,0.0
21638869_30343672_0,60,60,55,15.404960256267946,4,516.4230772961573,6.504093794110342,19.51228138233103,50.0,16.833111748424145,12.0,0.0021903367387489,0.0001662156488403,0.0
3055187877_431100338_0,60,60,55,46.14216010914838,5,214.0418518374012,2.1701913109710187,4.340382621942037,2.1701913109710187,20.81847539556968,8.625,0.0069546651256506,0.0002255247594426,0.0
3109574424_3109574426_0,55,50,45,75.75731645583858,6,38.70225154458078,1.3206513921118035,3.96195417633541,21.130422273788856,15.179602231985,2.25,0.0002241147467503,0.0002020311407324,10.848506185067992
21638867_30343414_0,65,60,55,91.03774505311254,5,382.08563702052817,1.097089389824675,5.485446949123375,25.233055965967527,6.6112771855594055,11.8125,0.0006805824602369,0.0001691051048209,0.0
21638878_242317164_0,40,40,35,14.63680137575669,5,420.7076441490855,6.845360954947149,20.536082864841447,50.0,7.265155561034676,10.5,0.0019457269081312,0.0001678823846519,0.0
21638877_30343573_0,50,50,45,59.18819196844728,5,341.17907339581234,1.687455672586771,3.374911345173542,48.936214505016366,6.625427578058327,6.9,1.959088899083965e-06,0.0001699742753433,0.0
21638877_1636238506_0,50,50,45,14.928692153163578,5,396.8195591219455,6.711697682072239,13.423395364144476,50.0,7.372232963994281,12.0,0.0024344693554039,0.0001689686101291,0.0
21638891_190971702_0,65,65,60,19.17237226058289,4,143.3254923301949,26.10798223629433,20.886385789035465,50.0,50.0,0.0,0.0002128625438427,0.0001886258014505,0.0
3109574422_2560087403_0,60,55,50,74.61069767383364,5,57.77887587115571,2.6786599483096323,6.696649870774081,4.017989922464449,33.543731579637935,4.714285714285714,0.0017222149579652,0.0001944467645969,19.6548975588475
26057050_168319807_0,70,65,60,57.52720389383005,2,0.0,12.176782852689392,29.572186927959955,15.655863667743503,50.0,0.0,0.0059296848835645,0.0001860642428294,0.0
26057050_178518958_0,70,65,60,116.04263954334672,2,0.0,7.755494529337081,12.064102601191015,10.340659372449442,42.4798109849505,9.857142857142858,0.0045899443583589,0.0001847707269659,0.0
21639537_4471971376_0,55,50,50,51.82254353154021,3,0.0,5.798520218582102,3.8656801457214014,1.9328400728607007,50.0,0.0,0.0002659086432641,8.287169275043041e-05,0.0
13508611893_1947682000_0,60,55,50,233.20019319459,5,98.64277687329113,0.4291433333177928,0.8582866666355857,3.862289999860137,20.44630181654152,9.06122448979592,0.0006270591468529,0.0001714207230854,6.199230327960493
13859746847_13859746858_0,55,55,50,13.12781594826775,5,223.80514795084767,7.610861579886786,15.221723159773571,15.221723159773571,50.0,0.0,0.0004052802368669,0.000186463376687,8.748403658828224
13845167536_253790691_0,60,55,50,20.05960443784206,5,418.2297616402984,4.985605218201112,24.928026091005563,4.985605218201112,50.0,0.0,0.0037349778695792,0.0002080566610463,25.16964119799167
21638891_533663031_0,70,70,65,163.49809195418092,4,0.0,11.615307809063316,4.890655919605607,17.728627708570322,37.39007769984136,8.4,0.0312080601136884,0.0001890176721177,0.0
13798851565_8465472214_0,50,50,45,280.1067366069329,5,173.07801363329403,0.3568391416025347,2.4978739912177432,0.3568391416025347,19.962673161078136,11.689655172413794,0.0002241147467503,0.0001094502868116,0.0
21638921_2984928319_0,65,65,60,164.9514344076624,3,0.0,12.727349802735793,4.242449934245264,0.606064276320752,29.608869349380903,0.84375,0.0229742355195576,0.0001810359007394,3.9694467268810727
21638920_21638918_0,70,65,60,60.69940204567045,3,0.0,19.78025800323609,9.890129001618046,1.6483548336030078,0.0,0.0,0.0065981611790661,0.000181950193534,1.4509928018548564
26057342_26057341_0,70,65,60,153.0494553241129,3,0.0,5.234924448834684,9.81548334156503,17.01350445871272,30.86942435630222,15.771428571428572,0.0147948635502116,0.0002158814310416,0.0
26057342_26057345_0,70,65,60,109.04971731672408,5,0.0,3.6691068894226486,8.25549050120096,11.924597390623608,23.383224223354787,11.210526315789474,7.105464737831459e-05,0.0002137757000026,0.0
26057341_30242757_0,65,65,60,47.2587168538915,3,0.0,14.803575824366666,27.49235510239524,40.18113438042381,41.86679553692633,27.0,0.0182618983380546,0.0002167477525882,0.0
