road_id,noise_day,noise_evening,noise_night,road_length,road_category,dist_to_main,signals,transport,pois,width,height,betw_centrality,clos_centrality,green_100
8397656593_8397656591_0,65,60,55,22.190843130707474,5,341.16866892009006,4.51329290493425,9.0265858098685,18.053171619737,26.821361947427608,18.0,0.0002248682424807,0.0001967146228856,0.0
4127392697_627782758_0,70,70,65,27.45973597262453,5,60.82007875616652,3.646784430379836,7.293568860759672,3.646784430379836,50.0,0.0,0.001898407376261,0.000181250719061,15.9025657640025
2319508646_2319508640_0,60,60,55,35.68636504026004,5,51.72551003505928,2.8047428204024016,5.609485640804803,2.8047428204024016,50.0,0.0,0.0006609413381973,0.0001076667607752,5.997330615499926
30254467_30556740_0,65,65,60,100.08807985785022,6,418.2641370844565,0.9997094940570724,1.999418988114145,23.993027857369743,7.9934519572025025,2.857142857142857,0.001824338745961,0.0002375125669843,0.0
1857472184_4635141742_0,65,65,60,275.4693090933404,5,82.54015165408705,0.3627800787494162,0.7255601574988324,0.3627800787494162,27.68411192789464,6.061224489795919,3.516313408612245e-06,0.0001363155916807,11.53409319214324
686613666_409005531_0,70,65,60,48.09147992371344,5,101.40831438250964,2.0806686633081704,4.161337326616341,8.322674653232681,7.815368765111723,4.125,0.0005455057922974,0.0002342358241909,0.0
30313134_30313132_0,70,65,60,104.0267362269448,5,195.64749492635843,0.96199084932102,1.92398169864204,13.467871890494282,9.74154695355362,12.5,0.0001731784353741,0.0002292720542493,0.0
30333334_30333335_0,65,60,55,59.93851097885586,6,214.3705844485233,1.6688503109963957,3.337700621992791,30.03930559793512,5.513374597444675,5.076923076923077,0.0059226522567473,0.0002400915519473,0.0
1695282583_1534112204_0,65,65,60,47.34704586802212,5,251.64400192059315,2.1156874314250107,4.231374862850021,2.1156874314250107,17.89000156805639,11.625,0.0065946448656574,0.0002028251426327,0.0
417976041_417976089_0,70,70,65,87.59605859707439,4,194.36163073312463,1.1428989617320815,5.714494808660408,1.1428989617320815,15.716704027931703,5.076923076923077,0.0008123688634868,0.0002137884260127,0.0
4251794054_12643382282_0,70,65,60,105.95049250159254,5,50.13739201421601,0.9425601320839404,1.8851202641678808,0.9425601320839404,43.36780208238342,16.2,7.773564285467786e-05,0.0001494438001312,0.0
1613682462_1770738360_0,70,70,60,43.26779122921922,4,80.02044778738596,2.308968125441909,4.617936250883818,2.308968125441909,50.0,0.0,0.0066780317264902,9.415682295918142e-05,0.0
627782758_4127392705_0,70,70,65,20.162716703761514,5,60.82007875616652,4.95990943938197,9.91981887876394,4.95990943938197,50.0,0.0,0.0019340226077854,0.0001813611818836,16.368498161152296
1312053345_434437194_0,70,65,60,27.343593071832835,4,345.8631727838592,18.25771700839432,7.3030868033577265,3.6515434016788633,50.0,0.0,0.0319529911093029,0.0002001935433848,0.0
2334441924_542641435_0,65,60,55,61.02092003429779,5,189.90555017389607,1.638645313932476,3.277290627864952,4.915935941797427,10.21758256977679,6.0,0.0007247373100393,0.0001898097394402,0.0
4472994804_4472994807_0,65,60,55,41.75834403970487,6,293.56611093646507,2.3924044345288014,7.177213303586403,7.177213303586403,5.610722849663849,10.5,0.0002241147467503,0.0002124318905514,0.0
30689552_30313064_0,70,65,60,127.71665064036732,3,0.0,3.916304961708769,1.5665219846835077,0.7832609923417537,50.0,0.0,0.0022465977532867,0.0001726969050543,18.41733361139911
533616023_30294521_0,65,65,60,146.01185625086356,5,329.8951296668071,0.6846196810371877,6.16157712933469,1.3692393620743757,15.26732250929392,12.0,0.0001680797809316,0.0001847421369053,6.93390961919398
1298461682_598223938_0,65,60,55,77.23924139063033,5,277.3692531679868,1.2975685913614912,2.5951371827229823,5.190274365445965,20.4870718394847,12.0,0.0006132199419376,0.0001670985563727,0.0
9388663514_1169009527_0,70,65,60,155.87124329167773,5,397.6406811513556,3.202855559712438,1.921713335827463,2.562284447769951,21.26687162092117,12.321428571428571,6.326852483067319e-05,0.0001971649878038,0.5217596955798329
568847327_392359251_0,70,65,60,229.3057061478428,5,6.063434194795398,0.4361196024733847,1.308358807420154,0.4361196024733847,24.910553669296945,5.125,0.0058476794315708,0.0001893989663546,0.0
423434626_423434774_0,65,60,55,48.792480041267325,5,162.07621790542572,2.0471682939737947,4.0943365879475895,2.0471682939737947,10.756264823291108,8.625,0.0013161812253679,0.0001946549280202,34.63035853783707
1902553889_598220574_0,65,65,60,26.242339815644485,5,256.46697322971806,3.8190250327939954,7.638050065587991,3.8190250327939954,32.75966276261591,17.25,0.0005865713096052,0.0001757113003072,0.0
2501701155_2501773162_0,70,70,65,131.81305148406997,6,66.07314167964982,1.517895180009731,2.2768427700145963,20.491584930131364,8.065809482999212,8.863636363636363,5.0233048694460654e-08,0.0002136604101028,0.0
4385479227_2473393976_0,65,60,55,127.1423769199042,5,253.1931239680776,0.7867895702216755,1.573579140443351,18.882949685320213,23.687521890262737,9.375,4.639022046933441e-05,0.0001932496673977,0.0
863733378_387127585_0,65,65,55,222.4772724535411,5,234.62584422356875,0.4500888020968292,2.2504440104841463,3.1506216146778043,8.147429471670389,7.5,0.0001796333821313,0.0002065215954092,4.893638435511605
1374370182_1374370975_0,45,45,40,99.09548526676704,5,451.08028410997287,1.0083046343074349,2.0166092686148693,1.0083046343074349,33.778519243043434,3.0,0.0002241147467503,7.629030025032259e-05,30.805449620132443
10893712430_2819073400_0,75,70,65,264.9159250369499,6,0.0,1.510601605777253,1.8882520072215667,11.707162444773711,19.61531875417217,13.08,0.0,0.0002302760088013,0.0
1636238504_1636238502_0,65,60,55,108.92633411517276,5,487.9049918962902,0.9169119783134128,2.7507359349402387,30.258095284342623,6.3512634299196975,11.0,1.1754533394503792e-05,0.000165240482926,0.0
1162558788_815063056_0,70,65,60,896.9911274617102,1,0.0,2.234530221187568,1.117265110593784,0.2234530221187567,7.860261919307031,5.4375,0.0008950775781622,0.0001478943069067,2.098207153282504
2954961669_6815925056_0,70,70,65,86.12656570556871,5,8.057546399696799,1.1599421881386889,8.119595316970821,1.1599421881386889,31.809063798974204,2.6666666666666665,0.0012546708572415,0.0001383933356766,5.632243134637252
3047640927_3047640925_0,70,70,65,10.269669866607405,6,60.55620818373528,9.740849132441808,19.48169826488361,50.0,50.0,0.0,0.0002241147467503,0.0002269814874339,0.0
1710758987_30253208_0,70,65,60,63.63104229369882,4,265.25412335644114,1.5721352005448563,3.1442704010897127,4.716405601634569,23.22469392153165,8.307692307692308,0.0006465495697464,0.0001902538354944,11.849772790051835
363877276_598224997_0,65,65,60,79.30482835278518,5,76.77093578272236,1.2630538676210232,2.5261077352420465,1.2630538676210232,21.259210417501468,6.0,0.001251882923039,0.0001664550626942,0.0
30960627_9408480017_0,75,70,65,13.038063986511457,5,0.0,23.0438674295964,38.406445715994,30.725156572795203,50.0,0.0,0.008507268194699,0.0002333995161045,0.0
6788067150_429742266_0,60,55,50,43.19939409027973,5,385.7276467007992,4.639628654168484,11.59907163542121,2.319814327084242,42.72741807076076,13.5,0.0006799294306038,0.0001432360013158,7.770390345171576
1852768630_1857472218_0,65,60,55,180.1803912942777,5,18.07122423959022,0.5556418183505456,5.000776365154911,0.5556418183505456,20.54428147882735,5.735294117647059,1.758156704306123e-07,0.0001380957171547,0.0
6137493691_6137493687_0,60,55,50,18.541600366110902,5,184.28007151029652,5.392190703253239,10.784381406506478,5.392190703253239,29.480408908789386,10.5,8.092544144677611e-05,0.0001371922995113,0.0
530676957_30294451_0,70,65,60,45.64228961627212,4,11.998278746170604,21.958724789088063,15.371107352361646,19.76285231017926,20.428475658879776,20.625,0.0066947342151812,0.0001746301562584,1.5042198060975036
1117832690_1017920129_0,65,65,60,88.14838081385129,6,72.8554390906731,1.1327092421759009,2.2654184843518017,2.2654184843518017,9.817606633449651,5.357142857142857,0.0001233221345449,0.0001946228754622,0.0
30554848_30554849_0,65,60,55,78.92732112559503,6,405.92730297475407,1.266856390713233,2.533712781426466,29.13769698640436,10.118598671684037,5.823529411764706,0.0006454444426751,0.0002369992769622,0.0
2891400538_2888259002_0,75,70,65,12.424218115896531,4,0.0,50.0,40.25591108413142,32.204728867305136,50.0,0.0,0.0325016364671438,0.0001667229744604,11.190251153600409
2760236007_1860575763_0,65,60,55,92.49166767838294,6,63.93216112233257,2.163148665568571,2.163148665568571,19.46833799011714,8.55907173017975,5.8125,0.0001677783826394,0.0002217292410957,0.0
1119386518_11881496140_0,65,65,55,130.35837038692728,5,346.34402362174217,2.3018560633442977,3.069141417792397,0.7672853544480993,32.92683854916192,3.0,0.0002240142806529,0.0001597706725986,2.7853377852731778
2670313223_2671070787_0,65,65,55,128.86316571804846,5,116.66358103843902,0.7751337847719195,2.3254013543157583,6.976204062947276,8.4091655851856,5.029411764705882,0.0030988516574369,0.0001680010030633,0.0
478855101_3934957717_0,65,65,60,141.3117304577807,5,26.087511061213444,0.7067940467012509,1.4135880934025018,0.7067940467012509,43.8316416777667,15.0,0.0010542912259993,0.0001570408923061,4.782619365118228
30343487_876277535_0,70,70,65,93.59083952023786,3,0.0,1.0704302246052997,2.140860449210599,2.140860449210599,44.45685711499732,22.2,0.0021799384976691,0.0001773694069978,20.1758044581544
30237532_30237531_0,70,65,60,76.7029365193155,5,0.0,1.3033482259232108,3.910044677769632,15.640178711078528,7.951564728871255,5.785714285714286,7.738401151381662e-05,0.000206986409976,0.0
359236627_359236628_0,70,65,60,104.4283245283257,5,0.0,5.744744372385477,2.8723721861927385,0.9574573953975796,27.41267218106742,6.0,0.0007956161417472,0.0001563602530682,2.870415790626454
4538123400_4538123399_0,70,65,60,29.788799462946763,3,0.0,50.0,23.551558408031863,47.103116816063725,50.0,0.0,0.0079501334516288,0.0001858977845327,0.68033383989761
30558390_30558391_0,70,65,60,98.2932906273361,6,218.2089625281137,5.084889972662355,4.067911978129883,9.152801950792238,9.828432618909783,8.647058823529411,0.0012469098512182,0.0002344128859067,0.0
1381889435_2956932678_0,60,55,50,64.08611713972542,5,585.419071591712,1.563782675958744,9.382696055752463,1.563782675958744,35.435118099029324,4.5,0.0009544781582434,0.0001473326163877,15.473155865845944
30248584_30313132_0,70,65,60,126.57693617517344,4,122.73499430226543,1.5804663359295354,3.160932671859071,17.38512969522489,16.761784579759315,15.0,0.0014072537426509,0.0002312915699605,0.0
1404317225_568811043_0,70,70,65,1424.6967229091345,4,17.779927844727624,0.0701184530269315,0.2103553590807945,0.0701184530269315,8.931010769546768,0.3333333333333333,0.0,0.0001649634407383,110.32862876991216
2022888132_30248273_0,65,65,65,4.874010115263038,6,43.90198937092161,41.10347557539137,50.0,50.0,50.0,0.0,0.0002241147467503,0.0001781027994391,0.2153257625480135
8529589443_5165857229_0,65,65,55,3.1073707869499607,5,32.22063117779246,50.0,50.0,50.0,50.0,0.0,0.0002241147467503,0.0001819363180667,0.0
30689536_30312978_0,65,55,55,133.67632811564042,5,134.73431925477203,2.2450929885898803,1.4967286590599205,0.7483643295299601,24.15970020304623,11.307692307692308,0.0002454637924454,0.0001979186388374,0.0309730984011674
30294520_30294519_0,60,55,50,49.1647878239258,6,252.97061804189948,2.0362125502433206,4.072425100486641,4.072425100486641,5.7376955292546,6.666666666666667,3.78506021912761e-05,0.0001878039340169,0.0
30227233_1400544022_0,65,65,60,46.1565718109476,5,320.94758650947904,2.171380115595536,4.342760231191072,39.084842080719646,16.1855432681678,11.4,0.0047137939399151,0.0001973855193413,0.0
2129606046_2129606034_0,70,65,60,49.695273708970106,5,63.71468072129948,6.030084586237026,4.020056390824684,2.010028195412342,36.4943198041223,3.6,0.0002241147467503,0.0001288521676395,8.378543618839828
1710709043_4373522803_0,65,65,60,65.59978282510919,3,0.0,9.149560143952447,6.099706762634966,1.5249266906587415,27.2037278443597,26.0,0.0012490698723121,0.0001680201717248,15.491378939143988
30295549_30295531_0,65,60,55,81.94012250965042,6,278.94081330929794,1.2185424875853497,2.4370849751707,2.4370849751707,13.129417516018147,6.5,0.0203590025384266,0.000179506899924,0.0
5163670090_5163670097_0,70,65,60,157.79414393958757,4,71.71385784401173,18.35671747171984,5.063922061164094,2.531961030582047,32.77757503082852,8.846153846153847,0.0075967690705876,0.0001623651387414,13.914219480326825
253761937_629756705_0,70,65,60,90.81599458181542,4,57.835490689080856,1.1028642453199613,3.308592735959884,1.1028642453199613,0.0,0.0,0.0002284096724137,0.0001583071547084,13.475235498999288
